mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
135	131	5/16	5/16	12/16	1	1	V		ab	#vii		V	V						M	1	1	1, 5, 2		1	1
135	131	1/2	1/2	12/16	1	1	I		ab	#vii		I	I						M	1	1	0, 4, 1		0	0
140	135	0	3/8	6/8	1	1	V{		ab	#vii		V	V					{	M	1	1	1, 5, 2		1	1
141	136	0	0	6/8	1	1	ii	#viio6	ab	#vii		ii	ii						m	1	1	2, -1, 3		2	2
141	136	3/8	3/8	6/8	1	1	IV	ii6	ab	#vii		IV	IV						M	1	1	-1, 3, 0		-1	-1
142	137	0	0	6/8	1	1	I		ab	#vii		I	I						M	1	1	0, 4, 1		0	0
142	137	3/8	3/8	6/8	1	1	I6		ab	#vii		I6	I		6				M	1	1	4, 1, 0		0	4
143	138	0	0	6/8	1	1	V6		ab	#vii		V6	V		6				M	1	1	5, 2, 1		1	5
143	138	3/8	3/8	6/8	1	1	I		ab	#vii		I	I						M	1	1	0, 4, 1		0	0
144	139	0	0	6/8	1	1	I6		ab	#vii		I6	I		6				M	1	1	4, 1, 0		0	4
145	140	1/4	1/4	6/8	1	1	#viio/ii		ab	#vii		#viio/ii	#vii	o			ii		o	1	1	7, 4, 1		7	7
145	140	3/8	3/8	6/8	1	1	#viio6		ab	#vii		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
146	141	0	0	6/8	1	1	V2/V		ab	#vii		V2/V	V		2		V		Mm7	1	1	0, 2, 6, 3		2	0
146	141	1/4	1/4	6/8	1	1	#vii		ab	#vii		#vii	#vii						m	1	1	5, 2, 6		5	5
146	141	3/8	3/8	6/8	1	1	#vi6		ab	#vii		#vi6	#vi		6				m	1	1	0, 4, 3		3	0
147	142	0	0	6/8	1	1	V43/V		ab	#vii		V43/V	V		43		V		Mm7	1	1	3, 0, 2, 6		2	3
147	142	1/4	1/4	6/8	1	1	V6		ab	#vii		V6	V		6				M	1	1	5, 2, 1		1	5
147	142	3/8	3/8	6/8	1	1	I		ab	#vii		I	I						M	1	1	0, 4, 1		0	0
147	142	5/8	5/8	6/8	1	1	viio6/V		ab	#vii		viio6/V	vii	o	6		V		o	1	1	3, 0, 6		6	3
148	143	0	0	6/8	1	1	V65		ab	#vii		V65	V		65				Mm7	1	1	5, 2, -1, 1		1	5
148	143	1/4	1/4	6/8	1	1	I		ab	#vii		I	I						M	1	1	0, 4, 1		0	0
148	143	3/8	3/8	6/8	1	1	ii/iv		ab	#vii		ii/iv	ii				iv		m	1	1	1, -2, 2		1	1
148	143	5/8	5/8	6/8	1	1	#viio6/iv		ab	#vii		#viio6/iv	#vii	o	6		iv		o	1	1	1, -2, 4		4	1
149	144	0	0	6/8	1	1	ii		ab	#vii		ii	ii						m	1	1	2, -1, 3		2	2
149	144	3/8	3/8	6/8	1	1	iio6		ab	#vii		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
149	144	5/8	5/8	6/8	1	1	#viio64		ab	#vii		#viio64	#vii	o	64				o	1	1	-1, 5, 2		5	-1
150	145	0	0	6/8	1	1	I		ab	#vii		I	I						M	1	1	0, 4, 1		0	0
150	145	3/8	3/8	6/8	1	1	I6		ab	#vii		I6	I		6				M	1	1	4, 1, 0		0	4
151	146	0	0	6/8	1	1	V6		ab	#vii		V6	V		6				M	1	1	5, 2, 1		1	5
151	146	3/8	3/8	6/8	1	1	I		ab	#vii		I	I						M	1	1	0, 4, 1		0	0
151	146	1/2	1/2	6/8	1	1	V2/iv		ab	#vii		V2/iv	V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
151	146	5/8	5/8	6/8	1	1	iv6		ab	#vii		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
152	147	0	0	6/8	1	1	#viio6/iv		ab	#vii		#viio6/iv	#vii	o	6		iv		o	1	1	1, -2, 4		4	1
152	147	1/4	1/4	6/8	1	1	#viio/iv		ab	#vii		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
152	147	3/8	3/8	6/8	1	1	iv		ab	#vii		iv	iv						m	1	1	-1, -4, 0		-1	-1
152	147	5/8	5/8	6/8	1	1	iv6		ab	#vii		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
153	148	0	0	6/8	1	1	V2/iv		ab	#vii		V2/iv	V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
153	148	3/8	3/8	6/8	1	1	#viio6/iv		ab	#vii		#viio6/iv	#vii	o	6		iv		o	1	1	1, -2, 4		4	1
154	149	0	0	6/8	1	1	IV/iv		ab	#vii		IV/iv	IV				iv		M	1	1	-2, 2, -1		-2	-2
154	149	1/4	1/4	6/8	1	1	#viio6/iv		ab	#vii		#viio6/iv	#vii	o	6		iv		o	1	1	1, -2, 4		4	1
154	149	3/8	3/8	6/8	1	1	iv		ab	#vii		iv	iv						m	1	1	-1, -4, 0		-1	-1
155	150	0	0	6/8	1	1	ii/iv		ab	#vii		ii/iv	ii				iv		m	1	1	1, -2, 2		1	1
155	150	3/8	3/8	6/8	1	1	#viio/iv		ab	#vii		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
155	150	5/8	5/8	6/8	1	1	#viio7		ab	#vii		#viio7	#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
156	151	0	0	6/8	1	1	V/iv		ab	#vii		V/iv	V				iv		M	1	1	0, 4, 1		0	0
156	151	3/8	3/8	6/8	1	1	V6/iv		ab	#vii		V6/iv	V		6		iv		M	1	1	4, 1, 0		0	4
156	151	5/8	5/8	6/8	1	1	iv6		ab	#vii		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
157	152	0	0	6/8	1	1	V6/iv		ab	#vii		V6/iv	V		6		iv		M	1	1	4, 1, 0		0	4
157	152	1/4	1/4	6/8	1	1	iv		ab	#vii		iv	iv						m	1	1	-1, -4, 0		-1	-1
158	153	1/8	1/8	6/8	1	1	iv6		ab	#vii		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
158	153	3/8	3/8	6/8	1	1	#viio		ab	#vii		#viio	#vii	o					o	1	1	5, 2, -1		5	5
158	153	5/8	5/8	6/8	1	1	iio6		ab	#vii		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
159	154	0	0	6/8	1	1	V2		ab	#vii		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
159	154	1/8	1/8	6/8	1	1	#viio6		ab	#vii		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
159	154	3/8	3/8	6/8	1	1	V6		ab	#vii		V6	V		6				M	1	1	5, 2, 1		1	5
159	154	1/2	1/2	6/8	1	1	i6		ab	#vii		i6	i		6				m	1	1	-3, 1, 0		0	-3
159	154	5/8	5/8	6/8	1	1	V43		ab	#vii		V43	V		43				Mm7	1	1	2, -1, 1, 5		1	2
160	155	0	0	6/8	1	1	i		ab	#vii		i	i						m	1	1	0, -3, 1		0	0
160	155	3/8	3/8	6/8	1	1	i6		ab	#vii		i6	i		6				m	1	1	-3, 1, 0		0	-3
161	156	3/8	3/8	6/8	1	1	iv64		ab	#vii		iv64	iv		64				m	1	1	0, -1, -4		-1	0
162	157	0	0	6/8	1	1	#viio65		ab	#vii		#viio65	#vii	o	65				o7	1	1	2, -1, -4, 5		5	2
162	157	3/8	3/8	6/8	1	1	V65		ab	#vii		V65	V		65				Mm7	1	1	5, 2, -1, 1		1	5
163	158	0	0	6/8	1	1	#viio7/iv		ab	#vii		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4	4
163	158	3/8	3/8	6/8	1	1	iv		ab	#vii		iv	iv						m	1	1	-1, -4, 0		-1	-1
164	159	0	0	6/8	1	1	VI/iv		ab	#vii		VI/iv	VI				iv		M	1	1	-5, -1, -4		-5	-5
164	159	1/4	1/4	6/8	1	1	V/iv		ab	#vii		V/iv	V				iv		M	1	1	0, 4, 1		0	0
164	159	3/8	3/8	6/8	1	1	iv[iv		ab	#vii	iv	iv	iv						m	1	1	-1, -4, 0		-1	-1
164	159	1/2	1/2	6/8	1	1	iio6/iv		ab	#vii	iv	iio6/iv	ii	o	6		iv		o	1	1	-2, -5, 1		1	-2
165	160	0	0	6/8	1	1	#viio6/vii		ab	#vii	iv	#viio6/vii	#vii	o	6		vii		o	1	1	0, -3, 3		3	0
165	160	1/4	1/4	6/8	1	1	vii64]		ab	#vii	iv	vii64	vii		64				m	1	1	-1, -2, -5		-2	-1
165	160	3/8	3/8	6/8	1	1	vii		ab	#vii		vii	vii						m	1	1	-2, -5, -1		-2	-2
166	161	1/4	1/4	6/8	1	1	VII		ab	#vii		VII	VII						M	1	1	-2, 2, -1		-2	-2
166	161	3/8	3/8	6/8	1	1	V7		ab	#vii		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
167	162	3/8	3/8	6/8	1	1	i		ab	#vii		i	i						m	1	1	0, -3, 1		0	0
168	163	1/8	1/8	6/8	1	1	V/iv		ab	#vii		V/iv	V				iv		M	1	1	0, 4, 1		0	0
168	163	3/8	3/8	6/8	1	1	iv6		ab	#vii		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
168	163	5/8	5/8	6/8	1	1	I.V		ab	I		V	V						M	1	0	1, 5, 2		1	1
169	164	1/4	1/4	6/8	1	1	iii6		ab	I		iii6	iii		6				m	1	0	1, 5, 4		4	1
169	164	3/8	3/8	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
169	164	5/8	5/8	6/8	1	1	vi6		ab	I		vi6	vi		6				m	1	0	0, 4, 3		3	0
170	165	3/8	3/8	6/8	1	1	V6		ab	I		V6	V		6				M	1	0	5, 2, 1		1	5
171	166	3/8	3/8	6/8	1	1	viio6		ab	I		viio6	vii	o	6				o	1	0	2, -1, 5		5	2
172	167	3/8	3/8	6/8	1	1	vi6		ab	I		vi6	vi		6				m	1	0	0, 4, 3		3	0
172	167	1/2	1/2	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
173	168	0	0	6/8	1	1	viio/V		ab	I		viio/V	vii	o			V		o	1	0	6, 3, 0		6	6
173	168	1/4	1/4	6/8	1	1	V/V		ab	I		V/V	V				V		M	1	0	2, 6, 3		2	2
173	168	3/8	3/8	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
174	169	0	0	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
174	169	3/8	3/8	6/8	1	1	iio6/ii		ab	I		iio6/ii	ii	o	6		ii		o	1	0	1, -2, 4		4	1
175	170	0	0	6/8	1	1	V/ii		ab	I		V/ii	V				ii		M	1	0	3, 7, 4		3	3
175	170	3/8	3/8	6/8	1	1	ii6		ab	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
176	171	0	0	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
176	171	3/8	3/8	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
177	172	0	0	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
177	172	3/8	3/8	6/8	1	1	V43		ab	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
177	172	5/8	5/8	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
178	173	0	0	6/8	1	1	vii6		ab	I		vii6	vii		6				m	1	0	2, 6, 5		5	2
178	173	1/8	1/8	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
178	173	3/8	3/8	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
178	173	5/8	5/8	6/8	1	1	V7/IV		ab	I		V7/IV	V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
179	174	0	0	6/8	1	1	IV(b4)		ab	I		IV(b4)	IV			b4			M	1	0	-1, -2, 0		-1	-1
179	174	1/4	1/4	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
179	174	3/8	3/8	6/8	1	1	ii(9)		ab	I		ii(9)	ii			9			m	1	0	2, -1, 3	4	2	2
179	174	5/8	5/8	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
180	175	0	0	6/8	1	1	V(4)		ab	I		V(4)	V			4			M	1	0	1, 0, 2		1	1
180	175	1/4	1/4	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
180	175	3/8	3/8	6/8	1	1	I6(2)		ab	I		I6(2)	I		6	2			M	1	0	4, 1, 2		0	4
180	175	5/8	5/8	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
181	176	0	0	6/8	1	1	V43		ab	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
181	176	3/8	3/8	6/8	1	1	V(64)		ab	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
181	176	1/2	1/2	6/8	1	1	V(4)		ab	I		V(4)	V			4			M	1	0	1, 0, 2		1	1
181	176	5/8	5/8	6/8	1	1	viio64		ab	I		viio64	vii	o	64				o	1	0	-1, 5, 2		5	-1
182	177	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
182	177	1/8	1/8	6/8	1	1	V64		ab	I		V64	V		64				M	1	0	2, 1, 5		1	2
182	177	1/4	1/4	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
182	177	3/8	3/8	6/8	1	1	V65		ab	I		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
183	178	0	0	6/8	1	1	I(4)		ab	I		I(4)	I			4			M	1	0	0, -1, 1		0	0
183	178	1/4	1/4	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
183	178	3/8	3/8	6/8	1	1	vi		ab	I		vi	vi						m	1	0	3, 0, 4		3	3
184	179	0	0	6/8	1	1	V(6)/V		ab	I		V(6)/V	V			6	V		M	1	0	2, 6, 5		2	2
184	179	1/4	1/4	6/8	1	1	V/V		ab	I		V/V	V				V		M	1	0	2, 6, 3		2	2
184	179	3/8	3/8	6/8	1	1	V6		ab	I		V6	V		6				M	1	0	5, 2, 1		1	5
185	180	0	0	6/8	1	1	I6(2)		ab	I		I6(2)	I		6	2			M	1	0	4, 1, 2		0	4
185	180	1/4	1/4	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
185	180	3/8	3/8	6/8	1	1	V7/V		ab	I		V7/V	V		7		V		Mm7	1	0	2, 6, 3, 0		2	2
185	180	5/8	5/8	6/8	1	1	vii%43/V		ab	I		vii%43/V	vii	%	43		V		%7	1	0	0, 4, 6, 3		6	0
186	181	0	0	6/8	1	1	V6(6)		ab	I		V6(6)	V		6	6			M	1	0	5, 4, 1		1	5
186	181	1/4	1/4	6/8	1	1	viio		ab	I		viio	vii	o					o	1	0	5, 2, -1		5	5
186	181	3/8	3/8	6/8	1	1	viio6(2)		ab	I		viio6(2)	vii	o	6	2			o	1	0	2, -1, 0		5	2
186	181	5/8	5/8	6/8	1	1	viio6		ab	I		viio6	vii	o	6				o	1	0	2, -1, 5		5	2
187	182	0	0	6/8	1	1	V43		ab	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
187	182	1/2	1/2	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
187	182	5/8	5/8	6/8	1	1	vii%43/IV		ab	I		vii%43/IV	vii	%	43		IV		%7	1	0	-2, 2, 4, 1		4	-2
188	183	0	0	6/8	1	1	IV6		ab	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
188	183	1/4	1/4	6/8	1	1	V6		ab	I		V6	V		6				M	1	0	5, 2, 1		1	5
188	183	3/8	3/8	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
189	184	0	0	6/8	1	1	V43		ab	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
189	184	3/8	3/8	6/8	1	1	V2		ab	I		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
190	185	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
190	185	3/8	3/8	6/8	1	1	V43/IV		ab	I		V43/IV	V		43		IV		Mm7	1	0	1, -2, 0, 4		0	1
191	186	0	0	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
191	186	1/4	1/4	6/8	1	1	V65/V		ab	I		V65/V	V		65		V		Mm7	1	0	6, 3, 0, 2		2	6
191	186	3/8	3/8	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
191	186	5/8	5/8	6/8	1	1	#viio7/vi		ab	I		#viio7/vi	#vii	o	7		vi		o7	1	0	8, 5, 2, -1		8	8
192	187	0	0	6/8	1	1	vi		ab	I		vi	vi						m	1	0	3, 0, 4		3	3
192	187	3/8	3/8	6/8	1	1	IV6		ab	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
193	188	0	0	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
193	188	3/8	3/8	6/8	1	1	IV6(119)		ab	I		IV6(119)	IV		6	119			M	1	0	3, 0, -1	5, 1	-1	3
193	188	5/8	5/8	6/8	1	1	IV6		ab	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
194	189	0	0	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
195	190	0	0	6/8	1	1	ii6(9)		ab	I		ii6(9)	ii		6	9			m	1	0	-1, 3, 2	4	2	-1
195	190	3/8	3/8	6/8	1	1	V6/V		ab	I		V6/V	V		6		V		M	1	0	6, 3, 2		2	6
195	190	5/8	5/8	6/8	1	1	V65/V		ab	I		V65/V	V		65		V		Mm7	1	0	6, 3, 0, 2		2	6
196	191	0	0	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
196	191	3/8	3/8	6/8	1	1	V7(9)		ab	I		V7(9)	V		7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
197	192	1/8	1/8	6/8	1	1	IV6		ab	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
197	192	1/4	1/4	6/8	1	1	vii%7		ab	I		vii%7	vii	%	7				%7	1	0	5, 2, -1, 3		5	5
197	192	3/8	3/8	6/8	1	1	V6(13)		ab	I		V6(13)	V		6	13			M	1	0	5, 2, 1	4	1	5
197	192	1/2	1/2	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
197	192	5/8	5/8	6/8	1	1	viio6		ab	I		viio6	vii	o	6				o	1	0	2, -1, 5		5	2
198	193	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
198	193	3/8	3/8	6/8	1	1	#viio7/iii		ab	I		#viio7/iii	#vii	o	7		iii		o7	1	0	9, 6, 3, 0		9	9
199	194	3/8	3/8	6/8	1	1	#viio7(6)/iii		ab	I		#viio7(6)/iii	#vii	o	7	6	iii		o7	1	0	9, 6, 5, 0		9	9
199	194	5/8	5/8	6/8	1	1	#viio7/iii		ab	I		#viio7/iii	#vii	o	7		iii		o7	1	0	9, 6, 3, 0		9	9
200	195	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
200	195	3/8	3/8	6/8	1	1	ii65		ab	I		ii65	ii		65				mm7	1	0	-1, 3, 0, 2		2	-1
200	195	5/8	5/8	6/8	1	1	V65/V		ab	I		V65/V	V		65		V		Mm7	1	0	6, 3, 0, 2		2	6
201	196	0	0	6/8	1	1	V(64)		ab	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
201	196	3/8	3/8	6/8	1	1	V6		ab	I		V6	V		6				M	1	0	5, 2, 1		1	5
201	196	1/2	1/2	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
202	197	0	0	6/8	1	1	V43/V		ab	I		V43/V	V		43		V		Mm7	1	0	3, 0, 2, 6		2	3
202	197	3/8	3/8	6/8	1	1	V65		ab	I		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
203	198	0	0	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
203	198	1/4	1/4	6/8	1	1	V43/IV		ab	I		V43/IV	V		43		IV		Mm7	1	0	1, -2, 0, 4		0	1
203	198	3/8	3/8	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
203	198	5/8	5/8	6/8	1	1	V65/V		ab	I		V65/V	V		65		V		Mm7	1	0	6, 3, 0, 2		2	6
204	199	0	0	6/8	1	1	V(64)		ab	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
204	199	1/8	1/8	6/8	1	1	ii65		ab	I		ii65	ii		65				mm7	1	0	-1, 3, 0, 2		2	-1
204	199	1/4	1/4	6/8	1	1	V7		ab	I		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
204	199	3/8	3/8	6/8	1	1	I[I		ab	I	I	I	I						M	1	0	0, 4, 1		0	0
205	200	0	0	6/8	1	1	IV		ab	I	I	IV	IV						M	1	0	-1, 3, 0		-1	-1
205	200	3/8	3/8	6/8	1	1	viio43		ab	I	I	viio43	vii	o	43				o7	1	0	-1, -4, 5, 2		5	-1
206	201	0	0	6/8	1	1	I		ab	I	I	I	I						M	1	0	0, 4, 1		0	0
206	201	3/8	3/8	6/8	1	1	V7/IV		ab	I	I	V7/IV	V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
207	202	0	0	6/8	1	1	IV		ab	I	I	IV	IV						M	1	0	-1, 3, 0		-1	-1
207	202	3/8	3/8	6/8	1	1	viio7/V		ab	I	I	viio7/V	vii	o	7		V		o7	1	0	6, 3, 0, -3		6	6
208	203	0	0	6/8	1	1	V7/IV		ab	I	I	V7/IV	V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
208	203	3/8	3/8	6/8	1	1	V7(6)/IV		ab	I	I	V7(6)/IV	V		7	6	IV		Mm7	1	0	0, 4, 3, -2		0	0
208	203	5/8	5/8	6/8	1	1	V7/IV		ab	I	I	V7/IV	V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
209	204	0	0	6/8	1	1	IV		ab	I	I	IV	IV						M	1	0	-1, 3, 0		-1	-1
209	204	3/8	3/8	6/8	1	1	viio/V		ab	I	I	viio/V	vii	o			V		o	1	0	6, 3, 0		6	6
210	205	0	0	6/8	1	1	viio7/V		ab	I	I	viio7/V	vii	o	7		V		o7	1	0	6, 3, 0, -3		6	6
210	205	3/8	3/8	6/8	1	1	viio7(b4)/V		ab	I	I	viio7(b4)/V	vii	o	7	b4	V		o7	1	0	6, -2, 0, -3		6	6
210	205	5/8	5/8	6/8	1	1	viio7/V		ab	I	I	viio7/V	vii	o	7		V		o7	1	0	6, 3, 0, -3		6	6
211	206	0	0	6/8	1	1	viio65		ab	I	I	viio65	vii	o	65				o7	1	0	2, -1, -4, 5		5	2
212	207	3/8	3/8	6/8	1	1	viio65(2)		ab	I	I	viio65(2)	vii	o	65	2			o7	1	0	2, -1, -4, 0		5	2
212	207	5/8	5/8	6/8	1	1	viio65		ab	I	I	viio65	vii	o	65				o7	1	0	2, -1, -4, 5		5	2
213	208	0	0	6/8	1	1	I]}		ab	I	I	I	I					}	M	1	0	0, 4, 1		0	0
