mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	23	135/2	0.5	3/8	3/8	3/4	2	1		v6		E	I		v6		v		6					m	0	0	-2, 2, 1		1	-2
23	23	68	0.5	1/2	1/2	3/4	2	1		viio6/V		E	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
23	23	137/2	2.5	5/8	5/8	3/4	2	1		V7/V		E	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
24	24			1/2	1/2	3/4	2	1	1	V|HC}		E	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
24	24			11/16	11/16	3/4	2	1	1	V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
25	24	71	0.5	1/2	1/2	3/4	2	1	2	V|HC}		E	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
25	24	143/2	0.5	5/8	5/8	3/4	2	1	2	vi7		E	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
26	25	72	2.0	0	0	3/4	2	1		V6{		E	I		V6		V		6				{	M	0	0	5, 2, 1		1	5
26	25	74	0.75	1/2	1/2	3/4	2	1		V6(#7)/ii		E	I		V6(#7)/ii		V		6	#7	ii			M	0	0	7, 4, 8		3	7
26	25	299/4	0.25	11/16	11/16	3/4	2	1		V6/ii		E	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
27	26	75	2.0	0	0	3/4	2	1		ii		E	I		ii		ii							m	0	0	2, -1, 3		2	2
27	26	77	0.75	1/2	1/2	3/4	2	1		V6(#7)		E	I		V6(#7)		V		6	#7				M	0	0	5, 2, 6		1	5
27	26	311/4	0.25	11/16	11/16	3/4	2	1		V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
28	27	78	2.0	0	0	3/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
28	27	80	1.0	1/2	1/2	3/4	2	1		IV6		E	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
29	28	81	0.5	0	0	3/4	2	1		V6(112)	V7(9)/iii	E	I		V6(112)		V		6	112				M	0	0	5, 2, 3	0	1	5
29	28	163/2	1.0	1/8	1/8	3/4	2	1		V6	V(64)/iii	E	I		V6		V		6					M	0	0	5, 2, 1		1	5
29	28	165/2	0.5	3/8	3/8	3/4	2	1		V7/iii		E	I		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
29	28	83	0.5	1/2	1/2	3/4	2	1		i/iii|PAC}		E	I		i/iii		i				iii	PAC	}	m	0	0	4, 1, 5		4	4
29	28	167/2	2.5	5/8	5/8	3/4	2	1		ii{		E	I		ii		ii						{	m	0	0	2, -1, 3		2	2
30	29	86	1.0	1/2	1/2	3/4	2	1		IV6		E	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	30	87	1.75	0	0	3/4	2	1		V65(#7)		E	I		V65(#7)		V		65	#7				Mm7	0	0	5, 2, -1, 6		1	5
31	30	355/4	0.25	7/16	7/16	3/4	2	1		V65		E	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	30	89	0.75	1/2	1/2	3/4	2	1		I(11)		E	I		I(11)		I			11				M	0	0	0, 4, 1	-1	0	0
31	30	359/4	0.25	11/16	11/16	3/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
32	31	90	2.0	0	0	3/4	2	1		V(64)		E	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
32	31	92	1.0	1/2	1/2	3/4	2	1		V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	32			0	0	3/4	2	1	1	I(4)|IAC		E	I		I(4)		I			4		IAC		M	0	0	0, -1, 1		0	0
33	32			1/8	1/8	3/4	2	1	1	I(#4)		E	I		I(#4)		I			#4				M	0	0	0, 4, 6		0	0
33	32			1/4	1/4	3/4	2	1	1	I(974)		E	I		I(974)		I			974				M	0	0	0, -1, 1	2, 5	0	0
33	32			1/2	1/2	3/4	2	1	1	I}		E	I		I		I						}	M	0	0	0, 4, 1		0	0
33	32			5/8	5/8	3/4	2	1	1	V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
34	32		0.0	0	0	3/4	2	1	1	{		E	I										{		0	0				
34	32			1/2	1/2	3/4	2	1	1	V6(#7)/ii		E	I		V6(#7)/ii		V		6	#7	ii			M	0	0	7, 4, 8		3	7
34	32			11/16	11/16	3/4	2	1	1	V6/ii		E	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
35	32	93	0.5	0	0	3/4	2	1	2	I(4)|IAC		E	I		I(4)		I			4		IAC		M	0	0	0, -1, 1		0	0
35	32	187/2	0.5	1/8	1/8	3/4	2	1	2	I(#4)		E	I		I(#4)		I			#4				M	0	0	0, 4, 6		0	0
35	32	94	1.0	1/4	1/4	3/4	2	1	2	I(974)		E	I		I(974)		I			974				M	0	0	0, -1, 1	2, 5	0	0
35	32	95	2.0	1/2	1/2	3/4	2	1	2	I}		E	I		I		I						}	M	0	0	0, 4, 1		0	0
36	33	96	0.0	0	0	3/4	2	1		{		E	I										{		0	0				
36	33	97	1.0	1/4	1/4	3/4	2	1		I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	33	98	1.0	1/2	1/2	3/4	2	1		ii6		E	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	34	99	1.0	0	0	3/4	2	1		V		E	I		V		V							M	0	0	1, 5, 2		1	1
37	34	100	1.0	1/4	1/4	3/4	2	1		vi7		E	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
37	34	101	1.0	1/2	1/2	3/4	2	1		V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
38	35	102	1.0	0	0	3/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
38	35	103	1.0	1/4	1/4	3/4	2	1		I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	35	104	1.0	1/2	1/2	3/4	2	1		V6/V		E	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
39	36	105	1.0	0	0	3/4	2	1		V(64)/V		E	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
39	36	106	1.0	1/4	1/4	3/4	2	1		V7/V		E	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
39	36	107	0.75	1/2	1/2	3/4	2	1		V|HC}		E	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
39	36	431/4	0.25	11/16	11/16	3/4	2	1		V2		E	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	37	108	1.0	0	0	3/4	2	1		I6{		E	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
40	37	109	1.0	1/4	1/4	3/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
40	37	110	1.5	1/2	1/2	3/4	2	1		V65/V		E	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
41	38	223/2	0.5	1/8	1/8	3/4	2	1		V		E	I		V		V							M	0	0	1, 5, 2		1	1
41	38	112	1.0	1/4	1/4	3/4	2	1		vi		E	I		vi		vi							m	0	0	3, 0, 4		3	3
41	38	113	1.0	1/2	1/2	3/4	2	1		V65		E	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	39	114	1.0	0	0	3/4	2	1		viio43/IV		E	I		viio43/IV		vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
42	39	115	1.0	1/4	1/4	3/4	2	1		IV6		E	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
42	39	116	1.5	1/2	1/2	3/4	2	1		V7/bII	Ger6	E	I		V7/bII		V		7		bII			Mm7	0	0	-4, 0, -3, -6		-4	-4
43	40	235/2	0.5	1/8	1/8	3/4	2	1		V(64)/bII		E	I		V(64)/bII		V			64	bII			M	0	0	-4, -5, -1		-4	-4
43	40	118	1.0	1/4	1/4	3/4	2	1		V7/bII	Ger6	E	I		V7/bII		V		7		bII			Mm7	0	0	-4, 0, -3, -6		-4	-4
43	40	119	1.0	1/2	1/2	3/4	2	1		V[V|HC}		E	I	V	V		V					HC	}	M	0	0	1, 5, 2		1	1
44	41	120	3.0	0	0	3/4	2	1		I{		E	I	V	I		I						{	M	0	0	0, 4, 1		0	0
45	42	123	2.0	0	0	3/4	2	1		V7(4)		E	I	V	V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
45	42	125	1.0	1/2	1/2	3/4	2	1		V7		E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	43	126	2.0	0	0	3/4	2	1		I6(2)		E	I	V	I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
46	43	128	1.0	1/2	1/2	3/4	2	1		I6		E	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
47	44	129	2.0	0	0	3/4	2	1		V7(96)		E	I	V	V7(96)		V		7	96				Mm7	0	0	1, 5, 4, -1	3	1	1
47	44	131	1.0	1/2	1/2	3/4	2	1		V7		E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	45	132	3.0	0	0	3/4	2	1		I6		E	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
49	46	135	3.0	0	0	3/4	2	1		V7		E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	47	138	2.0	0	0	3/4	2	1		I6]		E	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
50	47	140	1.0	1/2	1/2	3/4	2	1		viio65/V		E	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
51	48	141	2.5	0	0	3/4	2	1		Ger6		E	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
51	48	287/2	0.5	5/8	5/8	3/4	2	1		V|HC}		E	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
52	49	144	2.0	0	0	3/4	2	1		V6{		E	I		V6		V		6				{	M	0	0	5, 2, 1		1	5
52	49	146	1.0	1/2	1/2	3/4	2	1		V65/ii		E	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
53	50	147	1.0	0	0	3/4	2	1		ii		E	I		ii		ii							m	0	0	2, -1, 3		2	2
53	50	148	1.0	1/4	1/4	3/4	2	1		viio43/V		E	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
53	50	149	0.5	1/2	1/2	3/4	2	1		iv6		E	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
53	50	299/2	0.5	5/8	5/8	3/4	2	1		V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
54	51	150	1.0	0	0	3/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
54	51	151	1.0	1/4	1/4	3/4	2	1		V(64)/iii		E	I		V(64)/iii		V			64	iii			M	0	0	5, 4, 1		5	5
54	51	152	1.0	1/2	1/2	3/4	2	1		viio7/V/iii		E	I		viio7/V/iii		vii	o	7		V/iii			o7	0	0	10, 7, 4, 1		10	10
55	52	153	1.0	0	0	3/4	2	1		V(64)/iii		E	I		V(64)/iii		V			64	iii			M	0	0	5, 4, 1		5	5
55	52	154	0.5	1/4	1/4	3/4	2	1		iv6/iii	VI/iii	E	I		iv6/iii		iv		6		iii			m	0	0	0, 4, 3		3	0
55	52	309/2	0.5	3/8	3/8	3/4	2	1		V/iii		E	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
55	52	155	0.5	1/2	1/2	3/4	2	1		i(9#7)/iii|IAC		E	I		i(9#7)/iii		i			9#7	iii	IAC		m	0	0	4, 1, 5	6, 9	4	4
55	52	311/2	0.25	5/8	5/8	3/4	2	1		i/iii}		E	I		i/iii		i				iii		}	m	0	0	4, 1, 5		4	4
55	52	623/4	1.25	11/16	11/16	3/4	2	1		ii{		E	I		ii		ii						{	m	0	0	2, -1, 3		2	2
56	53	157	2.0	1/4	1/4	3/4	2	1		ii64		E	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
57	54	159	0.5	0	0	3/4	2	1		V/V		E	I		V/V		V				V			M	0	0	2, 6, 3		2	2
57	54	319/2	0.5	1/8	1/8	3/4	2	1		V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
57	54	160	1.0	1/4	1/4	3/4	2	1		V65		E	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
57	54	161	0.5	1/2	1/2	3/4	2	1		V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	54	323/2	0.5	5/8	5/8	3/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
58	55	162	1.0	0	0	3/4	2	1		V(64)		E	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
58	55	163	0.5	1/4	1/4	3/4	2	1		vi(#7)		E	I		vi(#7)		vi			#7				m	0	0	3, 0, 4	8	3	3
58	55	327/2	0.5	3/8	3/8	3/4	2	1		vi		E	I		vi		vi							m	0	0	3, 0, 4		3	3
58	55	164	0.5	1/2	1/2	3/4	2	1		#viio7/vii		E	I		#viio7/vii		#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
58	55	329/2	0.5	5/8	5/8	3/4	2	1		viio		E	I		viio		vii	o						o	0	0	5, 2, -1		5	5
59	56	165	0.5	0	0	3/4	2	1		viio(2)		E	I		viio(2)		vii	o		2				o	0	0	0, 2, -1		5	0
59	56	331/2	0.5	1/8	1/8	3/4	2	1		viio		E	I		viio		vii	o						o	0	0	5, 2, -1		5	5
59	56	166	0.5	1/4	1/4	3/4	2	1		viio(2)		E	I		viio(2)		vii	o		2				o	0	0	0, 2, -1		5	0
59	56	333/2	0.5	3/8	3/8	3/4	2	1		viio		E	I		viio		vii	o						o	0	0	5, 2, -1		5	5
59	56	167	0.5	1/2	1/2	3/4	2	1		viio(2)		E	I		viio(2)		vii	o		2				o	0	0	0, 2, -1		5	0
59	56	335/2	3.5	5/8	5/8	3/4	2	1		iio64/ii		E	I		iio64/ii		ii	o	64		ii			o	0	0	-2, 4, 1		4	-2
61	58	171	1.0	0	0	3/4	2	1		V7(9)/ii		E	I		V7(9)/ii		V		7	9	ii			Mm7	0	0	3, 7, 4, 1	-2	3	3
61	58	172	1.0	1/4	1/4	3/4	2	1		V/ii		E	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
61	58	173	1.0	1/2	1/2	3/4	2	1		V7/ii		E	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
62	59	174	1.0	0	0	3/4	2	1		i64(9)/ii		E	I		i64(9)/ii		i		64	9	ii			m	0	0	3, 2, -1	4	2	3
62	59	175	1.0	1/4	1/4	3/4	2	1		ii64		E	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
62	59	176	1.0	1/2	1/2	3/4	2	1		IV6		E	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
63	60	177	1.0	0	0	3/4	2	1		I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
63	60	178	0.5	1/4	1/4	3/4	2	1		#viio65/iii		E	I		#viio65/iii		#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6
63	60	357/2	0.5	3/8	3/8	3/4	2	1		V64/iii		E	I		V64/iii		V		64		iii			M	0	0	6, 5, 9		5	6
63	60	179	0.5	1/2	1/2	3/4	2	1		i/iii|IAC}		E	I		i/iii		i				iii	IAC	}	m	0	0	4, 1, 5		4	4
63	60	359/2	0.5	5/8	5/8	3/4	2	1		I6{		E	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
64	61	180	3.0	0	0	3/4	2	1		ii7		E	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
65	62	183	2.5	0	0	3/4	2	1		V43		E	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	62	371/2	0.5	5/8	5/8	3/4	2	1		I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
66	63	186	0.5	0	0	3/4	2	1		vi(4)		E	I		vi(4)		vi			4				m	0	0	3, 2, 4		3	3
66	63	373/2	0.5	1/8	1/8	3/4	2	1		vi		E	I		vi		vi							m	0	0	3, 0, 4		3	3
66	63	187	1.0	1/4	1/4	3/4	2	1		V(64)		E	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
66	63	188	0.5	1/2	1/2	3/4	2	1		#viio43/ii		E	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
66	63	377/2	0.5	5/8	5/8	3/4	2	1		viio2		E	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
67	64	189	0.5	0	0	3/4	2	1		V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	64	379/2	0.5	1/8	1/8	3/4	2	1		viio2		E	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
67	64	190	0.5	1/4	1/4	3/4	2	1		V65		E	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
67	64	381/2	0.5	3/8	3/8	3/4	2	1		viio2		E	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
67	64	191	0.5	1/2	1/2	3/4	2	1		V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	64	383/2	0.5	5/8	5/8	3/4	2	1		I|IAC}		E	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
68	65	192	1.0	0	0	2/4	2	1		I6{		E	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
68	65	193	1.0	1/4	1/4	2/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
69	66	194	1.0	0	0	2/4	2	1		V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
69	66	195	1.0	1/4	1/4	2/4	2	1		V		E	I		V		V							M	0	0	1, 5, 2		1	1
70	67	196	1.0	0	0	2/4	2	1		I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
70	67	197	1.0	1/4	1/4	2/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
71	68	198	1.0	0	0	2/4	2	1		viio6/V		E	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
71	68	199	1.0	1/4	1/4	2/4	2	1		V|HC}		E	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
72	69	200	1.0	0	0	2/4	2	1		I{		E	I		I		I						{	M	0	0	0, 4, 1		0	0
72	69	201	1.0	1/4	1/4	2/4	2	1		I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	70	202	1.0	0	0	2/4	2	1		V		E	I		V		V							M	0	0	1, 5, 2		1	1
73	70	203	1.0	1/4	1/4	2/4	2	1		V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
74	71	204	1.0	0	0	2/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
74	71	205	1.0	1/4	1/4	2/4	2	1		I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
75	72	206	1.0	0	0	2/4	2	1		viio7/V		E	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
75	72	207	1.0	1/4	1/4	2/4	2	1		V|HC}		E	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
76	73	208	1.0	0	0	2/4	2	1		I6{		E	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
76	73	209	1.0	1/4	1/4	2/4	2	1		I		E	I		I		I							M	0	0	0, 4, 1		0	0
77	74	210	1.0	0	0	2/4	2	1		V6		E	I		V6		V		6					M	0	0	5, 2, 1		1	5
