mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
118	118	1/2	1/2	2/2	1	1	V2	G	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
119	119	0	0	2/2	1	1	I	G	I	I	I		I						M	0	0	0, 4, 1		0	0
119	119	1/2	1/2	2/2	1	1	V2	G	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
120	120	0	0	2/2	1	1	I	G	I	I	I		I						M	0	0	0, 4, 1		0	0
120	120	1/4	1/4	2/2	1	1	V2	G	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
120	120	1/2	1/2	2/2	1	1	I	G	I	I	I		I						M	0	0	0, 4, 1		0	0
120	120	3/4	3/4	2/2	1	1	V2	G	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
121	121	0	0	2/2	1	1	I]	G	I	I	I		I						M	0	0	0, 4, 1		0	0
121	121	1/2	1/2	2/2	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
122	122	0	0	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
