mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.C.I[I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
4	4	0	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
8	8	0	I]		C	I	I	I	I							M	0	0	0, 4, 1		0	0
9	9	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
9	9	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
11	11	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
12	12	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
13	13	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
15	15	0	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
16	16	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
17	17	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
18	18	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
19	19	0	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
20	20	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
20	20	1/4	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
21	21	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
21	21	1/4	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
22	22	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
22	22	1/4	V(94)		C	I		V(94)	V				94			M	0	0	1, 0, 2	3	1	1
23	23	0	V\\		C	I		V	V						\\	M	0	0	1, 5, 2		1	1
23	23	3/8	viio/V		C	I		viio/V	vii		o			V		o	0	0	6, 3, 0		6	6
24	24	0	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
24	24	3/8	viio6/V		C	I		viio6/V	vii		o	6		V		o	0	0	3, 0, 6		6	3
25	25	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
25	25	3/8	viio/V		C	I		viio/V	vii		o			V		o	0	0	6, 3, 0		6	6
26	26	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
26	26	1/8	viio6/V		C	I		viio6/V	vii		o	6		V		o	0	0	3, 0, 6		6	3
26	26	1/4	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
26	26	3/8	V6/ii		C	I		V6/ii	V			6		ii		M	0	0	7, 4, 3		3	7
27	27	0	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
27	27	1/8	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
27	27	1/4	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
27	27	3/8	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
28	28	0	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
28	28	1/8	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
28	28	1/4	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	28	3/8	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
29	29	0	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
29	29	1/8	I	vi6	C	I		I	I							M	0	0	0, 4, 1		0	0
29	29	1/4	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
29	29	3/8	IV6		C	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
30	30	0	iii6	V	C	I		iii6	iii			6				m	0	0	1, 5, 4		4	1
30	30	1/8	ii6		C	I		ii6	ii			6				m	0	0	-1, 3, 2		2	-1
30	30	1/4	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
30	30	3/8	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
31	31	0	I[I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
32	32	0	I6		C	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
32	32	1/4	I64		C	I	I	I64	I			64				M	0	0	1, 0, 4		0	1
33	33	0	viio6		C	I	I	viio6	vii		o	6				o	0	0	2, -1, 5		5	2
33	33	1/4	V		C	I	I	V	V							M	0	0	1, 5, 2		1	1
34	34	0	I6		C	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
34	34	1/8	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
34	34	1/4	I64		C	I	I	I64	I			64				M	0	0	1, 0, 4		0	1
34	34	3/8	I6		C	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
35	35	0	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
36	36	0	I6		C	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
36	36	1/4	I64		C	I	I	I64	I			64				M	0	0	1, 0, 4		0	1
37	37	0	viio6		C	I	I	viio6	vii		o	6				o	0	0	2, -1, 5		5	2
37	37	1/4	V		C	I	I	V	V							M	0	0	1, 5, 2		1	1
38	38	0	I]		C	I	I	I	I							M	0	0	0, 4, 1		0	0
39	39	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
39	39	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
42	42	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
43	43	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
43	43	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
45	45	0	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
46	46	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
47	47	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
48	48	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
49	49	0	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
50	50	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
50	50	1/4	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
51	51	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
51	51	1/4	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
52	52	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
52	52	1/4	V(94)		C	I		V(94)	V				94			M	0	0	1, 0, 2	3	1	1
53	53	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
53	53	1/4	V2		C	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
54	54	0	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
54	54	1/4	V43		C	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
55	55	0	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
57	57	0	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
57	57	1/4	V		C	I		V	V							M	0	0	1, 5, 2		1	1
58	58	0	I		C	I		I	I							M	0	0	0, 4, 1		0	0
58	58	1/4	I64		C	I		I64	I			64				M	0	0	1, 0, 4		0	1
59	59	0	I		C	I		I	I							M	0	0	0, 4, 1		0	0
61	61	0	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
61	61	1/4	V		C	I		V	V							M	0	0	1, 5, 2		1	1
62	62	0	I[I\\		C	I	I	I	I						\\	M	0	0	0, 4, 1		0	0
63	63	0	IV64		C	I	I	IV64	IV			64				M	0	0	0, -1, 3		-1	0
63	63	1/4	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
64	64	0	ii2		C	I	I	ii2	ii			2				mm7	0	0	0, 2, -1, 3		2	0
64	64	1/4	#viio2/iii		C	I	I	#viio2/iii	#vii		o	2		iii		o7	0	0	0, 9, 6, 3		9	0
65	65	0	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
65	65	1/4	viio6		C	I	I	viio6	vii		o	6				o	0	0	2, -1, 5		5	2
66	66	0	I]		C	I	I	I	I							M	0	0	0, 4, 1		0	0
66	66	1/4	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
67	67	0	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
67	67	1/4	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
68	68	0	ii7		C	I		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
68	68	1/4	#viio7/iii		C	I		#viio7/iii	#vii		o	7		iii		o7	0	0	9, 6, 3, 0		9	9
69	69	0	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
69	69	1/4	viio6(+2)		C	I		viio6(+2)	vii		o	6	+2			o	0	0	2, -1, 5	0	5	2
70	70	0	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
70	70	1/4	vi.V		C	vi		V	V							M	0	1	1, 5, 2		1	1
71	71	0	i		C	vi		i	i							m	0	1	0, -3, 1		0	0
71	71	1/8	#viio6		C	vi		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
71	71	1/4	i6		C	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
71	71	3/8	iio6		C	vi		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
72	72	0	V		C	vi		V	V							M	0	1	1, 5, 2		1	1
72	72	3/8	iio6		C	vi		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
73	73	0	i6		C	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
73	73	1/8	#viio6		C	vi		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
73	73	1/4	i6		C	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
73	73	3/8	i		C	vi		i	i							m	0	1	0, -3, 1		0	0
74	74	0	V		C	vi		V	V							M	0	1	1, 5, 2		1	1
75	75	0	i		C	vi		i	i							m	0	1	0, -3, 1		0	0
75	75	1/8	#viio6		C	vi		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
75	75	1/4	i6		C	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
75	75	3/8	iio6		C	vi		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
76	76	0	V		C	vi		V	V							M	0	1	1, 5, 2		1	1
76	76	3/8	iio6		C	vi		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
77	77	0	i6		C	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
77	77	1/8	#viio6		C	vi		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
77	77	1/4	i6		C	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
77	77	3/8	i		C	vi		i	i							m	0	1	0, -3, 1		0	0
78	78	0	V\\		C	vi		V	V						\\	M	0	1	1, 5, 2		1	1
78	78	1/4	iv6		C	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
79	79	0	i64		C	vi		i64	i			64				m	0	1	1, 0, -3		0	1
79	79	1/4	iv		C	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
80	80	0	i6		C	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
80	80	1/4	iv		C	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
81	81	0	V(64)		C	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
81	81	1/4	V7		C	vi		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
82	82	0	i\\		C	vi		i	i						\\	m	0	1	0, -3, 1		0	0
82	82	1/4	iv6		C	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
83	83	0	i64		C	vi		i64	i			64				m	0	1	1, 0, -3		0	1
83	83	1/4	iv		C	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
84	84	0	i6		C	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
84	84	1/4	iv		C	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
85	85	0	V(64)		C	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
85	85	1/4	V7		C	vi		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
86	86	0	i[i\\		C	vi	i	i	i						\\	m	0	1	0, -3, 1		0	0
86	86	1/4	V43		C	vi	i	V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
87	87	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
87	87	1/4	V43		C	vi	i	V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
88	88	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
88	88	1/4	V2		C	vi	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
89	89	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
89	89	1/4	V2		C	vi	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
90	90	0	i\\		C	vi	i	i	i						\\	m	0	1	0, -3, 1		0	0
90	90	1/4	V43		C	vi	i	V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
91	91	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
91	91	1/4	V43		C	vi	i	V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
92	92	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
92	92	1/4	V2		C	vi	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
93	93	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
93	93	1/4	V2		C	vi	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
94	94	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
94	94	1/4	V2		C	vi	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
95	95	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
95	95	1/4	V2		C	vi	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
96	96	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
96	96	1/4	V2		C	vi	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
97	97	0	i		C	vi	i	i	i							m	0	1	0, -3, 1		0	0
97	97	1/4	V2		C	vi	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
98	98	0	i\\		C	vi	i	i	i						\\	m	0	1	0, -3, 1		0	0
100	100	0	V		C	vi	i	V	V							M	0	1	1, 5, 2		1	1
101	101	0	i]\\		C	vi	i	i	i						\\	m	0	1	0, -3, 1		0	0
102	102	0	I.IV[IV		C	I	IV	IV	IV							M	0	0	-1, 3, 0		-1	-1
104	104	0	V/IV		C	I	IV	V/IV	V					IV		M	0	0	0, 4, 1		0	0
105	105	0	IV]\\		C	I	IV	IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
106	106	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
106	106	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
108	108	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
109	109	0	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
110	110	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
111	111	0	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
112	112	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
114	114	0	I[I\\		C	I	I	I	I						\\	M	0	0	0, 4, 1		0	0
116	116	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
117	117	0	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
120	120	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
121	121	0	I]		C	I	I	I	I							M	0	0	0, 4, 1		0	0
122	122	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
122	122	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
124	124	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
125	125	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
126	126	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
128	128	0	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
129	129	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
130	130	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
131	131	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
132	132	0	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
133	133	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
133	133	1/4	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
134	134	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
134	134	1/4	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
135	135	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
135	135	1/4	V(94)		C	I		V(94)	V				94			M	0	0	1, 0, 2	3	1	1
136	136	0	V\\		C	I		V	V						\\	M	0	0	1, 5, 2		1	1
136	136	3/8	viio/V		C	I		viio/V	vii		o			V		o	0	0	6, 3, 0		6	6
137	137	0	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
137	137	3/8	viio6/V		C	I		viio6/V	vii		o	6		V		o	0	0	3, 0, 6		6	3
138	138	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
138	138	3/8	viio/V		C	I		viio/V	vii		o			V		o	0	0	6, 3, 0		6	6
139	139	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
139	139	1/8	viio6/V		C	I		viio6/V	vii		o	6		V		o	0	0	3, 0, 6		6	3
139	139	1/4	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
139	139	3/8	V6/ii		C	I		V6/ii	V			6		ii		M	0	0	7, 4, 3		3	7
140	140	0	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
140	140	1/8	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
140	140	1/4	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
140	140	3/8	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
141	141	0	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
141	141	1/8	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
141	141	1/4	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
141	141	3/8	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
142	142	0	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
142	142	1/8	I	vi6	C	I		I	I							M	0	0	0, 4, 1		0	0
142	142	1/4	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
142	142	3/8	IV6		C	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
143	143	0	iii6	V	C	I		iii6	iii			6				m	0	0	1, 5, 4		4	1
143	143	1/8	ii6		C	I		ii6	ii			6				m	0	0	-1, 3, 2		2	-1
143	143	1/4	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
143	143	3/8	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
144	144	0	I[I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
145	145	0	I6		C	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
145	145	1/4	I64		C	I	I	I64	I			64				M	0	0	1, 0, 4		0	1
146	146	0	viio6		C	I	I	viio6	vii		o	6				o	0	0	2, -1, 5		5	2
146	146	1/4	V		C	I	I	V	V							M	0	0	1, 5, 2		1	1
147	147	0	I6		C	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
147	147	1/8	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
147	147	1/4	I64		C	I	I	I64	I			64				M	0	0	1, 0, 4		0	1
147	147	3/8	I6		C	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
148	148	0	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
149	149	0	I6		C	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
149	149	1/4	I64		C	I	I	I64	I			64				M	0	0	1, 0, 4		0	1
150	150	0	viio6		C	I	I	viio6	vii		o	6				o	0	0	2, -1, 5		5	2
150	150	1/4	V		C	I	I	V	V							M	0	0	1, 5, 2		1	1
151	151	0	I]		C	I	I	I	I							M	0	0	0, 4, 1		0	0
152	152	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
152	152	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
154	154	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
155	155	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
156	156	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
156	156	1/4	V7		C	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
158	158	0	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
159	159	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
160	160	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
161	161	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
162	162	0	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
163	163	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
163	163	1/4	V(b64)		C	I		V(b64)	V				b64			M	0	0	1, 0, -3		1	1
164	164	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
164	164	1/4	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
165	165	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
165	165	1/4	V(94)		C	I		V(94)	V				94			M	0	0	1, 0, 2	3	1	1
166	166	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
166	166	1/4	V2		C	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
167	167	0	I6		C	I		I6	I			6				M	0	0	4, 1, 0		0	4
167	167	1/4	V43		C	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
168	168	0	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
170	170	0	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
170	170	1/4	V		C	I		V	V							M	0	0	1, 5, 2		1	1
171	171	0	I		C	I		I	I							M	0	0	0, 4, 1		0	0
171	171	1/4	I64		C	I		I64	I			64				M	0	0	1, 0, 4		0	1
172	172	0	I		C	I		I	I							M	0	0	0, 4, 1		0	0
174	174	0	V6		C	I		V6	V			6				M	0	0	5, 2, 1		1	5
174	174	1/4	V		C	I		V	V							M	0	0	1, 5, 2		1	1
175	175	0	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
175	175	1/8	i.V		C	i		V	V							M	0	1	1, 5, 2		1	1
175	175	1/4	i6		C	i		i6	i			6				m	0	1	-3, 1, 0		0	-3
175	175	3/8	#viio6		C	i		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
176	176	0	i		C	i		i	i							m	0	1	0, -3, 1		0	0
176	176	1/8	V		C	i		V	V							M	0	1	1, 5, 2		1	1
176	176	1/4	IV6		C	i		IV6	IV			6				M	0	1	3, 0, -1		-1	3
176	176	3/8	#viio		C	i		#viio	#vii		o					o	0	1	5, 2, -1		5	5
177	177	0	i		C	i		i	i							m	0	1	0, -3, 1		0	0
177	177	1/4	iv6		C	i		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
177	177	3/8	#viio6/iv		C	i		#viio6/iv	#vii		o	6		iv		o	0	1	1, -2, 4		4	1
178	178	0	iv		C	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
178	178	1/8	V/iv		C	i		V/iv	V					iv		M	0	1	0, 4, 1		0	0
178	178	1/4	IV6/iv		C	i		IV6/iv	IV			6		iv		M	0	1	2, -1, -2		-2	2
178	178	3/8	#viio/iv		C	i		#viio/iv	#vii		o			iv		o	0	1	4, 1, -2		4	4
179	179	0	iv		C	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
179	179	1/4	IV/VI		C	i		IV/VI	IV					VI		M	0	1	-5, -1, -4		-5	-5
179	179	3/8	VI6		C	i		VI6	VI			6				M	0	1	0, -3, -4		-4	0
180	180	0	viio6/VI		C	i		viio6/VI	vii		o	6		VI		o	0	1	-2, -5, 1		1	-2
180	180	1/8	VI		C	i		VI	VI							M	0	1	-4, 0, -3		-4	-4
180	180	1/4	V6/VI		C	i		V6/VI	V			6		VI		M	0	1	1, -2, -3		-3	1
180	180	3/8	IV6/VI		C	i		IV6/VI	IV			6		VI		M	0	1	-1, -4, -5		-5	-1
181	181	0	V/VI		C	i		V/VI	V					VI		M	0	1	-3, 1, -2		-3	-3
181	181	1/8	V2/VI		C	i		V2/VI	V			2		VI		Mm7	0	1	-5, -3, 1, -2		-3	-5
181	181	1/4	VI6(7)		C	i		VI6(7)	VI			6	7			M	0	1	0, -3, 1		-4	0
181	181	3/8	ii(4)/VI		C	i		ii(4)/VI	ii				4	VI		m	0	1	-2, -3, -1		-2	-2
182	182	0	VI(97)		C	i		VI(97)	VI				97			M	0	1	-4, 0, -3	-2, 1	-4	-4
182	182	1/8	V6(116)/VI		C	i		V6(116)/VI	V			6	116	VI		M	0	1	1, 0, -3	-4	-3	1
182	182	1/4	V7(2)/VI		C	i		V7(2)/VI	V			7	2	VI		Mm7	0	1	-1, 1, -2, -5		-3	-1
182	182	3/8	V/VI		C	i		V/VI	V					VI		M	0	1	-3, 1, -2		-3	-3
183	183	0	VI\\		C	i		VI	VI						\\	M	0	1	-4, 0, -3		-4	-4
183	183	1/8	V6		C	i		V6	V			6				M	0	1	5, 2, 1		1	5
183	183	1/4	i		C	i		i	i							m	0	1	0, -3, 1		0	0
183	183	3/8	V		C	i		V	V							M	0	1	1, 5, 2		1	1
184	184	0	i		C	i		i	i							m	0	1	0, -3, 1		0	0
184	184	1/8	V43		C	i		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
184	184	1/4	#vio6		C	i		#vio6	#vi		o	6				o	0	1	0, -3, 3		3	0
184	184	3/8	#viio6		C	i		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
185	185	0	i		C	i		i	i							m	0	1	0, -3, 1		0	0
185	185	1/8	V6/iv		C	i		V6/iv	V			6		iv		M	0	1	4, 1, 0		0	4
185	185	1/4	iv		C	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
185	185	3/8	V/iv		C	i		V/iv	V					iv		M	0	1	0, 4, 1		0	0
186	186	0	iv		C	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
186	186	1/8	V43/iv		C	i		V43/iv	V			43		iv		Mm7	0	1	1, -2, 0, 4		0	1
186	186	1/4	#vio6/iv		C	i		#vio6/iv	#vi		o	6		iv		o	0	1	-1, -4, 2		2	-1
186	186	3/8	#viio6/iv		C	i		#viio6/iv	#vii		o	6		iv		o	0	1	1, -2, 4		4	1
187	187	0	iv		C	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
187	187	1/8	V6/vii		C	i		V6/vii	V			6		vii		M	0	1	3, 0, -1		-1	3
187	187	1/4	vii		C	i		vii	vii							m	0	1	-2, -5, -1		-2	-2
187	187	3/8	#viio/vii		C	i		#viio/vii	#vii		o			vii		o	0	1	3, 0, -3		3	3
188	188	0	vii		C	i		vii	vii							m	0	1	-2, -5, -1		-2	-2
188	188	1/8	VI6		C	i		VI6	VI			6				M	0	1	0, -3, -4		-4	0
188	188	1/4	viio64/VI		C	i		viio64/VI	vii		o	64		VI		o	0	1	-5, 1, -2		1	-5
188	188	3/8	viio/III		C	i		viio/III	vii		o			III		o	0	1	2, -1, -4		2	2
189	189	0	V/VI		C	i		V/VI	V					VI		M	0	1	-3, 1, -2		-3	-3
