mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
4	4	1/2	1/2	2/2	2	1	I|IAC}					G	I		I		I						IAC	}	M	0	0	1, 5, 2		1.0	1.0	3	16	0.15789473684210525	0.16666666666666666	3.8333333333333335	0.041666666666666664
6	6	1/4	1/4	2/2	2	1	I6	0	-3.44893	/		G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
6	6	1/2	1/2	2/2	2	1	V64	0	-3.59127	/		G	I		V64		V		64						M	0	0	3, 2, 6		2.0	3.0	0	3	0.0	0.0	0.5	0.0
6	6	3/4	3/4	2/2	2	1	I	0	-3.8285	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.5	0.0
7	7	0	0	2/2	2	1	V6					G	I		V6		V		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.625	0.0
7	7	1/4	1/4	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
7	7	1/2	1/2	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.625	0.0
7	7	3/4	3/4	2/2	2	1	V2/IV	-0.86842	-3.76316	/		G	I		V2/IV		V		2		IV				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	0	3	0.0	0.0	0.375	0.0
8	8	0	0	2/2	2	1	IV6(2)	0	-5.01466	/		G	I		IV6(2)		IV		6	2					M	0	0	4, 1, 2		0.0	4.0	0	3	0.0	0.0	0.5	0.0
8	8	1/4	1/4	2/2	2	1	viio	0	-6.29572	/	V65	G	I		viio		vii	o							o	0	0	6, 3, 0		6.0	6.0	0	3	0.0	0.0	0.5	0.0
8	8	1/2	1/2	2/2	2	1	I|IAC}{	0	-4.44531	/		G	I		I		I						IAC	}{	M	0	0	1, 5, 2		1.0	1.0	3	4	0.42857142857142855	0.25	0.5	0.3333333333333333
9	9	0	0	2/2	2	1	V/ii	0	-5.2519	/	vi	G	I		V/ii		V				ii				M	0	0	4, 8, 5		4.0	4.0	1	1	0.5	0.125	0.125	0.5
9	9	1/4	1/4	2/2	2	1	ii6	0	-5.29934	/		G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	2	6	0.25	0.25	1.125	0.18181818181818182
10	10	0	0	2/2	2	1	V	0	-4.25552	/		G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	1	1	0.5	0.125	0.125	0.5
10	10	1/4	1/4	2/2	2	1	I6	0	-4.39786	/		G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	2	6	0.25	0.25	1.125	0.18181818181818182
11	11	0	0	2/2	2	1	IV					G	I		IV		IV								M	0	0	0, 4, 1		0.0	0.0	2	3	0.4	0.25	0.5	0.3333333333333333
11	11	1/2	1/2	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	1	2	0.3333333333333333	0.125	0.375	0.25
11	11	3/4	3/4	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	1	1	0.5	0.125	0.125	0.5
12	12	0	0	2/2	2	1	I|PAC}					G	I		I		I						PAC	}	M	0	0	1, 5, 2		1.0	1.0	3	4	0.42857142857142855	0.375	0.875	0.3
13	13	0	0	2/2	2	1	V/ii				vi	G	I		V/ii		V				ii				M	0	0	4, 8, 5		4.0	4.0	1	1	0.5	0.125	0.125	0.5
13	13	1/4	1/4	2/2	2	1	ii6					G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	3	7	0.3	0.375	1.25	0.23076923076923078
14	14	1/4	1/4	2/2	2	1	V6/V					G	I		V6/V		V		6		V				M	0	0	7, 4, 3		3.0	7.0	1	7	0.125	0.125	1.25	0.09090909090909091
15	15	0	0	2/2	2	1	V|HC}{					G	I		V		V						HC	}{	M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	1.0	0.0
15	15	1/2	1/2	2/2	2	1	V7					G	I		V7		V		7						Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	10	0.0	0.0	1.0	0.0
16	16	0	0	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	20	0.0	0.0	2.0	0.0
17	17	0	0	2/2	2	1	V	0	-3.51042	/		G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	1.0	0.0
17	17	1/2	1/2	2/2	2	1	V7	0	-3.13151	/		G	I		V7		V		7						Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	10	0.0	0.0	1.0	0.0
18	18	0	0	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	20	0.0	0.0	2.0	0.0
19	19	0	0	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
19	19	1/4	1/4	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	6	0.0	0.0	0.5	0.0
19	19	1/2	1/2	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
19	19	3/4	3/4	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	6	0.0	0.0	0.5	0.0
20	20	0	0	2/2	2	1	V|HC}					G	I		V		V						HC	}	M	0	0	2, 6, 3		2.0	2.0	0	6	0.0	0.0	1.125	0.0
21	21	0	0	2/2	2	1	V.I6	0	-2.92702	/		G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
21	21	1/4	1/4	2/2	2	1	V2	0	-2.87957	/		G	V		V2		V		2						Mm7	0	0	1, 3, 7, 4		3.0	1.0	0	3	0.0	0.0	0.5	0.0
21	21	1/2	1/2	2/2	2	1	I6	0	-2.78468	/		G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
21	21	3/4	3/4	2/2	2	1	V6	0	-2.97447	/		G	V		V6		V		6						M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.5	0.0
22	22	0	0	2/2	2	1	I(4)					G	V		I(4)		I			4					M	0	0	2, 1, 3		2.0	2.0	0	2	0.0	0.0	0.25	0.0
22	22	1/8	1/8	2/2	2	1	I					G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.25	0.0
22	22	1/4	1/4	2/2	2	1	V6					G	V		V6		V		6						M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.5	0.0
22	22	1/2	1/2	2/2	2	1	V					G	V		V		V								M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.625	0.0
23	23	0	0	2/2	2	1	V2	0	-2.93133	/		G	V		V2		V		2						Mm7	0	0	1, 3, 7, 4		3.0	1.0	0	3	0.0	0.0	0.5	0.0
23	23	1/4	1/4	2/2	2	1	I6	0	-2.8882	/		G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
23	23	1/2	1/2	2/2	2	1	V64	0	-2.84507	/		G	V		V64		V		64						M	0	0	4, 3, 7		3.0	4.0	0	4	0.0	0.0	0.75	0.0
23	23	3/4	3/4	2/2	2	1	I	0	-2.84507	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.75	0.0
24	24	0	0	2/2	2	1	V65	0	-2.93133	/		G	V		V65		V		65						Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	5	0.0	0.0	0.625	0.0
24	24	1/4	1/4	2/2	2	1	I	0	-2.8882	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	1	7	0.125	0.125	1.25	0.09090909090909091
25	25	0	0	2/2	2	1	ii6(2)	0	-3.36266	/		G	V		ii6(2)		ii		6	2					m	0	0	1, 5, 6		4.0	1.0	0	3	0.0	0.0	1.125	0.0
25	25	1/8	1/8	2/2	2	1	ii6					G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
25	25	1/2	1/2	2/2	2	1	I6	0	-3.31953	/		G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	1	5	0.16666666666666666	0.125	0.875	0.125
26	26	0	0	2/2	2	1	ii6(2)	0	-3.02191	/		G	V		ii6(2)		ii		6	2					m	0	0	1, 5, 6		4.0	1.0	0	3	0.0	0.0	1.125	0.0
26	26	1/8	1/8	2/2	2	1	ii6					G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
26	26	1/2	1/2	2/2	2	1	I6	0	-3.25914	/		G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	1	5	0.16666666666666666	0.125	0.875	0.125
27	27	0	0	2/2	2	1	ii6(2)					G	V		ii6(2)		ii		6	2					m	0	0	1, 5, 6		4.0	1.0	0	1	0.0	0.0	0.125	0.0
27	27	1/8	1/8	2/2	2	1	ii6					G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.5	0.0
27	27	1/2	1/2	2/2	2	1	V65/V	0	5.229	/	viio/V	G	V		V65/V		V		65		V				Mm7	0	0	8, 5, 2, 4		4.0	8.0	0	4	0.0	0.0	0.625	0.0
28	28	0	0	2/2	2	1	V(4)}					G	V		V(4)		V			4				}	M	0	0	3, 2, 4		3.0	3.0	0	2	0.0	0.0	0.375	0.0
28	28	1/8	1/8	2/2	2	1	V|HC					G	V		V		V						HC		M	0	0	3, 7, 4		3.0	3.0	3	5	0.375	0.375	0.75	0.3333333333333333
29	29	0	0	2/2	2	1	I6{					G	V		I6		I		6					{	M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
29	29	1/4	1/4	2/2	2	1	V2					G	V		V2		V		2						Mm7	0	0	1, 3, 7, 4		3.0	1.0	0	3	0.0	0.0	0.5	0.0
29	29	1/2	1/2	2/2	2	1	I6					G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
29	29	3/4	3/4	2/2	2	1	V6					G	V		V6		V		6						M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.5	0.0
30	30	0	0	2/2	2	1	I(4)	0	-2.92702	/		G	V		I(4)		I			4					M	0	0	2, 1, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
30	30	1/8	1/8	2/2	2	1	I					G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.25	0.0
30	30	1/4	1/4	2/2	2	1	V	0	-2.87957	/		G	V		V		V								M	0	0	3, 7, 4		3.0	3.0	0	8	0.0	0.0	1.375	0.0
31	31	0	0	2/2	2	1	V2	0	-2.90187	/		G	V		V2		V		2						Mm7	0	0	1, 3, 7, 4		3.0	1.0	0	3	0.0	0.0	0.5	0.0
31	31	1/4	1/4	2/2	2	1	I6	0	-2.90187	/		G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
31	31	1/2	1/2	2/2	2	1	V64	0	-2.84446	/		G	V		V64		V		64						M	0	0	4, 3, 7		3.0	4.0	0	4	0.0	0.0	0.75	0.0
31	31	3/4	3/4	2/2	2	1	I	0	-2.84446	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.75	0.0
32	32	0	0	2/2	2	1	V65	0	-3.01669	/		G	V		V65		V		65						Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	5	0.0	0.0	0.625	0.0
32	32	1/4	1/4	2/2	2	1	I	0	-2.95928	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	1	7	0.125	0.125	1.25	0.09090909090909091
33	33	0	0	2/2	2	1	ii6(2)	0	-3.0741	/		G	V		ii6(2)		ii		6	2					m	0	0	1, 5, 6		4.0	1.0	0	3	0.0	0.0	1.125	0.0
33	33	1/8	1/8	2/2	2	1	ii6					G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
33	33	1/2	1/2	2/2	2	1	I6	0	-3.0741	/		G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	1	5	0.16666666666666666	0.125	0.875	0.125
34	34	0	0	2/2	2	1	ii6(2)	0	-3.13151	/		G	V		ii6(2)		ii		6	2					m	0	0	1, 5, 6		4.0	1.0	0	3	0.0	0.0	1.125	0.0
34	34	1/8	1/8	2/2	2	1	ii6					G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
34	34	1/2	1/2	2/2	2	1	I6	0	-3.24633	/		G	V		I6		I		6						M	0	0	6, 3, 2		2.0	6.0	1	5	0.16666666666666666	0.125	0.875	0.125
35	35	0	0	2/2	2	1	ii6(2)					G	V		ii6(2)		ii		6	2					m	0	0	1, 5, 6		4.0	1.0	0	1	0.0	0.0	0.125	0.0
35	35	1/8	1/8	2/2	2	1	ii6					G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	4	0.0	0.0	0.625	0.0
35	35	1/2	1/2	2/2	2	1	V(4)					G	V		V(4)		V			4					M	0	0	3, 2, 4		3.0	3.0	0	3	0.0	0.0	0.5	0.0
35	35	3/4	3/4	2/2	2	1	V					G	V		V		V								M	0	0	3, 7, 4		3.0	3.0	1	2	0.3333333333333333	0.125	0.375	0.25
36	36	0	0	2/2	2	1	I|PAC}{					G	V		I		I						PAC	}{	M	0	0	2, 6, 3		2.0	2.0	6	8	0.42857142857142855	0.5	0.75	0.4
37	37	0	0	2/2	2	1	V43					G	V		V43		V		43						Mm7	0	0	4, 1, 3, 7		3.0	4.0	0	16	0.0	0.0	2.0	0.0
38	38	0	0	2/2	2	1	I					G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	6	8	0.42857142857142855	0.5	1.0	0.3333333333333333
39	39	0	0	2/2	2	1	V65					G	V		V65		V		65						Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	16	0.0	0.0	2.0	0.0
40	40	0	0	2/2	2	1	I	0	-3.23326	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	6	8	0.42857142857142855	0.5	0.75	0.4
41	41	0	0	2/2	2	1	V7/IV					G	V		V7/IV		V		7		IV				Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	16	0.0	0.0	2.0	0.0
42	42	0	0	2/2	2	1	ii6					G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	8	0.0	0.0	1.25	0.0
42	42	1/2	1/2	2/2	2	1	V(64)					G	V		V(64)		V			64					M	0	0	3, 2, 6		3.0	3.0	0	3	0.0	0.0	0.75	0.0
42	42	3/4	3/4	2/2	2	1	V7					G	V		V7		V		7						Mm7	0	0	3, 7, 4, 1		3.0	3.0	1	3	0.25	0.0	0.75	0.0
43	43	0	0	2/2	2	1	I|PAC}{					G	V		I		I						PAC	}{	M	0	0	2, 6, 3		2.0	2.0	6	8	0.42857142857142855	0.5	1.0	0.3333333333333333
44	44	0	0	2/2	2	1	IV					G	V		IV		IV								M	0	0	1, 5, 2		1.0	1.0	6	7	0.46153846153846156	0.5	2.4166666666666665	0.17142857142857143
45	45	0	0	2/2	2	1	I	0	-2.9861	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.75	0.0
45	45	1/4	1/4	2/2	2	1	ii6	0	-2.85647	/		G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.75	0.0
45	45	1/2	1/2	2/2	2	1	V(64)	0	-2.85647	/		G	V		V(64)		V			64					M	0	0	3, 2, 6		3.0	3.0	0	3	0.0	0.0	0.75	0.0
45	45	3/4	3/4	2/2	2	1	V	0	-3.08332	/		G	V		V		V								M	0	0	3, 7, 4		3.0	3.0	0	3	0.0	0.0	0.75	0.0
46	46	0	0	2/2	2	1	I|IAC					G	V		I		I						IAC		M	0	0	2, 6, 3		2.0	2.0	6	6	0.5	0.5	0.5	0.5
47	47	0	0	2/2	2	1	IV					G	V		IV		IV								M	0	0	1, 5, 2		1.0	1.0	6	7	0.46153846153846156	0.5	2.4166666666666665	0.17142857142857143
48	48	0	0	2/2	2	1	I					G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.75	0.0
48	48	1/4	1/4	2/2	2	1	ii6					G	V		ii6		ii		6						m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.75	0.0
48	48	1/2	1/2	2/2	2	1	V(64)					G	V		V(64)		V			64					M	0	0	3, 2, 6		3.0	3.0	0	3	0.0	0.0	0.75	0.0
48	48	3/4	3/4	2/2	2	1	V					G	V		V		V								M	0	0	3, 7, 4		3.0	3.0	0	3	0.0	0.0	0.75	0.0
49	49	0	0	2/2	2	1	I[I|PAC}	0	-3.5908	/		G	V	I	I		I						PAC	}	M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	1.0	0.0
49	49	1/2	1/2	2/2	2	1	V2	0.401872	-3.59	/		G	V		V2		V		2						Mm7	0	0	1, 3, 7, 4		3.0	1.0	2	8	0.2	0.16666666666666666	0.8333333333333334	0.16666666666666666
50	50	0	0	2/2	2	1	I	0	-3.59	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	1.0	0.0
50	50	1/2	1/2	2/2	2	1	V2	0	-3.59	/		G	V		V2		V		2						Mm7	0	0	1, 3, 7, 4		3.0	1.0	2	8	0.2	0.16666666666666666	0.8333333333333334	0.16666666666666666
51	51	0	0	2/2	2	1	I	0	-3.59	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
51	51	1/4	1/4	2/2	2	1	V2	0	-3.59	/		G	V		V2		V		2						Mm7	0	0	1, 3, 7, 4		3.0	1.0	1	5	0.16666666666666666	0.08333333333333333	0.4166666666666667	0.16666666666666666
51	51	1/2	1/2	2/2	2	1	I	0	-3.59	/		G	V		I		I								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
51	51	3/4	3/4	2/2	2	1	V2	0	-3.59	/		G	V		V2		V		2						Mm7	0	0	1, 3, 7, 4		3.0	1.0	1	5	0.16666666666666666	0.08333333333333333	0.4166666666666667	0.16666666666666666
52	52	0	0	2/2	2	1	I]|PAC	0	-3.59	/		G	V		I		I					]	PAC		M	0	0	2, 6, 3		2.0	2.0	0	13	0.0	0.0	3.25	0.0
53	53	0	0	2/2	2	1	i{				iv/v{	G	V		i		i							{	m	0	0	2, -1, 3		2.0	2.0	3	8	0.2727272727272727	0.25	2.75	0.08333333333333333
54	54	0	0	2/2	2	1	V(4)/v					G	V		V(4)/v		V			4	v				M	0	0	4, 3, 5		4.0	4.0	0	2	0.0	0.0	0.375	0.0
54	54	1/4	1/4	2/2	2	1	V2/v					G	V		V2/v		V		2		v				Mm7	0	0	2, 4, 8, 5		4.0	2.0	0	3	0.0	0.0	0.5	0.0
54	54	1/2	1/2	2/2	2	1	i6/v					G	V		i6/v		i		6		v				m	0	0	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.5	0.0
54	54	3/4	3/4	2/2	2	1	V6/v					G	V		V6/v		V		6		v				M	0	0	8, 5, 4		4.0	8.0	0	3	0.0	0.0	0.5	0.0
55	55	0	0	2/2	2	1	i/v					G	V		i/v		i				v				m	0	0	3, 0, 4		3.0	3.0	0	3	0.0	0.0	0.5	0.0
55	55	1/4	1/4	2/2	2	1	V43/v					G	V		V43/v		V		43		v				Mm7	0	0	5, 2, 4, 8		4.0	5.0	0	3	0.0	0.0	0.5	0.0
55	55	1/2	1/2	2/2	2	1	i6/v					G	V		i6/v		i		6		v				m	0	0	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.5	0.0
55	55	3/4	3/4	2/2	2	1	V43/v					G	V		V43/v		V		43		v				Mm7	0	0	5, 2, 4, 8		4.0	5.0	0	3	0.0	0.0	0.5	0.0
56	56	0	0	2/2	2	1	i/v	0	-2.8882	/		G	V		i/v		i				v				m	0	0	3, 0, 4		3.0	3.0	3	13	0.1875	0.25	1.5	0.14285714285714285
57	57	0	0	2/2	2	1	V(4)/ii					G	V		V(4)/ii		V			4	ii				M	0	0	5, 4, 6		5.0	5.0	0	2	0.0	0.0	0.375	0.0
57	57	1/4	1/4	2/2	2	1	V2/ii					G	V		V2/ii		V		2		ii				Mm7	0	0	3, 5, 9, 6		5.0	3.0	0	3	0.0	0.0	0.5	0.0
57	57	1/2	1/2	2/2	2	1	i6/ii					G	V		i6/ii		i		6		ii				m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.5	0.0
57	57	3/4	3/4	2/2	2	1	V6/ii					G	V		V6/ii		V		6		ii				M	0	0	9, 6, 5		5.0	9.0	0	3	0.0	0.0	0.5	0.0
58	58	0	0	2/2	2	1	i/ii					G	V		i/ii		i				ii				m	0	0	4, 1, 5		4.0	4.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
58	58	1/2	1/2	2/2	2	1	Ger6/ii					G	V		Ger6/ii	Ger	vii	o	65	b3	V/ii				Ger	0	0	0, 4, 1, 10		10.0	0.0	2	6	0.25	0.25	0.75	0.25
59	59	0	0	2/2	2	1	V/ii[V/ii|HC}{	0	-2.86534	/		G	V	V/ii	V/ii		V				ii		HC	}{	M	0	0	5, 9, 6		5.0	5.0	1	6	0.14285714285714285	0.125	0.875	0.125
59	59	1/2	1/2	2/2	2	1	V7/ii	0	-2.86534	/		G	V		V7/ii		V		7		ii				Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	1.25	0.0
60	60	0	0	2/2	2	1	V(64)/ii					G	V		V(64)/ii		V			64	ii				M	0	0	5, 4, 1		5.0	5.0	0	8	0.0	0.0	1.25	0.0
60	60	1/2	1/2	2/2	2	1	V/ii					G	V		V/ii		V				ii				M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.75	0.0
60	60	3/4	3/4	2/2	2	1	V(64)/ii					G	V		V(64)/ii		V			64	ii				M	0	0	5, 4, 1		5.0	5.0	0	4	0.0	0.0	0.75	0.0
61	61	0	0	2/2	2	1	V/ii					G	V		V/ii		V				ii				M	0	0	5, 9, 6		5.0	5.0	1	7	0.125	0.125	1.125	0.1
61	61	1/2	1/2	2/2	2	1	V7/ii					G	V		V7/ii		V		7		ii				Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	1.25	0.0
62	62	0	0	2/2	2	1	V(64)/ii					G	V		V(64)/ii		V			64	ii				M	0	0	5, 4, 1		5.0	5.0	0	8	0.0	0.0	1.25	0.0
62	62	1/2	1/2	2/2	2	1	V/ii					G	V		V/ii		V				ii				M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.75	0.0
62	62	3/4	3/4	2/2	2	1	V(64)/ii					G	V		V(64)/ii		V			64	ii				M	0	0	5, 4, 1		5.0	5.0	0	4	0.0	0.0	0.75	0.0
63	63	0	0	2/2	2	1	V/ii]|HC					G	V		V/ii		V				ii	]	HC		M	0	0	5, 9, 6		5.0	5.0	4	6	0.4	0.5	1.0	0.3333333333333333
64	64	0	0	2/2	2	1	i/ii					G	V		i/ii		i				ii				m	0	0	4, 1, 5		4.0	4.0	4	6	0.4	0.5	1.0	0.3333333333333333
65	65	0	0	2/2	2	1	I.ii	0	-4.50936	/		G	I		ii		ii								m	0	0	3, 0, 4		3.0	3.0	8	8	0.5	1.0	1.0	0.5
66	66	0	0	2/2	2	1	V	0	-2.72964	/		G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	2	3	0.4	0.25	1.25	0.16666666666666666
66	66	1/2	1/2	2/2	2	1	V7	0	-2.95928	/		G	I		V7		V		7						Mm7	0	0	2, 6, 3, 0		2.0	2.0	2	3	0.4	0.25	0.75	0.25
67	67	0	0	2/2	2	1	I|PAC}{	0	-4.01563	/		G	I		I		I						PAC	}{	M	0	0	1, 5, 2		1.0	1.0	2	10	0.16666666666666666	0.16666666666666666	3.0833333333333335	0.05128205128205128
68	68	1/4	1/4	2/2	2	1	I6					G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	0	2	0.0	0.0	0.5	0.0
68	68	1/2	1/2	2/2	2	1	viio6					G	I		viio6		vii	o	6						o	0	0	3, 0, 6		6.0	3.0	0	2	0.0	0.0	0.5	0.0
68	68	3/4	3/4	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.5	0.0
69	69	0	0	2/2	2	1	V6					G	I		V6		V		6						M	0	0	6, 3, 2		2.0	6.0	0	2	0.0	0.0	0.625	0.0
69	69	1/4	1/4	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.375	0.0
69	69	1/2	1/2	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.625	0.0
69	69	3/4	3/4	2/2	2	1	V2/IV	-0.260383	-3.00914	/		G	I		V2/IV		V		2		IV				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	0	2	0.0	0.0	0.375	0.0
70	70	0	0	2/2	2	1	IV6(2)					G	I		IV6(2)		IV		6	2					M	0	0	4, 1, 2		0.0	4.0	0	2	0.0	0.0	0.5	0.0
