mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
23	22	1/2	1/2	4/4	2	1	#viio2/vi						F#	V		#viio2/vi		#vii	o	2		vi			o7	0	0	6, 15, 12, 9		15.0	6.0	0	7	0.0	0.0	1.0	0.0
23	22	3/4	3/4	4/4	2	1	V2						F#	V		V2		V		2					Mm7	0	0	6, 8, 12, 9		8.0	6.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
24	23	0	0	4/4	2	1	#viio2/vi						F#	V		#viio2/vi		#vii	o	2		vi			o7	0	0	6, 15, 12, 9		15.0	6.0	0	7	0.0	0.0	1.0	0.0
24	23	1/4	1/4	4/4	2	1	V2						F#	V		V2		V		2					Mm7	0	0	6, 8, 12, 9		8.0	6.0	0	7	0.0	0.0	1.0	0.0
24	23	1/2	1/2	4/4	2	1	V43						F#	V		V43		V		43					Mm7	0	0	9, 6, 8, 12		8.0	9.0	0	4	0.0	0.0	0.25	0.0
24	23	3/4	3/4	4/4	2	1	ii6						F#	V		ii6		ii		6					m	0	0	6, 10, 9		9.0	6.0	0	7	0.0	0.0	1.0	0.0
25	24	0	0	4/4	2	1	V2						F#	V		V2		V		2					Mm7	0	0	6, 8, 12, 9		8.0	6.0	0	7	0.0	0.0	1.0	0.0
25	24	1/4	1/4	4/4	2	1	I6						F#	V		I6		I		6					M	0	0	11, 8, 7		7.0	11.0	0	21	0.0	0.0	3.0	0.0
26	25	0	0	4/4	2	1	I6(#4#2)						F#	V		I6(#4#2)		I		6	#4#2				M	0	0	16, 13, 7		7.0	16.0	8	20	0.2857142857142857	2.0	2.0	0.5
27	26	0	0	4/4	2	1	Ger6						F#	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	3, 7, 4, 13		13.0	3.0	4	28	0.125	1.0	4.0	0.2
28	27	0	0	4/4	2	1	V7(4)						F#	V		V7(4)		V		7	4				Mm7	0	0	8, 7, 9, 6		8.0	8.0	0	10	0.0	0.0	2.5	0.0
28	27	1/2	1/2	4/4	2	1	V7						F#	V		V7		V		7					Mm7	0	0	8, 12, 9, 6		8.0	8.0	0	8	0.0	0.0	0.5	0.0
29	28	0	0	4/4	2	1	I|PAC}						F#	V		I		I					PAC	}	M	0	0	7, 11, 8		7.0	7.0	1	10	0.09090909090909091	0.08333333333333333	1.6666666666666667	0.047619047619047616
29	28	3/4	3/4	4/4	2	1	I(64)						F#	V		I(64)		I			64				M	0	0	7, 6, 10		7.0	7.0	0	6	0.0	0.0	0.5	0.0
30	29	0	0	4/4	2	1	I						F#	V		I		I							M	0	0	7, 11, 8		7.0	7.0	2	12	0.14285714285714285	0.16666666666666666	1.3333333333333333	0.1111111111111111
30	29	3/4	3/4	4/4	2	1	V7						F#	V		V7		V		7					Mm7	0	0	8, 12, 9, 6		8.0	8.0	0	7	0.0	0.0	0.75	0.0
31	30	0	0	4/4	2	1	I|IAC}{						F#	V		I		I					IAC	}{	M	0	0	7, 11, 8		7.0	7.0	2	10	0.16666666666666666	0.16666666666666666	1.3333333333333333	0.1111111111111111
31	30	3/4	3/4	4/4	2	1	I(64)						F#	V		I(64)		I			64				M	0	0	7, 6, 10		7.0	7.0	0	6	0.0	0.0	0.5	0.0
32	31	0	0	4/4	2	1	I						F#	V		I		I							M	0	0	7, 11, 8		7.0	7.0	1	7	0.125	0.08333333333333333	0.9166666666666666	0.08333333333333333
32	31	1/2	1/2	4/4	2	1	V7/ii						F#	V		V7/ii		V		7		ii			Mm7	0	0	10, 14, 11, 8		10.0	10.0	0	4	0.0	0.0	1.0	0.0
32	31	3/4	3/4	4/4	2	1	ii						F#	V		ii		ii							m	0	0	9, 6, 10		9.0	9.0	0	4	0.0	0.0	1.0	0.0
33	32	0	0	4/4	2	1	V7|HC}{						F#	V		V7		V		7			HC	}{	Mm7	0	0	8, 12, 9, 6		8.0	8.0	2	13	0.13333333333333333	0.125	3.875	0.03125
34	33	0	0	4/4	2	1	I|PAC}{						F#	V		I		I					PAC	}{	M	0	0	7, 11, 8		7.0	7.0	1	9	0.1	0.0625	0.9375	0.0625
34	33	1/2	1/2	4/4	2	1	V/ii						F#	V		V/ii		V				ii			M	0	0	10, 14, 11		10.0	10.0	1	3	0.25	0.25	0.75	0.25
34	33	3/4	3/4	4/4	2	1	ii						F#	V		ii		ii							m	0	0	9, 6, 10		9.0	9.0	0	4	0.0	0.0	1.0	0.0
35	34	0	0	4/4	2	1	V7|HC}{						F#	V		V7		V		7			HC	}{	Mm7	0	0	8, 12, 9, 6		8.0	8.0	2	13	0.13333333333333333	0.125	3.875	0.03125
36	35	0	0	4/4	2	1	I|PAC}{						F#	V		I		I					PAC	}{	M	0	0	7, 11, 8		7.0	7.0	0	6	0.0	0.0	0.75	0.0
36	35	1/4	1/4	4/4	2	1	I6						F#	V		I6		I		6					M	0	0	11, 8, 7		7.0	11.0	0	4	0.0	0.0	0.25	0.0
36	35	1/2	1/2	4/4	2	1	V7						F#	V		V7		V		7					Mm7	0	0	8, 12, 9, 6		8.0	8.0	2	9	0.18181818181818182	0.125	1.875	0.0625
37	36	0	0	4/4	2	1	I|PAC}						F#	V		I		I					PAC	}	M	0	0	7, 11, 8		7.0	7.0	0	6	0.0	0.0	0.75	0.0
37	36	1/4	1/4	4/4	2	1	I6						F#	V		I6		I		6					M	0	0	11, 8, 7		7.0	11.0	0	4	0.0	0.0	0.25	0.0
37	36	1/2	1/2	4/4	2	1	V2						F#	V		V2		V		2					Mm7	0	0	6, 8, 12, 9		8.0	6.0	4	12	0.25	0.25	1.5	0.14285714285714285
38	37	1/4	1/4	4/4	2	1	V7						F#	V		V7		V		7					Mm7	0	0	8, 12, 9, 6		8.0	8.0	7	16	0.30434782608695654	0.4375	2.3125	0.1590909090909091
39	38	1/4	1/4	4/4	2	1	I.V65					1.0	F#	I		V65		V		65					Mm7	0	0	11, 8, 5, 7		7.0	11.0	4	8	0.3333333333333333	0.25	1.25	0.16666666666666666
39	38	3/4	3/4	4/4	2	1	I6{					1.0	F#	I		I6		I		6				{	M	0	0	10, 7, 6		6.0	10.0	1	4	0.2	0.0625	0.5	0.1111111111111111
39	38	15/16	15/16	4/4	2	1	viio6	-2	-6		/	1.0	F#	I		viio6		vii	o	6					o	0	0	8, 5, 11		11.0	8.0	0	3	0.0	0.0	0.1875	0.0
40	38	0	0	4/4	2	1	I[I					1.0	F#	I	I	I		I							M	0	0	6, 10, 7		6.0	6.0	0	8	0.0	0.0	1.5	0.0
40	38	1/2	1/2	4/4	2	1	V2					1.0	F#	I	I	V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	1	3	0.25	0.125	0.625	0.16666666666666666
40	38	3/4	3/4	4/4	2	1	I]					1.0	F#	I	I	I		I							M	0	0	6, 10, 7		6.0	6.0	2	6	0.25	0.125	0.875	0.125
41	38	1/4	1/4	4/4	2	1	I.V65					2.0	F#	I		V65		V		65					Mm7	0	0	11, 8, 5, 7		7.0	11.0	3	9	0.25	0.1875	1.3125	0.125
41	38	3/4	3/4	4/4	2	1	i6{					2.0	F#	I		i6		i		6				{	m	0	0	3, 7, 6		6.0	3.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
41	38	15/16	15/16	4/4	2	1	viio6	-2.66275	3.59918		/	2.0	F#	I		viio6		vii	o	6					o	0	0	8, 5, 11		11.0	8.0	0	2	0.0	0.0	0.125	0.0
42	39	0	0	4/4	2	1	i[i						F#	I	i	i		i							m	0	0	6, 3, 7		6.0	6.0	0	8	0.0	0.0	1.375	0.0
42	39	1/2	1/2	4/4	2	1	V2						F#	I	i	V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	1	3	0.25	0.125	0.625	0.16666666666666666
42	39	3/4	3/4	4/4	2	1	i]						F#	I	i	i		i							m	0	0	6, 3, 7		6.0	6.0	0	4	0.0	0.0	0.75	0.0
43	40	0	0	4/4	2	1	iv						F#	I		iv		iv							m	0	0	5, 2, 6		5.0	5.0	0	10	0.0	0.0	3.75	0.0
43	40	3/4	3/4	4/4	2	1	IV64/bIII	-1.14185	-5.95507		/		F#	I		IV64/bIII		IV		64		bIII			M	0	0	3, 2, 6		2.0	3.0	0	6	0.0	0.0	1.25	0.0
44	41	0	0	4/4	2	1	V65/bIII						F#	I		V65/bIII		V		65		bIII			Mm7	0	0	8, 5, 2, 4		4.0	8.0	0	5	0.0	0.0	1.5	0.0
44	41	1/4	1/4	4/4	2	1	ii64/bIII						F#	I		ii64/bIII		ii		64		bIII			m	0	0	6, 5, 2		5.0	6.0	1	2	0.3333333333333333	0.125	0.375	0.25
44	41	1/2	1/2	4/4	2	1	V/bIII						F#	I		V/bIII		V				bIII			M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.875	0.0
44	41	3/4	3/4	4/4	2	1	V6/bIII						F#	I		V6/bIII		V		6		bIII			M	0	0	8, 5, 4		4.0	8.0	0	4	0.0	0.0	0.625	0.0
45	42	0	0	4/4	2	1	I/bIII|IAC}{						F#	I		I/bIII		I				bIII	IAC	}{	M	0	0	3, 7, 4		3.0	3.0	0	10	0.0	0.0	1.0	0.0
45	42	1/2	1/2	4/4	2	1	iv64/ii						F#	I		iv64/ii		iv		64		ii			m	0	0	8, 7, 4		7.0	8.0	0	9	0.0	0.0	0.75	0.0
46	43	0	0	4/4	2	1	V65/ii						F#	I		V65/ii		V		65		ii			Mm7	0	0	13, 10, 7, 9		9.0	13.0	0	5	0.0	0.0	0.5	0.0
46	43	1/4	1/4	4/4	2	1	ii6						F#	I		ii6		ii		6					m	0	0	5, 9, 8		8.0	5.0	1	10	0.09090909090909091	0.0625	0.9375	0.0625
46	43	3/4	3/4	4/4	2	1	ii	0	-7.18093		/		F#	I		ii		ii							m	0	0	8, 5, 9		8.0	8.0	1	21	0.045454545454545456	0.0625	2.375	0.02564102564102564
47	44	1/2	1/2	4/4	2	1	V43/ii						F#	I		V43/ii		V		43		ii			Mm7	0	0	10, 7, 9, 13		9.0	10.0	0	8	0.0	0.0	0.875	0.0
47	44	3/4	3/4	4/4	2	1	ii						F#	I		ii		ii							m	0	0	8, 5, 9		8.0	8.0	0	8	0.0	0.0	0.875	0.0
48	45	0	0	4/4	2	1	#viio7/vi						F#	I		#viio7/vi		#vii	o	7		vi			o7	0	0	14, 11, 8, 5		14.0	14.0	8	28	0.2222222222222222	0.5	3.0	0.14285714285714285
49	46	3/4	3/4	4/4	2	1	V6/vi						F#	I		V6/vi		V		6		vi			M	0	0	14, 11, 10		10.0	14.0	2	5	0.2857142857142857	0.125	0.5625	0.18181818181818182
50	47	0	0	4/4	2	1	vi	0.337254	5.07385		/		F#	I		vi		vi							m	0	0	9, 6, 10		9.0	9.0	3	10	0.23076923076923078	0.1875	1.0	0.15789473684210525
50	47	1/2	1/2	4/4	2	1	#viio6/vi	0	5.29869		/		F#	I		#viio6/vi		#vii	o	6		vi			o	0	0	11, 8, 14		14.0	11.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
50	47	3/4	3/4	4/4	2	1	V6/vi						F#	I		V6/vi		V		6		vi			M	0	0	14, 11, 10		10.0	14.0	2	5	0.2857142857142857	0.125	0.5625	0.18181818181818182
51	48	0	0	4/4	2	1	vi						F#	I		vi		vi							m	0	0	9, 6, 10		9.0	9.0	3	10	0.23076923076923078	0.1875	1.0	0.15789473684210525
51	48	1/2	1/2	4/4	2	1	V43/v	0.337254	5.54885		/		F#	I		V43/v		V		43		v			Mm7	0	0	9, 6, 8, 12		8.0	9.0	1	6	0.14285714285714285	0.0625	0.5625	0.1
51	48	3/4	3/4	4/4	2	1	V6/v						F#	I		V6/v		V		6		v			M	0	0	12, 9, 8		8.0	12.0	2	5	0.2857142857142857	0.125	0.5625	0.18181818181818182
52	49	0	0	4/4	2	1	v						F#	I		v		v							m	0	0	7, 4, 8		7.0	7.0	3	10	0.23076923076923078	0.1875	1.0	0.15789473684210525
52	49	1/2	1/2	4/4	2	1	#viio6/v	0.674507	5.32402		/		F#	I		#viio6/v		#vii	o	6		v			o	0	0	9, 6, 12		12.0	9.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
52	49	3/4	3/4	4/4	2	1	V6/v						F#	I		V6/v		V		6		v			M	0	0	12, 9, 8		8.0	12.0	2	5	0.2857142857142857	0.125	0.5625	0.18181818181818182
53	50	0	0	4/4	2	1	v						F#	I		v		v							m	0	0	7, 4, 8		7.0	7.0	3	10	0.23076923076923078	0.1875	1.0	0.15789473684210525
53	50	1/2	1/2	4/4	2	1	V43/IV						F#	I		V43/IV		V		43		IV			Mm7	0	0	7, 4, 6, 10		6.0	7.0	1	6	0.14285714285714285	0.0625	0.5625	0.1
53	50	3/4	3/4	4/4	2	1	V6/IV						F#	I		V6/IV		V		6		IV			M	0	0	10, 7, 6		6.0	10.0	2	5	0.2857142857142857	0.125	0.5625	0.18181818181818182
54	51	0	0	4/4	2	1	IV						F#	I		IV		IV							M	0	0	5, 9, 6		5.0	5.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
54	51	1/4	1/4	4/4	2	1	V6/IV						F#	I		V6/IV		V		6		IV			M	0	0	10, 7, 6		6.0	10.0	2	5	0.2857142857142857	0.125	0.5625	0.18181818181818182
54	51	1/2	1/2	4/4	2	1	IV						F#	I		IV		IV							M	0	0	5, 9, 6		5.0	5.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
54	51	3/4	3/4	4/4	2	1	V/IV						F#	I		V/IV		V				IV			M	0	0	6, 10, 7		6.0	6.0	4	4	0.5	0.25	0.25	0.5
55	52	0	0	4/4	2	1	IV						F#	I		IV		IV							M	0	0	5, 9, 6		5.0	5.0	5	8	0.38461538461538464	0.3125	0.5625	0.35714285714285715
55	52	1/2	1/2	4/4	2	1	viio						F#	I		viio		vii	o						o	0	0	11, 8, 5		11.0	11.0	6	12	0.3333333333333333	0.375	0.875	0.3
56	53	1/4	1/4	4/4	2	1	ii						F#	I		ii		ii							m	0	0	8, 5, 9		8.0	8.0	6	10	0.375	0.375	0.625	0.375
56	53	3/4	3/4	4/4	2	1	IV						F#	I		IV		IV							M	0	0	5, 9, 6		5.0	5.0	6	10	0.375	0.375	0.625	0.375
57	54	1/4	1/4	4/4	2	1	viio						F#	I		viio		vii	o						o	0	0	11, 8, 5		11.0	11.0	8	8	0.5	0.5	0.5	0.5
57	54	3/4	3/4	4/4	2	1	viio/V						F#	I		viio/V		vii	o			V			o	0	0	12, 9, 6		12.0	12.0	4	4	0.5	0.25	0.25	0.5
58	55	0	0	4/4	2	1	V|HC}						F#	I		V		V					HC	}	M	0	0	7, 11, 8		7.0	7.0	0	6	0.0	0.0	4.0	0.0
59	56	0	0	4/4	2	1	V64						F#	I		V64		V		64					M	0	0	8, 7, 11		7.0	8.0	3	6	0.3333333333333333	0.25	2.5	0.09090909090909091
59	56	1/2	1/2	4/4	2	1	V						F#	I		V		V							M	0	0	7, 11, 8		7.0	7.0	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
59	56	3/4	3/4	4/4	2	1	I6{						F#	I		I6		I		6				{	M	0	0	10, 7, 6		6.0	10.0	2	3	0.4	0.16666666666666666	0.4583333333333333	0.26666666666666666
59	56	15/16	15/16	4/4	2	1	viio6	-2	-6		/		F#	I		viio6		vii	o	6					o	0	0	8, 5, 11		11.0	8.0	0	2	0.0	0.0	0.125	0.0
60	57	0	0	4/4	2	1	I[I						F#	I	I	I		I							M	0	0	6, 10, 7		6.0	6.0	0	9	0.0	0.0	1.75	0.0
60	57	1/2	1/2	4/4	2	1	V2						F#	I	I	V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	1	3	0.25	0.125	0.625	0.16666666666666666
60	57	3/4	3/4	4/4	2	1	I]						F#	I	I	I		I							M	0	0	6, 10, 7		6.0	6.0	0	4	0.0	0.0	0.75	0.0
61	58	0	0	4/4	2	1	V7						F#	I		V7		V		7					Mm7	0	0	7, 11, 8, 5		7.0	7.0	0	10	0.0	0.0	3.75	0.0
61	58	3/4	3/4	4/4	2	1	V						F#	I		V		V							M	0	0	7, 11, 8		7.0	7.0	0	5	0.0	0.0	1.0	0.0
62	59	0	0	4/4	2	1	I[I						F#	I	I	I		I							M	0	0	6, 10, 7		6.0	6.0	0	6	0.0	0.0	1.75	0.0
62	59	1/4	1/4	4/4	2	1	IV						F#	I	I	IV		IV							M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.75	0.0
62	59	1/2	1/2	4/4	2	1	I						F#	I	I	I		I							M	0	0	6, 10, 7		6.0	6.0	0	4	0.0	0.0	0.75	0.0
62	59	3/4	3/4	4/4	2	1	IV6						F#	I	I	IV6		IV		6					M	0	0	9, 6, 5		5.0	9.0	0	5	0.0	0.0	1.0	0.0
63	60	0	0	4/4	2	1	V						F#	I	I	V		V							M	0	0	7, 11, 8		7.0	7.0	2	3	0.4	0.375	0.625	0.375
63	60	1/4	1/4	4/4	2	1	IV						F#	I	I	IV		IV							M	0	0	5, 9, 6		5.0	5.0	0	5	0.0	0.0	1.0	0.0
