mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
130	126	509	525	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1447							156				
130	126	1019/2	1051/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1448							156				
130	126	510	526	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1449											
131	127	1021/2	1053/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1450							157				
131	127	511	527	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1451							157				
131	127	1023/2	1055/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1452							157				
131	127	512	528	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1453											
131	127	1025/2	1057/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1454							158				
131	127	513	529	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1455							158				
131	127	1027/2	1059/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1456							158				
131	127	514	530	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1457											
131	127	1021/2	1053/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1458							159				
131	127	511	527	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1459							159				
131	127	1023/2	1055/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1460							159				
131	127	512	528	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1461											
131	127	1025/2	1057/2	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
131	127	1025/2	1057/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1462							160				
131	127	513	529	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1463							160				
131	127	1027/2	1059/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1464							160				
131	127	514	530	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1465											
132	128	1029/2	1061/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1466							161				
132	128	515	531	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1467							161				
132	128	1031/2	1063/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1468							161				
132	128	516	532	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1469											
132	128	1033/2	1065/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1470							162				
132	128	517	533	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1471							162				
132	128	1035/2	1067/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1472							162				
132	128	518	534	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1473											
132	128	1029/2	1061/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1474							163				
132	128	515	531	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1475							163				
132	128	1031/2	1063/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1476							163				
132	128	516	532	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1477											
132	128	1033/2	1065/2	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
132	128	1033/2	1065/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1478							164				
132	128	517	533	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1479							164				
132	128	1035/2	1067/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1480							164				
132	128	518	534	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1481											
133	129	1037/2	1069/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1482							165				
133	129	519	535	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1483							165				
133	129	1039/2	1071/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1484							165				
133	129	520	536	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1485							165				
133	129	1041/2	1073/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1486							165				
133	129	521	537	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1487							165				
133	129	1043/2	1075/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1488							165				
133	129	522	538	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1489											
133	129	1037/2	1069/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1490							166				
133	129	519	535	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1491							166				
133	129	1039/2	1071/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1492							166				
133	129	520	536	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1493							166				
133	129	1041/2	1073/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1494							166				
133	129	521	537	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1495							166				
133	129	1043/2	1075/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1496							166				
133	129	522	538	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1497											
134	130	1045/2	1077/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1498							167				
134	130	523	539	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1499							167				
134	130	1047/2	1079/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1500							167				
134	130	524	540	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1501											
134	130	1049/2	1081/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
134	130	1049/2	1081/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1502							168				
134	130	525	541	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1503							168				
134	130	1051/2	1083/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1504							168				
134	130	526	542	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1505											
134	130	1045/2	1077/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1506							169				
134	130	523	539	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1507							169				
134	130	1047/2	1079/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1508							169				
134	130	524	540	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1509											
134	130	1049/2	1081/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1510							170				
134	130	525	541	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1511							170				
134	130	1051/2	1083/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1512							170				
134	130	526	542	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1513											
135	131	1053/2	1085/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1514							171				
135	131	527	543	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1515							171				
135	131	1055/2	1087/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1516							171				
135	131	528	544	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1517											
135	131	1057/2	1089/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
135	131	1057/2	1089/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1518							172				
135	131	529	545	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1519							172				
135	131	1059/2	1091/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1520							172				
135	131	530	546	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1521											
135	131	1053/2	1085/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1522							173				
135	131	527	543	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1523							173				
135	131	1055/2	1087/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1524							173				
135	131	528	544	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1525											
135	131	1057/2	1089/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1526							174				
135	131	529	545	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1527							174				
135	131	1059/2	1091/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1528							174				
135	131	530	546	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1529											
136	132	1061/2	1093/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1530							175				
136	132	531	547	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1531							175				
136	132	1063/2	1095/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1532							175				
136	132	532	548	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1533											
136	132	1065/2	1097/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
136	132	1065/2	1097/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1534							176				
136	132	533	549	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1535							176				
136	132	1067/2	1099/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1536							176				
136	132	534	550	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1537											
136	132	1061/2	1093/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1538							177				
136	132	531	547	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1539							177				
136	132	1063/2	1095/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1540							177				
136	132	532	548	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1541											
136	132	1065/2	1097/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1542							178				
136	132	533	549	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1543							178				
136	132	1067/2	1099/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1544							178				
136	132	534	550	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1545											
137	133	1069/2	1101/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1546											
137	133	1069/2	1101/2	4.0		0	0	Chord	4/4	2	1	1		1	1	1547											
138	134	1077/2	1109/2	0.0		0	0	Spanner	4/4	1	1	0														1	
138	134	1077/2	1109/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1548	>									1	
138	134	1077/2	1109/2	4.0		0	0	Chord	4/4	2	1	1		1	1	1549											
139	135	1085/2	1117/2	0.0		0	0	Spanner	4/4	1	1	0															
139	135	1085/2	1117/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1550											
139	135	1085/2	1117/2	4.0		0	0	Chord	4/4	2	1	1		1	1	1551											
140	136	1093/2	1125/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1552											
140	136	1093/2	1125/2	4.0		0	0	Chord	4/4	2	1	1		1	1	1553											
141	137	1101/2	1133/2	0.0		0	0	Dynamic	4/4	1	1	0						p									
141	137	1101/2	1133/2	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	1554											
141	137	1101/2	1133/2	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	1555											
141	137	1101/2	1133/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1556	p										
141	137	1101/2	1133/2	4.0		0	0	Chord	4/4	2	1	1		1	1	1557											
142	138	1109/2	1141/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1558											
142	138	1109/2	1141/2	4.0		0	0	Chord	4/4	2	1	1		1	1	1559											
143	139	1117/2	1149/2	0.0		0	0	Dynamic	4/4	1	1	0						sf									
143	139	1117/2	1149/2	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1560							179				
143	139	1123/2	1155/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1561							179				
143	139	1117/2	1149/2	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	1562							180				
143	139	1123/2	1155/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1563							180				
144	140	1125/2	1157/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1564							179				
144	140	1127/2	1159/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1565							179				
144	140	1129/2	1161/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1566							179				
144	140	1131/2	1163/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1567							179				
144	140	1125/2	1157/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1568							180				
144	140	1127/2	1159/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1569							180				
144	140	1129/2	1161/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1570							180				
144	140	1131/2	1163/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1571							180				
145	141	1133/2	1165/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1572							179				
145	141	1135/2	1167/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1573							179				
145	141	1137/2	1169/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1574							179				
145	141	1139/2	1171/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1575							179				
145	141	1133/2	1165/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1576							180				
145	141	1135/2	1167/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1577							180				
145	141	1137/2	1169/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1578							180				
145	141	1139/2	1171/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1579							180				
146	142	1141/2	1173/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1580							179				
146	142	1143/2	1175/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1581							179				
146	142	1145/2	1177/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1582							179				
146	142	1147/2	1179/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1583											
146	142	1141/2	1173/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1584							180				
146	142	1143/2	1175/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1585							180				
146	142	1145/2	1177/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1586							180				
146	142	1147/2	1179/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1587											
147	143	1149/2	1181/2	0.0		0	0	Tempo	4/4	1	1	0								Largo	50.0	1.0					
147	143	1149/2	1181/2	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1588	pp										
147	143	1153/2	1185/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1589			articStaccatoBelow				181				
147	143	1155/2	1187/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1590			articStaccatoBelow								
147	143	1149/2	1181/2	4.0		0	0	Chord	4/4	2	1	1		1	1	1591											
148	144	1157/2	1189/2	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1592											
148	144	1161/2	1193/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1593											
148	144	581	597	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1594											
148	144	1163/2	1195/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1595											
148	144	582	598	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1596											
149	145	1165/2	1197/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1597											
149	145	1167/2	1199/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1598											
149	145	1169/2	1201/2	0.875		1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	1599											
149	145	4683/8	4811/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1600											
149	145	1171/2	1203/2	0.875		3/4	3/4	Chord	4/4	1	1	7/32		1/8	7/4	1601											
149	145	4691/8	4819/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1602											
150	146	1173/2	1205/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1603											
150	146	1175/2	1207/2	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1604											
150	146	1179/2	1211/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1605											
151	147	1181/2	1213/2	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1606			articAccentAbove								
151	147	592	608	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1607											
151	147	1185/2	1217/2	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1608											
151	147	594	610	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1609											
152	148	1189/2	1221/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1610											
152	148	1191/2	1223/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1611											
152	148	1195/2	1227/2	0.0		3/4	3/4	Tempo	4/4	1	1	0								Allegro	144.0	1.0					
152	148	1195/2	1227/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1612	p						182				
152	148	598	614	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1613											
152	148	1195/2	1227/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1614			articStaccatoAbove								
153	149	1197/2	1229/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1615							183				
153	149	599	615	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1616											
153	149	1199/2	1231/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1617							184				
153	149	600	616	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1618											
153	149	1201/2	1233/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1619							185				
153	149	601	617	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1620											
153	149	1203/2	1235/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1621							186				
153	149	602	618	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1622											
153	149	1197/2	1229/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1623			articStaccatoAbove								
153	149	1199/2	1231/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1624			articStaccatoAbove								
153	149	1201/2	1233/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1625			articStaccatoAbove								
153	149	1203/2	1235/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1626			articStaccatoAbove								
154	150	1205/2	1237/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1627							187				
154	150	603	619	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1628											
154	150	1207/2	1239/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1629							188				
154	150	604	620	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1630											
154	150	1209/2	1241/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1631							189				
154	150	605	621	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1632											
154	150	1211/2	1243/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1633							190				
154	150	606	622	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1634											
154	150	1205/2	1237/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1635			articStaccatoAbove								
154	150	1207/2	1239/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1636			articStaccatoAbove								
154	150	1209/2	1241/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1637			articStaccatoAbove								
154	150	1211/2	1243/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1638			articStaccatoAbove								
155	151	1213/2	1245/2	0.0		0	0	Spanner	4/4	1	1	0													5		
155	151	1213/2	1245/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1639							191		5		
155	151	607	623	0.0		1/8	1/8	Spanner	4/4	1	1	0															
155	151	607	623	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1640											
155	151	1215/2	1247/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1641							192				
155	151	608	624	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1642											
155	151	1217/2	1249/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1643							193				
155	151	609	625	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1644											
155	151	1219/2	1251/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1645							194				
155	151	610	626	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1646											
155	151	1213/2	1245/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1647			articStaccatoAbove								
155	151	1215/2	1247/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1648			articStaccatoAbove								
155	151	1217/2	1249/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1649			articStaccatoAbove								
155	151	1219/2	1251/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1650			articStaccatoAbove								
156	152	1221/2	1253/2	0.0		0	0	Tempo	4/4	1	1	0								Adagio	71.0	1.0					
156	152	1221/2	1253/2	0.0		0	0	Spanner	4/4	1	1	0															3
156	152	1221/2	1253/2	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1651			ornamentTurn				195				3
156	152	612	628	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1652							195				3
156	152	2449/4	2513/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1653											3
156	152	1225/2	1257/2	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1654											3
156	152	1221/2	1253/2	0.0		0	0	Dynamic	4/4	1	2	0						sf									3
156	152	1221/2	1253/2	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1655											3
156	152	1225/2	1257/2	0.0		1/2	1/2	Dynamic	4/4	1	2	0						p									3
156	152	1225/2	1257/2	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1656											3
156	152	1221/2	1253/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1657											
156	152	1225/2	1257/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1658											
157	153	1229/2	1261/2	0.0		0	0	Tempo	4/4	1	1	0								Largo	50.0	1.0					
157	153	1229/2	1261/2	0.0		0	0	Spanner	4/4	1	1	0															
157	153	1233/2	1265/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp									
157	153	1233/2	1265/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1659			articStaccatoBelow				196				
157	153	1235/2	1267/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1660			articStaccatoBelow								
157	153	1229/2	1261/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1661											
157	153	1229/2	1261/2	4.0		0	0	Chord	4/4	2	2	1		1	1	1662											
158	154	1237/2	1269/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1663											
158	154	1237/2	1269/2	4.0		0	0	Chord	4/4	2	1	1		1	1	1664											
159	155	1245/2	1277/2	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1665											
159	155	1249/2	1281/2	1.75		1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1666											
159	155	2505/4	2569/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1667											
160	156	1253/2	1285/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1668											
160	156	1255/2	1287/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1669											
160	156	1257/2	1289/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1670											
160	156	629	645	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1671											
160	156	1259/2	1291/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1672											
160	156	630	646	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1673											
161	157	1261/2	1293/2	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1674											
161	157	632	648	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1675											
161	157	1265/2	1297/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1676											
161	157	1267/2	1299/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1677											
161	157	634	650	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1678											
162	158	1269/2	1301/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1679											
163	159	1277/2	1309/2	0.0		0	0	Tempo	4/4	1	1	0								Allegro	144.0	1.0					
163	159	1277/2	1309/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1680	pp		articStaccatoBelow								
163	159	1281/2	1313/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1681			articStaccatoBelow								
163	159	1277/2	1309/2	0.0		0	0	Dynamic	4/4	2	1	0						pp									
163	159	1277/2	1309/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1682			articStaccatoBelow								
163	159	1281/2	1313/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1683			articStaccatoBelow								
164	160	1285/2	1317/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1684			articStaccatoBelow								
164	160	1289/2	1321/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1685			articStaccatoBelow								
164	160	1285/2	1317/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1686			articStaccatoBelow								
164	160	1289/2	1321/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1687			articStaccatoBelow								
165	161	1293/2	1325/2	0.0		0	0	Spanner	4/4	1	1	0													6		
165	161	1293/2	1325/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1688									6		
165	161	3881/6	3977/6	0.0		1/12	1/12	Spanner	4/4	1	1	0															
165	161	3881/6	3977/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1689											
165	161	3883/6	3979/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1690											
165	161	1293/2	1325/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1691											
165	161	1295/2	1327/2	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1692											
165	161	3887/6	3983/6	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1693											
165	161	3889/6	3985/6	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1694											
