mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_line
52	47	747/4	779/4	1.0		5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	487								
52	47	751/4	783/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	488								
52	47	737/4	769/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	489								
52	47	739/4	771/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	490								
52	47	741/4	773/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	491								
52	47	743/4	775/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	492								
52	47	745/4	777/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	493								
52	47	747/4	779/4	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	494								
52	47	751/4	783/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	495								
53	48	755/4	787/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	496								
53	48	759/4	791/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	497								
53	48	761/4	793/4	0.0		1/2	1/2	Dynamic	4/4	1	1	0					sf							
53	48	763/4	795/4	1.0		5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	498								
53	48	767/4	799/4	0.16666666666666666		7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	499						47		
53	48	2303/12	2399/12	0.16666666666666666		11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	500						47		
53	48	2305/12	2401/12	0.16666666666666666		23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	501								
53	48	753/4	785/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	502								
53	48	755/4	787/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	503								
53	48	757/4	789/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	504								
53	48	759/4	791/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	505								
53	48	761/4	793/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	506								
54	49	769/4	801/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
54	49	771/4	803/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	507		articStaccatoAbove				48		
54	49	775/4	807/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	508		articStaccatoAbove				48		
54	49	779/4	811/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	509		articStaccatoAbove				48		
54	49	783/4	815/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	510		articStaccatoAbove						
54	49	769/4	801/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	511								
54	49	771/4	803/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	512								
54	49	773/4	805/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	513								
54	49	775/4	807/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	514								
54	49	777/4	809/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	515								
54	49	779/4	811/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	516								
54	49	781/4	813/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	517								
54	49	783/4	815/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	518								
55	50	787/4	819/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	519								
55	50	791/4	823/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	520								
55	50	795/4	827/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	521								
55	50	799/4	831/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	522								
55	50	785/4	817/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	523								
55	50	787/4	819/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	524								
55	50	789/4	821/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	525								
55	50	791/4	823/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	526								
55	50	793/4	825/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	527								
55	50	795/4	827/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	528								
55	50	797/4	829/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	529								
55	50	799/4	831/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	530								
56	51	803/4	835/4	0.0		1/8	1/8	Dynamic	4/4	1	1	0					other-dynamics							
56	51	803/4	835/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	531								
56	51	807/4	839/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	532								
56	51	811/4	843/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	533								
56	51	815/4	847/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	534								
56	51	801/4	833/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	535								
56	51	803/4	835/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	536								
56	51	805/4	837/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	537								
56	51	807/4	839/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	538								
56	51	809/4	841/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	539								
56	51	811/4	843/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	540								
56	51	813/4	845/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	541								
56	51	815/4	847/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	542								
57	52	819/4	851/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	543								
57	52	823/4	855/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	544								
57	52	827/4	859/4	1.5		5/8	5/8	Chord	4/4	1	1	3/8		1/4	3/2	545								
57	52	817/4	849/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	546								
57	52	819/4	851/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	547								
57	52	821/4	853/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	548								
57	52	823/4	855/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	549								
57	52	825/4	857/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	550								
57	52	827/4	859/4	0.0		5/8	5/8	Dynamic	4/4	2	1	0					sf							
57	52	827/4	859/4	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	551								
57	52	831/4	863/4	0.16666666666666666		7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	552						49		
57	52	2495/12	2591/12	0.16666666666666666		11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	553						49		
57	52	2497/12	2593/12	0.16666666666666666		23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	554								
58	53	833/4	865/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
58	53	835/4	867/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	555		articStaccatoBelow				50		
58	53	839/4	871/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	556		articStaccatoBelow				50		
58	53	843/4	875/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	557		articStaccatoBelow				50		
58	53	847/4	879/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	558		articStaccatoBelow						
58	53	833/4	865/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	559								
58	53	835/4	867/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	560								
58	53	837/4	869/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	561								
58	53	839/4	871/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	562								
58	53	841/4	873/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	563								
58	53	843/4	875/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	564								
58	53	845/4	877/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	565								
58	53	847/4	879/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	566								
59	54	851/4	883/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	567								
59	54	855/4	887/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	568								
59	54	859/4	891/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	569								
59	54	863/4	895/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	570								
59	54	849/4	881/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	571								
59	54	851/4	883/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	572								
59	54	853/4	885/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	573								
59	54	855/4	887/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	574								
59	54	857/4	889/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	575								
59	54	859/4	891/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	576								
59	54	861/4	893/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	577								
59	54	863/4	895/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	578								
60	55	867/4	899/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	579								
60	55	869/4	901/4	0.0		1/4	1/4	Dynamic	4/4	1	1	0					other-dynamics							
60	55	871/4	903/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	580								
60	55	875/4	907/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	581								
60	55	879/4	911/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	582								
60	55	865/4	897/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	583								
60	55	867/4	899/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	584								
60	55	869/4	901/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	585								
60	55	871/4	903/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	586								
60	55	873/4	905/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	587								
60	55	875/4	907/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	588								
60	55	877/4	909/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	589								
60	55	879/4	911/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	590								
61	56	883/4	915/4	0.0		1/8	1/8	Dynamic	4/4	1	1	0					p							
61	56	883/4	915/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	591								
61	56	887/4	919/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	592								
61	56	891/4	923/4	0.0		5/8	5/8	Dynamic	4/4	1	1	0					sf							
61	56	891/4	923/4	1.0		5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	593								
61	56	895/4	927/4	0.16666666666666666		7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	594						51		
61	56	2687/12	2783/12	0.16666666666666666		11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	595						51		
61	56	2689/12	2785/12	0.16666666666666666		23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	596								
61	56	881/4	913/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	597								
61	56	883/4	915/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	598								
61	56	885/4	917/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	599								
61	56	887/4	919/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	600								
61	56	889/4	921/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	601								
62	57	897/4	929/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
62	57	899/4	931/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	602								
62	57	903/4	935/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	603								
62	57	907/4	939/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	604								
62	57	911/4	943/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	605								
62	57	899/4	931/4	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	606								
62	57	903/4	935/4	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	607								
62	57	907/4	939/4	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	608								
62	57	911/4	943/4	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	609								
62	57	897/4	929/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	610								
62	57	901/4	933/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	611								
62	57	905/4	937/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	612								
62	57	909/4	941/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	613								
63	58	915/4	947/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	614								
63	58	919/4	951/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	615								
63	58	923/4	955/4	0.0		5/8	5/8	Dynamic	4/4	1	1	0					f							
63	58	923/4	955/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	616								
63	58	925/4	957/4	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	617								
63	58	927/4	959/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	618								
63	58	915/4	947/4	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	619								
63	58	919/4	951/4	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	620								
63	58	923/4	955/4	0.5		5/8	5/8	Chord	4/4	1	3	1/8		1/8	1	621								
63	58	925/4	957/4	0.5		3/4	3/4	Chord	4/4	1	3	1/8		1/8	1	622								
63	58	927/4	959/4	0.5		7/8	7/8	Chord	4/4	1	3	1/8		1/8	1	623								
63	58	913/4	945/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	624								
63	58	917/4	949/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	625								
63	58	921/4	953/4	0.0		1/2	1/2	Dynamic	4/4	2	1	0					sf							
63	58	921/4	953/4	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	626								
64	59	931/4	963/4	0.0		1/8	1/8	Dynamic	4/4	1	1	0					other-dynamics							
64	59	931/4	963/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	627								
64	59	935/4	967/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	628								
64	59	939/4	971/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	629								
64	59	943/4	975/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	630								
64	59	931/4	963/4	0.5		1/8	1/8	Chord	4/4	1	3	1/8		1/8	1	631								
64	59	935/4	967/4	0.5		3/8	3/8	Chord	4/4	1	3	1/8		1/8	1	632								
64	59	939/4	971/4	0.5		5/8	5/8	Chord	4/4	1	3	1/8		1/8	1	633								
64	59	943/4	975/4	0.5		7/8	7/8	Chord	4/4	1	3	1/8		1/8	1	634								
64	59	929/4	961/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	635								
64	59	933/4	965/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	636								
64	59	937/4	969/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	637								
64	59	941/4	973/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	638								
65	60		977/4	0.0	1	0	0	Dynamic	4/4	1	1	0					p							
65	60		979/4	0.5	1	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	639								
65	60		983/4	0.5	1	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	640								
65	60		987/4	0.5	1	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	641						52		
65	60		989/4	0.5	1	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	642								
65	60		991/4	0.5	1	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	643		articStaccatoBelow						
65	60		979/4	0.5	1	1/8	1/8	Chord	4/4	1	3	1/8		1/8	1	644								
65	60		983/4	0.5	1	3/8	3/8	Chord	4/4	1	3	1/8		1/8	1	645								
65	60		977/4	0.5	1	0	0	Chord	4/4	2	1	1/8		1/8	1	646								
65	60		981/4	0.5	1	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	647								
65	60		985/4	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	648								
66	60	945/4	993/4	0.0	2	0	0	Dynamic	4/4	1	1	0					p							
66	60	947/4	995/4	0.5	2	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	649								
66	60	951/4	999/4	0.5	2	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	650								
66	60	955/4	1003/4	0.5	2	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	651						53		
66	60	957/4	1005/4	0.5	2	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	652								
66	60	959/4	1007/4	0.5	2	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	653		articStaccatoBelow						
66	60	947/4	995/4	0.5	2	1/8	1/8	Chord	4/4	1	3	1/8		1/8	1	654								
66	60	951/4	999/4	0.5	2	3/8	3/8	Chord	4/4	1	3	1/8		1/8	1	655								
66	60	945/4	993/4	0.5	2	0	0	Chord	4/4	2	1	1/8		1/8	1	656								
66	60	949/4	997/4	0.5	2	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	657								
66	60	953/4	1001/4	0.5	2	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	658								
67	61	961/4	1009/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
67	61	963/4	1011/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	659		articStaccatoBelow				54		
67	61	967/4	1015/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	660		articStaccatoBelow				54		
67	61	971/4	1019/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	661		articStaccatoBelow				54		
67	61	975/4	1023/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	662		articStaccatoBelow						
67	61	961/4	1009/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	663								
67	61	965/4	1013/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	664								
67	61	969/4	1017/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	665								
67	61	973/4	1021/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	666								
68	62	979/4	1027/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	667								
68	62	983/4	1031/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	668								
68	62	987/4	1035/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	669								
68	62	991/4	1039/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	670								
68	62	977/4	1025/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	671								
68	62	981/4	1029/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	672								
68	62	985/4	1033/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	673								
68	62	989/4	1037/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	674								
69	63	995/4	1043/4	0.0		1/8	1/8	Dynamic	4/4	1	1	0					other-dynamics							
69	63	995/4	1043/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	675								
69	63	999/4	1047/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	676								
69	63	1003/4	1051/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	677								
69	63	1007/4	1055/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	678								
69	63	993/4	1041/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	679								
69	63	997/4	1045/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	680								
69	63	1001/4	1049/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	681								
69	63	1005/4	1053/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	682								
70	64	1011/4	1059/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	683								
70	64	1015/4	1063/4	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	684								
70	64	1019/4	1067/4	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	685								
70	64	1023/4	1071/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	686								
70	64	1009/4	1057/4	0.0		0	0	Dynamic	4/4	2	1	0					pp							
70	64	1009/4	1057/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	687								
70	64	1013/4	1061/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	688								
70	64	1017/4	1065/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	689								
70	64	1021/4	1069/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	690								
71	65	1025/4	1073/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
71	65	513/2	537/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	691						55		
71	65	1027/4	1075/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	692						55		
71	65	257	269	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	693								
71	65	515/2	539/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	694						56		
71	65	1031/4	1079/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	695						56		
71	65	258	270	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	696								
71	65	517/2	541/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	697						57		
71	65	1035/4	1083/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	698						57		
71	65	259	271	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	699								
71	65	519/2	543/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	700						58		
71	65	1039/4	1087/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	701						58		
71	65	260	272	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	702								
71	65	1025/4	1073/4	0.0		0	0	Dynamic	4/4	2	1	0					other-dynamics							
71	65	1025/4	1073/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	703						59		
71	65	1029/4	1077/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	704						59		
71	65	1033/4	1081/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	705						59		
71	65	1037/4	1085/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	706						59		
72	66	521/2	545/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	707						60		
72	66	1043/4	1091/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	708						60		
72	66	261	273	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	709								
72	66	523/2	547/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	710						61		
72	66	1047/4	1095/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	711						61		
72	66	262	274	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	712								
72	66	525/2	549/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	713						62		
72	66	1051/4	1099/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	714						62		
72	66	263	275	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	715						62		
72	66	1053/4	1101/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	716						62		
72	66	527/2	551/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	717						62		
72	66	1055/4	1103/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	718						62		
72	66	264	276	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	719								
72	66	1041/4	1089/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	720						59		
72	66	1045/4	1093/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	721						59		
72	66	1049/4	1097/4	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	722						59		
72	66	1055/4	1103/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	723								
73	67	529/2	553/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	724						63		
73	67	1059/4	1107/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	725						63		
73	67	265	277	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	726								
73	67	531/2	555/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	727						64		
73	67	1063/4	1111/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	728						64		
73	67	266	278	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	729								
73	67	533/2	557/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	730						65		
73	67	1067/4	1115/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	731						65		
73	67	267	279	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	732								
73	67	535/2	559/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	733						66		
73	67	1071/4	1119/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	734						66		
73	67	268	280	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	735								
73	67	1057/4	1105/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	736						67		
73	67	1061/4	1109/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	737						67		
73	67	1065/4	1113/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	738						67		
73	67	1069/4	1117/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	739						67		
74	68	537/2	561/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	740						68		
74	68	1075/4	1123/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	741						68		
74	68	269	281	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	742								
74	68	539/2	563/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	743						69		
74	68	1079/4	1127/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	744						69		
74	68	270	282	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	745								
74	68	1081/4	1129/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	746						70		
