mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
54	52	309/2	309/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	289		
54	52	155	155	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	290		
54	52	311/2	311/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	291		
54	52	156	156	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	292		
54	52	313/2	313/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	293		
55	53	157	157	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	294	f	
55	53	159	159	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	295		
55	53	157	157	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	296		
55	53	315/2	315/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	297		
55	53	158	158	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	298		
55	53	317/2	317/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	299		
55	53	159	159	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	300		
55	53	319/2	319/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	301		
56	54	160	160	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	302		
56	54	162	162	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	303		
56	54	160	160	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	304		
56	54	321/2	321/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	305		
56	54	161	161	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	306		
56	54	323/2	323/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	307		
56	54	162	162	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	308		
56	54	325/2	325/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	309		
57	55	163	163	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	310		
57	55	164	164	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	311		
57	55	165	165	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	312		articStaccatoAbove
57	55	163	163	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	313		
57	55	327/2	327/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	314		
57	55	164	164	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	315		
57	55	329/2	329/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	316		
57	55	165	165	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	317		
57	55	331/2	331/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	318		
58	56	166	166	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	319		
58	56	168	168	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	320		
58	56	337/2	337/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	321		
58	56	166	166	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	322		
58	56	333/2	333/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	323		
58	56	167	167	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	324		
58	56	335/2	335/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	325		
58	56	168	168	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	326		
58	56	337/2	337/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	327		
59	57	169	169	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	328		
59	57	171	171	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	329		
59	57	169	169	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	330		
59	57	339/2	339/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	331		
59	57	170	170	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	332		
59	57	341/2	341/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	333		
59	57	171	171	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	334		
59	57	343/2	343/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	335		
60	58	172	172	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	336		articStaccatoAbove
60	58	174	174	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	337		
60	58	172	172	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	338		
60	58	345/2	345/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	339		
60	58	173	173	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	340		
60	58	347/2	347/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	341		
60	58	174	174	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	342		
60	58	349/2	349/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	343		
61	59	175	175	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	344		
61	59	176	176	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	345		
61	59	177	177	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	346		articStaccatoAbove
61	59	175	175	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	347		
61	59	351/2	351/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	348		
61	59	176	176	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	349		
61	59	353/2	353/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	350		
61	59	177	177	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	351		
61	59	355/2	355/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	352		
62	60	178	178	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	353		
62	60	180	180	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	354		
62	60	178	178	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	355		
62	60	357/2	357/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	356		
62	60	179	179	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	357		
62	60	359/2	359/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	358		
62	60	180	180	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	359		
62	60	361/2	361/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	360		
63	61	181	181	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	361		
63	61	182	182	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	362		
63	61	183	183	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	363		articStaccatoAbove
63	61	181	181	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	364		
63	61	363/2	363/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	365		
63	61	182	182	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	366		
63	61	365/2	365/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	367		
63	61	183	183	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	368		
63	61	367/2	367/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	369		
64	62	184	184	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	370		
64	62	186	186	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	371		
64	62	184	184	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	372		
64	62	369/2	369/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	373		
64	62	185	185	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	374		
64	62	371/2	371/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	375		
64	62	186	186	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	376		
64	62	373/2	373/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	377		
65	63	187	187	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	378		
65	63	188	188	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	379		
65	63	189	189	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	380		articStaccatoAbove
65	63	187	187	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	381		
65	63	375/2	375/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	382		
65	63	188	188	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	383		
65	63	377/2	377/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	384		
65	63	189	189	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	385		
65	63	379/2	379/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	386		
66	64	190	190	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	387		
66	64	192	192	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	388	<	articStaccatoAbove
66	64	190	190	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	389		
66	64	381/2	381/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	390		
66	64	191	191	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	391		
66	64	383/2	383/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	392		
66	64	192	192	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	393		
66	64	385/2	385/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	394		
67	65	193	193	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	395		articStaccatoAbove
67	65	195	195	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	396		articStaccatoAbove
67	65	193	193	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	397		
67	65	387/2	387/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	398		
67	65	194	194	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	399		
67	65	389/2	389/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	400		
67	65	195	195	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	401		
67	65	391/2	391/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	402		
68	66	196	196	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	403		articStaccatoAbove
68	66	198	198	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	404	ff	articStaccatoBelow
68	66	196	196	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	405		
68	66	393/2	393/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	406		
68	66	197	197	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	407		
68	66	395/2	395/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	408		
68	66	198	198	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	409		
68	66	397/2	397/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	410		
69	67	199	199	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	411		articStaccatoBelow
69	67	199	199	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	412		
70	67	201	201	1.0		0	1/2	Chord	3/4	2	1	1/4	1/4	1	413		
71	68	202	202	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	414	p	
71	68	202	202	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	415		
71	68	204	204	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	416		
71	68	202	202	2.0		0	0	Chord	3/4	2	2	1/2	1/2	1	417		
71	68	204	204	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	418		
72	69	205	205	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	419		
72	69	205	205	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	420		
72	69	207	207	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	421		
72	69	205	205	2.0		0	0	Chord	3/4	2	2	1/2	1/2	1	422		
72	69	207	207	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	423		
72	69	205	205	2.0		0	0	Chord	3/4	2	3	1/2	1/2	1	424		
73	70	208	208	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	425		
73	70	208	208	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	426		
73	70	210	210	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	427		
73	70	210	210	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	428		
73	70	208	208	3.0		0	0	Chord	3/4	2	3	3/4	1/2	3/2	429		
74	71	211	211	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	430		
74	71	213	213	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	431		
74	71	211	211	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	432		
74	71	211	211	2.0		0	0	Chord	3/4	2	2	1/2	1/2	1	433		
74	71	213	213	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	434		
75	72	214	214	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	435		
75	72	216	216	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	436		
75	72	214	214	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	437		
75	72	216	216	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	438		
75	72	214	214	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	439		
76	73	217	217	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	440		
76	73	219	219	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	441		
76	73	217	217	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	442		
76	73	219	219	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	443		
77	74	220	220	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	444	p	
77	74	222	222	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	445		
77	74	220	220	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	446		
77	74	222	222	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	447		
78	75	223	223	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	448		
78	75	223	223	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	449		articStaccatoAbove
79	75	225	225	1.0		0	1/2	Chord	3/4	1	1	1/4	1/4	1	450		
80	76	226	226	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	451		
80	76	228	228	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	452		
80	76	226	226	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	453		
80	76	228	228	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	454		
80	76	226	226	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	455		
81	77	229	229	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	456		
81	77	231	231	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	457		
81	77	229	229	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	458		
81	77	231	231	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	459		
81	77	229	229	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	460		
82	78	232	232	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	461		
82	78	234	234	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	462		
82	78	232	232	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	463		
82	78	234	234	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	464		
82	78	232	232	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	465		
83	79	235	235	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	466		
83	79	237	237	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	467		
83	79	235	235	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	468		
83	79	237	237	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	469		
83	79	235	235	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	470		
84	80	238	238	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	471		
84	80	240	240	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	472		
84	80	238	238	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	473		
84	80	240	240	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	474		
84	80	238	238	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	475		
85	81	241	241	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	476		
85	81	243	243	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	477		
85	81	241	241	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	478		
85	81	243	243	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	479		
85	81	241	241	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	480		
86	82	244	244	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	481		
86	82	246	246	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	482		
86	82	244	244	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	483		
86	82	246	246	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	484		
86	82	244	244	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	485		
87	83	247	247	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	486		
87	83	249	249	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	487		
87	83	247	247	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	488		
87	83	249	249	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	489		
87	83	247	247	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	490		
88	84	250	250	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	491		
88	84	252	252	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	492		
88	84	250	250	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	493	<	
88	84	250	250	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	494		
88	84	252	252	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	495		
88	84	250	250	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	496		
89	85	253	253	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	497		
89	85	255	255	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	498		
89	85	253	253	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	499		
89	85	253	253	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	500		
89	85	255	255	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	501		
89	85	253	253	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	502		
90	86	256	256	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	503		
90	86	258	258	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	504		
90	86	256	256	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	505		
90	86	256	256	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	506		
90	86	258	258	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	507		
90	86	256	256	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	508		
91	87	259	259	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	509		
91	87	261	261	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	510		
91	87	259	259	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	511		
91	87	259	259	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	512		
91	87	261	261	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	513		
91	87	259	259	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	514		
92	88	262	262	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	515		
92	88	262	262	2.0		0	0	Chord	3/4	1	2	1/2	1/2	1	516		
92	88	264	264	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	517		
92	88	262	262	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	518		
92	88	264	264	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	519		
92	88	262	262	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	520		
93	89	265	265	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	521		
93	89	265	265	2.0		0	0	Chord	3/4	1	2	1/2	1/2	1	522	p	
93	89	267	267	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	523		
93	89	265	265	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	524		
93	89	267	267	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	525		
93	89	265	265	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	526		
94	90	268	268	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	527		
94	90	269	269	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	528		
94	90	270	270	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	529		
94	90	268	268	2.0		0	0	Chord	3/4	1	2	1/2	1/2	1	530		
94	90	270	270	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	531		
94	90	268	268	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	532		
94	90	270	270	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	533		
94	90	268	268	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	534		
95	91		271	1.0	1	0	0	Chord	3/4	1	1	1/4	1/4	1	535		
95	91		271	1.0	1	0	0	Chord	3/4	1	2	1/4	1/4	1	536		
95	91		271	1.0	1	0	0	Chord	3/4	2	1	1/4	1/4	1	537		
95	91		271	1.0	1	0	0	Chord	3/4	2	2	1/4	1/4	1	538		
96	91	271	273	1.0	2	0	0	Chord	3/4	1	1	1/4	1/4	1	539		
96	91	271	273	1.0	2	0	0	Chord	3/4	1	2	1/4	1/4	1	540		
96	91	271	273	1.0	2	0	0	Chord	3/4	2	1	1/4	1/4	1	541		
96	91	273	275	0.5	2	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	542		
96	91	547/2	551/2	0.5	2	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	543		
96	91	271	273	1.0	2	0	0	Chord	3/4	2	2	1/4	1/4	1	544		
97	92	275	277	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	545		
97	92	274	276	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	546		
97	92	276	278	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	547		
97	92	274	276	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	548		
98	93	277	279	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	549		
98	93	278	280	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	550		
98	93	277	279	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	551		
98	93	279	281	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	552		
98	93	559/2	563/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	553		
98	93	277	279	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	554		
99	94	281	283	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	555		
99	94	280	282	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	556		
99	94	282	284	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	557		
99	94	280	282	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	558		
100	95	283	285	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	559		
100	95	284	286	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	560		
100	95	283	285	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	561		
100	95	283	285	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	562		
