mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
61	59	235	239	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	893		
61	59	943/4	959/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	894		
61	59	236	240	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	895		
61	59	947/4	963/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	896		
61	59	234	238	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	897		
61	59	939/4	955/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	898		
61	59	235	239	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	899		
61	59	943/4	959/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	900		
61	59	236	240	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	901		
61	59	947/4	963/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	902		
61	59	233	237	2.0		0	0	Chord	4/4	2	2	1/2	1/2	1	903		
61	59	235	239	2.0		1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	904		
61	59	233	237	4.0		0	0	Chord	4/4	2	3	1	1	1	905		
62	60	237	241	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	906		
62	60	240	244	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	907		
62	60	963/4	979/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	908		
62	60	237	241	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	909		
62	60	240	244	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	910		
62	60	963/4	979/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	911		
62	60	237	241	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	912		
62	60	951/4	967/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	913		
62	60	238	242	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	914		
62	60	955/4	971/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	915		
62	60	239	243	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	916		
62	60	240	244	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	917		
62	60	963/4	979/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	918		
63	61	241	245	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	919		
63	61	242	246	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	920		
63	61	971/4	987/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	921		
63	61	243	247	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	922		
63	61	244	248	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	923		
63	61	979/4	995/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	924		
63	61	241	245	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	925		
63	61	242	246	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	926		
63	61	971/4	987/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	927		
63	61	243	247	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	928		
63	61	244	248	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	929		
63	61	979/4	995/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	930		
63	61	241	245	1.5		0	0	Chord	4/4	2	2	3/8	1/4	3/2	931		
63	61	485/2	493/2	0.25		3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	932		
63	61	971/4	987/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	933		
63	61	243	247	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	934		
63	61	244	248	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	935		
63	61	979/4	995/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	936		
64	62	245	249	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	937		
64	62	246	250	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	938		
64	62	247	251	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	939		
64	62	248	252	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	940		
64	62	995/4	1011/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	941		
64	62	245	249	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	942		
64	62	246	250	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	943		
64	62	247	251	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	944		
64	62	248	252	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	945		
64	62	995/4	1011/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	946		
64	62	245	249	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	947		
64	62	246	250	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	948		
64	62	247	251	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	949		
65	63	249	253	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	950		
65	63	250	254	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	951		
65	63	1003/4	1019/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	952		
65	63	251	255	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	953		
65	63	1007/4	1023/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	954		
65	63	252	256	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	955		
65	63	1011/4	1027/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	956		
65	63	249	253	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	957		
65	63	250	254	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	958		
65	63	1003/4	1019/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	959		
65	63	251	255	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	960		
65	63	1007/4	1023/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	961		
65	63	252	256	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	962		
65	63	1011/4	1027/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	963		
65	63	249	253	2.0		0	0	Chord	4/4	2	2	1/2	1/2	1	964		
65	63	251	255	2.0		1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	965		articStaccatoBelow
65	63	249	253	4.0		0	0	Chord	4/4	2	3	1	1	1	966		
66	64	253	257	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	967		
66	64	256	260	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	968		
66	64	253	257	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	969		
66	64	256	260	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	970		
66	64	253	257	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	971		
66	64	1015/4	1031/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	972		
66	64	254	258	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	973		
66	64	1019/4	1035/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	974		
66	64	255	259	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	975		
67	65	257	261	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	976	f	
67	65	260	264	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	977		
67	65	1031/4	1047/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	978		
67	65	258	262	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	979		
67	65	1035/4	1051/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	980		
67	65	259	263	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	981		
68	66	261	265	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	982	ff	
68	66	264	268	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	983		
68	66	1047/4	1063/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	984		
68	66	262	266	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	985		
68	66	1051/4	1067/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	986		
68	66	263	267	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	987		
68	66	264	268	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	988		
69	67	265	269	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	989	ff	
69	67	267	271	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	990		
69	67	268	272	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	991		
69	67	265	269	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	992		
69	67	267	271	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	993		
69	67	268	272	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	994		
70	68	269	273	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	995		
70	68	272	276	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	996	p	
70	68	1091/4	1107/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	997	<	
70	68	269	273	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	998		
70	68	270	274	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	999		
70	68	1083/4	1099/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1000		
70	68	271	275	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1001		
70	68	272	276	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	1002		
70	68	1091/4	1107/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	1003		
70	68	272	276	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	1004		
71	69	273	277	1.75		0	0	Chord	4/4	1	1	7/16	1/4	7/4	1005		
71	69	1099/4	1115/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1006		
71	69	275	279	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1007		articStaccatoBelow
71	69	276	280	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1008		articStaccatoBelow
71	69	273	277	1.75		0	0	Chord	4/4	2	1	7/16	1/4	7/4	1009		
71	69	1099/4	1115/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1010		
71	69	275	279	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1011		
71	69	276	280	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1012		
71	69	273	277	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	1013		
71	69	274	278	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	1014		
71	69	275	279	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1015		
71	69	276	280	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	1016		
72	70	277	281	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1017	p	
72	70	280	284	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	1018		
72	70	1123/4	1139/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1019		
72	70	277	281	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1020		
72	70	280	284	0.875		3/4	3/4	Chord	4/4	2	1	7/32	1/8	7/4	1021		
72	70	2247/8	2279/8	0.125		31/32	31/32	Chord	4/4	2	1	1/32	1/32	1	1022		
72	70	277	281	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	1023		
72	70	278	282	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	1024		
72	70	1115/4	1131/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	1025		
72	70	279	283	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1026		
72	70	280	284	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	1027		
73	71	281	285	1.75		0	0	Chord	4/4	1	1	7/16	1/4	7/4	1028		
73	71	1131/4	1147/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1029		
73	71	283	287	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1030		
73	71	284	288	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1031		
73	71	281	285	1.75		0	0	Chord	4/4	2	1	7/16	1/4	7/4	1032		
73	71	1131/4	1147/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1033		
73	71	283	287	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1034		
73	71	284	288	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1035		
73	71	281	285	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	1036		
73	71	282	286	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	1037		
73	71	283	287	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1038		
73	71	284	288	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	1039		
74	72	285	289	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	1040	p	
74	72	287	291	1.75		1/2	1/2	Chord	4/4	1	1	7/16	1/4	7/4	1041	>	
74	72	1155/4	1171/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1042		
74	72	285	289	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	1043		
74	72	287	291	2.0		1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1044		
74	72	285	289	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	1045		
74	72	286	290	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	1046		
74	72	1147/4	1163/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	1047		
74	72	287	291	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1048		
74	72	288	292	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	1049		
74	72	1155/4	1171/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	1050		
75	73	291	295	1.75		1/2	1/2	Chord	4/4	1	1	7/16	1/4	7/4	1051		
75	73	1171/4	1187/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1052		
75	73	289	293	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	1053		
75	73	291	295	2.0		1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1054		
75	73	289	293	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1055		
75	73	289	293	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	1056		
75	73	290	294	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	1057		
75	73	1163/4	1179/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	1058		
75	73	291	295	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1059		
75	73	292	296	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	1060		
75	73	1171/4	1187/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	1061		
75	73	289	293	4.0		0	0	Chord	4/4	2	3	1	1	1	1062		
76	74	293	297	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1063		
76	74	295	299	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1064		articStaccatoBelow
76	74	296	300	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1065		articStaccatoBelow
76	74	293	297	4.0		0	0	Chord	4/4	2	1	1	1	1	1066		
76	74	293	297	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	1067		
76	74	294	298	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	1068		
76	74	1179/4	1195/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	1069		
76	74	295	299	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1070		
76	74	296	300	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	1071		
76	74	1187/4	1203/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	1072		
77	75	297	301	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	1073	pp	
77	75	297	301	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	1074		
