mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
125	125	995/4	995/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1105						4		
125	125	249	249	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1106				402		4		
125	125	997/4	997/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1107						4		
125	125	499/2	499/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1108				403		4		
125	125	999/4	999/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1109						4		
125	125	248	248	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1110				399				
125	125	497/2	497/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1111				399				
125	125	249	249	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1112				399				
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1113								
126	126	250	250	0.0	0	0	Spanner	2/4	1	1	0											
126	126	250	250	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1114				404				
126	126	1001/4	1001/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1115								
126	126	501/2	501/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1116				405				
126	126	1003/4	1003/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1117								
126	126	251	251	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1118				406				
126	126	1005/4	1005/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1119								
126	126	503/2	503/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1120				407				
126	126	1007/4	1007/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1121								
126	126	250	250	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1122								
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1123				408				
126	126	251	251	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1124				408				
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1125				408				
127	127	252	252	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1126				409				
127	127	1009/4	1009/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1127								
127	127	505/2	505/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1128				410				
127	127	1011/4	1011/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1129								
127	127	253	253	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1130				411				
127	127	1013/4	1013/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1131								
127	127	507/2	507/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1132				412				
127	127	1015/4	1015/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1133								
127	127	252	252	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1134				408				
127	127	505/2	505/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1135				408				
127	127	253	253	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1136				408				
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1137								
128	128	254	254	0.0	0	0	Spanner	2/4	1	1	0									5		
128	128	254	254	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1138				413		5		
128	128	1017/4	1017/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1139						5		
128	128	509/2	509/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1140				414		5		
128	128	1019/4	1019/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1141						5		
128	128	255	255	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1142				415		5		
128	128	1021/4	1021/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1143						5		
128	128	511/2	511/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1144				416		5		
128	128	1023/4	1023/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1145						5		
128	128	254	254	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1146								
128	128	509/2	509/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1147				417				
128	128	255	255	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1148				417				
128	128	511/2	511/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1149				417				
129	129	256	256	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1150				418		5		
129	129	1025/4	1025/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1151						5		
129	129	513/2	513/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1152				419		5		
129	129	1027/4	1027/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1153						5		
129	129	257	257	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1154				420		5		
129	129	1029/4	1029/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1155						5		
129	129	515/2	515/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1156				421		5		
129	129	1031/4	1031/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1157						5		
129	129	256	256	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1158				417				
129	129	513/2	513/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1159				417				
129	129	257	257	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1160				417				
129	129	515/2	515/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1161								
130	130	258	258	0.0	0	0	Spanner	2/4	1	1	0											
130	130	258	258	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1162				422				
130	130	1033/4	1033/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1163								
130	130	517/2	517/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1164				423				
130	130	1035/4	1035/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1165								
130	130	259	259	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1166				424				
130	130	1037/4	1037/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1167								
130	130	519/2	519/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1168				425				
130	130	1039/4	1039/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1169								
130	130	258	258	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1170								
130	130	517/2	517/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1171				426				
130	130	259	259	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1172				426				
130	130	519/2	519/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1173				426				
131	131	260	260	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1174				427				
131	131	1041/4	1041/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1175								
131	131	521/2	521/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1176				428				
131	131	1043/4	1043/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1177								
131	131	261	261	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1178				429				
131	131	1045/4	1045/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1179								
131	131	523/2	523/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1180				430				
131	131	1047/4	1047/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1181								
131	131	260	260	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1182				426				
131	131	521/2	521/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1183				426				
131	131	261	261	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1184				426				
131	131	523/2	523/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1185				426				
132	132	262	262	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1186				431				
132	132	1049/4	1049/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1187								
132	132	525/2	525/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1188				432				
132	132	1051/4	1051/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1189								
132	132	263	263	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1190				433				
132	132	1053/4	1053/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1191								
132	132	527/2	527/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1192				434				
132	132	1055/4	1055/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1193								
132	132	262	262	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1194				426				
132	132	525/2	525/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1195				426				
132	132	263	263	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1196				426				
132	132	527/2	527/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1197								
133	133	264	264	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1198								
133	133	531/2	531/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1199				435				
133	133	1063/4	1063/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1200								
133	133	264	264	0.0	0	0	Spanner	2/4	2	1	0										5	5
133	133	264	264	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1201							5	5
134	134	533/2	533/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1202				436				
134	134	1067/4	1067/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1203								
134	134	535/2	535/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1204				437				
134	134	1071/4	1071/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1205								
134	134	266	266	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1206				438			5	5
134	134	1065/4	1065/4	0.0	1/16	1/16	Spanner	2/4	2	1	0											
134	134	1065/4	1065/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1207								
134	134	267	267	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1208				439				
134	134	1069/4	1069/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1209								
135	135	537/2	537/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1210				440				
135	135	1075/4	1075/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1211								
135	135	539/2	539/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1212				441				
135	135	1079/4	1079/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1213								
135	135	268	268	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1214				442				
135	135	1073/4	1073/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1215								
135	135	269	269	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1216				443				
135	135	1077/4	1077/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1217								
136	136	541/2	541/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1218				444				
136	136	1083/4	1083/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1219								
136	136	543/2	543/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1220				445				
136	136	1087/4	1087/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1221								
136	136	270	270	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1222				446				
136	136	1081/4	1081/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1223								
136	136	271	271	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1224				447				
136	136	1085/4	1085/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1225								
137	137	545/2	545/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1226				448				
137	137	1091/4	1091/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1227								
137	137	547/2	547/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1228				449				
137	137	1095/4	1095/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1229	p							
137	137	272	272	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1230				450				
137	137	1089/4	1089/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1231								
137	137	273	273	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1232				451				
137	137	1093/4	1093/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1233								
138	138	549/2	549/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1234				452				
138	138	1099/4	1099/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1235								
138	138	551/2	551/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1236				453				
138	138	1103/4	1103/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1237								
138	138	274	274	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1238				454				
138	138	1097/4	1097/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1239								
138	138	275	275	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1240				455				
138	138	1101/4	1101/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1241								
139	139	553/2	553/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1242				456				
139	139	1107/4	1107/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1243								
139	139	555/2	555/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1244				457				
139	139	1111/4	1111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1245								
139	139	276	276	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1246				458				
139	139	1105/4	1105/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1247								
139	139	277	277	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1248				459				
139	139	1109/4	1109/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1249								
140	140	557/2	557/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1250				460				
140	140	1115/4	1115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1251								
140	140	559/2	559/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1252				461				
140	140	1119/4	1119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1253								
140	140	278	278	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1254				462				
140	140	1113/4	1113/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1255								
140	140	279	279	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1256				463				
140	140	1117/4	1117/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1257								
141	141	561/2	561/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1258				464				
141	141	1123/4	1123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1259								
141	141	563/2	563/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1260				465				
141	141	1127/4	1127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1261								
141	141	280	280	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1262				466				
141	141	1121/4	1121/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1263								
141	141	281	281	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1264				467				
141	141	1125/4	1125/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1265								
142	142	565/2	565/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1266				468				
142	142	1131/4	1131/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1267								
142	142	567/2	567/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1268				469				
142	142	1135/4	1135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1269								
142	142	282	282	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1270				470				
142	142	1129/4	1129/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1271								
142	142	283	283	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1272				471				
142	142	1133/4	1133/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1273								
143	143	569/2	569/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1274				472				
143	143	1139/4	1139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1275								
143	143	571/2	571/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1276				473				
143	143	1143/4	1143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1277								
143	143	284	284	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1278				474				
143	143	1137/4	1137/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1279								
143	143	285	285	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1280				475				
143	143	1141/4	1141/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1281								
144	144	573/2	573/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1282				476				
144	144	1147/4	1147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1283								
144	144	575/2	575/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1284				477				
144	144	1151/4	1151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1285								
144	144	286	286	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1286				478				
144	144	1145/4	1145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1287								
144	144	287	287	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1288				479				
144	144	1149/4	1149/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1289								
145	145	577/2	577/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1290				480				
145	145	1155/4	1155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1291								
145	145	579/2	579/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1292				481				
145	145	1159/4	1159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1293								
145	145	288	288	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1294				482				
145	145	1153/4	1153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1295								
145	145	289	289	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1296				483				
145	145	1157/4	1157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1297								
146	146	290	290	0.0	0	0	Dynamic	2/4	1	1	0					p						
146	146	581/2	581/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1298				484				
146	146	1163/4	1163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1299								
146	146	583/2	583/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1300				485				
146	146	1167/4	1167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1301								
146	146	290	290	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1302				486				
146	146	1161/4	1161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1303								
146	146	291	291	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1304				487				
146	146	1165/4	1165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1305								
147	147	585/2	585/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1306				488				
147	147	1171/4	1171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1307								
147	147	587/2	587/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1308				489				
147	147	1175/4	1175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1309								
147	147	292	292	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1310				490				
147	147	1169/4	1169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1311								
147	147	293	293	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1312				491				
147	147	1173/4	1173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1313								
148	148	294	294	0.0	0	0	Dynamic	2/4	1	1	0					pp						
148	148	589/2	589/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1314				492				
148	148	1179/4	1179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1315								
148	148	591/2	591/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1316				493				
148	148	1183/4	1183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1317								
148	148	294	294	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1318				494				
148	148	1177/4	1177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1319								
148	148	295	295	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1320				495				
148	148	1181/4	1181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1321								
149	149	593/2	593/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1322				496				
149	149	1187/4	1187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1323								
149	149	595/2	595/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1324				497				
149	149	1191/4	1191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1325								
149	149	296	296	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1326				498				
149	149	1185/4	1185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1327								
149	149	297	297	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1328				499				
149	149	1189/4	1189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1329								
150	150	298	298	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	1330				500				
150	150	599/2	599/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1331								
150	150	298	298	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	1332				501				
150	150	599/2	599/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1333								
151	151	300	300	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1334								
151	151	603/2	603/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1335				502				
151	151	300	300	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1336								
151	151	603/2	603/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1337				503				
152	152	302	302	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1338				502				
152	152	1211/4	1211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1339				502				
152	152	303	303	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1340				502				
152	152	607/2	607/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1341				502				
152	152	302	302	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1342				503				
152	152	1211/4	1211/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1343				503				
152	152	303	303	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1344				503				
152	152	607/2	607/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1345				503				
153	153	304	304	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1346								
153	153	304	304	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1347								
154	154	306	306	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	1348				504				
154	154	615/2	615/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1349								
154	154	306	306	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	1350				505				
154	154	615/2	615/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1351								
155	155	308	308	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1352								
155	155	619/2	619/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1353				506				
155	155	308	308	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1354								
155	155	619/2	619/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1355				507				
156	156	310	310	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1356				506				
156	156	1243/4	1243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1357				506				
156	156	311	311	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1358				506				
156	156	623/2	623/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1359				506				
156	156	310	310	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1360				507				
156	156	1243/4	1243/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1361				507				
156	156	311	311	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1362				507				
156	156	623/2	623/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1363				507				
157	157	312	312	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1364								
157	157	312	312	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1365								
158	158	314	314	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	1366				508				
158	158	631/2	631/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1367								
158	158	314	314	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	1368				509				
158	158	631/2	631/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1369								
159	159	316	316	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1370								
159	159	635/2	635/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1371				510				
159	159	316	316	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1372								
159	159	635/2	635/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1373				511				
160	160	318	318	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1374				510				
160	160	1275/4	1275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1375				510				
160	160	319	319	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1376				510				
