mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
83	81	1283/4	1283/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1341							
83	81	321	321	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1342							
83	81	1285/4	1285/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1343							
83	81	643/2	643/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1344							
83	81	1287/4	1287/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1345							
83	81	322	322	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1346							
83	81	1289/4	1289/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1347							
83	81	645/2	645/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1348							
83	81	1291/4	1291/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1349							
83	81	323	323	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1350							
83	81	1293/4	1293/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1351							
83	81	647/2	647/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1352							
83	81	1295/4	1295/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1353							
83	81	324	324	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1354							
83	81	1297/4	1297/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1355							
83	81	641/2	641/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1356				142			
83	81	321	321	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1357							
83	81	322	322	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1358				143			
83	81	645/2	645/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1359				143			
83	81	323	323	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1360							
83	81	324	324	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1361				144			
84	82	649/2	649/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1362							
84	82	1299/4	1299/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1363							
84	82	325	325	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1364							
84	82	1301/4	1301/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1365							
84	82	651/2	651/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1366							
84	82	1303/4	1303/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1367							
84	82	326	326	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1368							
84	82	1305/4	1305/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1369							
84	82	653/2	653/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1370							
84	82	1307/4	1307/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1371							
84	82	327	327	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1372							
84	82	1309/4	1309/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1373							
84	82	655/2	655/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1374							
84	82	1311/4	1311/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1375							
84	82	328	328	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1376							
84	82	1313/4	1313/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1377							
84	82	649/2	649/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1378				144			
84	82	325	325	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1379							
84	82	326	326	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1380				145			
84	82	653/2	653/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1381				145			
84	82	327	327	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1382							
84	82	328	328	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1383				146			
85	83	332	332	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1384				147			
85	83	332	332	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1385				148			
85	83	657/2	657/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1386				146			
85	83	661/2	661/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1387							
85	83	332	332	0.0	7/8	7/8	Dynamic	4/4	2	1	0						pp					
86	84	665/2	665/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1388				147			
86	84	333	333	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1389							
86	84	336	336	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1390				149			
86	84	665/2	665/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1391							
86	84	336	336	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1392				150			
86	84	334	334	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1393				151			
86	84	669/2	669/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1394				151			
86	84	335	335	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1395							
87	85	673/2	673/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1396				149			
87	85	337	337	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1397							
87	85	340	340	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1398				152			
87	85	673/2	673/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1399							
87	85	338	338	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1400				153			
87	85	1353/4	1353/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1401				153			
87	85	677/2	677/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1402				153			
87	85	1355/4	1355/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1403				153			
87	85	339	339	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1404							
88	86	681/2	681/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1405							
88	86	341	341	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1406				154			
88	86	683/2	683/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1407							
88	86	342	342	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1408				155			
88	86	685/2	685/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1409							
88	86	343	343	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1410							
88	86	687/2	687/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1411							
88	86	344	344	0.0	7/8	7/8	Dynamic	4/4	1	1	0						f					
88	86	344	344	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1412	f			156			
88	86	341	341	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1413				157			
88	86	1365/4	1365/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1414				157			
88	86	683/2	683/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1415			articStaccatoBelow				
88	86	342	342	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1416				158			
88	86	1369/4	1369/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1417				158			
88	86	685/2	685/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1418			articStaccatoBelow				
88	86	343	343	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1419				159			
88	86	1373/4	1373/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1420				159			
88	86	687/2	687/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1421			articStaccatoBelow				
88	86	344	344	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1422				160			
88	86	1377/4	1377/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1423				160			
89	87	689/2	689/2	0.0	0	0	Spanner	4/4	1	1	0								156	3		
89	87	689/2	689/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1424				156	3		
89	87	1379/4	1379/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1425				156	3		
89	87	345	345	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1426				156	3		
89	87	1381/4	1381/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1427				156	3		
89	87	691/2	691/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1428				156	3		
89	87	1383/4	1383/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1429				156	3		
89	87	346	346	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1430				156	3		
89	87	1385/4	1385/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1431					3		
89	87	693/2	693/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p					
89	87	693/2	693/2	0.0	1/2	1/2	Spanner	4/4	1	1	0											
89	87	693/2	693/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1432							
89	87	695/2	695/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1433							
89	87	695/2	695/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1434							
89	87	695/2	695/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1435							
89	87	695/2	695/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	1436							
89	87	695/2	695/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	1437							
89	87	695/2	695/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1438							
89	87	348	348	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1439				161			
89	87	348	348	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1440	pp			162			
89	87	346	346	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1441							
89	87	693/2	693/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1442							
89	87	695/2	695/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1443							
89	87	348	348	0.0	7/8	7/8	Dynamic	4/4	2	1	0						pp					
89	87	689/2	689/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1444							
89	87	693/2	693/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1445							
89	87	695/2	695/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1446							
89	87	345	345	1.5	1/8	1/8	Chord	4/4	2	3	3/8		1/4	3/2	1447							
89	87	691/2	691/2	1.0	1/4	1/4	Chord	4/4	2	4	1/4		1/4	1	1448							
90	88	697/2	697/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1449				161			
90	88	349	349	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1450							
90	88	350	350	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1451				163			
90	88	701/2	701/2	0.0	1/2	1/2	Spanner	4/4	1	1	0								163		9	
90	88	701/2	701/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1452				163		9	
90	88	351	351	0.0	5/8	5/8	Spanner	4/4	1	1	0											
90	88	351	351	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1453							
90	88	352	352	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1454				164			
90	88	697/2	697/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1455							
90	88	349	349	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1456				165			
90	88	1397/4	1397/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1457				165			
90	88	699/2	699/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1458				165			
90	88	1399/4	1399/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1459				165			
90	88	350	350	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1460							
90	88	351	351	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1461				166			
90	88	1405/4	1405/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1462				166			
90	88	703/2	703/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1463				166			
90	88	1407/4	1407/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1464				166			
90	88	352	352	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1465							
91	89	705/2	705/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1466				164			
91	89	353	353	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1467							
91	89	354	354	0.0	3/8	3/8	Dynamic	4/4	1	1	0						p					
91	89	354	354	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1468				167			
91	89	709/2	709/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1469							
91	89	711/2	711/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	1470							
91	89	711/2	711/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1471							
91	89	1425/4	1425/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1472							
91	89	711/2	711/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1473							
91	89	354	354	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1474							
91	89	709/2	709/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1475				168			
91	89	711/2	711/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1476							
91	89	353	353	0.25	1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	1477				169			
91	89	1413/4	1413/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	1478				169			
91	89	707/2	707/2	0.125	1/4	1/4	Chord	4/4	2	2	1/32		1/32	1	1479				169			
91	89	2829/8	2829/8	0.125	9/32	9/32	Chord	4/4	2	2	1/32		1/32	1	1480				169			
91	89	1415/4	1415/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	1481							
91	89	354	354	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1482							
91	89	709/2	709/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1483							
92	90	713/2	713/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1484							
92	90	360	360	0.0	7/8	7/8	Dynamic	4/4	1	1	0						ff					
92	90	360	360	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1485				170			
92	90	713/2	713/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1486							
92	90	713/2	713/2	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1487							
93	91	727/2	727/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1488							
93	91	364	364	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1489							
93	91	721/2	721/2	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1490							
93	91	361	361	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1491							
93	91	1085/3	1085/3	0.16666666666666666	7/24	7/24	Chord	4/4	1	2	1/24		1/16	2/3	1492				171			
93	91	2171/6	2171/6	0.16666666666666666	1/3	1/3	Chord	4/4	1	2	1/24		1/16	2/3	1493				171			
93	91	362	362	0.16666666666666666	3/8	3/8	Chord	4/4	1	2	1/24		1/16	2/3	1494				171			
93	91	2173/6	2173/6	0.16666666666666666	5/12	5/12	Chord	4/4	1	2	1/24		1/16	2/3	1495				171			
93	91	1087/3	1087/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	2	1/24		1/16	2/3	1496							
93	91	725/2	725/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1497			ornamentTurn	172			
93	91	727/2	727/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1498				172			
93	91	361	361	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1499				173			
93	91	1445/4	1445/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1500				173			
93	91	723/2	723/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1501				173			
93	91	1447/4	1447/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1502				173			
93	91	362	362	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1503							
93	91	725/2	725/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1504				174			
93	91	727/2	727/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1505							
93	91	725/2	725/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1506							
94	92	729/2	729/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1507							
94	92	731/2	731/2	0.0	1/4	1/4	Dynamic	4/4	1	1	0						sf					
94	92	366	366	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1508				175			
94	92	733/2	733/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1509				175			
94	92	367	367	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1510							
94	92	735/2	735/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1511				176			
94	92	368	368	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1512				176			
94	92	1459/4	1459/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1513							
94	92	365	365	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1514							
94	92	1461/4	1461/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1515							
94	92	731/2	731/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1516			articStaccatoBelow				
94	92	1463/4	1463/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1517							
94	92	366	366	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1518							
94	92	1465/4	1465/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1519							
94	92	733/2	733/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1520							
94	92	1467/4	1467/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1521							
94	92	367	367	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1522							
94	92	1469/4	1469/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1523							
94	92	735/2	735/2	0.0	3/4	3/4	Dynamic	4/4	2	1	0						sf					
94	92	735/2	735/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1524							
94	92	1471/4	1471/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1525							
94	92	368	368	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1526							
94	92	1473/4	1473/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1527							
95	93	737/2	737/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1528				176			
95	93	369	369	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1529							
95	93	370	370	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1530				177			
95	93	741/2	741/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1531				177			
95	93	371	371	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1532							
95	93	743/2	743/2	0.0	3/4	3/4	Dynamic	4/4	1	1	0						sf					
95	93	743/2	743/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1533				178			
95	93	372	372	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1534				178			
95	93	737/2	737/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1535							
95	93	1475/4	1475/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1536							
95	93	369	369	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1537							
95	93	1477/4	1477/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1538							
95	93	739/2	739/2	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf					
95	93	739/2	739/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1539			articStaccatoBelow				
95	93	1479/4	1479/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1540							
95	93	370	370	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1541							
95	93	1481/4	1481/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1542							
95	93	741/2	741/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1543							
95	93	1483/4	1483/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1544							
95	93	371	371	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1545							
95	93	1485/4	1485/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1546							
95	93	743/2	743/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1547							
95	93	1487/4	1487/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1548							
95	93	372	372	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1549							
95	93	1489/4	1489/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1550							
96	94	745/2	745/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1551				178			
96	94	373	373	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1552							
96	94	374	374	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1553				179			
96	94	749/2	749/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1554				179			
96	94	375	375	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1555							
96	94	751/2	751/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1556				180			
96	94	376	376	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1557				180			
96	94	745/2	745/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1558							
96	94	1491/4	1491/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1559							
96	94	373	373	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1560							
96	94	1493/4	1493/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1561							
96	94	747/2	747/2	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf					
96	94	747/2	747/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1562			articStaccatoBelow				
96	94	1495/4	1495/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1563							
96	94	374	374	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1564							
96	94	1497/4	1497/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1565							
96	94	749/2	749/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1566							
96	94	1499/4	1499/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1567							
96	94	375	375	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1568							
96	94	1501/4	1501/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1569							
96	94	751/2	751/2	0.0	3/4	3/4	Dynamic	4/4	2	1	0						sf					
96	94	751/2	751/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1570							
96	94	1503/4	1503/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1571							
96	94	376	376	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1572							
96	94	1505/4	1505/4	0.0	15/16	15/16	Dynamic	4/4	2	1	0						sf					
96	94	1505/4	1505/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1573							
97	95	753/2	753/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1574				180			
97	95	377	377	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1575							
97	95	378	378	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1576				181			
97	95	757/2	757/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1577				181			
97	95	379	379	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1578							
97	95	759/2	759/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1579				182			
97	95	380	380	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1580							
97	95	753/2	753/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1581							
97	95	1507/4	1507/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1582							
97	95	377	377	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1583							
97	95	1509/4	1509/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1584							
97	95	755/2	755/2	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf					
97	95	755/2	755/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1585			articStaccatoBelow				
97	95	1511/4	1511/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1586							
97	95	378	378	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1587							
97	95	1513/4	1513/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1588							
97	95	757/2	757/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1589							
97	95	1515/4	1515/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1590							
97	95	379	379	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1591							
97	95	1517/4	1517/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1592							
97	95	759/2	759/2	0.0	3/4	3/4	Dynamic	4/4	2	1	0						sf					
97	95	759/2	759/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1593							
97	95	1519/4	1519/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1594							
97	95	380	380	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1595							
97	95	1521/4	1521/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1596							
98	96	761/2	761/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1597				183			
98	96	381	381	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1598							
98	96	763/2	763/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1599			articStaccatoAbove				
98	96	382	382	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1600			articStaccatoAbove				
