mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
42	42	373/2	373/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1011			articStaccatoAbove						
42	42	747/4	747/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1012			articStaccatoAbove						
42	42	187	187	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1013			articStaccatoAbove						
42	42	749/4	749/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1014			articStaccatoAbove						
42	42	375/2	375/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1015			articStaccatoAbove						
42	42	751/4	751/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1016			articStaccatoAbove						
42	42	188	188	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1017			articStaccatoAbove						
42	42	753/4	753/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1018			articStaccatoAbove						
42	42	377/2	377/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1019			articStaccatoAbove						
42	42	755/4	755/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1020			articStaccatoAbove						
43	43	189	189	0.0	0	0	Dynamic	9/8	1	1	0						fp							
43	43	189	189	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	1021	fp		articStaccatoBelow						
43	43	757/4	757/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1022			articStaccatoBelow						
43	43	379/2	379/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1023			articStaccatoBelow						
43	43	759/4	759/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1024			articStaccatoBelow						
43	43	190	190	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1025			articStaccatoBelow						
43	43	761/4	761/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1026			articStaccatoBelow						
43	43	381/2	381/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1027			articStaccatoBelow						
43	43	763/4	763/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1028			articStaccatoBelow						
43	43	191	191	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1029			articStaccatoBelow						
43	43	765/4	765/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1030			articStaccatoBelow						
43	43	383/2	383/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1031			articStaccatoBelow						
43	43	767/4	767/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1032			articStaccatoBelow						
43	43	192	192	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1033			articStaccatoBelow						
43	43	769/4	769/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1034			articStaccatoBelow						
43	43	385/2	385/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1035			articStaccatoBelow						
43	43	771/4	771/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1036			articStaccatoBelow						
43	43	193	193	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1037			articStaccatoBelow						
43	43	773/4	773/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1038			articStaccatoBelow						
43	43	189	189	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1039									
44	44	387/2	387/2	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	1040			articStaccatoBelow						
44	44	775/4	775/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1041			articStaccatoBelow						
44	44	194	194	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1042			articStaccatoBelow						
44	44	777/4	777/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1043			articStaccatoBelow						
44	44	389/2	389/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1044			articStaccatoBelow						
44	44	779/4	779/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1045			articStaccatoBelow						
44	44	195	195	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1046			articStaccatoBelow						
44	44	781/4	781/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1047			articStaccatoBelow						
44	44	391/2	391/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1048			articStaccatoBelow						
44	44	783/4	783/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1049			articStaccatoBelow						
44	44	196	196	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1050			articStaccatoBelow						
44	44	785/4	785/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1051			articStaccatoBelow						
44	44	393/2	393/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1052			articStaccatoBelow						
44	44	787/4	787/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1053			articStaccatoBelow						
44	44	197	197	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1054			articStaccatoBelow						
44	44	789/4	789/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1055			articStaccatoBelow						
44	44	395/2	395/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1056			articStaccatoBelow						
44	44	791/4	791/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1057			articStaccatoBelow						
44	44	387/2	387/2	0.0	0	0	Chord	9/8	2	1	0	grace32	1/32	1	1058									
44	44	387/2	387/2	0.0	0	0	Chord	9/8	2	1	0	grace32	1/32	1	1059									
44	44	387/2	387/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1060			articStaccatoAbove						
44	44	775/4	775/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1061			articStaccatoAbove						
44	44	194	194	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1062			articStaccatoAbove						
44	44	777/4	777/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1063			articStaccatoAbove						
44	44	389/2	389/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1064			articStaccatoAbove						
44	44	779/4	779/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1065			articStaccatoAbove						
44	44	195	195	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1066			articStaccatoBelow						
44	44	781/4	781/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1067			articStaccatoBelow						
44	44	391/2	391/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1068			articStaccatoBelow						
44	44	783/4	783/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1069			articStaccatoBelow						
44	44	196	196	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1070			articStaccatoBelow						
44	44	785/4	785/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1071			articStaccatoBelow						
44	44	393/2	393/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1072			articStaccatoBelow						
44	44	787/4	787/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1073			articStaccatoBelow						
44	44	197	197	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1074			articStaccatoBelow						
44	44	789/4	789/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1075			articStaccatoBelow						
44	44	395/2	395/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1076			articStaccatoBelow						
44	44	791/4	791/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1077			articStaccatoBelow						
45	45	198	198	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	1078	fp		articStaccatoBelow						
45	45	793/4	793/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1079			articStaccatoBelow						
45	45	397/2	397/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1080			articStaccatoBelow						
45	45	795/4	795/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1081			articStaccatoBelow						
45	45	199	199	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1082			articStaccatoBelow						
45	45	797/4	797/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1083			articStaccatoBelow						
45	45	399/2	399/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1084			articStaccatoBelow						
45	45	799/4	799/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1085			articStaccatoBelow						
45	45	200	200	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1086			articStaccatoBelow						
45	45	801/4	801/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1087			articStaccatoBelow						
45	45	401/2	401/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1088			articStaccatoBelow						
45	45	803/4	803/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1089			articStaccatoBelow						
45	45	201	201	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1090			articStaccatoBelow						
45	45	805/4	805/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1091			articStaccatoBelow						
45	45	403/2	403/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1092			articStaccatoBelow						
45	45	807/4	807/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1093									
45	45	202	202	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1094			articStaccatoBelow						
45	45	809/4	809/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1095			articStaccatoBelow						
45	45	198	198	0.0	0	0	Dynamic	9/8	2	1	0						fp							
45	45	198	198	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1096			articStaccatoBelow						
45	45	793/4	793/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1097			articStaccatoBelow						
45	45	397/2	397/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1098			articStaccatoBelow						
45	45	795/4	795/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1099			articStaccatoBelow						
45	45	199	199	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1100			articStaccatoBelow						
45	45	797/4	797/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1101			articStaccatoBelow						
45	45	399/2	399/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1102			articStaccatoAbove						
45	45	799/4	799/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1103			articStaccatoAbove						
45	45	200	200	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1104			articStaccatoAbove						
45	45	801/4	801/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1105			articStaccatoAbove						
45	45	401/2	401/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1106			articStaccatoAbove						
45	45	803/4	803/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1107			articStaccatoAbove						
45	45	201	201	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1108			articStaccatoAbove						
45	45	805/4	805/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1109			articStaccatoAbove						
45	45	403/2	403/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1110			articStaccatoAbove						
45	45	807/4	807/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1111			articStaccatoAbove						
45	45	202	202	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1112			articStaccatoAbove						
45	45	809/4	809/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1113			articStaccatoAbove						
46	46	405/2	405/2	0.0	0	0	Chord	9/8	1	1	0	grace32	1/32	1	1114									
46	46	405/2	405/2	0.0	0	0	Chord	9/8	1	1	0	grace32	1/32	1	1115									
46	46	405/2	405/2	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	1116			articStaccatoAbove						
46	46	811/4	811/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1117			articStaccatoAbove						
46	46	203	203	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1118			articStaccatoAbove						
46	46	813/4	813/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1119			articStaccatoAbove						
46	46	407/2	407/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1120			articStaccatoAbove						
46	46	815/4	815/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1121			articStaccatoAbove						
46	46	204	204	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1122			articStaccatoBelow						
46	46	817/4	817/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1123			articStaccatoBelow						
46	46	409/2	409/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1124			articStaccatoBelow						
46	46	819/4	819/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1125			articStaccatoBelow						
46	46	205	205	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1126			articStaccatoBelow						
46	46	821/4	821/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1127			articStaccatoBelow						
46	46	411/2	411/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1128			articStaccatoBelow						
46	46	823/4	823/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1129			articStaccatoBelow						
46	46	206	206	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1130			articStaccatoBelow						
46	46	825/4	825/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1131			articStaccatoBelow						
46	46	413/2	413/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1132			articStaccatoBelow						
46	46	827/4	827/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1133			articStaccatoBelow						
46	46	405/2	405/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1134			articStaccatoAbove						
46	46	811/4	811/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1135			articStaccatoAbove						
46	46	203	203	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1136			articStaccatoAbove						
46	46	813/4	813/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1137			articStaccatoAbove						
46	46	407/2	407/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1138			articStaccatoAbove						
46	46	815/4	815/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1139			articStaccatoAbove						
46	46	204	204	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1140			articStaccatoAbove						
46	46	817/4	817/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1141			articStaccatoAbove						
46	46	409/2	409/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1142			articStaccatoAbove						
46	46	819/4	819/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1143			articStaccatoAbove						
46	46	205	205	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1144			articStaccatoAbove						
46	46	821/4	821/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1145			articStaccatoAbove						
46	46	411/2	411/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1146			articStaccatoAbove						
46	46	823/4	823/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1147			articStaccatoAbove						
46	46	206	206	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1148			articStaccatoAbove						
46	46	825/4	825/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1149			articStaccatoAbove						
46	46	413/2	413/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1150			articStaccatoAbove						
46	46	827/4	827/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1151			articStaccatoAbove						
47	47	207	207	0.0	0	0	Dynamic	9/8	1	1	0						fp							
47	47	207	207	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	1152	fp		articStaccatoBelow						
47	47	829/4	829/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1153			articStaccatoBelow						
47	47	415/2	415/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1154			articStaccatoBelow						
47	47	831/4	831/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1155			articStaccatoBelow						
47	47	208	208	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1156			articStaccatoBelow						
47	47	833/4	833/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1157			articStaccatoBelow						
47	47	417/2	417/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1158			articStaccatoBelow						
47	47	835/4	835/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1159			articStaccatoBelow						
47	47	209	209	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1160			articStaccatoBelow						
47	47	837/4	837/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1161			articStaccatoBelow						
47	47	419/2	419/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1162			articStaccatoBelow						
47	47	839/4	839/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1163			articStaccatoBelow						
47	47	210	210	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1164			articStaccatoBelow						
47	47	841/4	841/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1165			articStaccatoBelow						
47	47	421/2	421/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1166			articStaccatoBelow						
47	47	843/4	843/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1167			articStaccatoBelow						
47	47	211	211	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1168			articStaccatoBelow						
47	47	845/4	845/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1169			articStaccatoBelow						
47	47	207	207	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1170									
48	48	423/2	423/2	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	1171			articStaccatoBelow						
48	48	847/4	847/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1172			articStaccatoBelow						
48	48	212	212	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1173			articStaccatoBelow						
48	48	849/4	849/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1174			articStaccatoBelow						
48	48	425/2	425/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1175			articStaccatoBelow						
48	48	851/4	851/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1176			articStaccatoBelow						
48	48	213	213	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1177			articStaccatoBelow						
48	48	853/4	853/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1178			articStaccatoBelow						
48	48	427/2	427/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1179			articStaccatoBelow						
48	48	855/4	855/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1180			articStaccatoBelow						
48	48	214	214	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1181			articStaccatoBelow						
48	48	857/4	857/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1182			articStaccatoBelow						
48	48	429/2	429/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1183			articStaccatoBelow						
48	48	859/4	859/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1184			articStaccatoBelow						
48	48	215	215	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1185			articStaccatoBelow						
48	48	861/4	861/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1186			articStaccatoBelow						
48	48	431/2	431/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1187			articStaccatoBelow						
48	48	863/4	863/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1188			articStaccatoBelow						
48	48	423/2	423/2	0.0	0	0	Chord	9/8	2	1	0	grace32	1/32	1	1189									
48	48	423/2	423/2	0.0	0	0	Chord	9/8	2	1	0	grace32	1/32	1	1190									
48	48	423/2	423/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1191			articStaccatoAbove						
48	48	847/4	847/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1192			articStaccatoAbove						
48	48	212	212	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1193			articStaccatoAbove						
48	48	849/4	849/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1194			articStaccatoAbove						
48	48	425/2	425/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1195			articStaccatoAbove						
48	48	851/4	851/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1196			articStaccatoAbove						
48	48	213	213	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1197			articStaccatoBelow						
48	48	853/4	853/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1198			articStaccatoBelow						
48	48	427/2	427/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1199			articStaccatoBelow						
48	48	855/4	855/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1200			articStaccatoBelow						
48	48	214	214	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1201			articStaccatoBelow						
48	48	857/4	857/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1202			articStaccatoBelow						
48	48	429/2	429/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1203			articStaccatoBelow						
48	48	859/4	859/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1204			articStaccatoBelow						
48	48	215	215	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1205			articStaccatoBelow						
48	48	861/4	861/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1206			articStaccatoBelow						
48	48	431/2	431/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1207			articStaccatoBelow						
48	48	863/4	863/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1208			articStaccatoBelow						
49	49	216	216	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	1209	fp		articStaccatoBelow						
49	49	865/4	865/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1210			articStaccatoBelow						
49	49	433/2	433/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1211			articStaccatoBelow						
49	49	867/4	867/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1212			articStaccatoBelow						
49	49	217	217	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1213			articStaccatoBelow						
49	49	869/4	869/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1214			articStaccatoBelow						
49	49	435/2	435/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1215				86					
49	49	871/4	871/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1216				86					
49	49	218	218	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1217									
49	49	873/4	873/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1218			articStaccatoAbove						
49	49	437/2	437/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1219			articStaccatoAbove						
49	49	875/4	875/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1220			articStaccatoAbove						
49	49	216	216	0.0	0	0	Dynamic	9/8	2	1	0						fp							
49	49	219	219	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1221			articStaccatoAbove						
49	49	877/4	877/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1222			articStaccatoAbove						
49	49	439/2	439/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1223			articStaccatoAbove						
49	49	879/4	879/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1224			articStaccatoAbove						
49	49	220	220	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1225			articStaccatoAbove						
49	49	881/4	881/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1226			articStaccatoAbove						
49	49	216	216	0.25	0	0	Chord	9/8	2	2	1/16		1/16	1	1227			articStaccatoBelow						
49	49	865/4	865/4	0.25	1/16	1/16	Chord	9/8	2	2	1/16		1/16	1	1228			articStaccatoBelow						
49	49	433/2	433/2	0.25	1/8	1/8	Chord	9/8	2	2	1/16		1/16	1	1229			articStaccatoBelow						
49	49	867/4	867/4	0.25	3/16	3/16	Chord	9/8	2	2	1/16		1/16	1	1230			articStaccatoBelow						
49	49	217	217	0.25	1/4	1/4	Chord	9/8	2	2	1/16		1/16	1	1231			articStaccatoBelow						
49	49	869/4	869/4	0.25	5/16	5/16	Chord	9/8	2	2	1/16		1/16	1	1232			articStaccatoBelow						
49	49	435/2	435/2	0.25	3/8	3/8	Chord	9/8	2	2	1/16		1/16	1	1233			articStaccatoBelow						
49	49	871/4	871/4	0.25	7/16	7/16	Chord	9/8	2	2	1/16		1/16	1	1234			articStaccatoBelow						
49	49	218	218	0.25	1/2	1/2	Chord	9/8	2	2	1/16		1/16	1	1235			articStaccatoBelow						
49	49	873/4	873/4	0.25	9/16	9/16	Chord	9/8	2	2	1/16		1/16	1	1236			articStaccatoBelow						
49	49	437/2	437/2	0.25	5/8	5/8	Chord	9/8	2	2	1/16		1/16	1	1237			articStaccatoBelow						
49	49	875/4	875/4	0.25	11/16	11/16	Chord	9/8	2	2	1/16		1/16	1	1238			articStaccatoBelow						
49	49	219	219	0.25	3/4	3/4	Chord	9/8	2	2	1/16		1/16	1	1239									
49	49	877/4	877/4	0.25	13/16	13/16	Chord	9/8	2	2	1/16		1/16	1	1240									
49	49	439/2	439/2	0.25	7/8	7/8	Chord	9/8	2	2	1/16		1/16	1	1241									
49	49	879/4	879/4	0.25	15/16	15/16	Chord	9/8	2	2	1/16		1/16	1	1242									
49	49	220	220	0.25	1	1	Chord	9/8	2	2	1/16		1/16	1	1243									
49	49	881/4	881/4	0.25	17/16	17/16	Chord	9/8	2	2	1/16		1/16	1	1244									
50	50	441/2	441/2	0.0	0	0	Dynamic	9/8	1	1	0						fp							
50	50	222	222	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1245				87					
50	50	889/4	889/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1246				87					
50	50	445/2	445/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1247									
