mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
130	128	477	485	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1134												
130	128	955/2	971/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1135												
130	128	478	486	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1136												
130	128	957/2	973/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1137												
130	128	479	487	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1138												
130	128	959/2	975/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1139												
130	128	476	484	4.0		0	0	Chord	2/2	2	1	1	1	1	1140												
131	129	480	488	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1141									132			
131	129	483	491	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1142			articStaccatoAbove									
131	129	480	488	0.0		0	0	Dynamic	2/2	1	2	0					sf										
131	129	480	488	4.0		0	0	Chord	2/2	1	2	1	1	1	1143												
131	129	480	488	4.0		0	0	Chord	2/2	2	1	1	1	1	1144												
131	129	480	488	3.0		0	0	Chord	2/2	2	2	3/4	1/2	3/2	1145									133			
131	129	483	491	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	1146												
132	130	484	492	0.0		0	0	Dynamic	2/2	1	1	0					sf										
132	130	484	492	0.0		0	0	Spanner	2/2	1	1	0													8		
132	130	484	492	4.0		0	0	Chord	2/2	1	1	1	1	1	1147										8		
132	130	484	492	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	1148										8		
132	130	485	493	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1149										8		
132	130	971/2	987/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1150										8		
132	130	486	494	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1151										8		
132	130	973/2	989/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1152										8		
132	130	487	495	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1153										8		
132	130	975/2	991/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1154										8		
132	130	484	492	4.0		0	0	Chord	2/2	2	1	1	1	1	1155												
133	131	488	496	0.0		0	0	Spanner	2/2	1	1	0															
133	131	488	496	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1156												
133	131	489	497	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1157												
133	131	979/2	995/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1158												
133	131	490	498	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1159												
133	131	981/2	997/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1160												
133	131	491	499	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1161												
133	131	983/2	999/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1162												
133	131	488	496	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1163												
134	132	492	500	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1164												
134	132	493	501	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1165												
134	132	987/2	1003/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1166												
134	132	494	502	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1167												
134	132	989/2	1005/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1168												
134	132	495	503	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1169												
134	132	991/2	1007/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1170												
134	132	492	500	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1171												
135	133	496	504	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1172			articStaccatoAbove									
135	133	497	505	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1173									134			
135	133	995/2	1011/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1174									134			
135	133	498	506	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1175			articStaccatoAbove									
135	133	499	507	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1176									135			
135	133	999/2	1015/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1177									135			
135	133	496	504	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1178												
135	133	498	506	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1179												
136	134	500	508	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1180			articStaccatoAbove									
136	134	501	509	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1181									136			
136	134	1003/2	1019/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1182									136			
136	134	502	510	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1183			articStaccatoAbove									
136	134	503	511	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1184									137			
136	134	1007/2	1023/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1185												
136	134	500	508	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1186												
136	134	502	510	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1187												
137	135	504	512	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1188												
137	135	505	513	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1189												
137	135	1011/2	1027/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1190												
137	135	506	514	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1191												
137	135	1013/2	1029/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1192												
137	135	507	515	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1193												
137	135	1015/2	1031/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1194												
137	135	504	512	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1195												
138	136	508	516	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1196												
138	136	509	517	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1197												
138	136	1019/2	1035/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1198												
138	136	510	518	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1199												
138	136	1021/2	1037/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1200												
138	136	511	519	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1201												
138	136	1023/2	1039/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1202												
138	136	508	516	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1203												
139	137	512	520	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1204			articStaccatoAbove									
139	137	513	521	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1205									138			
139	137	1027/2	1043/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1206									138			
139	137	514	522	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1207			articStaccatoAbove									
139	137	515	523	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1208									139			
139	137	1031/2	1047/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1209									139			
139	137	512	520	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1210												
139	137	514	522	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1211												
140	138	516	524	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1212			articStaccatoAbove									
140	138	517	525	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1213												
140	138	1035/2	1051/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1214												
140	138	518	526	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1215												
140	138	519	527	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1216									140			
140	138	516	524	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1217												
140	138	518	526	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1218									141			
140	138	519	527	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1219									141			
140	138	1039/2	1055/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1220									141			
141	139	520	528	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1221									140			
141	139	521	529	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1222									140			
141	139	522	530	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1223												
141	139	523	531	0.0		3/4	3/4	Spanner	2/2	1	1	0															1
141	139	523	531	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1224									142			1
141	139	520	528	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	1225												1
141	139	520	528	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1226									141			
141	139	1041/2	1057/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1227									141			
141	139	521	529	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1228									141			
141	139	1043/2	1059/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1229									141			
141	139	522	530	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1230												
141	139	523	531	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1231									143			
141	139	1047/2	1063/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1232									143			
142	140	524	532	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1233									142			1
142	140	525	533	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1234									142			1
142	140	526	534	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1235												1
142	140	527	535	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1236									144			1
142	140	524	532	3.0		0	0	Chord	2/2	1	2	3/4	1/2	3/2	1237												1
142	140	527	535	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	1238												1
142	140	524	532	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1239									143			
142	140	1049/2	1065/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1240									143			
142	140	525	533	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1241									143			
142	140	1051/2	1067/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1242									143			
142	140	526	534	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1243												
142	140	527	535	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1244									145			
143	141	528	536	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1245									144			1
143	141	529	537	2.0		1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	1246									144			1
143	141	531	539	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1247												1
143	141	528	536	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	1248												1
143	141	529	537	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	1249												1
143	141	530	538	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	1250												1
143	141	531	539	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	1251												1
143	141	528	536	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1252									145			
143	141	529	537	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1253									145			
143	141	530	538	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1254									145			
143	141	531	539	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1255												
144	142	532	540	0.0		0	0	Spanner	2/2	1	1	0															
144	142	532	540	4.0		0	0	Chord	2/2	1	1	1	1	1	1256												
144	142	532	540	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1257	mp											
144	142	1065/2	1081/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1258												
144	142	533	541	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1259												
144	142	1067/2	1083/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1260												
144	142	534	542	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1261												
144	142	1069/2	1085/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1262												
144	142	535	543	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1263												
144	142	1071/2	1087/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1264												
144	142	532	540	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1265												
144	142	533	541	2.0		1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1266												
144	142	535	543	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1267												
144	142	532	540	4.0		0	0	Chord	2/2	2	2	1	1	1	1268												
145	143	536	544	4.0		0	0	Chord	2/2	1	1	1	1	1	1269												
145	143	536	544	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1270												
145	143	1073/2	1089/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1271												
145	143	537	545	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1272												
145	143	1075/2	1091/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1273												
145	143	538	546	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1274												
145	143	1077/2	1093/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1275												
145	143	539	547	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1276												
145	143	1079/2	1095/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1277												
145	143	536	544	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1278												
145	143	537	545	3.0		1/4	1/4	Chord	2/2	2	1	3/4	1/2	3/2	1279												
145	143	537	545	2.0		1/4	1/4	Chord	2/2	2	2	1/2	1/2	1	1280												
145	143	539	547	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	1281												
145	143	536	544	4.0		0	0	Chord	2/2	2	3	1	1	1	1282												
146	144	540	548	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1283												
146	144	542	550	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1284												
146	144	543	551	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1285												
146	144	540	548	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1286												
146	144	1081/2	1097/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1287												
146	144	541	549	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1288												
146	144	1083/2	1099/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1289												
146	144	542	550	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1290									146			
146	144	1085/2	1101/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1291									146			
146	144	543	551	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1292												
146	144	1087/2	1103/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1293												
146	144	540	548	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1294												
146	144	541	549	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1295												
146	144	542	550	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1296												
146	144	543	551	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1297												
146	144	540	548	4.0		0	0	Chord	2/2	2	2	1	1	1	1298												
147	145	544	552	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1299												
147	145	545	553	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1300												
147	145	546	554	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1301												
147	145	547	555	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1302												
147	145	544	552	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1303									147			
147	145	1089/2	1105/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1304									147			
147	145	545	553	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1305									147			
147	145	1091/2	1107/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1306									147			
147	145	546	554	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1307									147			
147	145	1093/2	1109/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1308									147			
147	145	547	555	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1309												
147	145	1095/2	1111/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1310												
147	145	544	552	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1311												
147	145	545	553	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1312												
147	145	546	554	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1313												
147	145	547	555	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1314												
147	145	544	552	4.0		0	0	Chord	2/2	2	2	1	1	1	1315												
148	146	548	556	4.0		0	0	Chord	2/2	1	1	1	1	1	1316												
148	146	548	556	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1317												
148	146	1097/2	1113/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1318												
148	146	549	557	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1319												
148	146	1099/2	1115/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1320												
148	146	550	558	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1321												
148	146	1101/2	1117/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1322												
148	146	551	559	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1323												
148	146	1103/2	1119/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1324												
148	146	548	556	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1325												
148	146	549	557	2.0		1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1326												
148	146	551	559	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1327												
148	146	548	556	4.0		0	0	Chord	2/2	2	2	1	1	1	1328												
149	147	552	560	4.0		0	0	Chord	2/2	1	1	1	1	1	1329												
149	147	552	560	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1330												
149	147	1105/2	1121/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1331												
149	147	553	561	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1332												
149	147	1107/2	1123/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1333												
149	147	554	562	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1334												
149	147	1109/2	1125/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1335												
149	147	555	563	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1336												
149	147	1111/2	1127/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1337												
149	147	553	561	3.0		1/4	1/4	Chord	2/2	2	1	3/4	1/2	3/2	1338												
149	147	553	561	2.0		1/4	1/4	Chord	2/2	2	2	1/2	1/2	1	1339												
149	147	555	563	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	1340												
149	147	552	560	4.0		0	0	Chord	2/2	2	3	1	1	1	1341												
150	148	556	564	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1342									148			
150	148	558	566	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1343									148			
150	148	559	567	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1344												
150	148	556	564	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1345												
150	148	1113/2	1129/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1346												
150	148	557	565	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1347												
150	148	1115/2	1131/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1348												
150	148	558	566	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1349												
150	148	1117/2	1133/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1350												
150	148	559	567	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1351												
150	148	1119/2	1135/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1352												
150	148	556	564	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1353												
150	148	558	566	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1354												
150	148	559	567	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1355												
151	149	560	568	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1356									149			
151	149	561	569	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1357									149			
151	149	562	570	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1358									149			
151	149	563	571	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1359												
151	149	560	568	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1360												
151	149	1121/2	1137/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1361												
151	149	561	569	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1362												
151	149	1123/2	1139/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1363												
151	149	562	570	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1364												
151	149	1125/2	1141/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1365												
151	149	563	571	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1366												
151	149	1127/2	1143/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1367												
151	149	560	568	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1368												
151	149	561	569	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1369												
151	149	562	570	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1370												
151	149	563	571	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1371												
152	150	564	572	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1372												
152	150	566	574	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1373												
152	150	1133/2	1149/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1374												
152	150	567	575	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1375												
152	150	1135/2	1151/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1376												
152	150	564	572	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1377	mf											
152	150	1129/2	1145/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1378												
152	150	565	573	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	1379												
152	150	566	574	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1380												
152	150	564	572	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	1381												
152	150	1131/2	1147/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1382									150			
152	150	566	574	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1383									150			
152	150	567	575	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1384												
153	151	568	576	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1385												
153	151	1137/2	1153/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1386												
153	151	569	577	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1387												
153	151	1139/2	1155/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1388												
153	151	570	578	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1389												
153	151	1141/2	1157/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1390												
153	151	571	579	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1391												
153	151	1143/2	1159/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1392												
153	151	568	576	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	1393												
153	151	568	576	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1394												
153	151	569	577	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1395												
153	151	1139/2	1155/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1396												
153	151	570	578	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1397												
153	151	1141/2	1157/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1398												
153	151	571	579	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1399												
153	151	1143/2	1159/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1400												
153	151	571	579	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	1401												
154	152	572	580	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1402												
154	152	574	582	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1403												
154	152	1149/2	1165/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1404												
154	152	575	583	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1405												
154	152	1151/2	1167/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1406												
154	152	572	580	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1407												
154	152	1145/2	1161/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1408												
154	152	573	581	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	1409												
154	152	574	582	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1410												
154	152	572	580	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	1411									151			
154	152	1147/2	1163/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1412									151			
154	152	574	582	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1413									151			
154	152	575	583	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1414												
155	153	576	584	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1415												
155	153	578	586	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1416												
155	153	1157/2	1173/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1417												
155	153	579	587	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1418												
155	153	1159/2	1175/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1419												
155	153	576	584	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1420												
155	153	1153/2	1169/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1421												
