mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
8	7	51/2	51/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	83			articStaccatoAbove					
8	7	53/2	53/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	84				16				
8	7	27	27	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	85								
8	7	55/2	55/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	86			articStaccatoAbove					
8	7	57/2	57/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	87				17				
8	7	29	29	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	88								
8	7	51/2	51/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	89				18				
8	7	26	26	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	90				18				
8	7	53/2	53/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	91				18				
8	7	27	27	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	92								
8	7	55/2	55/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	93				19				
8	7	28	28	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	94				19				
8	7	57/2	57/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	95				19				
8	7	29	29	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	96								
9	8	59/2	59/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	97								
9	8	65/2	65/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	98				20				
9	8	33	33	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	99								
9	8	30	30	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	100								
9	8	61/2	61/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	101								
9	8	31	31	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	102								
9	8	63/2	63/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	103								
10	9	67/2	67/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	104	>			21				
10	9	71/2	71/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	105			articStaccatoAbove					
10	9	73/2	73/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	106				22				
10	9	37	37	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	107								
10	9	34	34	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	108								
10	9	69/2	69/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	109								
10	9	35	35	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	110								
10	9	71/2	71/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	111								
10	9	36	36	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	112								
10	9	73/2	73/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	113								
10	9	37	37	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	114								
11	10	75/2	75/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	115				23				
11	10	79/2	79/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	116			articStaccatoAbove					
11	10	81/2	81/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	117				24				
11	10	41	41	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	118								
11	10	38	38	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	119								
11	10	77/2	77/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	120								
11	10	39	39	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	121								
11	10	79/2	79/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	122								
11	10	40	40	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	123								
11	10	81/2	81/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	124								
11	10	41	41	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	125								
12	11	83/2	83/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	126			articStaccatoAbove					
12	11	85/2	85/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	127				25				
12	11	43	43	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	128								
12	11	87/2	87/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	129			articStaccatoAbove					
12	11	89/2	89/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	130				26				
12	11	45	45	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	131								
12	11	83/2	83/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	132								
12	11	42	42	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	133								
12	11	85/2	85/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	134								
12	11	43	43	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	135								
12	11	87/2	87/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	136								
12	11	44	44	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	137								
12	11	89/2	89/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	138								
12	11	45	45	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	139								
13	12	91/2	91/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	140	<							
13	12	93/2	93/2	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	141								
13	12	97/2	97/2	0.0	3/4	3/4	Spanner	2/2	1	1	0												0
13	12	97/2	97/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	142				27				0
13	12	91/2	91/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	143				28				
13	12	46	46	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	144				28				
13	12	93/2	93/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	145				28				
13	12	47	47	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	146				28				
13	12	95/2	95/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	147				28				
13	12	48	48	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	148				28				
13	12	97/2	97/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	149				28				
13	12	49	49	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	150				28				
14	13	99/2	99/2	0.0	0	0	Spanner	2/2	1	1	0								27				
14	13	99/2	99/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	151				27				
14	13	50	50	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	152				27				
14	13	101/2	101/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	153				27				
14	13	51	51	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	154				27				
14	13	103/2	103/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	155				27				
14	13	52	52	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	156				27				
14	13	105/2	105/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	157				27				
14	13	53	53	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	158								
14	13	99/2	99/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	159				28				
14	13	50	50	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	160				28				
14	13	101/2	101/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	161				28				
14	13	51	51	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	162				28				
14	13	103/2	103/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	163				28				
14	13	52	52	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	164				28				
14	13	105/2	105/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	165				28				
14	13	53	53	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	166				28				
15	14	107/2	107/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	167			articStaccatoAbove					
15	14	109/2	109/2	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	168								
15	14	113/2	113/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	169				29				
15	14	107/2	107/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	170				28				
15	14	54	54	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	171				28				
15	14	109/2	109/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	172				28				
15	14	55	55	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	173				28				
15	14	111/2	111/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	174				28				
15	14	56	56	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	175				28				
15	14	113/2	113/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	176				28				
15	14	57	57	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	177				28				
16	15	115/2	115/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	178				29				
16	15	58	58	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	179				29				
16	15	117/2	117/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	180				29				
16	15	59	59	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	181				29				
16	15	119/2	119/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	182				29				
16	15	60	60	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	183				29				
16	15	121/2	121/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	184				29				
16	15	61	61	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	185								
16	15	115/2	115/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	186				28				
16	15	58	58	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	187				28				
16	15	117/2	117/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	188				28				
16	15	59	59	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	189				28				
16	15	119/2	119/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	190				28				
16	15	60	60	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	191				28				
16	15	121/2	121/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	192				28				
16	15	61	61	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	193								
17	16	123/2	123/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	194			articStaccatoAbove					
17	16	125/2	125/2	0.0	1/4	1/4	Dynamic	2/2	1	1	0						f						
17	16	125/2	125/2	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	195	f		ornamentTrill	30				
17	16	127/2	127/2	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16	1/16	1	196								
17	16	127/2	127/2	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16	1/16	1	197								
17	16	127/2	127/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	198			articStaccatoAbove					
17	16	129/2	129/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	199			articStaccatoAbove					
17	16	123/2	123/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	200			articStaccatoAbove					
17	16	125/2	125/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	201								
17	16	127/2	127/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	202			articStaccatoAbove					
17	16	129/2	129/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	203			articStaccatoAbove					
18	17	131/2	131/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	204			articStaccatoAbove					
18	17	131/2	131/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	205			articStaccatoBelow					
19	18	139/2	139/2	4.0	0	0	Chord	2/2	1	1	1		1	1	206								
19	18	139/2	139/2	0.0	0	0	Dynamic	2/2	2	1	0						sfp						
19	18	139/2	139/2	4.0	0	0	Chord	2/2	2	1	1		1	1	207								
20	19	147/2	147/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	208				31				
20	19	74	74	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	209				31				
20	19	149/2	149/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	210				31				
20	19	75	75	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	211				31				
20	19	151/2	151/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	212				31				
20	19	76	76	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	213				31				
20	19	153/2	153/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	214				31				
20	19	77	77	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	215								
20	19	147/2	147/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	216								
21	20	155/2	155/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	217				32				
21	20	78	78	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	218				32				
21	20	157/2	157/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	219				32				
21	20	79	79	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	220				32				
21	20	159/2	159/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	221				32				
21	20	80	80	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	222				32				
21	20	161/2	161/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	223				32				
21	20	81	81	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	224								
21	20	157/2	157/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	225								
21	20	159/2	159/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	226								
21	20	161/2	161/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	227								
22	21	163/2	163/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	228				33				
22	21	167/2	167/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	229								
22	21	163/2	163/2	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	230								
22	21	167/2	167/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	231								
23	22	171/2	171/2	4.0	0	0	Chord	2/2	1	1	1		1	1	232								
23	22	171/2	171/2	0.0	0	0	Dynamic	2/2	2	1	0						fp						
23	22	171/2	171/2	4.0	0	0	Chord	2/2	2	1	1		1	1	233								
24	23	179/2	179/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	234				34				
24	23	90	90	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	235				34				
24	23	181/2	181/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	236				34				
24	23	91	91	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	237				34				
24	23	183/2	183/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	238				34				
24	23	92	92	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	239				34				
24	23	185/2	185/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	240				34				
24	23	93	93	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	241								
24	23	179/2	179/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	242								
25	24	187/2	187/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	243				35				
25	24	94	94	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	244				35				
25	24	189/2	189/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	245				35				
25	24	95	95	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	246				35				
25	24	191/2	191/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	247				35				
25	24	96	96	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	248				35				
25	24	193/2	193/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	249				35				
25	24	97	97	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	250								
25	24	189/2	189/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	251								
25	24	191/2	191/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	252								
25	24	193/2	193/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	253								
26	25	195/2	195/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	254			articStaccatoBelow					
26	25	197/2	197/2	0.0	1/4	1/4	Dynamic	2/2	1	1	0						other-dynamics						
26	25	197/2	197/2	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	255								
26	25	201/2	201/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	256				36				
26	25	195/2	195/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	257								
26	25	98	98	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	258								
26	25	197/2	197/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	259								
26	25	99	99	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	260								
26	25	199/2	199/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	261								
26	25	100	100	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	262								
26	25	201/2	201/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	263								
26	25	101	101	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	264								
27	26	203/2	203/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	265				36				
27	26	102	102	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	266				36				
27	26	205/2	205/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	267				36				
27	26	103	103	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	268				36				
27	26	207/2	207/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	269				36				
27	26	104	104	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	270				36				
27	26	209/2	209/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	271				36				
27	26	105	105	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	272								
27	26	203/2	203/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	273								
27	26	102	102	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	274								
27	26	205/2	205/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	275								
