mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line
6	5	37/2	37/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	55					
6	5	20	20	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	56				7	
6	5	41/2	41/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	57				7	
6	5	21	21	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	58					
6	5	43/2	43/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	59			articStaccatoBelow		
6	5	22	22	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	60			articStaccatoBelow		
7	6	45/2	45/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	61					
7	6	24	24	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	62					
7	6	49/2	49/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	63			articStaccatoBelow		
7	6	25	25	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	64			articStaccatoBelow		
7	6	51/2	51/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	65			articStaccatoBelow		
7	6	26	26	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	66			articStaccatoBelow		
7	6	45/2	45/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	67					
7	6	24	24	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	68					
7	6	49/2	49/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	69			articStaccatoAbove		
7	6	25	25	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	70			articStaccatoAbove		
7	6	51/2	51/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	71			articStaccatoAbove		
7	6	26	26	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	72			articStaccatoAbove		
8	7	53/2	53/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	73			articStaccatoAbove		
8	7	27	27	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	74			articStaccatoAbove		
8	7	55/2	55/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	75			articStaccatoAbove		
8	7	28	28	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	76			articStaccatoAbove		
8	7	57/2	57/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	77			articStaccatoAbove		
8	7	29	29	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	78			articStaccatoAbove		
8	7	59/2	59/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	79			articStaccatoAbove		
8	7	30	30	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	80			articStaccatoAbove		
8	7	53/2	53/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	81			articStaccatoBelow		
8	7	27	27	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	82			articStaccatoBelow		
8	7	55/2	55/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	83			articStaccatoBelow		
8	7	28	28	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	84			articStaccatoBelow		
8	7	57/2	57/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	85			articStaccatoBelow		
8	7	29	29	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	86			articStaccatoBelow		
8	7	59/2	59/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	87			articStaccatoBelow		
8	7	30	30	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	88			articStaccatoBelow		
9	8	61/2	61/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	89					
9	8	32	32	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	90				8	
9	8	65/2	65/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	91				8	
9	8	33	33	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	92					
9	8	67/2	67/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	93			articStaccatoAbove		
9	8	34	34	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	94			articStaccatoAbove		
9	8	61/2	61/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	95					
9	8	31	31	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	96					
9	8	63/2	63/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	97					
9	8	32	32	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	98					
9	8	65/2	65/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	99					
9	8	33	33	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	100					
9	8	67/2	67/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	101					
9	8	34	34	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	102					
10	9	69/2	69/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	103					
10	9	36	36	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	104				9	
10	9	73/2	73/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	105				9	
10	9	37	37	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	106				9	
10	9	75/2	75/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	107				9	
10	9	38	38	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	108					
10	9	69/2	69/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	109					
10	9	35	35	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	110					
10	9	71/2	71/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	111					
10	9	36	36	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	112					
10	9	73/2	73/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	113					
10	9	37	37	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	114					
10	9	75/2	75/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	115					
10	9	38	38	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	116					
11	10	77/2	77/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	117				10	
11	10	39	39	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	118					
11	10	40	40	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	119				11	
11	10	81/2	81/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	120				11	
11	10	41	41	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	121					
11	10	83/2	83/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	122			articStaccatoAbove		
11	10	42	42	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	123			articStaccatoAbove		
11	10	77/2	77/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	124					
11	10	39	39	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	125					
11	10	79/2	79/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	126					
11	10	40	40	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	127					
11	10	81/2	81/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	128					
11	10	41	41	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	129					
11	10	83/2	83/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	130					
11	10	42	42	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	131					
12	11	85/2	85/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	132			ornamentTurn	12	
12	11	44	44	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	133				12	
12	11	89/2	89/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	134				12	
12	11	45	45	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	135				12	
12	11	91/2	91/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	136				12	
12	11	46	46	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	137					
12	11	85/2	85/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	138					
12	11	43	43	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	139					
12	11	87/2	87/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	140					
12	11	44	44	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	141					
12	11	89/2	89/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	142					
12	11	45	45	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	143					
12	11	91/2	91/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	144					
12	11	46	46	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	145					
13	12	93/2	93/2	0.0	0	0	Spanner	4/4	1	1	0									0
13	12	93/2	93/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	146				13	0
13	12	187/4	187/4	0.0	1/16	1/16	Spanner	4/4	1	1	0								13	
13	12	187/4	187/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	147				13	
13	12	47	47	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	148				13	
13	12	189/4	189/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	149				13	
13	12	95/2	95/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	150				13	
13	12	191/4	191/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	151				13	
13	12	48	48	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	152				13	
13	12	193/4	193/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	153				13	
13	12	97/2	97/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	154				13	
13	12	195/4	195/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	155				13	
13	12	49	49	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	156				13	
13	12	197/4	197/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	157				13	
13	12	99/2	99/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	158				13	
13	12	199/4	199/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	159				13	
13	12	50	50	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	160				13	
13	12	201/4	201/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	161					
13	12	93/2	93/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	162					
13	12	48	48	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	163				14	
13	12	97/2	97/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	164					
13	12	50	50	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	165				15	
14	13	101/2	101/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	166				16	
14	13	203/4	203/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	167				16	
14	13	51	51	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	168				16	
14	13	205/4	205/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	169				16	
14	13	103/2	103/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	170				16	
14	13	207/4	207/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	171				16	
14	13	52	52	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	172				16	
14	13	209/4	209/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	173				16	
14	13	105/2	105/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	174				16	
14	13	211/4	211/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	175				16	
14	13	53	53	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	176				16	
14	13	213/4	213/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	177				16	
14	13	107/2	107/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	178				16	
14	13	215/4	215/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	179				16	
14	13	54	54	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	180				16	
14	13	217/4	217/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	181					
14	13	101/2	101/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	182					
14	13	52	52	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	183				17	
14	13	105/2	105/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	184					
14	13	54	54	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	185				18	
15	14	109/2	109/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	186				19	
15	14	219/4	219/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	187				19	
15	14	55	55	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	188				19	
15	14	221/4	221/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	189				19	
15	14	111/2	111/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	190				19	
15	14	223/4	223/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	191				19	
15	14	56	56	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	192				19	
15	14	225/4	225/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	193					
15	14	113/2	113/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	194					
15	14	227/4	227/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	195					
15	14	57	57	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	196					
15	14	229/4	229/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	197					
15	14	115/2	115/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	198			articStaccatoBelow		
15	14	231/4	231/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	199					
15	14	58	58	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	200					
15	14	233/4	233/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	201					
15	14	109/2	109/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	202					
15	14	56	56	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	203				20	
15	14	113/2	113/2	0.0	1/2	1/2	Dynamic	4/4	2	1	0						f			
15	14	113/2	113/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	204			articStaccatoBelow		
15	14	115/2	115/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	205			articStaccatoBelow		
16	15	117/2	117/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	206					
16	15	235/4	235/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	207					
16	15	59	59	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	208					
16	15	237/4	237/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	209					
16	15	119/2	119/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	210			articStaccatoBelow		
16	15	239/4	239/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	211					
16	15	60	60	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	212					
16	15	241/4	241/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	213					
16	15	121/2	121/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	214					
16	15	243/4	243/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	215					
16	15	61	61	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	216					
16	15	245/4	245/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	217					
16	15	123/2	123/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	218			articStaccatoBelow		
16	15	247/4	247/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	219					
16	15	62	62	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	220					
16	15	249/4	249/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	221					
16	15	117/2	117/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	222			articStaccatoBelow		
16	15	119/2	119/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	223			articStaccatoBelow		
16	15	121/2	121/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	224			articStaccatoBelow		
16	15	123/2	123/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	225			articStaccatoBelow		
17	16	125/2	125/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	226					
17	16	65	65	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	227			articStaccatoBelow		
17	16	131/2	131/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	228			articStaccatoBelow		
17	16	66	66	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	229			articStaccatoBelow		
17	16	125/2	125/2	0.0	0	0	Dynamic	4/4	2	1	0						ff			
17	16	125/2	125/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	230					
17	16	129/2	129/2	0.0	1/2	1/2	Dynamic	4/4	2	1	0						p			
18	17	133/2	133/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	231					
18	17	133/2	133/2	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	232					
18	17	67	67	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	233					
18	17	135/2	135/2	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	234					
18	17	137/2	137/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	235			articStaccatoAbove		
18	17	139/2	139/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	236			articStaccatoAbove		
18	17	133/2	133/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	237					
18	17	137/2	137/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	238			articStaccatoAbove		
18	17	139/2	139/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	239			articStaccatoBelow		
19	18	141/2	141/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	240					
19	18	73	73	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	241					
19	18	147/2	147/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	242					
19	18	74	74	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	243					
19	18	141/2	141/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	244					
20	19	149/2	149/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	245			articStaccatoAbove		
20	19	75	75	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	246			articStaccatoAbove		
20	19	151/2	151/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	247			articStaccatoAbove		
20	19	149/2	149/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	248					
20	19	153/2	153/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	249			articStaccatoBelow		
20	19	155/2	155/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	250			articStaccatoBelow		
20	19	149/2	149/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	251					
20	19	153/2	153/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	252			articStaccatoBelow		
20	19	155/2	155/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	253			articStaccatoBelow		
21	20	157/2	157/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	254					
21	20	81	81	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	255			articStaccatoBelow		
21	20	163/2	163/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	256			articStaccatoBelow		
21	20	82	82	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	257			articStaccatoBelow		
21	20	157/2	157/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	258					
22	21	165/2	165/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	259			articStaccatoAbove		
22	21	83	83	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	260			articStaccatoAbove		
22	21	167/2	167/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	261			articStaccatoAbove		
22	21	169/2	169/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	262			articStaccatoBelow		
22	21	171/2	171/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	263			articStaccatoBelow		
22	21	165/2	165/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	264					
22	21	165/2	165/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	265					
22	21	169/2	169/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	266			articStaccatoAbove		
22	21	171/2	171/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	267			articStaccatoBelow		
23	22	173/2	173/2	0.0	0	0	Dynamic	4/4	1	1	0						ff			
