mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	decrescendo_hairpin	crescendo_hairpin	diminuendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill	Ottava:8vb
87	80	1103/4	1103/4	0.0	3/8	3/8	Dynamic	3/4	1	1	0						sf																
87	80	1103/4	1103/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1566																	
87	80	1105/4	1105/4	0.0	1/2	1/2	SystemText	3/4	1	1	0								"<font size=""12""/>(   )"														
87	80	1105/4	1105/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1567																	
87	80	1107/4	1107/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1568																	
87	80	1097/4	1097/4	0.0	0	0	Spanner	3/4	2	1	0																					15	
87	80	1097/4	1097/4	0.0	0	0	Chord	3/4	2	1	0	grace32after		1/32	1	1569																15	
87	80	1097/4	1097/4	0.0	0	0	Chord	3/4	2	1	0	grace32after		1/32	1	1570																15	
87	80	1097/4	1097/4	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1571																15	
87	80	1105/4	1105/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1572		articMarcatoAbove														15	
87	80	1097/4	1097/4	1.75	0	0	Chord	3/4	2	3	7/16			1/4	7/4	1573		ornamentTrill															
87	80	276	276	0.125	7/16	7/16	Chord	3/4	2	3	1/32			1/32	1	1574																	
87	80	2209/8	2209/8	0.125	15/32	15/32	Chord	3/4	2	3	1/32			1/32	1	1575																	
88	81	1109/4	1109/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1576									35								
88	81	1111/4	1111/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1577									35								
88	81	1113/4	1113/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1578									35								
88	81	1115/4	1115/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1579									35								
88	81	1117/4	1117/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1580									35								
88	81	1119/4	1119/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1581																	
88	81	1109/4	1109/4	0.0	0	0	Spanner	3/4	2	1	0																						
88	81	1109/4	1109/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1582																	
88	81	1113/4	1113/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1583																	
88	81	1117/4	1117/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1584																	
89	82	1121/4	1121/4	0.0	0	0	Dynamic	3/4	1	1	0						f																
89	82	1121/4	1121/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1585																	
89	82	1123/4	1123/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1586																	
89	82	1125/4	1125/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						sf																
89	82	1125/4	1125/4	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	1587																	
89	82	1129/4	1129/4	0.0	1/2	1/2	SystemText	3/4	1	1	0								"<font size=""12""/>(   )"														
89	82	1131/4	1131/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1588																	
89	82	1121/4	1121/4	0.0	0	0	Spanner	3/4	2	1	0																					16	
89	82	1121/4	1121/4	0.0	0	0	Chord	3/4	2	1	0	grace32after		1/32	1	1589																16	
89	82	1121/4	1121/4	0.0	0	0	Chord	3/4	2	1	0	grace32after		1/32	1	1590																16	
89	82	1121/4	1121/4	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1591																16	
89	82	1129/4	1129/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1592																16	
89	82	1121/4	1121/4	1.75	0	0	Chord	3/4	2	3	7/16		c32	1/4	7/4	1593																	
89	82	1121/4	1121/4	1.75	0	0	Chord	3/4	2	3	7/16			1/4	7/4	1594																	
89	82	282	282	0.125	7/16	7/16	Chord	3/4	2	3	1/32			1/32	1	1595																	
89	82	2257/8	2257/8	0.125	15/32	15/32	Chord	3/4	2	3	1/32			1/32	1	1596																	
90	83	1133/4	1133/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1597									36								
90	83	1135/4	1135/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1598									36								
90	83	1137/4	1137/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1599									36								
90	83	1139/4	1139/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1600									36								
90	83	1141/4	1141/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1601									36								
90	83	1143/4	1143/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1602																	
90	83	1133/4	1133/4	0.0	0	0	Spanner	3/4	2	1	0																						
90	83	1133/4	1133/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1603																	
90	83	1137/4	1137/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1604																	
90	83	1141/4	1141/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1605																	
91	84	1145/4	1145/4	0.0	0	0	Spanner	3/4	1	1	0																		1				
91	84	1145/4	1145/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1606													1				
91	84	1147/4	1147/4	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1607													1				
91	84	1151/4	1151/4	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1608													1				
91	84	1155/4	1155/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1609													1				
91	84	1145/4	1145/4	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1610													1				
91	84	1147/4	1147/4	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	1611													1				
91	84	1149/4	1149/4	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1612													1				
91	84	1151/4	1151/4	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1613													1				
91	84	1153/4	1153/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	1614													1				
91	84	577/2	577/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	1615													1				
91	84	1155/4	1155/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	1616													1				
91	84	289	289	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	1617													1				
91	84	1145/4	1145/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1618																	
91	84	1147/4	1147/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1619																	
91	84	1149/4	1149/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1620																	
91	84	1151/4	1151/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1621																	
91	84	1153/4	1153/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1622																	
91	84	1155/4	1155/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1623																	
92	85	1157/4	1157/4	0.0	0	0	Spanner	3/4	1	1	0																						
92	85	1157/4	1157/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1624																	
92	85	579/2	579/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1625																	
92	85	1159/4	1159/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1626																	
92	85	290	290	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1627																	
92	85	1161/4	1161/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1628																	
92	85	1163/4	1163/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1629																	
92	85	1165/4	1165/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1630																	
92	85	1157/4	1157/4	0.0	0	0	Dynamic	3/4	1	2	0						p																
92	85	1157/4	1157/4	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1631																	
92	85	581/2	581/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	1632																	
92	85	1163/4	1163/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	1633																	
92	85	291	291	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	1634																	
92	85	1165/4	1165/4	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1635																	
92	85	1167/4	1167/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	1636																	
92	85	292	292	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	1637																	
92	85	1157/4	1157/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1638																	
92	85	583/2	583/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1639																	
92	85	1167/4	1167/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1640																	
92	85	292	292	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1641																	
93	86	587/2	587/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1642																	
93	86	1175/4	1175/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1643																	
93	86	294	294	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1644																	
93	86	1177/4	1177/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1645																	
93	86	1179/4	1179/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1646																	
93	86	295	295	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1647																	
93	86	1169/4	1169/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1648																	
93	86	1169/4	1169/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1649																	
93	86	585/2	585/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1650																	
93	86	1171/4	1171/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1651																	
93	86	293	293	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1652																	
93	86	1173/4	1173/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1653																	
93	86	1175/4	1175/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1654																	
93	86	1177/4	1177/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1655																	
94	87	1181/4	1181/4	0.0	0	0	Spanner	3/4	1	1	0															5							
94	87	1181/4	1181/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1656										5							
94	87	1185/4	1185/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1657										5							
94	87	593/2	593/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1658										5							
94	87	1187/4	1187/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1659										5							
94	87	297	297	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1660										5							
94	87	1189/4	1189/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf									5							
94	87	1189/4	1189/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1661										5							
94	87	1191/4	1191/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1662										5							
94	87	298	298	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1663										5							
94	87	1181/4	1181/4	0.25	0	0	Chord	3/4	1	2	1/16			1/16	1	1664										5							
94	87	591/2	591/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	1665										5							
94	87	1183/4	1183/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	1666										5							
94	87	296	296	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	1667										5							
94	87	1185/4	1185/4	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1668										5							
94	87	1187/4	1187/4	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1669										5							
94	87	1189/4	1189/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1670										5							
94	87	595/2	595/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1671																	
94	87	1191/4	1191/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1672																	
94	87	298	298	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1673																	
95	88	1193/4	1193/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1674										5							
95	88	1193/4	1193/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1675										5							
95	88	1197/4	1197/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	1676										5							
95	88	599/2	599/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	1677										5							
95	88	1199/4	1199/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	1678										5							
95	88	300	300	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	1679										5							
95	88	1201/4	1201/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	1680										5							
95	88	601/2	601/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	1681										5							
95	88	1203/4	1203/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	1682										5							
95	88	301	301	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	1683										5							
95	88	1193/4	1193/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1684																	
95	88	597/2	597/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1685																	
95	88	1195/4	1195/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1686																	
95	88	299	299	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1687																	
95	88	1197/4	1197/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1688																	
95	88	1199/4	1199/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1689																	
95	88	1201/4	1201/4	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf																
95	88	1201/4	1201/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1690																	
96	89	1205/4	1205/4	0.0	0	0	Spanner	3/4	1	1	0																						
96	89	1205/4	1205/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1691		articStaccatissimoAbove															
96	89	1207/4	1207/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1692		articStaccatissimoAbove															
96	89	1209/4	1209/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						sf																
96	89	1209/4	1209/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1693																	
96	89	1213/4	1213/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1694																	
96	89	607/2	607/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1695																	
96	89	1215/4	1215/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1696																	
96	89	304	304	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1697																	
96	89	1205/4	1205/4	0.0	0	0	Dynamic	3/4	1	2	0						f																
96	89	1205/4	1205/4	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1698																	
96	89	605/2	605/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	1699																	
96	89	1211/4	1211/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	1700																	
96	89	303	303	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	1701																	
96	89	1213/4	1213/4	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1702																	
96	89	1215/4	1215/4	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1703																	
96	89	1205/4	1205/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1704																	
96	89	603/2	603/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1705																	
96	89	1207/4	1207/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1706																	
96	89	302	302	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1707																	
96	89	1209/4	1209/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1708																	
96	89	605/2	605/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1709																	
96	89	1211/4	1211/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1710																	
96	89	303	303	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1711																	
96	89	1213/4	1213/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1712																	
96	89	1215/4	1215/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1713																	
97	90	1217/4	1217/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1714																	
97	90	611/2	611/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1715																	
97	90	1223/4	1223/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1716																	
97	90	306	306	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1717																	
97	90	1225/4	1225/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf																
97	90	1225/4	1225/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1718																	
97	90	613/2	613/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1719																	
97	90	1227/4	1227/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1720																	
97	90	307	307	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1721																	
97	90	1217/4	1217/4	0.25	0	0	Chord	3/4	1	2	1/16			1/16	1	1722																	
97	90	609/2	609/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	1723																	
97	90	1219/4	1219/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	1724																	
97	90	305	305	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	1725																	
97	90	1221/4	1221/4	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1726		articStaccatissimoAbove															
97	90	1223/4	1223/4	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1727		articStaccatissimoAbove															
97	90	1225/4	1225/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1728																	
97	90	1217/4	1217/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1729																	
97	90	613/2	613/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1730																	
97	90	1227/4	1227/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1731																	
97	90	307	307	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1732																	
98	91	1229/4	1229/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1733																	
98	91	1229/4	1229/4	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1734																	
98	91	1231/4	1231/4	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	1735																	
98	91	1233/4	1233/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	1736																	
98	91	617/2	617/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	1737																	
98	91	1235/4	1235/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	1738																	
98	91	309	309	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	1739																	
98	91	1237/4	1237/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	1740																	
98	91	619/2	619/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	1741																	
98	91	1239/4	1239/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	1742																	
98	91	310	310	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	1743																	
98	91	1229/4	1229/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1744																	
98	91	615/2	615/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1745																	
98	91	1231/4	1231/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1746																	
98	91	308	308	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1747																	
98	91	1233/4	1233/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1748		articStaccatissimoAbove															
98	91	1235/4	1235/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1749		articStaccatissimoAbove															
98	91	1237/4	1237/4	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf																
98	91	1237/4	1237/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1750																	
99	92	1241/4	1241/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1751		articStaccatissimoAbove															
99	92	1243/4	1243/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1752		articStaccatissimoAbove															
99	92	1245/4	1245/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						sf																
99	92	1245/4	1245/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1753																	
99	92	1249/4	1249/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1754																	
99	92	625/2	625/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1755																	
99	92	1251/4	1251/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1756																	
99	92	313	313	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1757																	
99	92	1241/4	1241/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1758																	
99	92	1241/4	1241/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1759																	
99	92	621/2	621/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1760																	
99	92	1243/4	1243/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1761																	
99	92	311	311	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1762																	
99	92	1245/4	1245/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1763																	
99	92	623/2	623/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1764																	
99	92	1247/4	1247/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1765																	
99	92	312	312	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1766																	
99	92	1249/4	1249/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1767		articStaccatissimoBelow															
99	92	1251/4	1251/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1768		articStaccatissimoBelow															
100	93	1253/4	1253/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1769																	
100	93	627/2	627/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1770																	
100	93	1255/4	1255/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1771																	
100	93	314	314	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1772																	
100	93	1257/4	1257/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1773																	
100	93	629/2	629/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1774																	
100	93	1259/4	1259/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1775																	
100	93	315	315	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1776																	
100	93	1261/4	1261/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf																
100	93	1261/4	1261/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1777																	
100	93	1253/4	1253/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1778		articStaccatissimoBelow															
100	93	1255/4	1255/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1779		articStaccatissimoBelow															
100	93	1257/4	1257/4	0.0	1/4	1/4	Dynamic	3/4	2	1	0						sf																
100	93	1257/4	1257/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1780																	
100	93	1261/4	1261/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1781																	
100	93	631/2	631/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1782																	
100	93	1263/4	1263/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1783																	
100	93	316	316	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1784																	
101	94	1265/4	1265/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1785																	
101	94	633/2	633/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1786																	
101	94	1267/4	1267/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1787																	
101	94	317	317	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1788																	
101	94	1269/4	1269/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1789																	
101	94	635/2	635/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1790																	
101	94	1271/4	1271/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1791																	
101	94	318	318	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1792																	
101	94	1273/4	1273/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																					17	
101	94	1273/4	1273/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1793																17	
101	94	637/2	637/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1794																17	
101	94	1275/4	1275/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1795																17	
101	94	319	319	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1796																17	
101	94	1273/4	1273/4	0.0	1/2	1/2	Dynamic	3/4	1	2	0						sf																
101	94	1273/4	1273/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1797																	
101	94	1273/4	1273/4	1.0	1/2	1/2	Chord	3/4	1	4	1/4			1/4	1	1798		ornamentTrill															
101	94	1265/4	1265/4	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1799																	
101	94	1265/4	1265/4	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1800																	
101	94	1269/4	1269/4	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	1801																	
102	95	1277/4	1277/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1802																17	
102	95	639/2	639/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1803																17	
102	95	1279/4	1279/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1804																17	
102	95	320	320	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1805																17	
102	95	1281/4	1281/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1806																17	
102	95	641/2	641/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1807																17	
102	95	1283/4	1283/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1808																17	
