mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
88	85	1022/3	1022/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1035						
88	85	341	341	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1036						
88	85	1024/3	1024/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1037						
88	85	1025/3	1025/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1038						
89	86	342	342	0.0	0	0	Spanner	2/2	1	1	0									6
89	86	342	342	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1039	<		articStaccatoAbove			6
89	86	343	343	0.0	1/4	1/4	Spanner	2/2	1	1	0									
89	86	343	343	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1040			articStaccatoAbove			
89	86	344	344	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1041			articStaccatoAbove			
89	86	345	345	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1042			articStaccatoAbove			
89	86	342	342	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1043						
89	86	1027/3	1027/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1044						
89	86	1028/3	1028/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1045						
89	86	343	343	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1046						
89	86	1030/3	1030/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1047						
89	86	1031/3	1031/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1048						
89	86	344	344	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1049						
89	86	1033/3	1033/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1050						
89	86	1034/3	1034/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1051						
89	86	345	345	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1052						
89	86	1036/3	1036/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1053						
89	86	1037/3	1037/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1054						
90	87	346	346	0.0	0	0	Dynamic	2/2	1	1	0					p				
90	87	346	346	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1055	f					
90	87	348	348	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1056	p			48		
90	87	1393/4	1393/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1057				48		
90	87	697/2	697/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1058				48		
90	87	1395/4	1395/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1059				48		
90	87	349	349	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1060				48		
90	87	1397/4	1397/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1061				48		
90	87	699/2	699/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1062				48		
90	87	1399/4	1399/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1063						
90	87	346	346	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1064				49		
90	87	347	347	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1065						
90	87	346	346	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	1066						
91	88	350	350	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1067				50		
91	88	351	351	0.0	1/4	1/4	Dynamic	2/2	1	1	0					sf		50		
91	88	351	351	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	1068				50		
91	88	353	353	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	1069				50		
91	88	1415/4	1415/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1070						
91	88	350	350	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	1071						
91	88	352	352	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	1072						
91	88	351	351	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1073						
91	88	353	353	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1074						
91	88	350	350	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	1075						
91	88	352	352	2.0	1/2	1/2	Chord	2/2	2	2	1/2	1/2	1	1076						
92	89	354	354	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1077						
92	89	356	356	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1078				51		
92	89	1425/4	1425/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1079				51		
92	89	713/2	713/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1080				51		
92	89	1427/4	1427/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1081				51		
92	89	357	357	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1082				51		
92	89	1429/4	1429/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1083				51		
92	89	715/2	715/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1084				51		
92	89	1431/4	1431/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1085						
92	89	354	354	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	1086						
92	89	354	354	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1087						
92	89	355	355	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1088						
92	89	354	354	1.0	0	0	Chord	2/2	2	2	1/4	1/4	1	1089						
93	90	358	358	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1090				52		
93	90	359	359	0.0	1/4	1/4	Dynamic	2/2	1	1	0					sf		52		
93	90	359	359	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	1091				52		
93	90	361	361	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	1092				52		
93	90	1447/4	1447/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1093						
93	90	358	358	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	1094						
93	90	360	360	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	1095						
93	90	359	359	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1096						
93	90	361	361	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1097						
93	90	358	358	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	1098						
93	90	360	360	2.0	1/2	1/2	Chord	2/2	2	2	1/2	1/2	1	1099						
94	91	362	362	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1100						
94	91	362	362	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1101						
94	91	363	363	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1102						
94	91	364	364	0.25	1/2	1/2	Chord	2/2	2	1	1/16	1/16	1	1103				53		
94	91	1457/4	1457/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	1104				53		
94	91	729/2	729/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	1105				53		
94	91	1459/4	1459/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	1106				53		
94	91	365	365	0.25	3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	1107				53		
94	91	1461/4	1461/4	0.25	13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	1108				53		
94	91	731/2	731/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	1109				53		
94	91	1463/4	1463/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1110						
95	92	368	368	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1111				54		
95	92	1473/4	1473/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1112				54		
95	92	737/2	737/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1113				54		
95	92	1475/4	1475/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1114				54		
95	92	369	369	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1115				54		
95	92	1477/4	1477/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1116				54		
95	92	739/2	739/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1117				54		
95	92	1479/4	1479/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1118						
95	92	366	366	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1119				55		
95	92	367	367	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1120				55		
95	92	368	368	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1121				55		
95	92	369	369	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1122						
96	93	370	370	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1123				56		
96	93	371	371	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1124				56		
96	93	372	372	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1125				56		
96	93	373	373	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1126						
96	93	370	370	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1127						
96	93	372	372	0.25	1/2	1/2	Chord	2/2	2	1	1/16	1/16	1	1128				57		
96	93	1489/4	1489/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	1129				57		
96	93	745/2	745/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	1130				57		
96	93	1491/4	1491/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	1131				57		
96	93	373	373	0.25	3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	1132				57		
96	93	1493/4	1493/4	0.25	13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	1133				57		
96	93	747/2	747/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	1134				57		
96	93	1495/4	1495/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1135						
97	94	374	374	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1136						
97	94	376	376	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1137				58		
97	94	1505/4	1505/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1138				58		
97	94	753/2	753/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1139				58		
97	94	1507/4	1507/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1140				58		
97	94	377	377	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1141				58		
97	94	1509/4	1509/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1142				58		
97	94	755/2	755/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1143				58		
97	94	1511/4	1511/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1144						
97	94	374	374	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1145				59		
97	94	375	375	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1146						
97	94	376	376	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1147				60		
97	94	377	377	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1148						
97	94	376	376	2.0	1/2	1/2	Chord	2/2	2	2	1/2	1/2	1	1149						
98	95	378	378	0.0	0	0	Spanner	2/2	1	1	0									7
98	95	378	378	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1150	<			61		7
98	95	1513/4	1513/4	0.0	1/16	1/16	Spanner	2/2	1	1	0							61		
98	95	1513/4	1513/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1151				61		
98	95	757/2	757/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1152				61		
98	95	1515/4	1515/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1153				61		
98	95	379	379	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1154				61		
98	95	1517/4	1517/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1155				61		
98	95	759/2	759/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1156				61		
98	95	1519/4	1519/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1157						
98	95	380	380	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1158						
98	95	378	378	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1159						
98	95	379	379	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1160						
98	95	380	380	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1161				62		
98	95	381	381	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1162						
98	95	378	378	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	1163						
98	95	380	380	2.0	1/2	1/2	Chord	2/2	2	2	1/2	1/2	1	1164						
99	96	382	382	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1165				63		
99	96	1529/4	1529/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1166				63		
99	96	765/2	765/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1167				63		
99	96	1531/4	1531/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1168				63		
99	96	383	383	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1169				63		
99	96	1533/4	1533/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1170				63		
99	96	767/2	767/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1171				63		
99	96	1535/4	1535/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1172						
99	96	384	384	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1173						
99	96	382	382	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1174				64		
99	96	383	383	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1175						
99	96	384	384	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1176				65		
99	96	385	385	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1177						
99	96	382	382	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	1178						
99	96	384	384	2.0	1/2	1/2	Chord	2/2	2	2	1/2	1/2	1	1179						
100	97	386	386	0.0	0	0	Dynamic	2/2	1	1	0					f				
100	97	386	386	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1180	f		ornamentTrill	66		
100	97	773/2	773/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1181				66		
100	97	1547/4	1547/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1182						
100	97	387	387	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1183			articStaccatoAbove			
100	97	388	388	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1184			ornamentTrill	67		
100	97	777/2	777/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1185				67		
100	97	1555/4	1555/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1186						
100	97	389	389	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1187			articStaccatoAbove			
100	97	386	386	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1188			articStaccatoBelow			
100	97	387	387	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1189			articStaccatoBelow			
100	97	388	388	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1190			articStaccatoBelow			
100	97	389	389	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1191			articStaccatoBelow			
101	98	390	390	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1192						
101	98	392	392	0.0	1/2	1/2	Dynamic	2/2	1	1	0					p				
101	98	392	392	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1193	p			68		
101	98	390	390	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1194						
102	99	394	394	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1195				68		
102	99	396	396	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1196				68		
103	100	398	398	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1197				68		
103	100	400	400	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1198				68		
103	100	400	400	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	1199				69		
103	100	401	401	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1200			articStaccatoAbove			
104	101	402	402	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1201						
104	101	404	404	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1202				70		
104	101	809/2	809/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1203				70		
104	101	405	405	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1204				70		
104	101	811/2	811/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1205						
104	101	402	402	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	1206				69		
104	101	404	404	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	1207						
104	101	403	403	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1208			articStaccatoAbove			
104	101	405	405	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1209			articStaccatoBelow			
105	102	406	406	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1210			articStaccatoBelow			
105	102	408	408	0.0	1/2	1/2	Dynamic	2/2	1	1	0					pp				
105	102	408	408	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1211	pp		articStaccatoAbove			
105	102	409	409	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1212				71		
105	102	406	406	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1213						
105	102	407	407	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1214						
106	103	410	410	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1215			articStaccatoBelow			
106	103	411	411	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1216				72		
106	103	412	412	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1217			articStaccatoBelow			
106	103	413	413	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1218				73		
107	104	414	414	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1219				73		
107	104	416	416	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1220				73, 74		
107	104	416	416	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	1221						
107	104	417	417	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1222			articStaccatoBelow			
108	105	418	418	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1223				73		
108	105	420	420	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1224				73, 75		
108	105	841/2	841/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1225				73, 75		
108	105	421	421	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1226				73, 75		
108	105	843/2	843/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1227				73		
108	105	418	418	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	1228						
108	105	420	420	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	1229						
108	105	419	419	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1230			articStaccatoBelow			
108	105	421	421	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1231			articStaccatoBelow			
109	106	422	422	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1232				73		
109	106	424	424	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1233						
109	106	423	423	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1234						
109	106	425	425	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1235						
110	107	426	426	0.0	0	0	Dynamic	2/2	1	1	0					pp				
110	107	426	426	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1236	pp					
110	107	428	428	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1237						
110	107	427	427	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1238						
110	107	429	429	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1239						
111	108	430	430	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1240						
111	108	865/2	865/2	0.0	5/8	5/8	Dynamic	2/2	1	1	0					p				
111	108	865/2	865/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4	1/4	1	1241	p					
111	108	867/2	867/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1242						
111	108	432	432	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1243						
111	108	1297/3	1297/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1244						
111	108	1298/3	1298/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1245						
111	108	433	433	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1246						
111	108	1300/3	1300/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1247						
111	108	1301/3	1301/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1248						
112	109	434	434	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1249	<					
112	109	869/2	869/2	1.0	1/8	1/8	Chord	2/2	1	1	1/4	1/4	1	1250						
112	109	871/2	871/2	0.0	3/8	3/8	Spanner	2/2	1	1	0									8
112	109	871/2	871/2	1.0	3/8	3/8	Chord	2/2	1	1	1/4	1/4	1	1251						8
112	109	873/2	873/2	0.0	5/8	5/8	Spanner	2/2	1	1	0									
112	109	873/2	873/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4	1/4	1	1252						
112	109	875/2	875/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1253						
112	109	434	434	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1254						
112	109	1303/3	1303/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1255						
112	109	1304/3	1304/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1256						
112	109	435	435	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1257						
112	109	1306/3	1306/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1258						
112	109	1307/3	1307/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1259						
112	109	436	436	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1260						
112	109	1309/3	1309/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1261						
112	109	1310/3	1310/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1262						
112	109	437	437	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1263						
112	109	1312/3	1312/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1264						
112	109	1313/3	1313/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1265						
113	110	438	438	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1266						
113	110	877/2	877/2	1.0	1/8	1/8	Chord	2/2	1	1	1/4	1/4	1	1267						
113	110	879/2	879/2	1.0	3/8	3/8	Chord	2/2	1	1	1/4	1/4	1	1268						
113	110	881/2	881/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4	1/4	1	1269						
113	110	883/2	883/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1270						
113	110	438	438	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1271						
113	110	1315/3	1315/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1272						
113	110	1316/3	1316/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1273						
113	110	439	439	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1274						
113	110	1318/3	1318/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1275						
113	110	1319/3	1319/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1276						
113	110	440	440	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1277						
113	110	1321/3	1321/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1278						
113	110	1322/3	1322/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1279						
113	110	441	441	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1280						
113	110	1324/3	1324/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1281						
113	110	1325/3	1325/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1282						
114	111	442	442	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1283	<					
114	111	885/2	885/2	1.0	1/8	1/8	Chord	2/2	1	1	1/4	1/4	1	1284						
114	111	887/2	887/2	1.0	3/8	3/8	Chord	2/2	1	1	1/4	1/4	1	1285						
114	111	889/2	889/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4	1/4	1	1286						
114	111	891/2	891/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1287						
114	111	442	442	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1288						
114	111	1327/3	1327/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1289						
114	111	1328/3	1328/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1290						
114	111	443	443	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1291						
114	111	1330/3	1330/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1292						
114	111	1331/3	1331/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1293						
114	111	444	444	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1294						
114	111	1333/3	1333/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1295						
114	111	1334/3	1334/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1296						
114	111	445	445	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1297						
