mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	562				84				
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	563								
87	87	259	259	0.0	1/4	1/4	Spanner	3/4	2	1	0										0	
87	87	260	260	0.0	1/2	1/2	Spanner	3/4	2	1	0											
87	87	258	258	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	564								
88	88	261	261	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	565				84				
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	566				84				
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	567								
89	89	264	264	0.0	0	0	Dynamic	3/4	1	1	0					p						
89	89	264	264	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	568	p			85				
89	89	264	264	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	569								
89	89	264	264	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	570								
90	90	267	267	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	571				85				
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	572				85				
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	573								
90	90	267	267	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	574								
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	575								
90	90	267	267	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	576								
90	90	267	267	3.0	0	0	Chord	3/4	2	3	3/4	1/2	3/2	577								
91	91	270	270	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	578			articStaccatoAbove	86				
91	91	271	271	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	579			articStaccatoBelow	86				
91	91	272	272	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	580			articStaccatoBelow					
91	91	270	270	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	581								
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	582								
91	91	270	270	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	583								
92	92	273	273	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	584			articStaccatoAbove	87				
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	585			articStaccatoAbove	87				
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	586			articStaccatoAbove					
93	93	276	276	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	587				88				
93	93	276	276	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	588								
93	93	276	276	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	589								
93	93	276	276	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	590								
94	94	279	279	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	591				88				
94	94	280	280	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	592				88				
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	593								
94	94	279	279	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	594								
94	94	279	279	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	595								
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	596								
94	94	279	279	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	597								
95	95	282	282	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	598			articStaccatoAbove	89				
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	599			articStaccatoAbove	89				
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	600			articStaccatoAbove					
95	95	282	282	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	601	<							
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	602								
96	96	285	285	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	603			articStaccatoAbove	90				
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	604			articStaccatoAbove	90				
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	605			articStaccatoAbove					
97	97	288	288	0.0	0	0	Dynamic	3/4	1	1	0					p						
97	97	288	288	0.0	0	0	Spanner	3/4	1	1	0										1	
97	97	288	288	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	606	p						1	
97	97	288	288	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	607				91				
98	98	291	291	0.0	0	0	Spanner	3/4	1	1	0											
98	98	291	291	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	608								
98	98	291	291	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	609								
99	99	294	294	0.0	0	0	Dynamic	3/4	1	1	0					pp						
99	99	294	294	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	610	pp							
99	99	294	294	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	611								
100	100	297	297	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	612								
100	100	297	297	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	613								
101	101	300	300	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	614				92				
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	615				92				
101	101	302	302	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	616								
101	101	300	300	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	617	p							
101	101	300	300	0.0	0	0	Dynamic	3/4	2	1	0					p						
101	101	300	300	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	618				93				
101	101	300	300	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	619								
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	620								
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	621								
102	102	303	303	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	622				94				
102	102	609/2	609/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	623				94				
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	624								
102	102	303	303	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	625	<							
102	102	303	303	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	626				95				
102	102	609/2	609/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	627				95				
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	628								
102	102	303	303	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	629								
103	103	306	306	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	630				96				
103	103	306	306	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	631				97				
104	104	309	309	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	632				96				
104	104	310	310	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	633				96				
104	104	621/2	621/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	634				96				
104	104	311	311	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	635				96				
104	104	623/2	623/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	636								
104	104	309	309	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	637								
104	104	309	309	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	638				97				
104	104	310	310	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	639				97				
104	104	621/2	621/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	640				97				
104	104	311	311	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	641				97				
104	104	623/2	623/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	642								
104	104	309	309	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	643								
105	105	312	312	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	644				98				
105	105	313	313	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	645				98				
105	105	314	314	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	646								
105	105	312	312	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	647				99				
105	105	313	313	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	648				99				
105	105	314	314	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	649								
106	106	315	315	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	650				100				
106	106	316	316	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	651				100				
106	106	317	317	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	652								
106	106	315	315	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	653								
106	106	317	317	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	654								
106	106	315	315	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	655								
106	106	317	317	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	656								
107	107	318	318	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	657				101				
107	107	320	320	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	658				101				
107	107	641/2	641/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	659				101				
107	107	318	318	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	660								
107	107	320	320	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	661								
107	107	318	318	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	662				102				
107	107	320	320	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	663				102				
107	107	318	318	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	664								
108	108	321	321	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	665			articStaccatoAbove					
108	108	323	323	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	666								
108	108	321	321	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	667								
108	108	321	321	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	668			articStaccatoAbove					
108	108	321	321	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	669								
109	109	324	324	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	670				103				
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	671				103				
109	109	326	326	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	672								
109	109	324	324	0.0	0	0	Dynamic	3/4	1	2	0					p						
109	109	324	324	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	673	p							
109	109	324	324	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	674				104				
109	109	324	324	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	675								
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	676								
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	677								
110	110	327	327	0.0	0	0	Spanner	3/4	1	1	0									6		
110	110	327	327	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	678				105		6		
110	110	657/2	657/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	679				105		6		
110	110	329	329	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	680						6		
110	110	327	327	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	681	<					6		
110	110	327	327	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	682				106				
110	110	657/2	657/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	683				106				
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	684								
110	110	327	327	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	685								
111	111	330	330	0.0	0	0	Spanner	3/4	1	1	0											
111	111	330	330	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	686				107				
111	111	330	330	0.0	0	0	Dynamic	3/4	1	2	0					sf						
111	111	330	330	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	687								
111	111	330	330	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	688				108				
111	111	330	330	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	689								
112	112	333	333	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	690				107				
112	112	334	334	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	691				107				
112	112	669/2	669/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	692				107				
112	112	335	335	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	693				107				
112	112	671/2	671/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	694								
112	112	333	333	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	695								
112	112	333	333	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	696				108				
112	112	334	334	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	697				108				
112	112	669/2	669/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	698				108				
112	112	335	335	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	699				108				
112	112	671/2	671/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	700								
112	112	333	333	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	701								
113	113	336	336	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	702				109				
113	113	337	337	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	703				109				
113	113	338	338	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	704				109				
113	113	336	336	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	705	<							
113	113	337	337	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	706								
113	113	338	338	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	707								
113	113	336	336	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	708				110				
113	113	337	337	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	709				110				
113	113	338	338	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	710								
114	114	339	339	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	711				109				
114	114	340	340	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	712				109				
114	114	341	341	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	713								
114	114	339	339	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	714	>							
114	114	341	341	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	715								
114	114	339	339	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	716								
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	717								
115	115	342	342	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	718				111				
115	115	344	344	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	719				111				
115	115	342	342	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	720	>							
115	115	344	344	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	721								
115	115	342	342	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	722				112				
115	115	344	344	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	723				112				
115	115	342	342	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	724								
116	116	345	345	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	725								
116	116	345	345	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	726								
116	116	345	345	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	727								
116	116	345	345	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	728								
117	117	348	348	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	729				113				
117	117	699/2	699/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	730				113				
117	117	350	350	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	731								
117	117	348	348	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	732	p							
117	117	348	348	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	733								
118	118	351	351	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	734								
118	118	351	351	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	735								
118	118	351	351	0.0	0	0	Dynamic	3/4	2	1	0					sf						
118	118	351	351	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	736								
118	118	351	351	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	737								
119	119	354	354	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	738				114				
119	119	711/2	711/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	739				114				
119	119	356	356	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	740								
119	119	354	354	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	741								
119	119	354	354	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	742								
119	119	354	354	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	743								
120	120	357	357	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	744								
120	120	357	357	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	745								
120	120	357	357	0.0	0	0	Dynamic	3/4	2	1	0					sf						
120	120	357	357	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	746								
120	120	357	357	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	747								
121	121	360	360	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	748				115				
121	121	723/2	723/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	749				115				
121	121	362	362	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	750								
121	121	360	360	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	751	p							
121	121	360	360	0.0	0	0	Dynamic	3/4	2	1	0					p						
121	121	360	360	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	752								
121	121	360	360	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	753								
122	122	363	363	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	754								
122	122	365	365	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	755								
122	122	363	363	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	756								
122	122	363	363	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	757								
123	123	366	366	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	758				116				
123	123	368	368	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	759				116				
123	123	366	366	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	760								
123	123	366	366	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	761								
124	124	369	369	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	762								
124	124	371	371	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	763								
124	124	369	369	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	764								
124	124	369	369	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	765								
125	125	372	372	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	766				117				
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	767				117				
125	125	374	374	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	768								
125	125	372	372	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	769								
125	125	372	372	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	770				118				
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	771				118				
125	125	374	374	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	772								
125	125	372	372	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	773								
126	126	375	375	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	774								
126	126	375	375	0.0	0	0	Dynamic	3/4	1	2	0					sf						
126	126	375	375	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	775								
126	126	375	375	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	776								
127	127	378	378	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	777				119				
127	127	759/2	759/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	778				119				
127	127	380	380	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	779								
127	127	378	378	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	780								
127	127	378	378	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	781				120				
127	127	759/2	759/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	782				120				
127	127	380	380	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	783								
127	127	378	378	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	784								
128	128	381	381	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	785								
128	128	381	381	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	786								
128	128	381	381	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	787								
129	129	384	384	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	788				121				
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	789				121				
129	129	386	386	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	790								
129	129	384	384	0.0	0	0	Dynamic	3/4	1	2	0					sf						
129	129	384	384	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	791	p							
129	129	384	384	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	792				122				
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	793				122				
129	129	386	386	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	794								
129	129	384	384	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	795								
130	130	387	387	0.0	0	0	Spanner	3/4	1	1	0											1
130	130	387	387	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	796			articStaccatoBelow	123				1
130	130	389	389	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	797			articStaccatoBelow					1
130	130	387	387	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	798								
131	131	390	390	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	799				124				1
131	131	392	392	0.0	1/2	1/2	Spanner	3/4	1	1	0							124				
131	131	392	392	0.0	1/2	1/2	Spanner	3/4	1	1	0							124	1			
131	131	392	392	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	800				124	1			
131	131	390	390	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	801								
132	132	393	393	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	802					1			
132	132	395	395	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p						
132	132	395	395	0.0	1/2	1/2	Spanner	3/4	1	1	0											
132	132	395	395	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	803	p							
132	132	393	393	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	804								
133	133	396	396	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	805				125				
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	806				125				
133	133	398	398	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	807								
133	133	396	396	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	808								
133	133	396	396	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	809				126				
133	133	396	396	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	810								
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	811								
133	133	398	398	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	812								
134	134	399	399	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	813				127				
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	814				127				
134	134	401	401	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	815								
134	134	399	399	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	816								
134	134	399	399	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	817				128				
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	818				128				
134	134	401	401	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	819								
134	134	399	399	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	820								
135	135	402	402	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	821				129				
135	135	402	402	0.0	0	0	Dynamic	3/4	1	2	0					sf						
135	135	402	402	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	822								
135	135	402	402	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	823				130				
136	136	405	405	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	824				129				
136	136	406	406	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	825				129				
136	136	813/2	813/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	826				129				
136	136	407	407	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	827				129				
136	136	815/2	815/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	828								
136	136	405	405	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	829								
136	136	405	405	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	830				130				
136	136	406	406	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	831				130				
136	136	813/2	813/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	832				130				
136	136	407	407	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	833				130				
136	136	815/2	815/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	834								
136	136	405	405	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	835								
137	137	408	408	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	836				131				
137	137	409	409	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	837				131				
137	137	410	410	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	838				131				
137	137	408	408	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	839								
137	137	409	409	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	840								
137	137	410	410	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	841								
137	137	408	408	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	842				132				
137	137	409	409	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	843				132				
137	137	410	410	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	844								
138	138	411	411	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	845				131				
138	138	412	412	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	846				131				
138	138	413	413	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	847								
