mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line
10	9	18	18	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	67			articStaccatoBelow		
11	10	37/2	37/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	68			articStaccatoAbove		
11	10	19	19	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	69			articStaccatoAbove		
11	10	39/2	39/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	70					
11	10	20	20	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	71			articStaccatoAbove		
11	10	37/2	37/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	72			articStaccatoBelow		
11	10	19	19	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	73			articStaccatoBelow		
11	10	39/2	39/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	74			articStaccatoBelow		
11	10	20	20	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	75			articStaccatoBelow		
12	11	41/2	41/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	76			articStaccatoAbove		
12	11	21	21	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	77			articStaccatoAbove		
12	11	43/2	43/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	78				4	
12	11	87/4	87/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	79				4	
12	11	22	22	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	80				4	
12	11	89/4	89/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	81					
12	11	41/2	41/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	82			articStaccatoBelow		
12	11	21	21	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	83			articStaccatoBelow		
12	11	43/2	43/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	84			articStaccatoBelow		
12	11	22	22	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	85			articStaccatoBelow		
13	12	45/2	45/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	86			articStaccatoAbove		
13	12	23	23	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	87			articStaccatoAbove		
13	12	47/2	47/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	88				5	
13	12	95/4	95/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	89				5	
13	12	24	24	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	90				5	
13	12	97/4	97/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	91					
13	12	45/2	45/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	92			articStaccatoBelow		
13	12	23	23	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	93			articStaccatoBelow		
13	12	47/2	47/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	94			articStaccatoBelow		
13	12	24	24	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	95			articStaccatoBelow		
14	13	49/2	49/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	96			articStaccatoAbove		
14	13	25	25	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	97			articStaccatoAbove		
14	13	51/2	51/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	98				6	
14	13	103/4	103/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	99				6	
14	13	26	26	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	100				6	
14	13	105/4	105/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	101					
14	13	49/2	49/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	102			articStaccatoBelow		
14	13	25	25	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	103			articStaccatoBelow		
14	13	51/2	51/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	104			articStaccatoBelow		
14	13	26	26	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	105			articStaccatoBelow		
15	14	53/2	53/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	106			articStaccatoAbove		
15	14	27	27	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	107			articStaccatoAbove		
15	14	55/2	55/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	108				7	
15	14	111/4	111/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	109				7	
15	14	28	28	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	110				7	
15	14	113/4	113/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	111					
15	14	53/2	53/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	112			articStaccatoBelow		
15	14	27	27	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	113			articStaccatoBelow		
15	14	55/2	55/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	114			articStaccatoBelow		
15	14	28	28	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	115			articStaccatoBelow		
16	15	57/2	57/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
16	15	57/2	57/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	116			articStaccatoAbove		
16	15	29	29	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	117			articStaccatoAbove		
16	15	59/2	59/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	118				8	
16	15	119/4	119/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	119				8	
16	15	30	30	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	120				8	
16	15	121/4	121/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	121					
16	15	57/2	57/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	122					
16	15	29	29	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	123					
16	15	59/2	59/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	124					
17	16	61/2	61/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
17	16	61/2	61/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	125			articStaccatoAbove		
17	16	31	31	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	126			articStaccatoAbove		
17	16	63/2	63/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	127				9	
17	16	127/4	127/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	128				9	
17	16	32	32	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	129				9	
17	16	129/4	129/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	130					
17	16	61/2	61/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	131					
17	16	31	31	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	132					
17	16	63/2	63/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	133					
18	17	65/2	65/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	134				10	
18	17	131/4	131/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	135				10	
18	17	33	33	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	136				10	
18	17	133/4	133/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	137				10	
18	17	67/2	67/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	138				10	
18	17	135/4	135/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	139				10	
18	17	34	34	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	140				10	
18	17	137/4	137/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	141					
18	17	65/2	65/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	142					
18	17	67/2	67/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	143					
19	18	69/2	69/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	144				11	
19	18	139/4	139/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	145				11	
19	18	35	35	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	146				11	
19	18	141/4	141/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	147				11	
19	18	71/2	71/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	148				11	
19	18	143/4	143/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	149				11	
19	18	36	36	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	150				11	
19	18	145/4	145/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	151					
19	18	69/2	69/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	152					
20	19	73/2	73/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
20	19	73/2	73/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	153				12	
20	19	147/4	147/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	154				12	
20	19	37	37	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	155				12	
20	19	149/4	149/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	156				12	
20	19	75/2	75/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	157				12	
20	19	151/4	151/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	158				12	
20	19	38	38	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	159				12	
20	19	153/4	153/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	160					
20	19	73/2	73/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	161					
20	19	37	37	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	162					
20	19	75/2	75/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	163					
21	20	77/2	77/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
21	20	77/2	77/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	164				13	
21	20	155/4	155/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	165				13	
21	20	39	39	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	166				13	
21	20	157/4	157/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	167				13	
21	20	79/2	79/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	168				13	
21	20	159/4	159/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	169				13	
21	20	40	40	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	170				13	
21	20	161/4	161/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	171					
21	20	77/2	77/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	172					
21	20	39	39	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	173					
21	20	79/2	79/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	174					
22	21	81/2	81/2	0.0	0	0	Dynamic	2/4	1	1	0						f			
22	21	81/2	81/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	175	f			14	
22	21	163/4	163/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	176				14	
22	21	41	41	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	177				14	
22	21	165/4	165/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	178				14	
22	21	83/2	83/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	179				14	
22	21	167/4	167/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	180				14	
22	21	42	42	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	181				14	
22	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	182				14	
22	21	81/2	81/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	183					
22	21	41	41	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	184					
22	21	83/2	83/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	185					
22	21	42	42	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	186					
23	22	85/2	85/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	187				14	
23	22	171/4	171/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	188				14	
23	22	43	43	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	189				14	
23	22	173/4	173/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	190				14	
23	22	87/2	87/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	191				14	
23	22	175/4	175/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	192				14	
23	22	44	44	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	193				14	
23	22	177/4	177/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	194					
23	22	85/2	85/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	195					
23	22	43	43	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	196					
23	22	87/2	87/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	197					
23	22	44	44	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	198					
24	23	89/2	89/2	0.0	0	0	Dynamic	2/4	1	1	0						p			
24	23	89/2	89/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	199			articStaccatoAbove		
24	23	45	45	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	200	p		articStaccatoAbove		
24	23	91/2	91/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	201			articStaccatoAbove		
24	23	46	46	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	202			articStaccatoAbove		
24	23	89/2	89/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	203			articStaccatoAbove		
24	23	45	45	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	204			articStaccatoAbove		
24	23	91/2	91/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	205			articStaccatoAbove		
24	23	46	46	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	206			articStaccatoAbove		
24	23	89/2	89/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	207					
25	24	93/2	93/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	208			articStaccatoAbove		
25	24	47	47	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	209			articStaccatoAbove		
25	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	210			articStaccatoAbove		
25	24	48	48	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	211			articStaccatoAbove		
25	24	93/2	93/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	212			articStaccatoAbove		
25	24	47	47	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	213			articStaccatoAbove		
25	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	214			articStaccatoAbove		
25	24	48	48	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	215			articStaccatoAbove		
25	24	93/2	93/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	216					
26	25	97/2	97/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	217			articStaccatoAbove		
26	25	49	49	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	218			articStaccatoAbove		
26	25	99/2	99/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	219			articStaccatoAbove		
26	25	50	50	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	220			articStaccatoAbove		
26	25	97/2	97/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	221			articStaccatoAbove		
26	25	49	49	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	222			articStaccatoAbove		
26	25	99/2	99/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	223			articStaccatoAbove		
26	25	50	50	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	224			articStaccatoAbove		
26	25	97/2	97/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	225					
27	26	101/2	101/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	226			articStaccatoAbove		
27	26	51	51	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	227			articStaccatoAbove		
27	26	103/2	103/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	228					
27	26	207/4	207/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	229					
27	26	52	52	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	230					
27	26	209/4	209/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	231					
27	26	101/2	101/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	232			articStaccatoAbove		
27	26	51	51	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	233			articStaccatoAbove		
27	26	103/2	103/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	234			articStaccatoAbove		
27	26	52	52	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	235			articStaccatoAbove		
27	26	101/2	101/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	236					
28	27	105/2	105/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	237			articStaccatoAbove		
28	27	53	53	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	238			articStaccatoAbove		
28	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	239			articStaccatoAbove		
28	27	54	54	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	240			articStaccatoAbove		
28	27	105/2	105/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	241			articStaccatoAbove		
28	27	53	53	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	242			articStaccatoAbove		
28	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	243			articStaccatoAbove		
28	27	54	54	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	244			articStaccatoAbove		
28	27	105/2	105/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	245					
29	28	109/2	109/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	246			articStaccatoAbove		
29	28	55	55	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	247			articStaccatoAbove		
29	28	111/2	111/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	248			articStaccatoAbove		
29	28	56	56	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	249			articStaccatoAbove		
29	28	109/2	109/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	250			articStaccatoAbove		
29	28	55	55	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	251			articStaccatoAbove		
29	28	111/2	111/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	252			articStaccatoAbove		
29	28	56	56	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	253			articStaccatoAbove		
29	28	109/2	109/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	254					
30	29	113/2	113/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	255					
30	29	57	57	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	256			articStaccatoAbove		
30	29	115/2	115/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	257			articStaccatoAbove		
