mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line
56	54	433/4	433/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	522					
56	54	213/2	213/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	523					
57	55	217/2	217/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	524					
57	55	217/2	217/2	0.0	0	0	Dynamic	2/4	1	2	0						sf			
57	55	217/2	217/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	525			articStaccatoBelow		
57	55	219/2	219/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	526				42	
57	55	439/4	439/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	527				42	
57	55	110	110	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	528				42	
57	55	441/4	441/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	529					
57	55	217/2	217/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	530					
58	56	221/2	221/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	531					
58	56	111	111	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	532			articStaccatoAbove		
58	56	223/2	223/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	533				43	
58	56	447/4	447/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	534				43	
58	56	112	112	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	535				43	
58	56	449/4	449/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	536					
58	56	221/2	221/2	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	537					
58	56	221/2	221/2	0.0	0	0	Dynamic	2/4	2	1	0						sf			
58	56	221/2	221/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	538					
59	57	225/2	225/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	539			articStaccatoAbove		
59	57	113	113	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	540			articStaccatoAbove		
59	57	227/2	227/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	541				44	
59	57	455/4	455/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	542				44	
59	57	114	114	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	543				44	
59	57	457/4	457/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	544					
59	57	225/2	225/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	545					
59	57	225/2	225/2	0.0	0	0	Dynamic	2/4	2	1	0						sf			
59	57	225/2	225/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	546					
60	58	229/2	229/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	547					
60	58	229/2	229/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	548			articStaccatoBelow		
60	58	115	115	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	549			articStaccatoBelow		
60	58	231/2	231/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	550				45	
60	58	463/4	463/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	551				45	
60	58	116	116	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	552				45	
60	58	465/4	465/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	553					
60	58	229/2	229/2	0.0	0	0	Dynamic	2/4	2	1	0						sf			
60	58	229/2	229/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	554					
61	59	233/2	233/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	555					
61	59	233/2	233/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	556			articStaccatoBelow		
61	59	117	117	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	557			articStaccatoBelow		
61	59	235/2	235/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	558				46	
61	59	471/4	471/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	559				46	
61	59	118	118	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	560				46	
61	59	473/4	473/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	561					
61	59	233/2	233/2	0.0	0	0	Dynamic	2/4	2	1	0						sf			
61	59	233/2	233/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	562					
62	60	237/2	237/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	563			articStaccatoAbove		
62	60	119	119	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	564			articStaccatoAbove		
62	60	239/2	239/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	565				47	
62	60	479/4	479/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	566				47	
62	60	120	120	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	567				47	
62	60	481/4	481/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	568					
62	60	237/2	237/2	0.0	0	0	Dynamic	2/4	1	2	0						sf			
62	60	237/2	237/2	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	569					
62	60	237/2	237/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	570					
63	61	241/2	241/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	571			articStaccatoAbove		
63	61	121	121	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	572			articStaccatoAbove		
63	61	243/2	243/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	573				48	
63	61	487/4	487/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	574				48	
63	61	122	122	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	575				48	
63	61	489/4	489/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	576					
63	61	241/2	241/2	0.0	0	0	Dynamic	2/4	1	2	0						sf			
63	61	241/2	241/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	577					
63	61	241/2	241/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	578					
64	62	245/2	245/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	579					
64	62	245/2	245/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	580			articStaccatoBelow		
64	62	123	123	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	581			articStaccatoBelow		
64	62	247/2	247/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	582				49	
64	62	495/4	495/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	583				49	
64	62	124	124	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	584				49	
64	62	497/4	497/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	585					
64	62	245/2	245/2	0.0	0	0	Dynamic	2/4	2	1	0						sf			
64	62	245/2	245/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	586					
65	63	249/2	249/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
65	63	249/2	249/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	587					
65	63	249/2	249/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	588			articStaccatoBelow		
65	63	125	125	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	589			articStaccatoBelow		
65	63	251/2	251/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	590				50	
65	63	503/4	503/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	591				50	
65	63	126	126	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	592				50	
65	63	505/4	505/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	593					
65	63	249/2	249/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	594			articStaccatoBelow		
65	63	125	125	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	595			articStaccatoBelow		
65	63	251/2	251/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	596				51	
65	63	503/4	503/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	597				51	
65	63	126	126	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	598				51	
65	63	505/4	505/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	599					
66	64	253/2	253/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
66	64	253/2	253/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	600					
66	64	253/2	253/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	601			articStaccatoBelow		
66	64	127	127	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	602			articStaccatoBelow		
66	64	255/2	255/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	603				52	
66	64	511/4	511/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	604				52	
66	64	128	128	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	605				52	
66	64	513/4	513/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	606					
66	64	253/2	253/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	607			articStaccatoAbove		
66	64	127	127	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	608			articStaccatoAbove		
66	64	255/2	255/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	609				53	
66	64	511/4	511/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	610				53	
66	64	128	128	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	611				53	
66	64	513/4	513/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	612					
66	64	253/2	253/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	613					
67	65	257/2	257/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
67	65	257/2	257/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	614					
67	65	257/2	257/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	615			articStaccatoBelow		
67	65	129	129	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	616			articStaccatoBelow		
67	65	259/2	259/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	617				54	
67	65	519/4	519/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	618				54	
67	65	130	130	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	619				54	
67	65	521/4	521/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	620					
67	65	257/2	257/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	621			articStaccatoAbove		
67	65	129	129	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	622			articStaccatoAbove		
67	65	259/2	259/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	623				55	
67	65	519/4	519/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	624				55	
67	65	130	130	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	625				55	
67	65	521/4	521/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	626					
67	65	257/2	257/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	627					
68	66	261/2	261/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
68	66	261/2	261/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	628					
68	66	261/2	261/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	629			articStaccatoBelow		
68	66	131	131	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	630			articStaccatoBelow		
68	66	263/2	263/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	631				56	
68	66	527/4	527/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	632				56	
68	66	132	132	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	633				56	
68	66	529/4	529/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	634					
68	66	261/2	261/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	635			articStaccatoAbove		
68	66	131	131	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	636			articStaccatoAbove		
68	66	263/2	263/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	637				57	
68	66	527/4	527/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	638				57	
68	66	132	132	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	639				57	
68	66	529/4	529/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	640					
68	66	261/2	261/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	641					
69	67	265/2	265/2	0.0	0	0	Dynamic	2/4	1	1	0						f			
69	67	265/2	265/2	0.0	0	0	Dynamic	2/4	1	1	0						f			
69	67	265/2	265/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	642	f				
69	67	133	133	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p			
69	67	133	133	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	643	p			58	
69	67	533/4	533/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	644				58	
69	67	267/2	267/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	645				58	
69	67	535/4	535/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	646				58	
69	67	134	134	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	647				58	
69	67	537/4	537/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	648					
69	67	265/2	265/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	649					
70	68	269/2	269/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	650				59	
70	68	539/4	539/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	651				59	
70	68	135	135	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	652				59	
70	68	541/4	541/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	653				59	
70	68	271/2	271/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	654				59	
70	68	543/4	543/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	655				59	
70	68	136	136	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	656				59	
70	68	545/4	545/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	657					
71	69	273/2	273/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	658					
71	69	137	137	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	659					
71	69	275/2	275/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	660					
71	69	138	138	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	661					
71	69	273/2	273/2	0.0	0	0	Dynamic	2/4	1	2	0						p			
71	69	273/2	273/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	662	p		articStaccatoBelow		
71	69	137	137	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	663			articStaccatoBelow		
71	69	275/2	275/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	664			articStaccatoBelow		
71	69	138	138	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	665			articStaccatoBelow		
71	69	273/2	273/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	666			articStaccatoAbove		
71	69	137	137	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	667			articStaccatoAbove		
71	69	275/2	275/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	668			articStaccatoAbove		
71	69	138	138	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	669			articStaccatoAbove		
71	69	273/2	273/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	670					
72	70	277/2	277/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	671					
72	70	139	139	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	672					
72	70	279/2	279/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	673					
72	70	140	140	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	674					
72	70	277/2	277/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	675			articStaccatoBelow		
72	70	139	139	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	676			articStaccatoBelow		
72	70	279/2	279/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	677			articStaccatoBelow		
72	70	140	140	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	678			articStaccatoBelow		
72	70	277/2	277/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	679			articStaccatoAbove		
72	70	139	139	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	680			articStaccatoAbove		
72	70	279/2	279/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	681			articStaccatoAbove		
72	70	140	140	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	682			articStaccatoAbove		
72	70	277/2	277/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	683					
73	71	281/2	281/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	684			articStaccatoAbove		
73	71	141	141	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	685			articStaccatoAbove		
73	71	283/2	283/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	686			articStaccatoAbove		
73	71	142	142	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	687			articStaccatoAbove		
73	71	281/2	281/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	688					
73	71	141	141	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	689					
73	71	283/2	283/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	690					
73	71	142	142	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	691					
73	71	281/2	281/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	692			articStaccatoAbove		
73	71	141	141	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	693			articStaccatoAbove		
73	71	283/2	283/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	694			articStaccatoAbove		
73	71	142	142	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	695			articStaccatoAbove		
73	71	281/2	281/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	696					
74	72	285/2	285/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	697			articStaccatoAbove		
74	72	143	143	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	698			articStaccatoAbove		
74	72	287/2	287/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	699			articStaccatoAbove		
74	72	144	144	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	700			articStaccatoAbove		
74	72	285/2	285/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	701					
74	72	143	143	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	702					
74	72	287/2	287/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	703					
74	72	144	144	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	704					
74	72	285/2	285/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	705			articStaccatoAbove		
74	72	143	143	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	706			articStaccatoAbove		
74	72	287/2	287/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	707			articStaccatoAbove		
74	72	144	144	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	708			articStaccatoAbove		
74	72	285/2	285/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	709					
75	73	289/2	289/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	710					
75	73	145	145	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	711					
75	73	291/2	291/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	712					
75	73	146	146	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	713					
75	73	289/2	289/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	714			articStaccatoBelow		
75	73	145	145	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	715			articStaccatoBelow		
75	73	291/2	291/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	716			articStaccatoBelow		
75	73	146	146	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	717			articStaccatoBelow		
75	73	289/2	289/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	718			articStaccatoAbove		
75	73	145	145	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	719			articStaccatoAbove		
75	73	291/2	291/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	720			articStaccatoAbove		
75	73	146	146	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	721			articStaccatoAbove		
75	73	289/2	289/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	722					
76	74	293/2	293/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	723					
76	74	147	147	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	724					
76	74	295/2	295/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	725					
76	74	148	148	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	726					
76	74	293/2	293/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	727			articStaccatoBelow		
76	74	147	147	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	728			articStaccatoBelow		
76	74	295/2	295/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	729			articStaccatoBelow		
76	74	148	148	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	730			articStaccatoBelow		
76	74	293/2	293/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	731			articStaccatoAbove		
76	74	147	147	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	732			articStaccatoAbove		
76	74	295/2	295/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	733			articStaccatoAbove		
76	74	148	148	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	734			articStaccatoAbove		
76	74	293/2	293/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	735					
77	75	297/2	297/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	736			articStaccatoAbove		
77	75	149	149	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	737			articStaccatoAbove		
77	75	299/2	299/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	738			articStaccatoAbove		
77	75	150	150	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	739			articStaccatoAbove		
77	75	297/2	297/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	740					
77	75	149	149	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	741					
77	75	299/2	299/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	742					
77	75	150	150	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	743					
77	75	297/2	297/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	744			articStaccatoAbove		
77	75	149	149	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	745			articStaccatoAbove		
77	75	299/2	299/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	746			articStaccatoAbove		
77	75	150	150	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	747			articStaccatoAbove		
77	75	297/2	297/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	748					
78	76	301/2	301/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	749			articStaccatoAbove		
78	76	151	151	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	750			articStaccatoAbove		
78	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	751			articStaccatoAbove		
78	76	152	152	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	752			articStaccatoAbove		
78	76	301/2	301/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	753					
78	76	151	151	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	754					
78	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	755					
78	76	152	152	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	756					
78	76	301/2	301/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	757			articStaccatoAbove		
78	76	151	151	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	758			articStaccatoAbove		
78	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	759			articStaccatoAbove		
78	76	152	152	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	760			articStaccatoAbove		
78	76	301/2	301/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	761					
79	77	305/2	305/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	762			articStaccatoAbove		
79	77	153	153	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	763			articStaccatoAbove		
79	77	307/2	307/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	764			articStaccatoAbove		
79	77	154	154	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	765					
79	77	305/2	305/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	766					
79	77	153	153	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	767					
79	77	307/2	307/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	768					
79	77	154	154	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	769					
79	77	305/2	305/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	770			articStaccatoAbove		
79	77	153	153	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	771			articStaccatoAbove		
79	77	307/2	307/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	772			articStaccatoAbove		
79	77	154	154	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	773			articStaccatoAbove		
80	78	309/2	309/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	774			articStaccatoAbove		
80	78	155	155	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	775			articStaccatoAbove		
80	78	311/2	311/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	776			articStaccatoAbove		
80	78	156	156	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	777			articStaccatoAbove		
80	78	309/2	309/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	778					
80	78	155	155	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	779					
80	78	311/2	311/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	780					
80	78	156	156	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	781					
