mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
105	102	3291/8	3323/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1999												
105	102	3293/8	3325/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2000												
105	102	3295/8	3327/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2001												
106	103	3297/8	3329/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2002												
106	103	3301/8	3333/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2003												
106	103	3303/8	3335/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2004												
106	103	3305/8	3337/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2005												
106	103	3307/8	3339/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2006												
106	103	3309/8	3341/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2007												
106	103	3311/8	3343/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2008												
106	103	3313/8	3345/8	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2009			articStaccatoAbove									
106	103	3321/8	3353/8	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2010			articStaccatoAbove									
106	103	3313/8	3345/8	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	2011												
106	103	3315/8	3347/8	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	2012												
106	103	3317/8	3349/8	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	2013												
106	103	3319/8	3351/8	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	2014												
106	103	3321/8	3353/8	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	2015												
106	103	3323/8	3355/8	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	2016												
106	103	3325/8	3357/8	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	2017												
106	103	3327/8	3359/8	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	2018												
106	103	3297/8	3329/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2019												
106	103	3299/8	3331/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2020												
106	103	3301/8	3333/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2021												
106	103	3303/8	3335/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2022												
106	103	3305/8	3337/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2023												
106	103	3307/8	3339/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2024												
106	103	3309/8	3341/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2025												
106	103	3311/8	3343/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2026												
106	103	3313/8	3345/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2027												
106	103	3315/8	3347/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2028												
106	103	3317/8	3349/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2029												
106	103	3319/8	3351/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2030												
106	103	3321/8	3353/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2031												
106	103	3323/8	3355/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2032												
106	103	3325/8	3357/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2033												
106	103	3327/8	3359/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2034												
107	104	3329/8	3361/8	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2035												
107	104	3341/8	3373/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2036												
107	104	3345/8	3377/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2037												
107	104	3347/8	3379/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2038												
107	104	3349/8	3381/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2039												
107	104	3351/8	3383/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2040												
107	104	3353/8	3385/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2041												
107	104	3355/8	3387/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2042												
107	104	3357/8	3389/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2043												
107	104	3359/8	3391/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2044												
107	104	3329/8	3361/8	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	2045												
107	104	3331/8	3363/8	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	2046												
107	104	3333/8	3365/8	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	2047												
107	104	3335/8	3367/8	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	2048												
107	104	3337/8	3369/8	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	2049												
107	104	3341/8	3373/8	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	2050												
107	104	3343/8	3375/8	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	2051												
107	104	3345/8	3377/8	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	2052												
107	104	3329/8	3361/8	0.0		0	0	Dynamic	4/4	2	1	0						sf										
107	104	3329/8	3361/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2053												
107	104	3331/8	3363/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2054												
107	104	3333/8	3365/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2055												
107	104	3335/8	3367/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2056												
107	104	3337/8	3369/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2057												
107	104	3339/8	3371/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2058												
107	104	3341/8	3373/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2059												
107	104	3343/8	3375/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2060												
107	104	3345/8	3377/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2061												
107	104	3349/8	3381/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2062					67							
107	104	3353/8	3385/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2063					67							
107	104	3357/8	3389/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2064					67							
108	105	3361/8	3393/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2065												
108	105	3363/8	3395/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2066												
108	105	3365/8	3397/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2067												
108	105	3367/8	3399/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2068												
108	105	3369/8	3401/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2069												
108	105	3371/8	3403/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2070												
108	105	3373/8	3405/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2071												
108	105	3375/8	3407/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2072												
108	105	3377/8	3409/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2073												
108	105	3379/8	3411/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2074												
108	105	3381/8	3413/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2075												
108	105	3383/8	3415/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2076												
108	105	3385/8	3417/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2077												
108	105	3387/8	3419/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2078												
108	105	3389/8	3421/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2079												
108	105	3391/8	3423/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2080												
108	105	3361/8	3393/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2081					67							
108	105	3365/8	3397/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2082												
108	105	3369/8	3401/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2083			articStaccatoAbove									
108	105	3373/8	3405/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2084			articStaccatoAbove									
108	105	3381/8	3413/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2085					68							
108	105	3385/8	3417/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2086					68							
108	105	3389/8	3421/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2087					68							
109	106	3393/8	3425/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2088												
109	106	3395/8	3427/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2089												
109	106	3397/8	3429/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2090												
109	106	3399/8	3431/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2091												
109	106	3401/8	3433/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2092												
109	106	3403/8	3435/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2093												
109	106	3405/8	3437/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2094												
109	106	3407/8	3439/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2095												
109	106	3409/8	3441/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2096												
109	106	3411/8	3443/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2097												
109	106	3413/8	3445/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2098												
109	106	3415/8	3447/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2099												
109	106	3417/8	3449/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2100												
109	106	3419/8	3451/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2101												
109	106	3421/8	3453/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2102												
109	106	3423/8	3455/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2103												
109	106	3393/8	3425/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2104					68							
109	106	3397/8	3429/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2105												
109	106	3401/8	3433/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2106			articStaccatoAbove									
109	106	3405/8	3437/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2107			articStaccatoAbove									
109	106	3413/8	3445/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2108					69							
109	106	3417/8	3449/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2109					69							
109	106	3421/8	3453/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2110												
110	107	3425/8	3457/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2111			articStaccatoAbove									
110	107	3433/8	3465/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2112			articStaccatoAbove									
110	107	3441/8	3473/8	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2113												
110	107	3425/8	3457/8	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	2114												
110	107	3427/8	3459/8	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	2115												
110	107	3429/8	3461/8	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	2116												
110	107	3431/8	3463/8	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	2117												
110	107	3433/8	3465/8	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	2118												
110	107	3435/8	3467/8	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	2119												
110	107	3437/8	3469/8	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	2120												
110	107	3439/8	3471/8	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	2121												
110	107	3441/8	3473/8	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	2122												
110	107	3449/8	3481/8	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	2123												
110	107	3451/8	3483/8	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	2124												
110	107	3453/8	3485/8	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	2125												
110	107	3455/8	3487/8	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	2126												
110	107	3425/8	3457/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2127												
110	107	3427/8	3459/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2128												
110	107	3429/8	3461/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2129												
110	107	3431/8	3463/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2130												
110	107	3433/8	3465/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2131												
110	107	3435/8	3467/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2132												
110	107	3437/8	3469/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2133												
110	107	3439/8	3471/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2134												
110	107	3441/8	3473/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2135												
110	107	3443/8	3475/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2136												
110	107	3445/8	3477/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2137												
110	107	3447/8	3479/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2138												
110	107	3449/8	3481/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2139												
110	107	3451/8	3483/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2140												
110	107	3453/8	3485/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2141												
110	107	3455/8	3487/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2142												
111	108	3457/8	3489/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2143												
111	108	3459/8	3491/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2144												
111	108	3461/8	3493/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2145												
111	108	3463/8	3495/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2146												
111	108	3465/8	3497/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2147												
111	108	3467/8	3499/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2148												
111	108	3469/8	3501/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2149												
111	108	3471/8	3503/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2150												
111	108	3473/8	3505/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2151												
111	108	3475/8	3507/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2152												
111	108	3477/8	3509/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2153												
111	108	3479/8	3511/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2154												
111	108	3481/8	3513/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2155												
111	108	3483/8	3515/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2156												
111	108	3485/8	3517/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2157												
111	108	3487/8	3519/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2158												
111	108	3457/8	3489/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2159												
111	108	3459/8	3491/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2160												
111	108	3461/8	3493/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2161												
111	108	3463/8	3495/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2162												
111	108	3465/8	3497/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2163												
111	108	3467/8	3499/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2164												
111	108	3469/8	3501/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2165												
111	108	3471/8	3503/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2166												
111	108	3473/8	3505/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2167												
111	108	3475/8	3507/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2168												
111	108	3477/8	3509/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2169												
111	108	3479/8	3511/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2170												
111	108	3481/8	3513/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2171												
111	108	3483/8	3515/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2172												
111	108	3485/8	3517/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2173												
111	108	3487/8	3519/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2174												
112	109	3489/8	3521/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2175												
112	109	3491/8	3523/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2176												
112	109	3493/8	3525/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2177												
112	109	3495/8	3527/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2178												
112	109	3497/8	3529/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2179												
112	109	3499/8	3531/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2180												
112	109	3501/8	3533/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2181												
112	109	3503/8	3535/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2182												
112	109	3505/8	3537/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2183												
112	109	3507/8	3539/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2184												
112	109	3509/8	3541/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2185												
112	109	3511/8	3543/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2186												
112	109	3513/8	3545/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2187												
112	109	3515/8	3547/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2188												
112	109	3517/8	3549/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2189												
112	109	3519/8	3551/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2190												
112	109	3489/8	3521/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2191												
112	109	3491/8	3523/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2192												
112	109	3493/8	3525/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2193												
112	109	3495/8	3527/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2194												
112	109	3497/8	3529/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2195												
112	109	3499/8	3531/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2196												
112	109	3501/8	3533/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2197												
112	109	3503/8	3535/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2198												
112	109	3505/8	3537/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2199												
112	109	3507/8	3539/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2200												
112	109	3509/8	3541/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2201												
112	109	3511/8	3543/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2202												
112	109	3513/8	3545/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2203												
112	109	3515/8	3547/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2204												
112	109	3517/8	3549/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2205												
112	109	3519/8	3551/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2206												
113	110	3521/8	3553/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2207												
113	110	3523/8	3555/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2208												
113	110	3525/8	3557/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2209												
113	110	3527/8	3559/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2210												
113	110	3529/8	3561/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2211												
113	110	3531/8	3563/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2212												
113	110	3533/8	3565/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2213												
113	110	3535/8	3567/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2214												
113	110	3537/8	3569/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2215												
113	110	3539/8	3571/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2216												
113	110	3541/8	3573/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2217												
113	110	3543/8	3575/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2218												
113	110	3545/8	3577/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2219												
113	110	3547/8	3579/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2220												
113	110	3549/8	3581/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2221												
113	110	3551/8	3583/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2222												
113	110	3521/8	3553/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2223												
113	110	3523/8	3555/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2224												
113	110	3525/8	3557/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2225												
113	110	3527/8	3559/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2226												
113	110	3529/8	3561/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2227												
113	110	3531/8	3563/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2228												
113	110	3533/8	3565/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2229												
113	110	3535/8	3567/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2230												
113	110	3537/8	3569/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2231												
113	110	3539/8	3571/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2232												
113	110	3541/8	3573/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2233												
113	110	3543/8	3575/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2234												
113	110	3545/8	3577/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2235												
113	110	3547/8	3579/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2236												
113	110	3549/8	3581/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2237												
113	110	3551/8	3583/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2238												
114	111	3553/8	3585/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2239												
114	111	3555/8	3587/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2240												
114	111	3557/8	3589/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2241												
114	111	3559/8	3591/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2242												
114	111	3561/8	3593/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2243												
114	111	3563/8	3595/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2244												
114	111	3565/8	3597/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2245												
114	111	3567/8	3599/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2246												
114	111	3569/8	3601/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2247												
114	111	3571/8	3603/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2248												
114	111	3573/8	3605/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2249												
114	111	3575/8	3607/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2250												
114	111	3577/8	3609/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2251												
114	111	3579/8	3611/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2252												
114	111	3581/8	3613/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2253												
114	111	3583/8	3615/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2254												
114	111	3553/8	3585/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2255												
114	111	3555/8	3587/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2256												
114	111	3557/8	3589/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2257												
114	111	3559/8	3591/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2258												
114	111	3561/8	3593/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2259												
114	111	3563/8	3595/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2260												
114	111	3565/8	3597/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2261												
114	111	3567/8	3599/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2262												
