mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill
183	179	1429/4	1435/4	0.0		3/16	3/16	Spanner	2/4	1	1	0									9				
183	179	1429/4	1435/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1753					9				
183	179	715/2	359	0.0		1/4	1/4	Spanner	2/4	1	1	0													
183	179	1431/4	1437/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1754									
183	179	1433/4	1439/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1755									
183	179	713/2	358	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1756			articStaccatoBelow						
183	179	357	717/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1757			articStaccatoBelow						
183	179	715/2	359	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1758			articStaccatoBelow						
183	179	358	719/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1759			articStaccatoBelow						
184	180	1435/4	1441/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1760									
184	180	1437/4	1443/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1761									
184	180	1439/4	1445/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1762									
184	180	1441/4	1447/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1763									
184	180	717/2	360	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1764			articStaccatoBelow						
184	180	359	721/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1765			articStaccatoBelow						
184	180	719/2	361	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1766			articStaccatoBelow						
184	180	360	723/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1767									
185	181	1443/4	1449/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1768									
185	181	1445/4	1451/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1769									
185	181	1447/4	1453/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1770									
185	181	1449/4	1455/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1771									
185	181	721/2	362	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1772			articStaccatoBelow						
185	181	361	725/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1773			articStaccatoBelow						
185	181	723/2	363	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1774			articStaccatoBelow						
185	181	362	727/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1775			articStaccatoBelow						
186	182	1451/4	1457/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1776									
186	182	1453/4	1459/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1777									
186	182	1455/4	1461/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1778									
186	182	1457/4	1463/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1779									
186	182	725/2	364	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1780									
186	182	363	729/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1781			articStaccatoBelow						
186	182	727/2	365	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1782			articStaccatoBelow						
186	182	364	731/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1783			articStaccatoBelow						
187	183	729/2	366	0.0		0	0	Dynamic	2/4	1	1	0						f							
187	183	365	733/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1784				163					
187	183	2191/6	1100/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1785				163					
187	183	1096/3	2201/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1786									
187	183	731/2	367	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1787			articStaccatoAbove						
187	183	366	735/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1788				164					
187	183	2197/6	1103/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1789				164					
187	183	1099/3	2207/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1790									
187	183	729/2	366	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1791									
187	183	731/2	367	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1792									
188	184	733/2	368	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1793			articStaccatoAbove						
188	184	367	737/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1794				165					
188	184	2203/6	1106/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1795				165					
188	184	1102/3	2213/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1796									
188	184	735/2	369	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1797			articStaccatoAbove						
188	184	368	739/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1798				166					
188	184	2209/6	1109/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1799				166					
188	184	1105/3	2219/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1800									
189	185	737/2	370	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1801			articStaccatoAbove						
189	185	369	741/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						sf							
189	185	369	741/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1802				167					
189	185	370	743/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1803				167					
189	185	1481/4	1487/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1804									
189	185	369	741/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1805				168					
189	185	370	743/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1806				168					
189	185	1481/4	1487/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1807									
190	186	741/2	372	0.0		0	0	Dynamic	2/4	1	1	0						f							
190	186	741/2	372	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1808				169					
190	186	743/2	373	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1809				169					
190	186	1115/3	2239/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1810				169					
190	186	2231/6	1120/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1811				169					
190	186	372	747/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1812				169					
190	186	2233/6	1121/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1813				169					
190	186	1117/3	2243/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1814									
190	186	741/2	372	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1815									
190	186	743/2	373	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1816									
191	187	373	749/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1817				170					
191	187	374	751/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1818				170					
191	187	1497/4	1503/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1819									
191	187	745/2	374	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1820			articStaccatoAbove						
191	187	373	749/2	0.0		1/8	1/8	Dynamic	2/4	1	2	0						ff							
191	187	373	749/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	1821									
191	187	745/2	374	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1822			articStaccatoAbove						
191	187	373	749/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1823				171					
191	187	374	751/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1824				171					
191	187	1497/4	1503/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1825									
191	187	373	749/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1826									
192	188	749/2	376	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1827				172					
192	188	751/2	377	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1828				172					
192	188	3005/8	3017/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1829				172					
192	188	1503/4	1509/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1830				172					
192	188	3007/8	3019/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1831				172					
192	188	376	755/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1832				172					
192	188	2257/6	1133/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1833				172					
192	188	1129/3	2267/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1834									
192	188	749/2	376	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1835									
192	188	751/2	377	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1836									
193	189	753/2	378	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1837									
193	189	755/2	379	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p							
193	189	755/2	379	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1838			articStaccatoAbove						
193	189	378	759/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1839			articStaccatoAbove						
193	189	753/2	378	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1840									
193	189	1130/3	2269/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1841									
193	189	2261/6	1135/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1842									
193	189	377	757/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1843									
193	189	2263/6	1136/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1844									
193	189	1132/3	2273/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1845									
193	189	755/2	379	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1846									
193	189	1133/3	2275/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1847									
193	189	2267/6	1138/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1848									
193	189	378	759/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1849									
193	189	2269/6	1139/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1850									
193	189	1135/3	2279/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1851									
194	190	757/2	380	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1852			articStaccatoAbove						
194	190	759/2	381	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1853			articStaccatoAbove						
194	190	380	763/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1854			articStaccatoAbove						
194	190	757/2	380	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1855									
194	190	1136/3	2281/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1856									
194	190	2273/6	1141/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1857									
194	190	379	761/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1858									
194	190	2275/6	1142/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1859									
194	190	1138/3	2285/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1860									
194	190	759/2	381	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1861									
194	190	1139/3	2287/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1862									
194	190	2279/6	1144/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1863									
194	190	380	763/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1864									
194	190	2281/6	1145/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1865									
194	190	1141/3	2291/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1866									
195	191	761/2	382	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1867			articStaccatoAbove						
195	191	763/2	383	0.0		1/4	1/4	Dynamic	2/4	1	1	0						f							
195	191	763/2	383	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1868			articStaccatoBelow						
195	191	382	767/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1869			articStaccatoBelow						
195	191	761/2	382	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1870									
195	191	1142/3	2293/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1871									
195	191	2285/6	1147/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1872									
195	191	381	765/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1873									
195	191	2287/6	1148/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1874									
195	191	1144/3	2297/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1875									
195	191	763/2	383	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1876									
195	191	1145/3	2299/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1877									
195	191	2291/6	1150/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1878									
195	191	382	767/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1879									
195	191	2293/6	1151/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1880									
195	191	1147/3	2303/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1881									
196	192	765/2	384	0.0		0	0	Spanner	2/4	1	1	0													3
196	192	765/2	384	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1882									3
196	192	765/2	384	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1883									3
196	192	765/2	384	0.0		0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	1884									3
196	192	765/2	384	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1885									3
196	192	765/2	384	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1886									
196	192	1148/3	2305/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1887									
196	192	2297/6	1153/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1888									
196	192	383	769/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1889									
196	192	2299/6	1154/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1890									
196	192	1150/3	2309/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1891									
196	192	767/2	385	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1892									
196	192	1151/3	2311/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1893									
196	192	2303/6	1156/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1894									
196	192	384	771/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1895									
196	192	2305/6	1157/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1896									
196	192	1153/3	2315/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1897									
197	193	769/2	386	0.0		0	0	Spanner	2/4	1	1	0													
197	193	769/2	386	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1898									
197	193	771/2	387	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p							
197	193	771/2	387	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1899				173					
197	193	3085/8	3097/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32		1/16	3/2	1900			articStaccatoAbove						
197	193	386	775/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1901				174					
197	193	3089/8	3101/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32		1/16	3/2	1902			articStaccatoAbove						
197	193	769/2	386	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1903									
197	193	3077/8	3089/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1904									
197	193	1539/4	1545/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1905									
197	193	3079/8	3091/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1906									
197	193	385	773/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1907									
197	193	3081/8	3093/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1908									
197	193	1541/4	1547/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1909									
197	193	3083/8	3095/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1910									
197	193	771/2	387	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1911									
197	193	3085/8	3097/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1912									
197	193	1543/4	1549/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1913									
197	193	3087/8	3099/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1914									
197	193	386	775/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1915									
197	193	3089/8	3101/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1916									
197	193	1545/4	1551/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1917									
197	193	3091/8	3103/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1918									
198	194	773/2	388	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1919				175					
198	194	3093/8	3105/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32		1/16	3/2	1920			articStaccatoAbove						
198	194	775/2	389	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1921				176					
198	194	3101/8	3113/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32		1/16	3/2	1922			articStaccatoAbove						
198	194	388	779/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1923				177					
198	194	3105/8	3117/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32		1/16	3/2	1924			articStaccatoAbove						
198	194	773/2	388	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1925									
198	194	3093/8	3105/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1926									
198	194	1547/4	1553/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1927									
198	194	3095/8	3107/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1928									
198	194	387	777/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1929									
198	194	3097/8	3109/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1930									
198	194	1549/4	1555/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1931									
198	194	3099/8	3111/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1932									
198	194	775/2	389	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1933									
198	194	1163/3	2335/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1934									
198	194	2327/6	1168/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1935									
198	194	388	779/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1936									
198	194	2329/6	1169/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1937									
198	194	1165/3	2339/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1938									
199	195	777/2	390	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1939				178					
199	195	3109/8	3121/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32		1/16	3/2	1940			articStaccatoAbove						
199	195	779/2	391	0.0		1/4	1/4	Dynamic	2/4	1	1	0						f							
199	195	779/2	391	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1941			articStaccatoBelow						
199	195	390	783/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1942			articStaccatoBelow						
199	195	777/2	390	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1943									
199	195	3109/8	3121/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1944									
199	195	1555/4	1561/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1945									
199	195	3111/8	3123/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1946									
199	195	389	781/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1947									
199	195	3113/8	3125/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1948									
199	195	1557/4	1563/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1949									
199	195	3115/8	3127/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1950									
199	195	779/2	391	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1951									
199	195	3117/8	3129/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1952									
199	195	1559/4	1565/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1953									
199	195	3119/8	3131/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1954									
199	195	390	783/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1955									
199	195	3121/8	3133/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1956									
199	195	1561/4	1567/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1957									
199	195	3123/8	3135/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1958									
200	196	781/2	392	0.0		0	0	Dynamic	2/4	1	1	0						ff							
200	196	781/2	392	0.0		0	0	Spanner	2/4	1	1	0													4
200	196	781/2	392	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1959									4
200	196	781/2	392	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1960									4
200	196	781/2	392	0.0		0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	1961									4
200	196	781/2	392	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1962									4
200	196	781/2	392	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1963									
200	196	1172/3	2353/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1964									
200	196	2345/6	1177/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1965									
200	196	391	785/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1966									
200	196	2347/6	1178/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1967									
200	196	1174/3	2357/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1968									
200	196	783/2	393	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1969									
200	196	1175/3	2359/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1970									
200	196	2351/6	1180/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1971									
200	196	392	787/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1972									
200	196	2353/6	1181/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1973									
200	196	1177/3	2363/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1974									
201	197	785/2	394	0.0		0	0	Spanner	2/4	1	1	0													
201	197	785/2	394	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1975									
201	197	787/2	395	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1976			articStaccatoAbove						
201	197	394	791/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1977			articStaccatoAbove						
201	197	785/2	394	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1978									
201	197	3141/8	3153/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1979									
201	197	1571/4	1577/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1980									
201	197	3143/8	3155/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1981									
201	197	393	789/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1982									
201	197	3145/8	3157/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1983									
201	197	1573/4	1579/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1984									
201	197	3147/8	3159/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1985									
201	197	787/2	395	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1986									
201	197	1181/3	2371/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1987									
201	197	2363/6	1186/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1988									
201	197	394	791/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1989									
201	197	2365/6	1187/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1990									
201	197	1183/3	2375/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1991									
202	198	789/2	396	0.0		0	0	Dynamic	2/4	1	1	0						sf							
202	198	789/2	396	0.0		0	0	Spanner	2/4	1	1	0													5
202	198	789/2	396	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1992									5
202	198	789/2	396	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1993									5
202	198	789/2	396	0.0		0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	1994									5
202	198	789/2	396	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1995									5
