mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
222	221	661/2	661/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1544						
222	221	331	331	0.0	1/8	1/8	Dynamic	3/8	1	1	0						sf				
222	221	331	331	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1545				207		
222	221	663/2	663/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1546						
222	221	661/2	661/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1547						
222	221	992/3	992/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1548						
222	221	1985/6	1985/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1549						
222	221	331	331	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1550						
222	221	1987/6	1987/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1551						
222	221	994/3	994/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1552						
222	221	663/2	663/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1553						
222	221	995/3	995/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1554						
222	221	1991/6	1991/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1555						
223	222	332	332	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1556			articStaccatoBelow			
223	222	665/2	665/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0						sf				
223	222	665/2	665/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1557				208		
223	222	333	333	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1558						
223	222	332	332	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1559						
223	222	1993/6	1993/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1560						
223	222	997/3	997/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1561						
223	222	665/2	665/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1562						
223	222	998/3	998/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1563						
223	222	1997/6	1997/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1564						
223	222	333	333	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1565						
223	222	1999/6	1999/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1566						
223	222	1000/3	1000/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1567						
224	223	667/2	667/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1568			articStaccatoBelow			
224	223	334	334	0.0	1/8	1/8	Dynamic	3/8	1	1	0						sf				
224	223	334	334	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1569				209		
224	223	669/2	669/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1570						
224	223	667/2	667/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1571						
224	223	1001/3	1001/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1572						
224	223	2003/6	2003/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1573						
224	223	334	334	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1574						
224	223	2005/6	2005/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1575						
224	223	1003/3	1003/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1576						
224	223	669/2	669/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1577						
224	223	1004/3	1004/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1578						
224	223	2009/6	2009/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1579						
225	224	335	335	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1580			articStaccatoBelow			
225	224	671/2	671/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0						sf				
225	224	671/2	671/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1581				210		
225	224	336	336	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1582						
225	224	335	335	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1583						
225	224	2011/6	2011/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1584						
225	224	1006/3	1006/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1585						
225	224	671/2	671/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1586						
225	224	1007/3	1007/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1587						
225	224	2015/6	2015/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1588						
225	224	336	336	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1589						
225	224	2017/6	2017/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1590						
225	224	1009/3	1009/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1591						
226	225	673/2	673/2	0.0	0	0	Dynamic	3/8	1	1	0						p				
226	225	673/2	673/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1592	p					
226	225	1347/4	1347/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1593						
226	225	337	337	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1594						
226	225	1349/4	1349/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1595						
226	225	675/2	675/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1596						
226	225	1351/4	1351/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1597						
226	225	675/2	675/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1598			articStaccatoBelow			
227	226	338	338	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1599						
227	226	1353/4	1353/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1600						
227	226	677/2	677/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1601						
227	226	1355/4	1355/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1602						
227	226	339	339	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1603						
227	226	1357/4	1357/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1604						
227	226	338	338	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1605			articStaccatoBelow			
227	226	677/2	677/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1606			articStaccatoBelow			
227	226	339	339	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1607			articStaccatoBelow			
228	227	679/2	679/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1608						
228	227	1359/4	1359/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1609						
228	227	340	340	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1610						
228	227	1361/4	1361/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1611						
228	227	681/2	681/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1612						
228	227	1363/4	1363/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1613						
228	227	679/2	679/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1614			articStaccatoBelow			
228	227	340	340	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1615			articStaccatoBelow			
228	227	681/2	681/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1616			articStaccatoBelow			
229	228	341	341	0.0	0	0	Spanner	3/8	1	1	0										9
229	228	341	341	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1617	<					9
229	228	1365/4	1365/4	0.0	1/16	1/16	Spanner	3/8	1	1	0										
229	228	1365/4	1365/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1618						
229	228	683/2	683/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1619						
229	228	1367/4	1367/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1620						
229	228	342	342	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1621						
229	228	1369/4	1369/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1622						
229	228	341	341	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1623			articStaccatoAbove			
229	228	683/2	683/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1624						
229	228	342	342	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1625						
230	229	685/2	685/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1626						
230	229	1371/4	1371/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1627						
230	229	343	343	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1628						
230	229	1373/4	1373/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1629						
230	229	687/2	687/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1630						
230	229	1375/4	1375/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1631						
230	229	685/2	685/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1632						
230	229	343	343	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1633						
230	229	687/2	687/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1634						
231	230	344	344	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1635						
231	230	1377/4	1377/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1636						
231	230	689/2	689/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1637						
231	230	1379/4	1379/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1638						
231	230	345	345	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1639						
231	230	1381/4	1381/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1640						
231	230	344	344	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1641						
231	230	689/2	689/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1642						
231	230	345	345	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1643						
232	231	691/2	691/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1644						
232	231	1383/4	1383/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1645						
232	231	346	346	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1646						
232	231	1385/4	1385/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1647						
232	231	693/2	693/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1648						
232	231	1387/4	1387/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1649						
232	231	691/2	691/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1650						
232	231	346	346	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1651						
232	231	693/2	693/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1652						
233	232	347	347	0.0	0	0	Dynamic	3/8	1	1	0						ff				
233	232	347	347	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1653	ff					
233	232	1389/4	1389/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1654						
233	232	695/2	695/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1655						
233	232	1391/4	1391/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1656						
233	232	348	348	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1657						
233	232	1393/4	1393/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1658						
233	232	347	347	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1659						
233	232	695/2	695/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1660						
233	232	348	348	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1661						
234	233	349	349	0.0	1/8	1/8	Dynamic	3/8	1	1	0						p				
234	233	349	349	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1662	p			211		
234	233	2095/6	2095/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1663				211		
234	233	1048/3	1048/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1664						
234	233	699/2	699/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1665				212		
234	233	1049/3	1049/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1666				212		
234	233	2099/6	2099/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1667						
234	233	697/2	697/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1668						
235	234	701/2	701/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1669				213		
235	234	1052/3	1052/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1670				213		
235	234	2105/6	2105/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1671						
235	234	351	351	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1672				214		
235	234	2107/6	2107/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1673				214		
235	234	1054/3	1054/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1674						
235	234	350	350	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1675						
236	235	352	352	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1676				215		
236	235	2113/6	2113/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1677				215		
236	235	1057/3	1057/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1678						
236	235	705/2	705/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1679				216		
236	235	1058/3	1058/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1680				216		
236	235	2117/6	2117/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1681						
236	235	703/2	703/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1682						
237	236	707/2	707/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1683				217		
237	236	1061/3	1061/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1684				217		
237	236	2123/6	2123/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1685						
237	236	354	354	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1686				218		
237	236	2125/6	2125/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1687				218		
237	236	1063/3	1063/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1688						
237	236	353	353	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1689						
238	237	709/2	709/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1690						
238	237	711/2	711/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1691				219		
238	237	1423/4	1423/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1692				219		
238	237	709/2	709/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1693						
238	237	1064/3	1064/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1694						
238	237	2129/6	2129/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1695						
238	237	355	355	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1696						
238	237	2131/6	2131/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1697						
238	237	1066/3	1066/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1698						
238	237	711/2	711/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1699						
238	237	1067/3	1067/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1700						
238	237	2135/6	2135/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1701						
239	238	356	356	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1702	<		articStaccatoAbove			
239	238	713/2	713/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1703				220		
239	238	1427/4	1427/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1704				220		
239	238	357	357	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1705			articStaccatoAbove			
239	238	356	356	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1706						
239	238	2137/6	2137/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1707						
239	238	1069/3	1069/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1708						
239	238	713/2	713/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1709						
239	238	1070/3	1070/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1710						
239	238	2141/6	2141/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1711						
239	238	357	357	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1712						
239	238	2143/6	2143/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1713						
239	238	1072/3	1072/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1714						
240	239	715/2	715/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1715				221		
240	239	1431/4	1431/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1716				221		
240	239	358	358	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1717			articStaccatoAbove			
240	239	717/2	717/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf				
240	239	717/2	717/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1718			articStaccatoAbove			
240	239	715/2	715/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1719						
240	239	1073/3	1073/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1720						
240	239	2147/6	2147/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1721						
240	239	358	358	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1722						
240	239	2149/6	2149/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1723						
240	239	1075/3	1075/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1724						
240	239	717/2	717/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1725						
240	239	1076/3	1076/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1726						
240	239	2153/6	2153/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1727						
241	240	359	359	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1728				222		
241	240	360	360	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1729				222		
241	240	1441/4	1441/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1730				222		
241	240	359	359	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1731						
241	240	2155/6	2155/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1732						
241	240	1078/3	1078/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1733						
241	240	719/2	719/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1734						
241	240	1079/3	1079/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1735						
241	240	2159/6	2159/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1736						
241	240	360	360	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1737						
241	240	2161/6	2161/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1738						
241	240	1081/3	1081/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1739						
242	241	721/2	721/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1740			articStaccatoAbove			
242	241	723/2	723/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1741				223		
242	241	1447/4	1447/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1742				223		
242	241	721/2	721/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1743						
242	241	1082/3	1082/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1744						
242	241	2165/6	2165/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1745						
242	241	361	361	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1746						
242	241	2167/6	2167/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1747						
242	241	1084/3	1084/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1748						
242	241	723/2	723/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1749						
242	241	1085/3	1085/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1750						
242	241	2171/6	2171/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1751						
243	242	362	362	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1752	<		articStaccatoAbove			
243	242	725/2	725/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1753				224		
243	242	1451/4	1451/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1754				224		
243	242	363	363	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1755			articStaccatoAbove			
243	242	362	362	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1756						
243	242	2173/6	2173/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1757						
243	242	1087/3	1087/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1758						
243	242	725/2	725/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1759						
243	242	1088/3	1088/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1760						
243	242	2177/6	2177/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1761						
243	242	363	363	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1762						
243	242	2179/6	2179/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1763						
243	242	1090/3	1090/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1764						
244	243	727/2	727/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1765				225		
244	243	1455/4	1455/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1766				225		
244	243	364	364	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1767			articStaccatoAbove			
244	243	729/2	729/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf				
244	243	729/2	729/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf				
244	243	729/2	729/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1768			articStaccatoAbove			
244	243	727/2	727/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1769						
244	243	1091/3	1091/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1770						
244	243	2183/6	2183/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1771						
244	243	364	364	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1772						
244	243	2185/6	2185/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1773						
244	243	1093/3	1093/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1774						
244	243	729/2	729/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1775						
244	243	1094/3	1094/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1776						
244	243	2189/6	2189/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1777						
245	244	365	365	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1778				226		
245	244	366	366	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1779				226		
245	244	1465/4	1465/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1780				226		
245	244	365	365	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1781						
245	244	2191/6	2191/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1782						
245	244	1096/3	1096/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1783						
245	244	731/2	731/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1784						
245	244	1097/3	1097/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1785						
245	244	2195/6	2195/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1786						
245	244	366	366	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1787						
245	244	2197/6	2197/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1788						
245	244	1099/3	1099/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1789						
246	245	733/2	733/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1790			articStaccatoAbove			
