mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
7	7	27	27	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	113		
7	7	55/2	55/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	114		
7	7	28	28	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	115		
7	7	57/2	57/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	116		
7	7	29	29	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	117		
7	7	59/2	59/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	118		
7	7	30	30	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	119		
7	7	61/2	61/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	120		
7	7	31	31	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	121		
8	8	63/2	63/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	122		
8	8	32	32	1.0	1/8	1/8	Chord	9/8	1	1	1/4		1/4	1	123		
8	8	33	33	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	124		
8	8	67/2	67/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	125		articStaccatoAbove
8	8	34	34	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	126		articStaccatoAbove
8	8	69/2	69/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	127	>	
8	8	35	35	0.0	7/8	7/8	Chord	9/8	1	1	0	grace16	1/16	1	128		
8	8	35	35	0.0	7/8	7/8	Chord	9/8	1	1	0	grace16	1/16	1	129		
8	8	35	35	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	130		
8	8	71/2	71/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	131		
8	8	63/2	63/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	132		
8	8	32	32	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	133		
8	8	65/2	65/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	134		
8	8	33	33	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	135		
8	8	67/2	67/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	136		
8	8	34	34	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	137		
8	8	69/2	69/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	138		
8	8	35	35	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	139		
8	8	71/2	71/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	140		
9	9	39	39	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	141		
9	9	79/2	79/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	142		
9	9	40	40	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	143		
9	9	36	36	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	144	p	
9	9	73/2	73/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	145		
9	9	37	37	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	146		articStaccatoBelow
9	9	75/2	75/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	147		
9	9	38	38	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	148		
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	149		
9	9	39	39	1.0	3/4	3/4	Chord	9/8	1	2	1/4		1/4	1	150		
9	9	40	40	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	151		
9	9	39	39	1.0	3/4	3/4	Chord	9/8	2	1	1/4		1/4	1	152		
9	9	40	40	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	153		
9	9	36	36	1.0	0	0	Chord	9/8	2	2	1/4		1/4	1	154		
9	9	39	39	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	155		
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	156		
10	10	44	44	0.0	7/8	7/8	Chord	9/8	1	1	0	grace16	1/16	1	157		
10	10	44	44	0.0	7/8	7/8	Chord	9/8	1	1	0	grace16	1/16	1	158		
10	10	44	44	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	159		
10	10	89/2	89/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	160		
10	10	81/2	81/2	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	161		
10	10	41	41	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	162		
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	163		articStaccatoAbove
10	10	42	42	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	164		
10	10	85/2	85/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	165		
10	10	43	43	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	166		
10	10	87/2	87/2	1.0	3/4	3/4	Chord	9/8	1	2	1/4		1/4	1	167		
10	10	89/2	89/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	168		
10	10	81/2	81/2	1.0	0	0	Chord	9/8	2	1	1/4		1/4	1	169		
10	10	87/2	87/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4		1/4	1	170		
10	10	89/2	89/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	171		
10	10	81/2	81/2	1.0	0	0	Chord	9/8	2	2	1/4		1/4	1	172		
11	11	45	45	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	173		
11	11	46	46	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	174		
11	11	93/2	93/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	175		
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	176		
11	11	48	48	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	177		
11	11	49	49	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	178		
11	11	45	45	1.0	0	0	Chord	9/8	2	1	1/4		1/4	1	179		
11	11	46	46	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	180		
11	11	93/2	93/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4		1/4	1	181		
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	182		
11	11	48	48	1.0	3/4	3/4	Chord	9/8	2	1	1/4		1/4	1	183		
11	11	49	49	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	184		
12	12	99/2	99/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	185	pp	
12	12	51	51	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	186		
12	12	99/2	99/2	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	187		
12	12	51	51	1.0	3/8	3/8	Chord	9/8	2	1	1/4		1/4	1	188		
13	12	105/2	105/2	0.5	0	3/4	Chord	9/8	1	1	1/8		1/8	1	189	p	
13	12	53	53	0.5	1/8	7/8	Chord	9/8	1	1	1/8		1/8	1	190		
13	12	107/2	107/2	0.5	1/4	1	Chord	9/8	1	1	1/8		1/8	1	191		
14	13	54	54	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	192		
14	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	193		
14	13	56	56	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	194		
14	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	195		
14	13	57	57	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	196		
14	13	115/2	115/2	0.0	7/8	7/8	Chord	9/8	1	1	0	acciaccatura	1/8	1	197		
14	13	115/2	115/2	0.0	7/8	7/8	Chord	9/8	1	1	0	acciaccatura	1/8	1	198		
14	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	199		
14	13	58	58	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	200		
14	13	54	54	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	201		
14	13	109/2	109/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	202		
14	13	55	55	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	203		
14	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	204		
14	13	56	56	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	205		
14	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	206		
14	13	57	57	1.0	3/4	3/4	Chord	9/8	2	1	1/4		1/4	1	207		
14	13	58	58	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	208		
15	14	117/2	117/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	209		
15	14	60	60	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	210		
15	14	123/2	123/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	211		
15	14	62	62	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	212		
15	14	125/2	125/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	213		
15	14	117/2	117/2	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	214		
15	14	60	60	1.0	3/8	3/8	Chord	9/8	2	1	1/4		1/4	1	215		
16	15	63	63	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	216		
16	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	217		
16	15	65	65	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	218		articStaccatoAbove
16	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	219		articStaccatoAbove
16	15	66	66	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	220		articStaccatoAbove
16	15	133/2	133/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	221		articStaccatoAbove
16	15	67	67	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	222		articStaccatoAbove
16	15	63	63	1.5	0	0	Chord	9/8	1	2	3/8		1/4	3/2	223	<	
16	15	129/2	129/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	224		
16	15	66	66	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	225		
16	15	133/2	133/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	226		
16	15	67	67	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	227		
16	15	63	63	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	228		
16	15	127/2	127/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	229		
16	15	64	64	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	230		
16	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	231		
16	15	65	65	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	232		
16	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	233		
16	15	66	66	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	234		
16	15	133/2	133/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	235		
16	15	67	67	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	236		
17	16	135/2	135/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	237		
17	16	139/2	139/2	1.0	1/2	1/2	Chord	9/8	1	1	1/4		1/4	1	238		
17	16	71	71	1.0	7/8	7/8	Chord	9/8	1	1	1/4		1/4	1	239		
17	16	135/2	135/2	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	240		
17	16	137/2	137/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	241		
17	16	139/2	139/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	242	>	
17	16	70	70	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	243		
17	16	71	71	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	244		
17	16	143/2	143/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	245		
17	16	135/2	135/2	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	246		
17	16	69	69	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	247		
17	16	141/2	141/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	248		
18	17	145/2	145/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	249		
18	17	73	73	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	250		
18	17	74	74	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	251		
18	17	149/2	149/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	252		
18	17	151/2	151/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	253		
18	17	76	76	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	254		
18	17	145/2	145/2	1.0	1/8	1/8	Chord	9/8	1	2	1/4		1/4	1	255		
18	17	74	74	1.0	1/2	1/2	Chord	9/8	1	2	1/4		1/4	1	256		
18	17	151/2	151/2	1.0	7/8	7/8	Chord	9/8	1	2	1/4		1/4	1	257		
18	17	72	72	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	258		
18	17	147/2	147/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	259		
18	17	75	75	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	260		
19	18	153/2	153/2	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	261		
19	18	153/2	153/2	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	262		
19	18	159/2	159/2	1.0	3/4	3/4	Chord	9/8	1	2	1/4		1/4	1	263		
19	18	161/2	161/2	0.25	1	1	Chord	9/8	1	2	1/16		1/16	1	264		
19	18	323/4	323/4	0.25	17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	265		
19	18	153/2	153/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	266		
19	18	77	77	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	267		
19	18	155/2	155/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	268		
19	18	78	78	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	269		
19	18	157/2	157/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	270		
19	18	79	79	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	271		
19	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	272		
19	18	80	80	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	273		
19	18	161/2	161/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	274		
19	18	153/2	153/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	275		
19	18	159/2	159/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	276		
20	19	81	81	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	277		
20	19	163/2	163/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	278		
20	19	82	82	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	279		
20	19	329/4	329/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	280		
20	19	165/2	165/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	281		
20	19	84	84	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	282		
20	19	169/2	169/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	283		
20	19	85	85	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	284		
20	19	82	82	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	285		
20	19	165/2	165/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	286		
20	19	84	84	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	287		
20	19	81	81	1.0	0	0	Chord	9/8	2	1	1/4		1/4	1	288		
20	19	82	82	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	289		
20	19	329/4	329/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	290		
20	19	165/2	165/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4		1/4	1	291		
20	19	167/2	167/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	292		
