mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
235	234	2805/2	2805/2	0.0	0	0	StaffText	12/8	1	1	0							<i>sempre Pedale</i>							
235	234	2805/2	2805/2	0.25	0	0	Chord	12/8	1	1	1/16		1/16	1	4350										
235	234	5611/4	5611/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	4351										
235	234	1403	1403	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	4352										
235	234	5613/4	5613/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4353										
235	234	2807/2	2807/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	4354										
235	234	5615/4	5615/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	4355										
235	234	1404	1404	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	4356										
235	234	5617/4	5617/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4357										
235	234	2809/2	2809/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4358										
235	234	5619/4	5619/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4359										
235	234	1405	1405	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4360										
235	234	5621/4	5621/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4361										
235	234	2811/2	2811/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	4362										
235	234	5623/4	5623/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4363										
235	234	1406	1406	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4364										
235	234	5625/4	5625/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4365										
235	234	2813/2	2813/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	4366										
235	234	5627/4	5627/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	4367										
235	234	1407	1407	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	4368										
235	234	5629/4	5629/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4369										
235	234	2815/2	2815/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4370										
235	234	5631/4	5631/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4371										
235	234	1408	1408	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4372										
235	234	5633/4	5633/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4373										
236	235	2817/2	2817/2	0.0	0	0	Spanner	12/8	1	1	0											13			
236	235	2817/2	2817/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	4374							13			
236	235	1413	1413	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	4375							13			
236	235	2827/2	2827/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	4376							13			
236	235	1414	1414	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	4377							13			
236	235	2817/2	2817/2	0.0	0	0	StaffText	12/8	2	1	0							<i>sempre Pedale</i>						493, 494	494
236	235	2817/2	2817/2	0.0	0	0	Dynamic	12/8	2	1	0					p								493, 494	494
236	235	1410	1410	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4378									493, 494	494
236	235	2821/2	2821/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4379									493, 494	494
236	235	1411	1411	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4380									493, 494	494
236	235	2823/2	2823/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	4381									493, 494	494
237	236	2829/2	2829/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	4382							13			
237	236	1419	1419	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	4383							13			
237	236	2839/2	2839/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	4384							13			
237	236	1420	1420	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	4385							13			
237	236	1416	1416	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4386									493, 494	494
237	236	2833/2	2833/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4387									493, 494	494
237	236	1417	1417	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4388									493, 494	494
237	236	2835/2	2835/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	4389									493, 494	494
238	237	2841/2	2841/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	4390							13			
238	237	1422	1422	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4391									493, 494	494
238	237	2845/2	2845/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4392									493, 494	494
238	237	1423	1423	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4393									493, 494	494
238	237	2847/2	2847/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													494	494
238	237	2847/2	2847/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	4394									494	494
238	237	1425	1425	0.0	9/8	9/8	Spanner	12/8	2	1	0														
238	237	1425	1425	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4395										
238	237	2851/2	2851/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4396										
238	237	1426	1426	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4397										
239	238	2853/2	2853/2	0.0	0	0	Spanner	12/8	1	1	0														
239	238	1428	1428	0.0	3/8	3/8	StaffText	12/8	1	1	0							"<font size=""14""/>Adagio."							
239	238	1428	1428	0.0	3/8	3/8	Dynamic	12/8	1	1	0					pp									
239	238	1428	1428	0.0	3/8	3/8	Spanner	12/8	1	1	0												14		
239	238	1428	1428	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	4398		articStaccatoAbove		140				14		
239	238	2857/2	2857/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	4399		articStaccatoAbove		140				14		
239	238	1429	1429	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	4400		articStaccatoAbove						14		
239	238	2859/2	2859/2	0.0	3/4	3/4	Dynamic	12/8	1	1	0					p							14		
239	238	2859/2	2859/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	4401								14		
239	238	2853/2	2853/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	4402										
239	238	1428	1428	0.0	3/8	3/8	Spanner	12/8	2	1	0													495	
239	238	1428	1428	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4403		articStaccatoBelow		141					495	
239	238	2857/2	2857/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4404		articStaccatoBelow		141					495	
239	238	1429	1429	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4405		articStaccatoBelow							495	
239	238	2859/2	2859/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
239	238	2859/2	2859/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													496	
239	238	2859/2	2859/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													496, 497	497
239	238	2859/2	2859/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	4406									496, 497	497
240	238	1431	1431	0.0	0	9/8	Dynamic	12/8	1	1	0					ff									
240	238	1431	1431	0.0	0	9/8	Spanner	12/8	1	1	0														
240	238	1431	1431	0.5	0	9/8	Chord	12/8	1	1	1/8		1/8	1	4407										
240	238	2863/2	2863/2	0.5	1/8	5/4	Chord	12/8	1	1	1/8		1/8	1	4408										
240	238	1432	1432	0.5	1/4	11/8	Chord	12/8	1	1	1/8		1/8	1	4409										
240	238	1431	1431	0.0	0	9/8	Spanner	12/8	2	1	0														
240	238	1431	1431	0.0	0	9/8	Spanner	12/8	2	1	0														
240	238	1431	1431	0.0	0	9/8	Spanner	12/8	2	1	0													498	
240	238	1431	1431	0.5	0	9/8	Chord	12/8	2	1	1/8		1/8	1	4410									498	
240	238	2863/2	2863/2	0.5	1/8	5/4	Chord	12/8	2	1	1/8		1/8	1	4411									498	
240	238	1432	1432	0.5	1/4	11/8	Chord	12/8	2	1	1/8		1/8	1	4412									498	
241	239	2865/2	2865/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	4413										
241	239	1433	1433	0.0	1/8	1/8	Dynamic	12/8	1	1	0					p									
241	239	1437	1437	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4414				142						
241	239	1438	1438	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4415				142						
241	239	5753/4	5753/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4416										
241	239	2865/2	2865/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4417									498	
241	239	1433	1433	0.0	1/8	1/8	Spanner	12/8	2	1	0														
241	239	1433	1433	0.0	1/8	1/8	Spanner	12/8	2	1	0													499	
241	239	1433	1433	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4418				143					499	
241	239	2867/2	2867/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4419				143					499	
241	239	1434	1434	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4420				143					499	
241	239	2869/2	2869/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4421				143					499	
241	239	1435	1435	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4422				143					499	
241	239	2871/2	2871/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4423				143					499	
241	239	1436	1436	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	4424				143					499	
241	239	2873/2	2873/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	4425				143					499	
241	239	1437	1437	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4426				143					499	
241	239	2875/2	2875/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4427				143					499	
241	239	1438	1438	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4428									499	
242	240	2877/2	2877/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	4429				144						
242	240	1440	1440	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	4430				144						
242	240	1441	1441	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4431				144						
242	240	5765/4	5765/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4432				144						
242	240	2883/2	2883/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	4433				144						
242	240	1443	1443	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4434				144						
242	240	1444	1444	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4435				144						
242	240	5777/4	5777/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4436										
242	240	2877/2	2877/2	0.0	0	0	Spanner	12/8	2	1	0														
242	240	2877/2	2877/2	0.0	0	0	Spanner	12/8	2	1	0													500	
242	240	2877/2	2877/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4437				145					500	
242	240	1439	1439	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4438				145					500	
242	240	2879/2	2879/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4439				145					500	
242	240	1440	1440	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4440				145					500	
242	240	2881/2	2881/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4441				145					500	
242	240	1441	1441	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4442				145					500	
242	240	2883/2	2883/2	0.0	3/4	3/4	Spanner	12/8	2	1	0								145						
242	240	2883/2	2883/2	0.0	3/4	3/4	Spanner	12/8	2	1	0								145					501	
242	240	2883/2	2883/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4443				145					501	
242	240	1442	1442	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	4444				145					501	
242	240	2885/2	2885/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	4445				145					501	
242	240	1443	1443	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4446				145					501	
242	240	2887/2	2887/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4447				145					501	
242	240	1444	1444	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4448									501	
243	241	2889/2	2889/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	4449				146						
243	241	1446	1446	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	4450										
243	241	1449	1449	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4451				147						
243	241	1450	1450	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4452				147						
243	241	5801/4	5801/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4453										
243	241	2889/2	2889/2	0.0	0	0	Spanner	12/8	2	1	0														
243	241	2889/2	2889/2	0.0	0	0	Spanner	12/8	2	1	0													502	
243	241	2889/2	2889/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4454				148					502	
243	241	1445	1445	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4455				148					502	
243	241	2891/2	2891/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4456				148					502	
243	241	1446	1446	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4457				148					502	
243	241	2893/2	2893/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4458				148					502	
243	241	1447	1447	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4459				148					502	
243	241	2895/2	2895/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4460				148					502	
243	241	1448	1448	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	4461				148					502	
243	241	2897/2	2897/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	4462				148					502	
243	241	1449	1449	0.0	9/8	9/8	Spanner	12/8	2	1	0								148						
243	241	1449	1449	0.0	9/8	9/8	Spanner	12/8	2	1	0								148					503	
243	241	1449	1449	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4463				148					503	
243	241	2899/2	2899/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4464				148					503	
243	241	1450	1450	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4465									503	
244	242	2901/2	2901/2	0.0	0	0	Spanner	12/8	1	1	0												15		
244	242	2901/2	2901/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	4466				149				15		
244	242	1452	1452	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	4467				149				15		
244	242	1453	1453	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4468				149				15		
244	242	5813/4	5813/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4469				149				15		
244	242	2907/2	2907/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	4470				149				15		
244	242	1455	1455	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4471				149				15		
244	242	1456	1456	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4472				149				15		
244	242	5825/4	5825/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4473								15		
244	242	2901/2	2901/2	0.0	0	0	Spanner	12/8	2	1	0														
244	242	2901/2	2901/2	0.0	0	0	Spanner	12/8	2	1	0													504	
244	242	2901/2	2901/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4474				150					504	
244	242	1451	1451	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4475				150					504	
244	242	2903/2	2903/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4476				150					504	
244	242	1452	1452	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4477				150					504	
244	242	2905/2	2905/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4478				150					504	
244	242	1453	1453	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4479				150					504	
244	242	2907/2	2907/2	0.0	3/4	3/4	Spanner	12/8	2	1	0								150						
244	242	2907/2	2907/2	0.0	3/4	3/4	Spanner	12/8	2	1	0								150					505	
244	242	2907/2	2907/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4480				150					505	
244	242	1454	1454	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	4481				150					505	
244	242	2909/2	2909/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	4482				150					505	
244	242	1455	1455	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4483				150					505	
244	242	2911/2	2911/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4484				150					505	
244	242	1456	1456	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4485									505	
245	243	2913/2	2913/2	0.0	0	0	Dynamic	12/8	1	1	0					sf									
245	243	2913/2	2913/2	0.0	0	0	Spanner	12/8	1	1	0														
245	243	2913/2	2913/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	4486				151						
245	243	1458	1458	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	4487										
245	243	1461	1461	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4488										
245	243	1462	1462	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4489										
245	243	5849/4	5849/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4490										
245	243	2913/2	2913/2	0.0	0	0	Spanner	12/8	2	1	0														
245	243	2913/2	2913/2	0.0	0	0	Spanner	12/8	2	1	0													506	
245	243	2913/2	2913/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4491				152					506	
245	243	1457	1457	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4492				152					506	
245	243	2915/2	2915/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4493				152					506	
245	243	1458	1458	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4494				152					506	
245	243	2917/2	2917/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4495				152					506	
245	243	1459	1459	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4496				152					506	
245	243	2919/2	2919/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4497				152					506	
245	243	1460	1460	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	4498				152					506	
245	243	2921/2	2921/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	4499				152					506	
245	243	1461	1461	0.0	9/8	9/8	Spanner	12/8	2	1	0								152						
245	243	1461	1461	0.0	9/8	9/8	Spanner	12/8	2	1	0								152					507	
245	243	1461	1461	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4500				152					507	
245	243	2923/2	2923/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4501				152					507	
245	243	1462	1462	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4502									507	
246	244	2925/2	2925/2	0.0	0	0	Dynamic	12/8	1	1	0					sf									
246	244	2925/2	2925/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	4503				153						
246	244	1464	1464	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	4504										
246	244	1467	1467	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4505										
246	244	1468	1468	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4506										
246	244	5873/4	5873/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4507										
246	244	2925/2	2925/2	0.0	0	0	Spanner	12/8	2	1	0														
246	244	2925/2	2925/2	0.0	0	0	Spanner	12/8	2	1	0													508	
246	244	2925/2	2925/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4508				154					508	
246	244	1463	1463	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4509				154					508	
246	244	2927/2	2927/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4510				154					508	
246	244	1464	1464	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4511				154					508	
246	244	2929/2	2929/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4512				154					508	
246	244	1465	1465	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4513				154					508	
246	244	2931/2	2931/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4514				154					508	
246	244	1466	1466	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	4515				154					508	
246	244	2933/2	2933/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	4516				154					508	
246	244	1467	1467	0.0	9/8	9/8	Spanner	12/8	2	1	0								154						
246	244	1467	1467	0.0	9/8	9/8	Spanner	12/8	2	1	0								154					509	
246	244	1467	1467	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4517				154					509	
246	244	2935/2	2935/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4518				154					509	
246	244	1468	1468	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4519									509	
247	245	2937/2	2937/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	4520										
247	245	1470	1470	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	4521										
247	245	1471	1471	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4522										
247	245	5885/4	5885/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4523										
247	245	2943/2	2943/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	4524										
247	245	1473	1473	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4525										
247	245	1474	1474	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4526										
247	245	5897/4	5897/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4527										
247	245	2937/2	2937/2	0.0	0	0	Spanner	12/8	2	1	0														
247	245	2937/2	2937/2	0.0	0	0	Spanner	12/8	2	1	0													510	
247	245	2937/2	2937/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4528									510	
247	245	1469	1469	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4529									510	
247	245	2939/2	2939/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4530									510	
247	245	1470	1470	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4531									510	
247	245	2941/2	2941/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4532									510	
247	245	1471	1471	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4533									510	
247	245	2943/2	2943/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
247	245	2943/2	2943/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													511	
247	245	2943/2	2943/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4534									511	
247	245	1472	1472	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	4535									511	
247	245	2945/2	2945/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	4536									511	
247	245	1473	1473	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4537									511	
247	245	2947/2	2947/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4538									511	
247	245	1474	1474	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4539									511	
248	246	2949/2	2949/2	0.0	0	0	Dynamic	12/8	1	1	0					sf									
248	246	2949/2	2949/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	4540										
248	246	1476	1476	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	4541										
248	246	1479	1479	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4542										
248	246	1480	1480	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4543										
248	246	5921/4	5921/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4544										
248	246	2949/2	2949/2	0.0	0	0	Spanner	12/8	2	1	0														
248	246	2949/2	2949/2	0.0	0	0	Spanner	12/8	2	1	0													512	
248	246	2949/2	2949/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4545									512	
248	246	1475	1475	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4546									512	
248	246	2951/2	2951/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4547									512	
248	246	1476	1476	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4548									512	
248	246	2953/2	2953/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	4549									512	
248	246	1477	1477	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	4550									512	
248	246	2955/2	2955/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4551									512	
248	246	1478	1478	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	4552									512	
248	246	2957/2	2957/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	4553									512	
248	246	1479	1479	0.0	9/8	9/8	Spanner	12/8	2	1	0														
248	246	1479	1479	0.0	9/8	9/8	Spanner	12/8	2	1	0													513	
248	246	1479	1479	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4554									513	
248	246	2959/2	2959/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	4555									513	
248	246	1480	1480	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	4556									513	
249	247	2961/2	2961/2	0.0	0	0	Dynamic	12/8	1	1	0					sf									
249	247	2961/2	2961/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	4557										
249	247	1482	1482	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	4558										
249	247	1485	1485	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	4559										
249	247	1486	1486	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4560										
249	247	5945/4	5945/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4561										
249	247	2961/2	2961/2	0.0	0	0	Spanner	12/8	2	1	0														
249	247	2961/2	2961/2	0.0	0	0	Spanner	12/8	2	1	0													514	
249	247	2961/2	2961/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4562									514	
249	247	1481	1481	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	4563									514	
249	247	2963/2	2963/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4564									514	
249	247	1482	1482	0.0	3/8	3/8	Spanner	12/8	2	1	0														
249	247	1482	1482	0.0	3/8	3/8	Spanner	12/8	2	1	0													515	
249	247	1482	1482	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4565									515	
