mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	Trill:trill
186	186	370	370	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1884			articStaccatoBelow					
186	186	741/2	741/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1885			articStaccatoBelow					
186	186	371	371	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1886			articStaccatoBelow					
186	186	743/2	743/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1887			articStaccatoBelow					
186	186	370	370	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1888								
186	186	2221/6	2221/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1889								
186	186	1111/3	1111/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1890								
186	186	741/2	741/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1891								
186	186	1112/3	1112/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1892								
186	186	2225/6	2225/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1893								
186	186	371	371	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1894								
186	186	2227/6	2227/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1895								
186	186	1114/3	1114/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1896								
186	186	743/2	743/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1897								
186	186	1115/3	1115/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1898								
186	186	2231/6	2231/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1899								
187	187	372	372	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1900			articStaccatoAbove					
187	187	745/2	745/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1901			articStaccatoAbove					
187	187	373	373	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1902			articStaccatoAbove					
187	187	747/2	747/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1903			articStaccatoAbove					
187	187	372	372	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1904								
187	187	745/2	745/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1905								
187	187	1118/3	1118/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1906								
187	187	2237/6	2237/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1907								
187	187	373	373	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1908								
187	187	2239/6	2239/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1909								
187	187	1120/3	1120/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1910								
187	187	747/2	747/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1911								
187	187	1121/3	1121/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1912								
187	187	2243/6	2243/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1913								
188	188	374	374	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1914			articStaccatoAbove					
188	188	749/2	749/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1915			articStaccatoAbove					
188	188	375	375	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1916			articStaccatoAbove					
188	188	751/2	751/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1917			articStaccatoAbove					
188	188	374	374	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1918								
188	188	2245/6	2245/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1919								
188	188	1123/3	1123/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1920								
188	188	749/2	749/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1921								
188	188	1124/3	1124/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1922								
188	188	2249/6	2249/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1923								
188	188	375	375	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1924								
188	188	2251/6	2251/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1925								
188	188	1126/3	1126/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1926								
188	188	751/2	751/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1927								
188	188	1127/3	1127/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1928								
188	188	2255/6	2255/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1929								
189	189	376	376	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1930			articStaccatoBelow					
189	189	753/2	753/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1931			articStaccatoBelow					
189	189	377	377	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1932			articStaccatoBelow					
189	189	755/2	755/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1933			articStaccatoBelow					
189	189	376	376	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1934								
189	189	2257/6	2257/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1935								
189	189	1129/3	1129/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1936								
189	189	753/2	753/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1937								
189	189	1130/3	1130/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1938								
189	189	2261/6	2261/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1939								
189	189	377	377	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1940								
189	189	2263/6	2263/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1941								
189	189	1132/3	1132/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1942								
189	189	755/2	755/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1943								
189	189	1133/3	1133/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1944								
189	189	2267/6	2267/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1945								
190	190	378	378	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1946			articStaccatoAbove					
190	190	757/2	757/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1947			articStaccatoAbove					
190	190	379	379	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1948			articStaccatoAbove					
190	190	759/2	759/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1949			articStaccatoAbove					
190	190	378	378	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1950								
190	190	2269/6	2269/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1951								
190	190	1135/3	1135/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1952								
190	190	757/2	757/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1953								
190	190	1136/3	1136/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1954								
190	190	2273/6	2273/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1955								
190	190	379	379	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1956								
190	190	2275/6	2275/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1957								
190	190	1138/3	1138/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1958								
190	190	759/2	759/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1959								
190	190	1139/3	1139/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1960								
190	190	2279/6	2279/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1961								
191	191	380	380	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1962			articStaccatoBelow					
191	191	761/2	761/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1963								
191	191	1142/3	1142/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1964								
191	191	2285/6	2285/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1965								
191	191	381	381	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1966								
191	191	2287/6	2287/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1967								
191	191	1144/3	1144/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1968								
191	191	763/2	763/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1969								
191	191	1145/3	1145/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1970								
191	191	2291/6	2291/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1971								
191	191	380	380	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1972			articStaccatoAbove					
191	191	761/2	761/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1973			articStaccatoAbove					
191	191	381	381	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1974			articStaccatoAbove					
191	191	763/2	763/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1975			articStaccatoAbove					
192	192	382	382	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1976								
192	192	2293/6	2293/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1977								
192	192	1147/3	1147/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1978								
192	192	765/2	765/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1979								
192	192	1148/3	1148/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1980								
192	192	2297/6	2297/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1981								
192	192	383	383	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1982								
192	192	2299/6	2299/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1983								
192	192	1150/3	1150/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1984								
192	192	767/2	767/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1985								
192	192	1151/3	1151/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1986								
192	192	2303/6	2303/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1987								
192	192	382	382	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1988			articStaccatoBelow					
192	192	765/2	765/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1989			articStaccatoBelow					
192	192	383	383	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1990			articStaccatoBelow					
192	192	767/2	767/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1991			articStaccatoBelow					
193	193	384	384	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1992			articStaccatoAbove					
193	193	769/2	769/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1993								
193	193	1154/3	1154/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1994								
193	193	2309/6	2309/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1995								
193	193	385	385	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1996								
193	193	2311/6	2311/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1997								
193	193	1156/3	1156/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1998								
193	193	771/2	771/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1999								
193	193	1157/3	1157/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2000								
193	193	2315/6	2315/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2001								
193	193	384	384	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2002			articStaccatoAbove					
193	193	769/2	769/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2003			articStaccatoAbove					
193	193	385	385	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2004			articStaccatoAbove					
193	193	771/2	771/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2005			articStaccatoAbove					
194	194	386	386	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2006								
194	194	2317/6	2317/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2007								
194	194	1159/3	1159/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2008								
194	194	773/2	773/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2009								
194	194	1160/3	1160/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2010								
194	194	2321/6	2321/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2011								
194	194	387	387	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2012								
194	194	2323/6	2323/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2013								
194	194	1162/3	1162/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2014								
194	194	775/2	775/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2015								
194	194	1163/3	1163/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2016								
194	194	2327/6	2327/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2017								
194	194	386	386	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2018			articStaccatoBelow					
194	194	773/2	773/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2019			articStaccatoBelow					
194	194	387	387	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2020			articStaccatoBelow					
194	194	775/2	775/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2021			articStaccatoBelow					
195	195	388	388	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2022								
195	195	2329/6	2329/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2023								
195	195	1165/3	1165/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2024								
195	195	777/2	777/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2025								
195	195	1166/3	1166/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2026								
195	195	2333/6	2333/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2027								
195	195	389	389	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2028								
195	195	2335/6	2335/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2029								
195	195	1168/3	1168/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2030			articStaccatoAbove					
195	195	779/2	779/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2031								
195	195	1169/3	1169/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2032								
195	195	2339/6	2339/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2033								
195	195	388	388	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2034			articStaccatoAbove					
195	195	777/2	777/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2035			articStaccatoAbove					
195	195	389	389	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2036			articStaccatoAbove					
195	195	779/2	779/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2037			articStaccatoAbove					
196	196	390	390	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2038								
196	196	2341/6	2341/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2039								
196	196	1171/3	1171/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2040								
196	196	781/2	781/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2041								
196	196	1172/3	1172/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2042								
196	196	2345/6	2345/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2043								
196	196	391	391	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2044								
196	196	2347/6	2347/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2045								
196	196	1174/3	1174/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2046								
196	196	783/2	783/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2047								
196	196	1175/3	1175/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2048								
196	196	2351/6	2351/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2049								
196	196	390	390	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2050			articStaccatoAbove					
196	196	781/2	781/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2051			articStaccatoAbove					
196	196	391	391	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2052			articStaccatoAbove					
196	196	783/2	783/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2053			articStaccatoAbove					
197	197	392	392	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2054								
197	197	2353/6	2353/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2055								
197	197	1177/3	1177/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2056								
197	197	785/2	785/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2057								
197	197	1178/3	1178/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2058								
197	197	2357/6	2357/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2059								
197	197	393	393	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2060								
197	197	2359/6	2359/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2061								
197	197	1180/3	1180/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2062								
197	197	787/2	787/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2063								
197	197	1181/3	1181/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2064								
197	197	2363/6	2363/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2065								
197	197	392	392	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2066								
197	197	393	393	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2067								
197	197	787/2	787/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2068								
198	198	394	394	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2069								
198	198	2365/6	2365/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2070								
198	198	1183/3	1183/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2071								
198	198	789/2	789/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2072								
198	198	1184/3	1184/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2073								
198	198	2369/6	2369/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2074								
198	198	395	395	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2075								
198	198	2371/6	2371/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2076								
198	198	1186/3	1186/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2077								
198	198	791/2	791/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2078								
198	198	1187/3	1187/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2079								
198	198	2375/6	2375/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2080								
198	198	394	394	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2081								
198	198	789/2	789/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2082								
198	198	395	395	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2083								
198	198	791/2	791/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2084								
199	199	396	396	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2085								
199	199	793/2	793/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2086			articStaccatoAbove					
199	199	397	397	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2087			articStaccatoAbove					
199	199	795/2	795/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2088			articStaccatoAbove					
199	199	396	396	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2089								
199	199	793/2	793/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	2090								
199	199	1190/3	1190/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	2091								
199	199	2381/6	2381/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	2092								
199	199	397	397	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2093								
199	199	2383/6	2383/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2094								
199	199	1192/3	1192/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2095								
199	199	795/2	795/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2096								
199	199	1193/3	1193/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	2097								
199	199	2387/6	2387/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2098								
200	200	398	398	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2099			articStaccatoAbove					
200	200	797/2	797/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2100			articStaccatoAbove					
200	200	399	399	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2101			articStaccatoAbove					
200	200	799/2	799/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2102			articStaccatoAbove					
200	200	398	398	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	2103								
200	200	2389/6	2389/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	2104								
200	200	1195/3	1195/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	2105								
200	200	797/2	797/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	2106								
200	200	1196/3	1196/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	2107								
200	200	2393/6	2393/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	2108								
200	200	399	399	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2109								
200	200	2395/6	2395/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2110								
200	200	1198/3	1198/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2111								
200	200	799/2	799/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2112								
200	200	1199/3	1199/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	2113								
200	200	2399/6	2399/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2114								
201	201	400	400	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2115			articStaccatoAbove					
201	201	801/2	801/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2116			articStaccatoAbove					
201	201	401	401	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2117			articStaccatoAbove					
201	201	803/2	803/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2118			articStaccatoAbove					
201	201	400	400	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2119			articStaccatoAbove					
201	201	801/2	801/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	2120								
201	201	1202/3	1202/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	2121								
201	201	2405/6	2405/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	2122								
201	201	401	401	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2123								
201	201	2407/6	2407/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2124								
201	201	1204/3	1204/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2125								
201	201	803/2	803/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2126								
