mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
25	24	85	85	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	280							17			3
25	24	341/4	341/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	281							17			3
25	24	171/2	171/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	282							17			3
25	24	343/4	343/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	283			articStaccatoAbove							3
25	24	86	86	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	284							18			3
25	24	345/4	345/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	285							18			3
25	24	173/2	173/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	286							18			3
25	24	347/4	347/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	287			articStaccatoAbove							3
25	24	87	87	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	288							19			3
25	24	349/4	349/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	289							19			3
25	24	175/2	175/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	290							19			3
25	24	351/4	351/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	291			articStaccatoAbove							3
25	24	84	84	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	292										
25	24	85	85	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	293										
25	24	86	86	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	294										
25	24	87	87	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	295										
26	25	88	88	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	296							20			3
26	25	353/4	353/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	297							20			3
26	25	177/2	177/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	298							20			3
26	25	355/4	355/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	299			articStaccatoAbove							3
26	25	89	89	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	300							21			3
26	25	357/4	357/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	301							21			3
26	25	179/2	179/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	302							21			3
26	25	359/4	359/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	303			articStaccatoAbove							3
26	25	90	90	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	304							22			3
26	25	361/4	361/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	305							22			3
26	25	181/2	181/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	306							22			3
26	25	363/4	363/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	307			articStaccatoAbove							3
26	25	91	91	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	308							23			3
26	25	365/4	365/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	309							23			3
26	25	183/2	183/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	310							23			3
26	25	367/4	367/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	311			articStaccatoAbove							3
26	25	88	88	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	312										
26	25	89	89	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	313										
26	25	90	90	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	314										
26	25	91	91	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	315										
27	26	92	92	0.0		0	0	Spanner	4/4	1	1	0													
27	26	92	92	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	316							24			
27	26	369/4	369/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	317							24			
27	26	185/2	185/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	318							24			
27	26	371/4	371/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	319			articStaccatoAbove							
27	26	93	93	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	320							25			
27	26	373/4	373/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	321							25			
27	26	187/2	187/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	322							25			
27	26	375/4	375/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	323			articStaccatoAbove							
27	26	94	94	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	324							26			
27	26	377/4	377/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	325							26			
27	26	189/2	189/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	326							26			
27	26	379/4	379/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	327			articStaccatoAbove							
27	26	95	95	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	328							27			
27	26	381/4	381/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	329							27			
27	26	191/2	191/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	330							27			
27	26	383/4	383/4	0.0		15/16	15/16	Dynamic	4/4	1	1	0					f								
27	26	383/4	383/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	331			articStaccatoAbove							
27	26	92	92	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	332										
27	26	93	93	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	333										
27	26	94	94	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	334										
27	26	95	95	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	335										
28	27	96	96	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	336							28			
28	27	385/4	385/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	337							28			
28	27	193/2	193/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	338							28			
28	27	387/4	387/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	339			articStaccatoAbove							
28	27	97	97	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	340							29			
28	27	389/4	389/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	341							29			
28	27	195/2	195/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	342							29			
28	27	391/4	391/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	343			articStaccatoAbove							
28	27	98	98	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	344							30			
28	27	393/4	393/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	345							30			
28	27	197/2	197/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	346							30			
28	27	395/4	395/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	347			articStaccatoAbove							
28	27	99	99	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	348							31			
28	27	397/4	397/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	349							31			
28	27	199/2	199/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	350							31			
28	27	399/4	399/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	351			articStaccatoAbove							
28	27	96	96	0.0		0	0	Spanner	4/4	2	1	0											0		
28	27	96	96	4.0		0	0	Chord	4/4	2	1	1	1	1	352								0		
29	28	100	100	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	353										
29	28	102	102	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	354	()						32			
29	28	307/3	307/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	355							32			
29	28	308/3	308/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	356							32			
29	28	103	103	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	357							32			
29	28	310/3	310/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	358							32			
29	28	311/3	311/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	359							32			
29	28	100	100	0.0		0	0	Spanner	4/4	2	1	0													
29	28	100	100	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	360										
29	28	102	102	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	361							33			
29	28	307/3	307/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	362							33			
29	28	308/3	308/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	363							33			
29	28	103	103	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	364							33			
29	28	310/3	310/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	365							33			
29	28	311/3	311/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	366							33			
30	29	104	104	0.3333333333333333		0	0	Chord	4/4	1	1	1/12	1/8	2/3	367							32			
30	29	313/3	313/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	368							32			
30	29	314/3	314/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	369							32			
30	29	105	105	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	370							32			
30	29	316/3	316/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	371							32			
30	29	317/3	317/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	372							32			
30	29	106	106	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	373							32			
30	29	319/3	319/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	374							32			
30	29	320/3	320/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	375							32			
30	29	107	107	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	376							32			
30	29	322/3	322/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	377							32			
30	29	323/3	323/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	378							32			
30	29	104	104	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	379										
30	29	106	106	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	380							34			
30	29	319/3	319/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	381							34			
30	29	320/3	320/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	382							34			
30	29	107	107	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	383							34			
30	29	322/3	322/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	384							34			
30	29	323/3	323/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	385							34			
30	29	104	104	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	386										
30	29	107	107	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	387										
31	30	108	108	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	388										
31	30	109	109	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	389							35			
31	30	328/3	328/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	390							35			
31	30	329/3	329/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	391							35			
31	30	110	110	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	392							35			
31	30	331/3	331/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	393							35			
31	30	332/3	332/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	394							35			
31	30	111	111	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	395							35			
31	30	334/3	334/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	396							35			
31	30	335/3	335/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	397							35			
31	30	108	108	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	398										
31	30	110	110	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	399							36			
31	30	331/3	331/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	400							36			
31	30	332/3	332/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	401							36			
31	30	111	111	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	402							36			
31	30	334/3	334/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	403							36			
31	30	335/3	335/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	404							36			
31	30	108	108	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	405										
32	31	112	112	0.3333333333333333		0	0	Chord	4/4	1	1	1/12	1/8	2/3	406							35			
32	31	337/3	337/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	407							35			
32	31	338/3	338/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	408							35			
32	31	113	113	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	409							35			
32	31	340/3	340/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	410							35			
32	31	341/3	341/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	411										
32	31	114	114	0.0		1/2	1/2	Dynamic	4/4	1	1	0					f								
32	31	114	114	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	412							37			
32	31	115	115	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	413										
32	31	112	112	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	414										
32	31	114	114	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	415							38			
32	31	115	115	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	416										
32	31	112	112	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	417										
33	32	116	116	0.0		0	0	Dynamic	4/4	1	1	0					sf								
33	32	116	116	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	418										
33	32	118	118	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	419										
33	32	473/4	473/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	420										
33	32	237/2	237/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	421										
33	32	475/4	475/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	422										
33	32	119	119	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	423										
33	32	477/4	477/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	424										
33	32	239/2	239/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	425										
33	32	479/4	479/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	426										
33	32	116	116	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	427										
33	32	118	118	2.0		1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	428										
34	33	120	120	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	429										
34	33	481/4	481/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	430										
34	33	241/2	241/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	431										
34	33	483/4	483/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	432										
34	33	121	121	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	433										
34	33	485/4	485/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	434										
34	33	243/2	243/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	435										
34	33	487/4	487/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	436										
34	33	122	122	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	437							39			
34	33	123	123	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	438										
34	33	120	120	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	439										
34	33	122	122	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	440							40			
34	33	123	123	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	441										
35	34	124	124	0.0		0	0	Dynamic	4/4	1	1	0					sf								
35	34	124	124	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	442										
35	34	126	126	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	443										
35	34	505/4	505/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	444										
35	34	253/2	253/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	445										
35	34	507/4	507/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	446										
35	34	127	127	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	447										
35	34	509/4	509/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	448										
35	34	255/2	255/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	449										
35	34	511/4	511/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	450										
35	34	124	124	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	451										
35	34	126	126	2.0		1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	452										
36	35	128	128	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	453										
36	35	513/4	513/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	454										
36	35	257/2	257/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	455										
36	35	515/4	515/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	456										
36	35	129	129	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	457										
36	35	517/4	517/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	458										
36	35	259/2	259/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	459										
36	35	519/4	519/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	460										
36	35	130	130	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	461										
36	35	521/4	521/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	462										
36	35	261/2	261/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	463										
36	35	523/4	523/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	464										
36	35	131	131	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	465										
36	35	525/4	525/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	466										
36	35	263/2	263/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	467										
36	35	527/4	527/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	468										
36	35	128	128	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	469										
36	35	130	130	2.0		1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	470										
37	36	132	132	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	471										
37	36	529/4	529/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	472										
37	36	265/2	265/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	473										
37	36	531/4	531/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	474										
37	36	133	133	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	475										
37	36	533/4	533/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	476										
37	36	267/2	267/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	477										
37	36	535/4	535/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	478										
37	36	134	134	0.0		1/2	1/2	Dynamic	4/4	1	1	0					p								
37	36	135	135	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	479										
37	36	132	132	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	480										
37	36	134	134	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	481										
37	36	537/4	537/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	482										
37	36	269/2	269/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	483										
37	36	539/4	539/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	484										
37	36	135	135	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	485										
37	36	541/4	541/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	486										
37	36	271/2	271/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	487										
37	36	543/4	543/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	488										
38	37	137	137	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	489										
38	37	139	139	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	490										
38	37	136	136	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	491										
38	37	545/4	545/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	492										
38	37	273/2	273/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	493										
38	37	547/4	547/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	494										
38	37	137	137	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	495										
38	37	549/4	549/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	496										
38	37	275/2	275/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	497										
38	37	551/4	551/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	498										
38	37	138	138	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	499										
38	37	553/4	553/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	500										
38	37	277/2	277/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	501										
38	37	555/4	555/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	502										
38	37	139	139	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	503										
38	37	557/4	557/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	504										
38	37	279/2	279/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	505										
38	37	559/4	559/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	506										
39	38		141	1.0	1	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	507										
39	38		143	0.75	1	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	508							41			
39	38		575/4	0.25	1	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	509										
39	38		140	0.25	1	0	0	Chord	4/4	2	1	1/16	1/16	1	510										
39	38		561/4	0.25	1	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	511										
39	38		281/2	0.25	1	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	512										
39	38		563/4	0.25	1	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	513										
39	38		141	0.25	1	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	514										
39	38		565/4	0.25	1	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	515										
39	38		283/2	0.25	1	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	516										
39	38		567/4	0.25	1	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	517										
39	38		142	0.25	1	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	518										
39	38		569/4	0.25	1	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	519										
39	38		285/2	0.25	1	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	520										
39	38		571/4	0.25	1	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	521										
39	38		143	0.25	1	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	522										
39	38		573/4	0.25	1	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	523										
39	38		287/2	0.25	1	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	524										
39	38		575/4	0.25	1	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	525										
40	38		144	1.0	1	0	0	Chord	4/4	1	1	1/4	1/4	1	526							42			
40	38		145	1.0	1	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	527							42			
40	38		146	1.0	1	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	528							42			
40	38		147	1.0	1	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	529										
40	38		144	0.5	1	0	0	Chord	4/4	2	1	1/8	1/8	1	530										
40	38		289/2	0.5	1	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	531							43			
40	38		145	0.5	1	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	532							43			
40	38		291/2	0.5	1	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	533							43			
40	38		146	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	534							43			
40	38		293/2	0.5	1	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	535							43			
40	38		147	0.5	1	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	536							43			
40	38		295/2	0.5	1	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	537										
41	38	141	149	1.0	2	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	538										
41	38	143	151	0.75	2	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	539							44			
41	38	575/4	607/4	0.25	2	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	540										
41	38	140	148	0.25	2	0	0	Chord	4/4	2	1	1/16	1/16	1	541										
41	38	561/4	593/4	0.25	2	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	542										
41	38	281/2	297/2	0.25	2	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	543										
41	38	563/4	595/4	0.25	2	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	544										
41	38	141	149	0.25	2	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	545										
41	38	565/4	597/4	0.25	2	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	546										
41	38	283/2	299/2	0.25	2	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	547										
41	38	567/4	599/4	0.25	2	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	548										
41	38	142	150	0.25	2	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	549										
41	38	569/4	601/4	0.25	2	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	550										
41	38	285/2	301/2	0.25	2	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	551										
41	38	571/4	603/4	0.25	2	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	552										
