mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
53	52	617/3	617/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	781											
53	52	206	206	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	782											
53	52	619/3	619/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	783											
53	52	620/3	620/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	784											
53	52	207	207	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	785											
53	52	622/3	622/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	786											
53	52	623/3	623/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	787											
54	53	208	208	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	788											
54	53	210	210	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	789											
54	53	211	211	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	790											
54	53	208	208	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	791											
54	53	625/3	625/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	792											
54	53	626/3	626/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	793											
54	53	209	209	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	794											
54	53	628/3	628/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	795											
54	53	629/3	629/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	796											
54	53	210	210	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	797											
54	53	631/3	631/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	798											
54	53	632/3	632/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	799											
54	53	211	211	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	800											
54	53	634/3	634/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	801											
54	53	635/3	635/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	802											
55	54	212	212	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	803											
55	54	214	214	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	804											
55	54	215	215	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	805											
55	54	212	212	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	806											
55	54	637/3	637/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	807											
55	54	638/3	638/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	808											
55	54	213	213	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	809											
55	54	640/3	640/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	810											
55	54	641/3	641/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	811											
55	54	214	214	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	812											
55	54	643/3	643/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	813											
55	54	644/3	644/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	814											
55	54	215	215	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	815											
55	54	646/3	646/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	816											
55	54	647/3	647/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	817											
56	55	216	216	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	818											
56	55	218	218	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	819											
56	55	216	216	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	820											
56	55	649/3	649/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	821											
56	55	650/3	650/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	822											
56	55	217	217	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	823											
56	55	652/3	652/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	824											
56	55	653/3	653/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	825											
56	55	218	218	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	826											
56	55	655/3	655/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	827											
56	55	656/3	656/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	828											
56	55	219	219	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	829											
56	55	658/3	658/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	830											
56	55	659/3	659/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	831											
57	56		220	1.0	1	0	0	Chord	2/2	1	1	1/4		1/4	1	832											
57	56		222	1.0	1	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	833											
57	56		220	0.3333333333333333	1	0	0	Chord	2/2	2	1	1/12		1/8	2/3	834											
57	56		661/3	0.3333333333333333	1	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	835											
57	56		662/3	0.3333333333333333	1	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	836											
57	56		221	0.3333333333333333	1	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	837											
57	56		664/3	0.3333333333333333	1	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	838											
57	56		665/3	0.3333333333333333	1	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	839											
57	56		222	0.3333333333333333	1	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	840											
57	56		667/3	0.3333333333333333	1	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	841											
57	56		668/3	0.3333333333333333	1	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	842											
57	56		223	0.3333333333333333	1	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	843											
57	56		670/3	0.3333333333333333	1	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	844											
57	56		671/3	0.3333333333333333	1	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	845											
58	57		224	1.0	1	0	0	Chord	2/2	1	1	1/4		1/4	1	846											
58	57		224	0.0	1	0	0	Dynamic	2/2	2	1	0					p										
58	57		224	0.3333333333333333	1	0	0	Chord	2/2	2	1	1/12		1/8	2/3	847											
58	57		673/3	0.3333333333333333	1	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	848											
58	57		674/3	0.3333333333333333	1	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	849											
58	57		225	0.3333333333333333	1	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	850											
58	57		676/3	0.3333333333333333	1	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	851											
58	57		677/3	0.3333333333333333	1	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	852											
59	57	220	226	1.0	2	0	0	Chord	2/2	1	1	1/4		1/4	1	853											
59	57	220	226	1.0	2	0	0	Chord	2/2	2	1	1/4		1/4	1	854											
60	57	224	230	0.0	2	0	0	Dynamic	2/2	1	1	0					ff										
60	57	224	230	1.0	2	0	0	Chord	2/2	1	1	1/4		1/4	1	855											
60	57	226	232	1.0	2	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	856											
60	57	224	230	1.0	2	0	0	Chord	2/2	2	1	1/4		1/4	1	857											
60	57	226	232	1.0	2	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	858											
61	58	228	234	1.0	2	0	0	Chord	2/2	1	1	1/4		1/4	1	859											
61	58	228	234	1.0	2	0	0	Chord	2/2	2	1	1/4		1/4	1	860											
62	59	232	238	0.0		0	0	StaffText	2/2	1	1	0							sempre piano e dolce								
62	59	232	238	4.0		0	0	Chord	2/2	1	1	1		1	1	861							37				
62	59	233	239	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	862											
62	59	234	240	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	863											
62	59	235	241	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	864											
63	60	236	242	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	865							37				
63	60	238	244	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	866											
63	60	237	243	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	867											
63	60	238	244	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	868											
63	60	239	245	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	869											
64	61	240	246	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	870											
64	61	243	249	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	871							38				
64	61	241	247	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	872											
64	61	242	248	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	873											
64	61	243	249	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	874											
65	62	244	250	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	875							38				
65	62	245	251	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	876							38				
65	62	246	252	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	877							38				
65	62	247	253	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	878											
65	62	245	251	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	879											
65	62	246	252	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	880											
65	62	247	253	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	881											
66	63	248	254	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	882							39				
66	63	249	255	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	883											
66	63	251	257	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	884		articStaccatoAbove									
66	63	249	255	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	885											
66	63	250	256	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	886											
66	63	251	257	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	887											
67	64	252	258	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	888							40				
67	64	253	259	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	889											
67	64	255	261	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	890		articStaccatoAbove									
67	64	253	259	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	891											
67	64	254	260	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	892											
67	64	255	261	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	893											
68	65	256	262	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	894							41				
68	65	513/2	525/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	895							41				
68	65	257	263	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	896							41				
68	65	515/2	527/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	897							41				
68	65	258	264	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	898							41				
68	65	517/2	529/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	899							41				
68	65	259	265	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	900							41				
68	65	519/2	531/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	901											
68	65	257	263	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	902											
68	65	258	264	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	903											
68	65	259	265	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	904											
69	66	260	266	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	905		ornamentTurn					42				
69	66	262	268	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	906							42				
69	66	263	269	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	907											
69	66	261	267	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	908											
69	66	262	268	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	909											
69	66	263	269	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	910											
70	67	264	270	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	911							43				
70	67	267	273	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	912							43				
70	67	265	271	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	913											
70	67	266	272	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	914											
70	67	267	273	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	915											
71	68	268	274	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	916											
71	68	269	275	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	917											
71	68	270	276	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	918											
71	68	271	277	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	919											
72	69	272	278	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	920											
72	69	275	281	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	921		articStaccatoAbove									
72	69	273	279	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	922											
72	69	274	280	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	923											
72	69	275	281	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	924											
73	70	276	282	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	925							44				
73	70	277	283	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	926											
73	70	278	284	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	927							45				
73	70	279	285	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	928											
73	70	277	283	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	929											
73	70	278	284	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	930											
73	70	279	285	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	931											
74	71	280	286	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	932							46				
74	71	281	287	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	933											
74	71	283	289	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	934							47				
74	71	281	287	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	935											
74	71	282	288	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	936											
74	71	283	289	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	937											
75	72	284	290	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	938							47				
75	72	285	291	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	939							47				
75	72	286	292	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	940							47				
75	72	287	293	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	941											
75	72	285	291	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	942											
75	72	286	292	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	943											
75	72	287	293	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	944											
76	73	288	294	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	945							48				
76	73	289	295	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	946											
76	73	291	297	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	947		articStaccatoAbove									
76	73	289	295	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	948											
76	73	290	296	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	949											
76	73	291	297	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	950											
77	74	292	298	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	951							49				
77	74	293	299	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	952											
77	74	295	301	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	953		articStaccatoAbove									
77	74	293	299	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	954											
77	74	294	300	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	955											
77	74	295	301	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	956											
78	75	296	302	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	957							50				
78	75	593/2	605/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	958							50				
78	75	297	303	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	959							50				
78	75	595/2	607/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	960							50				
78	75	298	304	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	961							50				
78	75	597/2	609/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	962							50				
78	75	299	305	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	963							50				
78	75	599/2	611/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	964											
78	75	297	303	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	965											
78	75	298	304	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	966											
78	75	299	305	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	967											
79	76	300	306	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	968		ornamentTurn					51				
79	76	302	308	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	969							51				
79	76	303	309	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	970											
79	76	301	307	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	971											
79	76	302	308	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	972											
79	76	303	309	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	973											
80	77	304	310	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	974							52				
80	77	307	313	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	975											
80	77	304	310	4.0		0	0	Chord	2/2	1	2	1		1	1	976											
80	77	305	311	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	977							53				
80	77	306	312	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	978							53				
80	77	307	313	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	979							53				
81	78	308	314	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	980											
81	78	311	317	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	981		articStaccatoAbove									
81	78	308	314	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	982							53				
81	78	309	315	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	983							53				
81	78	310	316	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	984							53				
81	78	311	317	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	985											
82	79	312	318	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	986							54				
82	79	313	319	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	987							54				
82	79	314	320	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	988							54				
82	79	315	321	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	989							54				
82	79	313	319	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	990											
82	79	314	320	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	991											
82	79	315	321	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	992											
83	80	316	322	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	993							54				
83	80	317	323	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	994							54				
83	80	318	324	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	995							54				
83	80	319	325	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	996											
83	80	317	323	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	997											
83	80	318	324	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	998											
83	80	319	325	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	999											
84	81	320	326	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	1000							55				
84	81	323	329	0.2		3/4	3/4	Chord	2/2	1	1	1/20		1/16	4/5	1001		ornamentTrill					55				
84	81	1616/5	1646/5	0.2		4/5	4/5	Chord	2/2	1	1	1/20		1/16	4/5	1002							55				
84	81	1617/5	1647/5	0.2		17/20	17/20	Chord	2/2	1	1	1/20		1/16	4/5	1003							55				
84	81	1618/5	1648/5	0.2		9/10	9/10	Chord	2/2	1	1	1/20		1/16	4/5	1004							55				
84	81	1619/5	1649/5	0.2		19/20	19/20	Chord	2/2	1	1	1/20		1/16	4/5	1005											
84	81	321	327	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1006											
84	81	322	328	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1007											
84	81	323	329	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1008											
85	82	324	330	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1009											
85	82	327	333	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1010		articStaccatoAbove									
85	82	325	331	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1011											
85	82	326	332	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1012											
85	82	327	333	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1013											
86	83	328	334	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1014							56				
86	83	657/2	669/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1015							56				
86	83	329	335	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1016							56				
86	83	659/2	671/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1017							56				
86	83	330	336	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1018							56				
86	83	661/2	673/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1019							56				
86	83	331	337	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1020							56				
86	83	663/2	675/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1021							56				
86	83	329	335	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1022											
86	83	330	336	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1023											
86	83	331	337	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1024											
87	84	332	338	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1025							56				
87	84	665/2	677/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1026							56				
87	84	333	339	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1027							56				
87	84	667/2	679/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1028							56				
87	84	334	340	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1029							56				
87	84	669/2	681/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1030							56				
87	84	335	341	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1031							56				
87	84	671/2	683/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1032											
87	84	333	339	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1033											
87	84	334	340	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1034											
87	84	335	341	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1035											
88	85	336	342	0.0		0	0	Dynamic	2/2	1	1	0					mp										
88	85	336	342	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1036							57				
88	85	338	344	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1037		ornamentTrill					57				
88	85	337	343	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1038							58				
88	85	338	344	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1039							58				
88	85	339	345	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1040							58				
89	86	340	346	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1041											
89	86	340	346	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1042							58				
89	86	341	347	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1043							58				
89	86	342	348	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1044							58				
89	86	343	349	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1045											
90	87	344	350	4.0		0	0	Chord	2/2	1	1	1		1	1	1046							59				
90	87	345	351	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1047											
90	87	346	352	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1048											
90	87	347	353	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1049											
91	88	348	354	0.0		0	0	Spanner	2/2	1	1	0											59		0		
91	88	348	354	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1050							59		0		
91	88	350	356	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1051									0		
91	88	349	355	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1052											
91	88	350	356	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1053											
91	88	351	357	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1054											
92	89	352	358	0.0		0	0	Dynamic	2/2	1	1	0					rf										
92	89	352	358	0.0		0	0	Spanner	2/2	1	1	0															
92	89	352	358	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1055							60				
92	89	353	359	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1056											
92	89	355	361	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1057		articStaccatoAbove									
92	89	353	359	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1058											
92	89	354	360	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1059											
92	89	355	361	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1060											
93	90	356	362	0.0		0	0	Dynamic	2/2	1	1	0					rf										
93	90	356	362	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1061							61				
93	90	357	363	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1062											
