mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin	decrescendo_hairpin
198	198	593	593	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1109									126			
198	198	591	591	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1110												
198	198	591	591	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1111												
199	199	594	594	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1112									126			
199	199	595	595	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1113									126			
199	199	596	596	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1114												
199	199	594	594	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1115												
199	199	594	594	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1116												
200	200	598	598	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1117									127			
200	200	599	599	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1118												
200	200	598	598	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1119												
200	200	597	597	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1120												
200	200	597	597	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1121									128			
201	201	600	600	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1122												
201	201	602	602	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1123									129			
201	201	600	600	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1124												
201	201	600	600	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1125												
202	202	603	603	0.0	0	0	Spanner	3/4	1	1	0													129		4	
202	202	603	603	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1126									129		4	
202	202	604	604	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1127									129		4	
202	202	605	605	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1128									129		4	
202	202	603	603	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1129											4	
202	202	603	603	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1130												
203	203	606	606	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1131									129		4	
203	203	607	607	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1132									129		4	
203	203	608	608	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1133									129		4	
203	203	606	606	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1134											4	
203	203	606	606	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1135												
204	204	609	609	0.0	0	0	Spanner	3/4	1	1	0													129			4
204	204	609	609	0.0	0	0	Spanner	3/4	1	1	0													129			4
204	204	609	609	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1136									129			4
204	204	610	610	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1137									129			4
204	204	611	611	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1138									129			4
204	204	609	609	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1139												4
204	204	609	609	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1140												
205	205	612	612	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1141												4
205	205	613	613	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1142									130			4
205	205	614	614	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1143									130			4
205	205	612	612	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1144												4
205	205	612	612	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1145												
206	206	615	615	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1146									130			4
206	206	616	616	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1147									130			4
206	206	617	617	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1148												4
206	206	615	615	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1149												4
206	206	617	617	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1150												4
206	206	615	615	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1151												
207	207	618	618	0.0	0	0	Dynamic	3/4	1	1	0						p										
207	207	618	618	0.0	0	0	Spanner	3/4	1	1	0																
207	207	618	618	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1152												
207	207	618	618	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1153									131			
207	207	619	619	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1154									131			
207	207	620	620	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1155									131			
207	207	618	618	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1156												
208	208	622	622	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1157												
208	208	623	623	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1158												
208	208	621	621	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1159									131			
208	208	622	622	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1160									131			
208	208	623	623	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1161									131			
208	208	621	621	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1162												
209	209	624	624	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1163									132			
209	209	625	625	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1164												
209	209	624	624	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1165									131			
209	209	625	625	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1166									131			
209	209	626	626	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1167									131			
209	209	624	624	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1168												
210	210	628	628	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1169												
210	210	629	629	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1170												
210	210	627	627	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1171									131			
210	210	628	628	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1172									131			
210	210	629	629	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1173									131			
210	210	627	627	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1174												
211	211	630	630	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1175									133			
211	211	631	631	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1176												
211	211	630	630	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1177									131			
211	211	631	631	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1178									131			
211	211	632	632	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1179									131			
211	211	630	630	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1180												
212	212	1267/2	1267/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1181									134			
212	212	634	634	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1182									134			
212	212	1269/2	1269/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1183									134			
212	212	635	635	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1184									134			
212	212	1271/2	1271/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1185												
212	212	633	633	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1186									131			
212	212	634	634	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1187									131			
212	212	635	635	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1188									131			
212	212	633	633	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1189												
213	213	1273/2	1273/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1190									135			
213	213	637	637	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1191									135			
213	213	1275/2	1275/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1192									135			
213	213	638	638	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1193									135			
213	213	1277/2	1277/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1194												
213	213	636	636	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1195									131			
213	213	637	637	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1196									131			
213	213	638	638	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1197									131			
213	213	636	636	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1198												
214	214	1279/2	1279/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1199									136			
214	214	640	640	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1200									136			
214	214	1281/2	1281/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1201									136			
214	214	641	641	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1202									136			
214	214	1283/2	1283/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1203												
214	214	639	639	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1204									131			
214	214	640	640	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1205									131			
214	214	641	641	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1206												
214	214	639	639	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1207												
215	215	642	642	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1208									137			
215	215	642	642	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1209												
215	215	1285/2	1285/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1210												
215	215	643	643	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1211												
215	215	1287/2	1287/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1212												
215	215	644	644	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1213												
215	215	1289/2	1289/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1214												
216	216	645	645	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1215									137			
216	216	1293/2	1293/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1216									137			
216	216	647	647	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1217												
216	216	645	645	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1218												
216	216	1291/2	1291/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1219												
216	216	646	646	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1220												
216	216	1293/2	1293/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1221												
216	216	647	647	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1222												
216	216	1295/2	1295/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1223												
217	217	648	648	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1224									138			
217	217	648	648	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1225												
217	217	1297/2	1297/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1226												
217	217	649	649	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1227												
217	217	1299/2	1299/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1228												
217	217	650	650	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1229												
217	217	1301/2	1301/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1230												
218	218	651	651	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1231			articStaccatoAbove									
218	218	651	651	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1232												
218	218	1303/2	1303/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1233												
218	218	652	652	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1234												
218	218	1305/2	1305/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1235												
218	218	653	653	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1236												
218	218	1307/2	1307/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1237												
219	219	654	654	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1238												
219	219	654	654	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1239												
219	219	1309/2	1309/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1240												
219	219	655	655	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1241												
219	219	1311/2	1311/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1242												
219	219	656	656	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1243												
219	219	1313/2	1313/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1244												
220	220	657	657	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1245			ornamentTurn									
220	220	1317/2	1317/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1246												
220	220	659	659	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1247												
220	220	657	657	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1248												
220	220	1315/2	1315/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1249												
220	220	658	658	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1250												
220	220	1317/2	1317/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1251												
220	220	659	659	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1252												
220	220	1319/2	1319/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1253												
221	221	660	660	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1254									139			
221	221	660	660	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1255												
221	221	1321/2	1321/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1256												
221	221	661	661	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1257												
221	221	1323/2	1323/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1258												
221	221	662	662	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1259												
221	221	1325/2	1325/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1260												
222	222	663	663	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1261			articStaccatoAbove									
222	222	663	663	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1262												
222	222	1327/2	1327/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1263												
222	222	664	664	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1264												
222	222	1329/2	1329/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1265												
222	222	665	665	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1266												
222	222	1331/2	1331/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1267												
223	223	666	666	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1268			articStaccatoAbove									
223	223	1333/2	1333/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1269			articStaccatoAbove									
223	223	667	667	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1270			articStaccatoAbove									
223	223	1335/2	1335/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1271			articStaccatoAbove									
223	223	668	668	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1272			articStaccatoAbove									
223	223	1337/2	1337/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1273			articStaccatoAbove									
223	223	666	666	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1274												
223	223	1333/2	1333/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1275												
223	223	667	667	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1276												
223	223	1335/2	1335/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1277												
223	223	668	668	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1278												
223	223	1337/2	1337/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1279												
224	224	669	669	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1280			articStaccatoAbove									
224	224	1339/2	1339/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1281			articStaccatoAbove									
224	224	670	670	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1282			articStaccatoAbove									
224	224	1341/2	1341/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1283			articStaccatoAbove									
224	224	671	671	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1284			articStaccatoAbove									
224	224	1343/2	1343/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1285			articStaccatoAbove									
224	224	669	669	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1286												
224	224	1339/2	1339/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1287												
224	224	670	670	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1288												
224	224	1341/2	1341/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1289												
224	224	671	671	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1290												
224	224	1343/2	1343/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1291												
225	225	672	672	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1292									140			
225	225	672	672	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1293												
225	225	1345/2	1345/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1294												
225	225	673	673	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1295												
225	225	1347/2	1347/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1296												
225	225	674	674	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1297												
225	225	1349/2	1349/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1298												
226	226	675	675	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1299			articStaccatoAbove									
226	226	675	675	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1300												
226	226	1351/2	1351/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1301												
226	226	676	676	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1302												
226	226	1353/2	1353/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1303												
226	226	677	677	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1304												
226	226	1355/2	1355/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1305												
227	227	678	678	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1306			articStaccatoBelow									
227	227	1357/2	1357/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1307			articStaccatoBelow									
227	227	679	679	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1308			articStaccatoBelow									
227	227	1359/2	1359/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1309			articStaccatoBelow									
227	227	680	680	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1310			articStaccatoBelow									
227	227	1361/2	1361/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1311			articStaccatoBelow									
227	227	678	678	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1312												
227	227	1357/2	1357/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1313												
227	227	679	679	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1314												
227	227	1359/2	1359/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1315												
227	227	680	680	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1316												
227	227	1361/2	1361/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1317												
228	228	681	681	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1318			articStaccatoAbove									
228	228	1363/2	1363/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1319			articStaccatoAbove									
228	228	682	682	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1320			articStaccatoAbove									
228	228	1365/2	1365/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1321			articStaccatoAbove									
228	228	683	683	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1322			articStaccatoAbove									
228	228	1367/2	1367/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1323			articStaccatoAbove									
228	228	681	681	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1324												
228	228	1363/2	1363/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1325												
228	228	682	682	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1326												
228	228	1365/2	1365/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1327												
228	228	683	683	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1328												
228	228	1367/2	1367/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1329												
229	229	684	684	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1330									141			
229	229	684	684	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1331												
229	229	1369/2	1369/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1332												
229	229	685	685	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1333												
229	229	1371/2	1371/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1334												
229	229	686	686	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1335												
229	229	1373/2	1373/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1336												
230	230	687	687	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1337									141			
230	230	688	688	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1338									141			
230	230	689	689	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1339												
230	230	687	687	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1340												
230	230	1375/2	1375/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1341												
230	230	688	688	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1342												
230	230	1377/2	1377/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1343												
230	230	689	689	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1344												
230	230	1379/2	1379/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1345												
231	231	690	690	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1346			ornamentTurn						142			
231	231	690	690	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1347												
231	231	1381/2	1381/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1348												
231	231	691	691	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1349												
231	231	1383/2	1383/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1350												
231	231	692	692	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1351												
231	231	1385/2	1385/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1352												
232	232	693	693	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1353									142			
232	232	694	694	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1354									142			
232	232	695	695	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1355												
232	232	693	693	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1356												
232	232	1387/2	1387/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1357												
232	232	694	694	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1358												
232	232	1389/2	1389/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1359												
232	232	695	695	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1360												
232	232	1391/2	1391/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1361												
233	233	696	696	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1362									143			
233	233	696	696	0.0	0	0	Dynamic	3/4	2	1	0						f										
233	233	696	696	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1363												
233	233	1393/2	1393/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1364												
233	233	697	697	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1365												
233	233	1395/2	1395/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1366												
233	233	698	698	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1367												
233	233	1397/2	1397/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1368												
234	234	699	699	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1369									143			
234	234	1401/2	1401/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1370									143			
234	234	701	701	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1371												
234	234	699	699	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1372												
234	234	1399/2	1399/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1373												
234	234	700	700	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1374												
234	234	1401/2	1401/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1375												
234	234	701	701	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1376												
234	234	1403/2	1403/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1377												
235	235	702	702	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1378									144			
235	235	702	702	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1379												
235	235	1405/2	1405/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1380												
235	235	703	703	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1381												
235	235	1407/2	1407/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1382												
235	235	704	704	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1383												
235	235	1409/2	1409/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1384												
236	236	705	705	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1385			articStaccatoAbove									
236	236	705	705	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1386												
236	236	1411/2	1411/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1387												
236	236	706	706	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1388												
