mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
138	136	544	548	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1654								
138	136	1095/2	1103/2	0.16666666666666666		7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	1655				142				
138	136	1643/3	1655/3	0.16666666666666666		11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	1656				142				
138	136	3287/6	3311/6	0.16666666666666666		23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	1657								
138	136	544	548	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1658								
139	137	548	552	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1659				143				
139	137	549	553	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1660				143				
139	137	550	554	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf						
139	137	550	554	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1661								
139	137	548	552	3.0		0	0	Chord	4/4	1	2	3/4		1/2	3/2	1662	f							
139	137	551	555	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1663				144				
139	137	548	552	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1664								
139	137	1103/2	1111/2	0.16666666666666666		7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	1665				145				
139	137	1655/3	1667/3	0.16666666666666666		11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	1666				145				
139	137	3311/6	3335/6	0.16666666666666666		23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	1667								
140	138	552	556	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1668				146				
140	138	553	557	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1669				146				
140	138	554	558	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf						
140	138	554	558	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1670								
140	138	552	556	3.0		0	0	Chord	4/4	1	2	3/4		1/2	3/2	1671	f							
140	138	555	559	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1672				147				
140	138	552	556	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1673								
140	138	1111/2	1119/2	0.16666666666666666		7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	1674				148				
140	138	1667/3	1679/3	0.16666666666666666		11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	1675				148				
140	138	3335/6	3359/6	0.16666666666666666		23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	1676								
141	139	556	560	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1677				149				
141	139	557	561	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1678				149				
141	139	558	562	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf						
141	139	558	562	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1679								
141	139	556	560	3.0		0	0	Chord	4/4	1	2	3/4		1/2	3/2	1680	f							
141	139	559	563	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1681				150				
141	139	556	560	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1682								
141	139	1119/2	1127/2	0.16666666666666666		7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	1683				151				
141	139	1679/3	1691/3	0.16666666666666666		11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	1684				151				
141	139	3359/6	3383/6	0.16666666666666666		23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	1685								
142	140	560	564	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1686								
142	140	560	564	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1687	f							
142	140	561	565	0.0		1/4	1/4	Dynamic	4/4	1	2	0						p						
142	140	561	565	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1688	p		articStaccatoBelow					
142	140	562	566	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1689			articStaccatoBelow					
142	140	563	567	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1690			articStaccatoBelow					
142	140	560	564	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1691								
142	140	561	565	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1692			articStaccatoAbove					
142	140	562	566	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1693			articStaccatoAbove					
142	140	563	567	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1694			articStaccatoAbove					
143	141	564	568	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1695				152				
143	141	1131/2	1139/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1696								
143	141	566	570	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1697			articStaccatoAbove					
143	141	567	571	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1698			articStaccatoAbove					
143	141	564	568	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1699								
143	141	566	570	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1700								
143	141	567	571	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1701								
143	141	564	568	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1702								
143	141	566	570	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1703			articStaccatoAbove					
143	141	567	571	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1704			articStaccatoAbove					
144	142	568	572	0.0		0	0	Spanner	4/4	1	1	0										7		
144	142	569	573	0.0		1/4	1/4	Spanner	4/4	1	1	0												
144	142	569	573	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1705			articStaccatoAbove					
144	142	570	574	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1706			articStaccatoAbove					
144	142	571	575	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1707			articStaccatoAbove					
144	142	568	572	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1708	<							
144	142	569	573	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1709								
144	142	570	574	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1710								
144	142	571	575	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1711								
144	142	569	573	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1712			articStaccatoAbove					
144	142	570	574	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1713			articStaccatoAbove					
144	142	571	575	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1714			articStaccatoAbove					
145	143	572	576	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1715				153				
145	143	1147/2	1155/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1716								
145	143	574	578	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1717			articStaccatoAbove					
145	143	575	579	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1718			articStaccatoAbove					
145	143	572	576	0.0		0	0	Dynamic	4/4	1	2	0						sf						
145	143	572	576	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1719								
145	143	574	578	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1720								
145	143	575	579	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1721								
145	143	572	576	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1722				154				
145	143	1147/2	1155/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1723								
145	143	574	578	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1724			articStaccatoAbove					
145	143	575	579	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1725			articStaccatoAbove					
145	143	572	576	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1726								
145	143	574	578	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1727								
145	143	575	579	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1728								
146	144	576	580	0.0		0	0	Dynamic	4/4	1	1	0						ff						
146	144	576	580	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1729	ff		articStaccatoAbove					
146	144	577	581	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1730			articStaccatoAbove					
146	144	578	582	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1731			articStaccatoAbove					
146	144	579	583	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1732			articStaccatoAbove					
146	144	577	581	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1733			articStaccatoAbove					
146	144	578	582	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1734			articStaccatoAbove					
146	144	579	583	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1735			articStaccatoAbove					
147	145	580	584	0.0		0	0	Dynamic	4/4	1	1	0						sf						
147	145	580	584	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1736				155				
147	145	581	585	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1737								
147	145	580	584	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1738								
148	146	584	588	0.0		0	0	Dynamic	4/4	1	1	0						p						
148	146	585	589	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1739	p							
148	146	584	588	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1740								
149	147	588	592	0.0		0	0	Dynamic	4/4	1	1	0						pp						
149	147	1177/2	1185/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1741	pp							
149	147	589	593	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1742								
149	147	1179/2	1187/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1743								
149	147	1181/2	1189/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1744								
149	147	591	595	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1745								
149	147	1183/2	1191/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1746								
149	147	588	592	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1747				156				
149	147	590	594	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1748				156				
150	148	1185/2	1193/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1749								
150	148	593	597	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1750								
150	148	1187/2	1195/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1751								
150	148	1189/2	1197/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1752								
150	148	595	599	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1753								
150	148	1191/2	1199/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1754								
150	148	592	596	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1755				156				
150	148	594	598	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1756								
151	149	1193/2	1201/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1757								
151	149	597	601	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1758								
151	149	1195/2	1203/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1759								
151	149	1197/2	1205/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1760								
151	149	599	603	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1761								
151	149	1199/2	1207/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1762								
151	149	596	600	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1763				157				
151	149	598	602	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1764				157				
152	150	1201/2	1209/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1765								
152	150	601	605	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1766								
152	150	1203/2	1211/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1767								
152	150	1205/2	1213/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1768								
152	150	603	607	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1769								
152	150	1207/2	1215/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1770								
152	150	600	604	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1771								
152	150	602	606	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf						
152	150	602	606	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1772				158				
153	151	1209/2	1217/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1773								
153	151	605	609	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1774								
153	151	1211/2	1219/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1775								
153	151	1213/2	1221/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1776								
153	151	607	611	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1777								
153	151	1215/2	1223/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1778								
153	151	604	608	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1779								
153	151	606	610	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf						
153	151	606	610	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1780				159				
154	152	1217/2	1225/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1781								
154	152	609	613	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1782								
154	152	1219/2	1227/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1783								
154	152	1221/2	1229/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1784								
154	152	611	615	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1785								
154	152	1223/2	1231/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1786								
154	152	608	612	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1787								
154	152	610	614	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf						
154	152	610	614	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1788				160				
155	153	1225/2	1233/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1789								
155	153	613	617	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1790								
155	153	1227/2	1235/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1791								
155	153	1229/2	1237/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1792								
155	153	615	619	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1793								
155	153	1231/2	1239/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1794								
155	153	612	616	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1795								
155	153	614	618	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf						
155	153	614	618	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1796								
156	154	616	620	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1797				161				
156	154	618	622	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1798				161				
156	154	1233/2	1241/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1799	p							
156	154	617	621	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1800								
156	154	1235/2	1243/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1801								
156	154	1237/2	1245/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1802								
156	154	619	623	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1803								
156	154	1239/2	1247/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1804								
156	154	1233/2	1241/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1805								
156	154	617	621	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1806								
156	154	1235/2	1243/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1807								
156	154	1237/2	1245/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1808								
156	154	619	623	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1809								
156	154	1239/2	1247/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1810								
157	155	620	624	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1811				161				
157	155	622	626	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1812								
157	155	1241/2	1249/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1813								
157	155	621	625	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1814								
157	155	1243/2	1251/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1815								
157	155	1245/2	1253/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1816								
157	155	623	627	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1817								
157	155	1247/2	1255/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1818								
157	155	1241/2	1249/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1819								
157	155	621	625	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1820								
157	155	1243/2	1251/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1821								
157	155	1245/2	1253/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1822								
157	155	623	627	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1823								
157	155	1247/2	1255/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1824								
158	156	624	628	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1825				162				
158	156	626	630	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1826				162				
158	156	1249/2	1257/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1827								
158	156	625	629	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1828								
158	156	1251/2	1259/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1829								
158	156	1253/2	1261/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1830								
158	156	627	631	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1831								
158	156	1255/2	1263/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1832								
158	156	1249/2	1257/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1833								
158	156	625	629	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1834								
158	156	1251/2	1259/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1835								
158	156	1253/2	1261/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1836								
158	156	627	631	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1837								
158	156	1255/2	1263/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1838								
159	157	628	632	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1839				162				
159	157	630	634	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1840								
159	157	1257/2	1265/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1841								
159	157	629	633	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1842								
159	157	1259/2	1267/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1843								
159	157	1261/2	1269/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1844								
159	157	631	635	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1845								
159	157	1263/2	1271/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1846								
159	157	1257/2	1265/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1847								
159	157	629	633	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1848								
159	157	1259/2	1267/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1849								
159	157	1261/2	1269/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1850								
159	157	631	635	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1851								
159	157	1263/2	1271/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1852								
160	158	632	636	0.0		0	0	Spanner	4/4	1	1	0											2	
160	158	632	636	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1853				163			2	
160	158	1265/2	1273/2	0.0		1/8	1/8	Spanner	4/4	1	1	0								163				
160	158	634	638	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1854				163				
160	158	1265/2	1273/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1855								
160	158	633	637	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1856								
160	158	1267/2	1275/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1857								
160	158	1269/2	1277/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1858								
160	158	635	639	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1859								
160	158	1271/2	1279/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1860								
160	158	1265/2	1273/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1861								
160	158	633	637	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1862								
160	158	1267/2	1275/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1863								
160	158	1269/2	1277/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1864								
160	158	635	639	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1865								
160	158	1271/2	1279/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1866								
161	159	636	640	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1867				163				
161	159	638	642	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1868								
161	159	1273/2	1281/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1869								
161	159	637	641	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1870								
161	159	1275/2	1283/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1871								
161	159	1277/2	1285/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1872								
161	159	639	643	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1873								
161	159	1279/2	1287/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1874								
161	159	1273/2	1281/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1875								
161	159	637	641	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1876								
161	159	1275/2	1283/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1877								
161	159	1277/2	1285/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1878								
161	159	639	643	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1879								
161	159	1279/2	1287/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1880								
162	160	640	644	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1881								
162	160	642	646	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1882								
162	160	640	644	0.0		0	0	Dynamic	4/4	1	2	0						pp						
162	160	1281/2	1289/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1883								
162	160	641	645	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1884								
162	160	1283/2	1291/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1885								
162	160	1285/2	1293/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1886								
162	160	643	647	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1887								
162	160	1287/2	1295/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1888								
162	160	1281/2	1289/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1889								
162	160	641	645	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1890								
162	160	1283/2	1291/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1891								
162	160	1285/2	1293/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1892								
162	160	643	647	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1893								
162	160	1287/2	1295/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1894								
163	161	644	648	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1895								
163	161	645	649	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1896								
163	161	645	649	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1897								
