mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Trill:prallprall	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
383	376	3001/2	1524	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	4148									304									
383	376	1501	3049/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	4149									304									
383	376	3003/2	1525	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	4150									304									
383	376	1502	3051/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4151									304									
383	376	3005/2	1526	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	4152									304									
383	376	1503	3053/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	4153									304									
383	376	3007/2	1527	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4154									304									
383	376	1504	3055/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4155																		
383	376	3001/2	1524	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4156									306									
383	376	1501	3049/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4157									306									
383	376	3003/2	1525	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4158									306									
383	376	1502	3051/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4159									306									
383	376	3005/2	1526	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4160									306									
383	376	1503	3053/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4161									306									
383	376	3007/2	1527	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4162									306									
383	376	1504	3055/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4163																		
384	377	3009/2	1528	0.0		0	0	Dynamic	2/2	1	1	0						pp																	
384	377	3009/2	1528	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	4164																		
384	377	1506	3059/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4165																		
384	377	3013/2	1530	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4166																		
384	377	1508	3063/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0						f																	
384	377	1508	3063/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4167																		
384	377	3009/2	1528	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	4168																		
384	377	1506	3059/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4169																		
384	377	3013/2	1530	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4170																		
384	377	1508	3063/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4171																		
385	378	3017/2	1532	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	4172																		
385	378	1510	3067/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4173																		
385	378	3021/2	1534	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4174																		
385	378	1512	3071/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0						pp																	
385	378	1512	3071/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4175																		
385	378	3017/2	1532	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	4176																		
385	378	1510	3067/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4177																		
385	378	3021/2	1534	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4178																		
385	378	1512	3071/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4179																		
386	379	3025/2	1536	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	4180																		
386	379	1514	3075/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4181																		
386	379	3029/2	1538	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4182																		
386	379	1516	3079/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0						f																	
386	379	1516	3079/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4183																		
386	379	3025/2	1536	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	4184																		
386	379	1514	3075/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4185																		
386	379	3029/2	1538	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4186																		
386	379	1516	3079/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4187																		
387	380	3033/2	1540	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	4188																		
387	380	1518	3083/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4189																		
387	380	3037/2	1542	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4190																		
387	380	1520	3087/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0						pp																	
387	380	1520	3087/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4191																		
387	380	3033/2	1540	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	4192																		
387	380	1518	3083/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4193																		
387	380	3037/2	1542	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4194																		
387	380	1520	3087/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4195																		
388	381	3041/2	1544	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	4196																		
388	381	1522	3091/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4197																		
388	381	3045/2	1546	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4198																		
388	381	1524	3095/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0						f																	
388	381	1524	3095/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4199																		
388	381	3041/2	1544	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	4200																		
388	381	1522	3091/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4201																		
388	381	3045/2	1546	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4202																		
388	381	1524	3095/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4203																		
389	382	3049/2	1548	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	4204																		
389	382	1526	3099/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4205																		
389	382	3053/2	1550	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4206																		
389	382	3049/2	1548	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	4207																		
389	382	1526	3099/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4208																		
389	382	3053/2	1550	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4209																		
390	383	1532	3111/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0						ff																	
390	383	1532	3111/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4210																		
390	383	1532	3111/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4211																		
391	384	3065/2	1556	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	4212																		
391	384	1534	3115/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4213																		
391	384	3069/2	1558	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4214																		
391	384	3065/2	1556	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	4215																		
391	384	1534	3115/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4216																		
391	384	3069/2	1558	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4217																		
392	385	3079/2	1563	0.0		3/4	3/4	Dynamic	2/2	2	1	0						p																	
392	385	3079/2	1563	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4218																		
392	385	1540	3127/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4219																		
393	386	1542	3131/2	0.0		3/8	3/8	Dynamic	2/2	1	1	0						p																	
393	386	1542	3131/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4220																		
393	386	3085/2	1566	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4221		articStaccatissimoAbove																
393	386	3087/2	1567	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4222		articStaccatissimoAbove																
393	386	1544	3135/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4223		articStaccatissimoAbove																
393	386	3081/2	1564	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4224																		
393	386	1541	3129/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4225																		
393	386	3083/2	1565	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4226																		
393	386	1542	3131/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4227																		
393	386	3085/2	1566	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4228																		
393	386	1543	3133/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4229																		
393	386	3087/2	1567	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4230																		
393	386	1544	3135/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4231																		
394	387	3089/2	1568	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4232		articStaccatissimoAbove																
394	387	3091/2	1569	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4233		articStaccatissimoAbove																
394	387	3093/2	1570	0.0		1/2	1/2	Dynamic	2/2	1	1	0						f																	
394	387	3093/2	1570	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4234		articStaccatissimoBelow																
394	387	3095/2	1571	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4235		articStaccatissimoBelow																
394	387	3089/2	1568	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4236																		
394	387	1545	3137/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4237																		
394	387	3091/2	1569	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4238																		
394	387	1546	3139/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4239																		
394	387	3093/2	1570	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4240																		
394	387	1547	3141/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4241																		
394	387	3095/2	1571	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4242																		
394	387	1548	3143/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4243																		
394	387	3093/2	1570	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	4244																		
395	388	3097/2	1572	0.0		0	0	Dynamic	2/2	1	1	0						p																	
395	388	3097/2	1572	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	4245																		
395	388	1550	3147/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4246																		
395	388	3101/2	1574	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4247		articStaccatissimoAbove																
395	388	3103/2	1575	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4248		articStaccatissimoAbove																
395	388	1552	3151/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4249		articStaccatissimoAbove																
395	388	3097/2	1572	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4250																		
395	388	1549	3145/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4251																		
395	388	3099/2	1573	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4252																		
395	388	1550	3147/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4253																		
395	388	3101/2	1574	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4254																		
395	388	1551	3149/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4255																		
395	388	3103/2	1575	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4256																		
395	388	1552	3151/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4257																		
396	389	3105/2	1576	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4258		articStaccatissimoAbove																
396	389	3107/2	1577	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4259		articStaccatissimoAbove																
396	389	3109/2	1578	0.0		1/2	1/2	Dynamic	2/2	1	1	0						f																	
396	389	3109/2	1578	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4260		articStaccatissimoAbove																
396	389	3111/2	1579	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4261		articStaccatissimoBelow																
396	389	3105/2	1576	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4262																		
396	389	1553	3153/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4263																		
396	389	3107/2	1577	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4264																		
396	389	1554	3155/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4265																		
396	389	3109/2	1578	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4266																		
396	389	1555	3157/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4267																		
396	389	3111/2	1579	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4268																		
396	389	1556	3159/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4269																		
396	389	3109/2	1578	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	4270																		
397	390	3113/2	1580	0.0		0	0	Dynamic	2/2	1	1	0						p																	
397	390	3113/2	1580	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4271		articStaccatissimoAbove																
397	390	3115/2	1581	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4272		articStaccatissimoAbove																
397	390	3117/2	1582	0.0		1/2	1/2	Dynamic	2/2	1	1	0						f																	
397	390	3117/2	1582	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4273		articStaccatissimoAbove																
397	390	3119/2	1583	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4274		articStaccatissimoAbove																
397	390	3113/2	1580	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4275																		
397	390	1557	3161/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4276																		
397	390	3115/2	1581	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4277																		
397	390	1558	3163/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4278																		
397	390	3117/2	1582	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4279																		
397	390	1559	3165/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4280																		
397	390	3119/2	1583	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4281																		
397	390	1560	3167/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4282																		
397	390	3117/2	1582	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	4283																		
398	391	3121/2	1584	0.0		0	0	Dynamic	2/2	1	1	0						p																	
398	391	3121/2	1584	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4284		articStaccatissimoAbove																
398	391	3123/2	1585	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4285		articStaccatissimoAbove																
398	391	3125/2	1586	0.0		1/2	1/2	Dynamic	2/2	1	1	0						f																	
398	391	3125/2	1586	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4286		articStaccatissimoAbove																
398	391	3127/2	1587	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4287		articStaccatissimoBelow																
398	391	3121/2	1584	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4288																		
398	391	1561	3169/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4289																		
398	391	3123/2	1585	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4290																		
398	391	1562	3171/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4291																		
398	391	3125/2	1586	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4292																		
398	391	1563	3173/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4293																		
398	391	3127/2	1587	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4294																		
398	391	1564	3175/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4295																		
398	391	3125/2	1586	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	4296																		
399	392	3129/2	1588	0.0		0	0	Dynamic	2/2	1	1	0						p																	
399	392	3129/2	1588	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4297		articStaccatissimoAbove																
399	392	3131/2	1589	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4298		articStaccatissimoAbove																
399	392	3133/2	1590	0.0		1/2	1/2	Dynamic	2/2	1	1	0						f																	
399	392	3133/2	1590	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4299		articStaccatissimoBelow																
399	392	3135/2	1591	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4300		articStaccatissimoBelow																
399	392	3129/2	1588	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4301																		
399	392	1565	3177/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4302																		
399	392	3131/2	1589	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4303																		
399	392	1566	3179/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4304																		
399	392	3133/2	1590	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4305																		
399	392	1567	3181/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4306																		
399	392	3135/2	1591	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4307																		
399	392	1568	3183/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4308																		
399	392	3133/2	1590	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	4309																		
400	393	3137/2	1592	0.0		0	0	Dynamic	2/2	1	1	0						p																	
400	393	3137/2	1592	4.0		0	0	Chord	2/2	1	1	1			1	1	4310																		
400	393	3137/2	1592	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4311																		
400	393	1569	3185/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4312																		
400	393	3139/2	1593	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4313																		
400	393	1570	3187/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4314																		
400	393	3141/2	1594	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4315																		
400	393	1571	3189/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4316																		
400	393	3143/2	1595	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4317																		
400	393	1572	3191/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4318																		
400	393	3137/2	1592	4.0		0	0	Chord	2/2	2	2	1			1	1	4319																		
401	394	3145/2	1596	0.0		0	0	Dynamic	2/2	1	1	0						p																	
401	394	3145/2	1596	0.0		0	0	Tempo	2/2	1	1	0									𝅘𝅥=255	255.0	𝅘𝅥	255.0	0.0										
401	394	3145/2	1596	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4320		articStaccatissimoAbove																
401	394	3147/2	1597	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4321		articStaccatissimoAbove																
401	394	3149/2	1598	0.0		1/2	1/2	Dynamic	2/2	1	1	0						f																	
401	394	3149/2	1598	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4322		articStaccatissimoBelow																
401	394	3151/2	1599	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4323		articStaccatissimoBelow																
401	394	3147/2	1597	0.0		1/4	1/4	Dynamic	2/2	2	1	0						p																	
401	394	3147/2	1597	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4324																		
401	394	1574	3195/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4325																		
401	394	3149/2	1598	0.0		1/2	1/2	Dynamic	2/2	2	1	0						f																	
401	394	3149/2	1598	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4326																		
401	394	1575	3197/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4327																		
401	394	3151/2	1599	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4328																		
401	394	1576	3199/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4329																		
401	394	3149/2	1598	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	4330																		
402	395	3153/2	1600	0.0		0	0	Dynamic	2/2	1	1	0						p																	
402	395	3153/2	1600	0.0		0	0	Tempo	2/2	1	1	0									𝅘𝅥=250	250.0	𝅘𝅥	250.0	0.0										
402	395	3153/2	1600	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4331		articStaccatissimoAbove																
402	395	3155/2	1601	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4332		articStaccatissimoBelow																
402	395	3157/2	1602	0.0		1/2	1/2	Dynamic	2/2	1	1	0						f																	
402	395	3157/2	1602	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4333		articStaccatissimoAbove																
402	395	3159/2	1603	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4334		articStaccatissimoAbove																
402	395	3153/2	1600	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4335																		
402	395	1577	3201/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4336																		
402	395	3155/2	1601	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4337																		
402	395	1578	3203/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4338																		
402	395	3157/2	1602	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4339																		
402	395	1579	3205/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4340																		
402	395	3159/2	1603	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4341																		
402	395	1580	3207/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4342																		
402	395	3157/2	1602	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	4343																		
403	396	3161/2	1604	0.0		0	0	Dynamic	2/2	1	1	0						p																	
403	396	3161/2	1604	0.0		0	0	Tempo	2/2	1	1	0									𝅘𝅥=245	245.0	𝅘𝅥	245.0	0.0										
403	396	3161/2	1604	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4344		articStaccatissimoBelow																
403	396	3163/2	1605	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4345		articStaccatissimoBelow																
403	396	3165/2	1606	0.0		1/2	1/2	Dynamic	2/2	1	1	0						f																	
403	396	3165/2	1606	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4346		articStaccatissimoAbove																
403	396	3167/2	1607	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4347		articStaccatissimoAbove																
403	396	3161/2	1604	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4348																		
403	396	1581	3209/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4349																		
403	396	3163/2	1605	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4350																		
403	396	1582	3211/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4351																		
403	396	3165/2	1606	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4352																		
403	396	1583	3213/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4353																		
403	396	3167/2	1607	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4354																		
403	396	1584	3215/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4355																		
403	396	3165/2	1606	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	4356																		
404	397	3169/2	1608	0.0		0	0	Dynamic	2/2	1	1	0						p																	
404	397	3169/2	1608	0.0		0	0	Tempo	2/2	1	1	0									𝅘𝅥=240	240.0	𝅘𝅥	240.0	0.0										
404	397	3169/2	1608	4.0		0	0	Chord	2/2	1	1	1			1	1	4357																		
404	397	3169/2	1608	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4358																		
404	397	1585	3217/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4359																		
404	397	3171/2	1609	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4360																		
404	397	1586	3219/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4361																		
404	397	3173/2	1610	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4362																		
404	397	1587	3221/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4363																		
404	397	3175/2	1611	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4364																		
404	397	1588	3223/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4365																		
404	397	3169/2	1608	4.0		0	0	Chord	2/2	2	2	1			1	1	4366																		
405	398	3177/2	1612	0.0		0	0	Spanner	2/2	1	1	0																			7				
405	398	1590	3227/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4367														7				
405	398	3181/2	1614	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4368		articStaccatissimoAbove												7				
405	398	3183/2	1615	0.0		3/4	3/4	SystemText	2/2	1	1	0								"<i><font size=""12""/>-</i>"											7				
405	398	3183/2	1615	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4369		articStaccatissimoAbove												7				
405	398	3177/2	1612	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4370																		
405	398	1589	3225/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4371																		
405	398	3179/2	1613	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4372																		
405	398	1590	3227/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4373																		
405	398	3181/2	1614	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4374																		
405	398	1591	3229/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4375																		
405	398	3183/2	1615	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4376																		
405	398	1592	3231/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4377																		
406	399	3185/2	1616	0.0		0	0	Tempo	2/2	1	1	0									𝅘𝅥=235	235.0	𝅘𝅥	235.0	0.0						7				
406	399	3185/2	1616	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>-            -            -             -              -             -         -</i>"											7				
