mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
67	64	436/3	436/3	0.08333333333333333	5/24	7/12	Chord	3/4	2	1	1/48		1/32	2/3	1025								
67	64	1745/12	1745/12	0.08333333333333333	11/48	29/48	Chord	3/4	2	1	1/48		1/32	2/3	1026								
67	64	291/2	291/2	0.16666666666666666	1/4	5/8	Chord	3/4	2	1	1/24		1/16	2/3	1027								
67	64	437/3	437/3	0.16666666666666666	7/24	2/3	Chord	3/4	2	1	1/24		1/16	2/3	1028								
67	64	875/6	875/6	0.16666666666666666	1/3	17/24	Chord	3/4	2	1	1/24		1/16	2/3	1029								
68	65	146	146	0.0	0	0	Spanner	3/4	1	1	0												
68	65	146	146	0.08333333333333333	0	0	Chord	3/4	1	1	1/48		1/32	2/3	1030								
68	65	1753/12	1753/12	0.08333333333333333	1/48	1/48	Chord	3/4	1	1	1/48		1/32	2/3	1031								
68	65	877/6	877/6	0.08333333333333333	1/24	1/24	Chord	3/4	1	1	1/48		1/32	2/3	1032								
68	65	585/4	585/4	0.08333333333333333	1/16	1/16	Chord	3/4	1	1	1/48		1/32	2/3	1033								
68	65	439/3	439/3	0.08333333333333333	1/12	1/12	Chord	3/4	1	1	1/48		1/32	2/3	1034								
68	65	1757/12	1757/12	0.08333333333333333	5/48	5/48	Chord	3/4	1	1	1/48		1/32	2/3	1035								
68	65	293/2	293/2	0.08333333333333333	1/8	1/8	Chord	3/4	1	1	1/48		1/32	2/3	1036								
68	65	1759/12	1759/12	0.08333333333333333	7/48	7/48	Chord	3/4	1	1	1/48		1/32	2/3	1037								
68	65	440/3	440/3	0.08333333333333333	1/6	1/6	Chord	3/4	1	1	1/48		1/32	2/3	1038								
68	65	587/4	587/4	0.08333333333333333	3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	1039								
68	65	881/6	881/6	0.08333333333333333	5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	1040								
68	65	1763/12	1763/12	0.08333333333333333	11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	1041								
68	65	147	147	0.08333333333333333	1/4	1/4	Chord	3/4	1	1	1/48		1/32	2/3	1042								
68	65	1765/12	1765/12	0.08333333333333333	13/48	13/48	Chord	3/4	1	1	1/48		1/32	2/3	1043								
68	65	883/6	883/6	0.08333333333333333	7/24	7/24	Chord	3/4	1	1	1/48		1/32	2/3	1044								
68	65	589/4	589/4	0.08333333333333333	5/16	5/16	Chord	3/4	1	1	1/48		1/32	2/3	1045								
68	65	442/3	442/3	0.08333333333333333	1/3	1/3	Chord	3/4	1	1	1/48		1/32	2/3	1046								
68	65	1769/12	1769/12	0.08333333333333333	17/48	17/48	Chord	3/4	1	1	1/48		1/32	2/3	1047								
68	65	295/2	295/2	0.1	3/8	3/8	Chord	3/4	1	1	1/40		1/32	4/5	1048								
68	65	738/5	738/5	0.1	2/5	2/5	Chord	3/4	1	1	1/40		1/32	4/5	1049								
68	65	1477/10	1477/10	0.1	17/40	17/40	Chord	3/4	1	1	1/40		1/32	4/5	1050								
68	65	739/5	739/5	0.1	9/20	9/20	Chord	3/4	1	1	1/40		1/32	4/5	1051								
68	65	1479/10	1479/10	0.1	19/40	19/40	Chord	3/4	1	1	1/40		1/32	4/5	1052								
68	65	148	148	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1053								
68	65	297/2	297/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1054								
68	65	146	146	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1055								
69	65	149	149	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1056								
69	65	299/2	299/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1057								
69	65	150	150	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1058			237					
69	65	601/4	601/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1059								
69	65	150	150	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1060								
69	65	301/2	301/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1061			238					
69	65	603/4	603/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1062								
70	66	151	151	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1063								
70	66	152	152	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1064								
70	66	151	151	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1065			239					
70	66	605/4	605/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1066								
70	66	152	152	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1067			240					
70	66	609/4	609/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1068								
70	66	303/2	303/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1069			241					
70	66	607/4	607/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1070								
70	66	305/2	305/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1071			242					
70	66	611/4	611/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1072								
71	67	153	153	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1073			243					
71	67	613/4	613/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	1074								
71	67	153	153	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1075								
71	67	309/2	309/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1076			244					
71	67	619/4	619/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1077								
71	67	154	154	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1078			245					
71	67	617/4	617/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	1079								
71	67	307/2	307/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1080			246					
71	67	615/4	615/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1081								
71	67	154	154	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1082			247					
72	68	311/2	311/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1083			248					
72	68	623/4	623/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1084								
72	68	313/2	313/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1085			249					
72	68	627/4	627/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1086								
72	68	155	155	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1087			250					
72	68	621/4	621/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1088								
72	68	156	156	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1089			251					
72	68	625/4	625/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	1090								
72	68	155	155	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1091			247					
72	68	156	156	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1092			247					
73	69	158	158	0.0	1/4	1/4	Spanner	2/4	1	1	0											14	
73	69	158	158	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1093			252				14	
73	69	633/4	633/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1094			252				14	
73	69	315/2	315/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1095			253				14	
73	69	631/4	631/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1096							14	
73	69	158	158	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1097							14	
73	69	157	157	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1098			254					
73	69	629/4	629/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1099								
73	69	157	157	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1100								
73	69	317/2	317/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1101			255					
73	69	635/4	635/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1102								
74	70	159	159	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1103			252, 256				14	
74	70	637/4	637/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	1104			252				14	
74	70	160	160	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1105			252, 257				14	
74	70	641/4	641/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1106			252				14	
74	70	159	159	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1107							14	
74	70	160	160	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1108							14	
74	70	319/2	319/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1109			258					
74	70	639/4	639/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1110								
74	70	321/2	321/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1111			259					
74	70	643/4	643/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1112								
75	71	161	161	0.0	0	0	Spanner	2/4	1	1	0												
75	71	161	161	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1113			260					
75	71	645/4	645/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	1114								
75	71	161	161	0.0	0	0	Spanner	2/4	1	2	0												6
75	71	161	161	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1115								6
75	71	162	162	0.0	1/4	1/4	Spanner	2/4	1	2	0												
75	71	325/2	325/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1116			261					
75	71	651/4	651/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1117								
75	71	162	162	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1118			262					
75	71	649/4	649/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	1119								
75	71	323/2	323/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1120			263					
75	71	647/4	647/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1121								
75	71	162	162	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1122			264					
76	72	327/2	327/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1123			265					
76	72	655/4	655/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1124								
76	72	329/2	329/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1125			266					
76	72	659/4	659/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1126								
76	72	163	163	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1127			267					
76	72	653/4	653/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1128								
76	72	164	164	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1129			268					
76	72	657/4	657/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	1130								
76	72	163	163	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1131			264					
76	72	164	164	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1132			264					
77	73	166	166	0.0	1/4	1/4	Spanner	2/4	1	1	0											15	
77	73	166	166	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1133			269				15	
77	73	665/4	665/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1134							15	
77	73	331/2	331/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1135			270				15	
77	73	663/4	663/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1136							15	
77	73	166	166	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1137							15	
77	73	165	165	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1138			271					
77	73	661/4	661/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1139								
77	73	165	165	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1140								
77	73	333/2	333/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1141			272					
77	73	667/4	667/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1142								
78	74	167	167	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1143			273				15	
78	74	669/4	669/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	1144							15	
78	74	168	168	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1145			274				15	
78	74	673/4	673/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1146							15	
78	74	167	167	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1147							15	
78	74	168	168	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1148							15	
78	74	335/2	335/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1149			275					
78	74	671/4	671/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1150								
78	74	337/2	337/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1151			276					
78	74	675/4	675/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1152								
79	75	169	169	0.0	0	0	Spanner	2/4	1	1	0												
79	75	170	170	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1153								
79	75	170	170	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1154								
80	76	172	172	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1155								
80	76	172	172	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1156								
81	77	174	174	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1157								
81	77	174	174	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1158								
82	78	175	175	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1159			277					
82	78	176	176	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1160			277, 278					
82	78	175	175	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1161								
82	78	176	176	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1162								
83	79	177	177	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1163			277					
83	79	178	178	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1164			277					
83	79	177	177	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1165								
83	79	178	178	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1166								
83	79	177	177	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1167								
84	80	179	179	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1168			277					
84	80	180	180	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1169			277					
84	80	179	179	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1170								
84	80	180	180	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1171								
84	80	179	179	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1172								
85	81	181	181	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1173			277					
85	81	182	182	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1174			277					
85	81	181	181	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1175								
85	81	182	182	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1176			279					
86	82	183	183	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1177			277					
86	82	184	184	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1178			277					
86	82	183	183	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1179			279					
86	82	184	184	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1180			279					
87	83	185	185	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1181			277					
87	83	186	186	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1182			277					
87	83	185	185	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1183			279					
87	83	186	186	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1184			279					
88	84	187	187	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1185			277					
88	84	188	188	0.0	1/4	1/4	Spanner	2/4	1	1	0							277					7
88	84	188	188	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1186			277					7
88	84	187	187	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1187			279					
88	84	188	188	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	1188			280					
88	84	755/4	755/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1189			280					
88	84	187	187	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1190								
88	84	188	188	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1191								
89	85	189	189	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1192			277					7
89	85	190	190	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1193								7
89	85	189	189	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1194								7
89	85	189	189	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1195			280					
89	85	190	190	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1196								
89	85	189	189	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1197								
90	86	191	191	0.0	0	0	Spanner	2/4	1	1	0												
90	86	191	191	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1198								
90	86	192	192	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1199			281					
90	86	769/4	769/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1200								
90	86	191	191	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1201			282					
90	86	765/4	765/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1202								
90	86	192	192	0.0	1/4	1/4	Spanner	2/4	1	2	0											16	
90	86	192	192	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1203							16	
90	86	383/2	383/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1204			283					
90	86	767/4	767/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1205								
90	86	385/2	385/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1206			284					
90	86	771/4	771/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1207								
91	87	193	193	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1208								
91	87	194	194	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1209			285					
91	87	777/4	777/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1210								
91	87	193	193	0.0	0	0	Spanner	2/4	1	2	0												
91	87	193	193	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1211			286					
91	87	773/4	773/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1212								
91	87	194	194	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1213								
91	87	387/2	387/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1214			287					
91	87	775/4	775/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1215								
91	87	389/2	389/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1216			288					
91	87	779/4	779/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1217								
92	88	195	195	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1218								
92	88	196	196	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1219			289					
92	88	785/4	785/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1220								
92	88	195	195	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1221			290					
92	88	781/4	781/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1222								
92	88	196	196	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1223								
92	88	391/2	391/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1224			291					
92	88	783/4	783/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1225								
92	88	393/2	393/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1226			292					
92	88	787/4	787/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1227								
93	89	197	197	0.0	0	0	Spanner	2/4	1	1	0												8
93	89	197	197	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1228			293					8
93	89	198	198	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1229								8
93	89	197	197	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1230			294					
93	89	789/4	789/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1231								
93	89	198	198	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1232			295					
93	89	793/4	793/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	1233								
93	89	395/2	395/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1234			296					
93	89	791/4	791/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1235								
93	89	397/2	397/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1236			297					
93	89	795/4	795/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1237								
94	90	199	199	0.0	0	0	Dynamic	2/4	1	1	0					p							
94	90	199	199	0.0	0	0	Spanner	2/4	1	1	0												
94	90	199	199	0.0	0	0	Spanner	2/4	1	1	0												9
94	90	199	199	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1238								9
94	90	200	200	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1239								9
94	90	199	199	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1240			298					9
94	90	797/4	797/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1241								9
94	90	200	200	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1242			299					9
94	90	801/4	801/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1243								9
94	90	399/2	399/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1244			300					
94	90	799/4	799/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1245								
94	90	401/2	401/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1246			301					
94	90	803/4	803/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1247								
95	91	201	201	0.0	0	0	Spanner	2/4	1	1	0												
95	91	201	201	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1248			302					
95	91	202	202	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1249								
95	91	201	201	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1250			303					
95	91	805/4	805/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1251								
95	91	202	202	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1252			304					
95	91	809/4	809/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	1253								
95	91	403/2	403/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1254			305					
95	91	807/4	807/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1255								
95	91	405/2	405/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1256			306					
95	91	811/4	811/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1257								
96	92	203	203	0.0	0	0	Spanner	2/4	1	1	0											17	
96	92	203	203	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1258			307				17	
96	92	204	204	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1259							17	
96	92	203	203	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1260			308				17	
96	92	813/4	813/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1261							17	
96	92	204	204	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1262			309				17	
96	92	817/4	817/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1263							17	
96	92	407/2	407/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1264			310					
96	92	815/4	815/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1265								
96	92	409/2	409/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1266			311					
96	92	819/4	819/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1267								
97	93	205	205	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1268							17	
97	93	206	206	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1269							17	
97	93	205	205	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1270			312				17	
97	93	821/4	821/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1271							17	
97	93	206	206	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1272			313				17	
97	93	825/4	825/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1273							17	
97	93	411/2	411/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1274			314					
97	93	823/4	823/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1275								
97	93	413/2	413/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1276			315					
97	93	827/4	827/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1277								
98	94	207	207	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1278							17	
98	94	208	208	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1279							17	
98	94	207	207	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1280			316				17	
98	94	829/4	829/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1281							17	
98	94	208	208	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1282			317				17	
98	94	833/4	833/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1283							17	
98	94	415/2	415/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1284			318					
98	94	831/4	831/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1285								
98	94	417/2	417/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1286			319					
98	94	835/4	835/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1287								
99	95	209	209	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1288			320				17	
99	95	210	210	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1289							17	
99	95	209	209	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1290			321				17	
99	95	837/4	837/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1291							17	
99	95	210	210	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1292			322				17	
