mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur
89	88	351/2	351/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	640				
89	88	527/3	527/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	641				
89	88	1055/6	1055/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	642				
89	88	176	176	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	643				
89	88	1057/6	1057/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	644				
89	88	529/3	529/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	645				
89	88	349/2	349/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	646				
90	89	353/2	353/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	647				
90	89	530/3	530/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	648				
90	89	1061/6	1061/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	649				
90	89	177	177	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	650				
90	89	1063/6	1063/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	651				
90	89	532/3	532/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	652				
90	89	355/2	355/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	653				
90	89	533/3	533/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	654				
90	89	1067/6	1067/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	655				
90	89	178	178	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	656				
90	89	1069/6	1069/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	657				
90	89	535/3	535/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	658				
91	90	357/2	357/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	659				
91	90	357/2	357/2	0.0		0	0	Dynamic	2/4	1	2	0						sf		
91	90	357/2	357/2	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	660				
91	90	357/2	357/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	661				
92	91	361/2	361/2	0.0		0	0	Dynamic	2/4	1	1	0						sf		
92	91	361/2	361/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	662				
92	91	361/2	361/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	663				
93	92	365/2	365/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	664				
93	92	551/3	551/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	665				
93	92	1103/6	1103/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	666				
93	92	184	184	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	667				
93	92	1105/6	1105/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	668				
93	92	553/3	553/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	669				
93	92	365/2	365/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	670				
93	92	548/3	548/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	671				
93	92	1097/6	1097/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	672				
93	92	183	183	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	673				
93	92	1099/6	1099/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	674				
93	92	550/3	550/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	675				
93	92	367/2	367/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	676				
94	93	369/2	369/2	0.0		0	0	Dynamic	2/4	1	1	0						sf		
94	93	369/2	369/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	677			articStaccatoAbove	
94	93	185	185	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	678			articStaccatoAbove	
94	93	371/2	371/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	679			articStaccatoAbove	
94	93	186	186	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	680			articStaccatoAbove	
95	94	373/2	373/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	681			articStaccatoAbove	
95	94	187	187	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	682			articStaccatoAbove	
95	94	375/2	375/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	683			articStaccatoAbove	
95	94	188	188	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	684			articStaccatoAbove	
95	94	188	188	0.16666666666666666		3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	685				
95	94	1129/6	1129/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	686				
95	94	565/3	565/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	687				
95	94	373/2	373/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	688				
95	94	560/3	560/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	689				
95	94	1121/6	1121/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	690				
95	94	187	187	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	691				
95	94	1123/6	1123/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	692				
95	94	562/3	562/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	693				
95	94	375/2	375/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	694				
95	94	563/3	563/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	695				
95	94	1127/6	1127/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	696				
96	95	377/2	377/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	697				
96	95	377/2	377/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	698			articStaccatoBelow	
96	95	189	189	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	699			articStaccatoBelow	
96	95	379/2	379/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	700			articStaccatoBelow	
96	95	190	190	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	701			articStaccatoBelow	
96	95	377/2	377/2	0.0		0	0	Dynamic	2/4	2	1	0						sf		
97	96	381/2	381/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	702				
97	96	381/2	381/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	703				
97	96	572/3	572/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	704				
97	96	1145/6	1145/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	705				
97	96	191	191	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	706				
97	96	1147/6	1147/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	707				
97	96	574/3	574/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	708				
97	96	383/2	383/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	709				
97	96	575/3	575/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	710				
97	96	1151/6	1151/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	711				
97	96	192	192	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	712				
97	96	1153/6	1153/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	713				
97	96	577/3	577/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	714				
98	97	385/2	385/2	0.0		0	0	Dynamic	2/4	1	1	0						sf		
98	97	385/2	385/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	715			articStaccatoAbove	
98	97	193	193	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	716			articStaccatoAbove	
98	97	387/2	387/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	717			articStaccatoAbove	
98	97	194	194	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	718			articStaccatoAbove	
99	98	389/2	389/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	719				
99	98	584/3	584/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	720				
99	98	1169/6	1169/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	721				
99	98	195	195	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	722				
99	98	1171/6	1171/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	723				
99	98	586/3	586/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	724				
99	98	391/2	391/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	725				
99	98	587/3	587/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	726				
99	98	1175/6	1175/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	727				
99	98	196	196	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	728				
99	98	1177/6	1177/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	729				
99	98	589/3	589/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	730				
99	98	389/2	389/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	731			articStaccatoAbove	
99	98	195	195	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	732			articStaccatoAbove	
99	98	391/2	391/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	733			articStaccatoAbove	
99	98	196	196	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	734			articStaccatoAbove	
100	99	393/2	393/2	0.0		0	0	Dynamic	2/4	1	1	0						ff		
100	99	393/2	393/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	735			articStaccatoAbove	
100	99	197	197	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	736			articStaccatoAbove	
100	99	395/2	395/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	737			articStaccatoAbove	
100	99	198	198	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	738			articStaccatoAbove	
100	99	393/2	393/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	739			articStaccatoBelow	
100	99	197	197	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	740			articStaccatoBelow	
100	99	395/2	395/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	741			articStaccatoBelow	
100	99	198	198	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	742			articStaccatoBelow	
101	100	397/2	397/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	743			articStaccatoAbove	
101	100	199	199	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	744			articStaccatoAbove	
101	100	399/2	399/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	745			articStaccatoAbove	
101	100	200	200	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	746			articStaccatoAbove	
101	100	397/2	397/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	747			articStaccatoBelow	
101	100	199	199	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	748			articStaccatoBelow	
101	100	399/2	399/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	749			articStaccatoBelow	
101	100	200	200	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	750			articStaccatoBelow	
102	101	401/2	401/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	751			articStaccatoBelow	
102	101	201	201	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	752			articStaccatoBelow	
102	101	403/2	403/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	753			articStaccatoBelow	
102	101	202	202	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	754			articStaccatoBelow	
102	101	401/2	401/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	755			articStaccatoBelow	
102	101	201	201	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	756			articStaccatoBelow	
102	101	403/2	403/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	757			articStaccatoBelow	
102	101	202	202	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	758			articStaccatoBelow	
103	102	405/2	405/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	759			articStaccatoBelow	
103	102	203	203	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	760			articStaccatoBelow	
103	102	407/2	407/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	761			articStaccatoBelow	
103	102	204	204	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	762			articStaccatoBelow	
103	102	405/2	405/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	763				
104	103	409/2	409/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	764			articStaccatoAbove	
104	103	205	205	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	765			articStaccatoAbove	
104	103	411/2	411/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	766			articStaccatoAbove	
104	103	206	206	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	767			articStaccatoAbove	
104	103	409/2	409/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	768				
105	104	413/2	413/2	0.0		0	0	Dynamic	2/4	1	1	0						p		
105	104	413/2	413/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	769				46
105	104	413/2	413/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	770				47
105	104	207	207	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	771				47
105	104	415/2	415/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	772				47
105	104	208	208	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	773				47
105	104	413/2	413/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	774				
106	105	417/2	417/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	775				46
106	105	417/2	417/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	776				47
106	105	209	209	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	777				47
106	105	419/2	419/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	778				47
106	105	210	210	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	779				
106	105	417/2	417/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	780				
107	106	421/2	421/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	781				46
107	106	421/2	421/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	782				48
107	106	211	211	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	783				48
107	106	423/2	423/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	784				48
107	106	212	212	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	785				48
107	106	421/2	421/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	786				
108	107	425/2	425/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	787				46
108	107	425/2	425/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	788				48
108	107	213	213	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	789				48
108	107	427/2	427/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	790				48
108	107	214	214	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	791				
108	107	425/2	425/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	792				
109	108	429/2	429/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	793	pp			46
109	108	429/2	429/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	794				49
109	108	215	215	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	795				49
109	108	431/2	431/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	796				49
109	108	216	216	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	797				49
109	108	429/2	429/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	798				
110	109	433/2	433/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	799				46
110	109	433/2	433/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	800				49
110	109	217	217	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	801				49
110	109	435/2	435/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	802				49
110	109	218	218	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	803				
110	109	433/2	433/2	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	804				
110	109	435/2	435/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	805				
110	109	433/2	433/2	2.0		0	0	Chord	2/4	2	3	1/2		1/2	1	806				
111	110	437/2	437/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	807				46
111	110	437/2	437/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	808				50
111	110	219	219	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	809				50
111	110	439/2	439/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	810				50
111	110	220	220	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	811				50
111	110	437/2	437/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	812				
112	111	441/2	441/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	813				46
112	111	441/2	441/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	814				50
112	111	221	221	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	815				50
112	111	443/2	443/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	816				50
112	111	222	222	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	817				
112	111	441/2	441/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	818				
113	112	445/2	445/2	0.0		0	0	Dynamic	2/4	1	1	0						pp		
113	112	445/2	445/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	819				
113	112	445/2	445/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	820				
113	112	223	223	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	821			articStaccatoBelow	
113	112	447/2	447/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	822			articStaccatoBelow	
113	112	224	224	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	823			articStaccatoBelow	
114	113	449/2	449/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	824				
114	113	451/2	451/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	825				
114	113	449/2	449/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	826			articStaccatoBelow	
114	113	225	225	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	827			articStaccatoBelow	
114	113	451/2	451/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	828			articStaccatoBelow	
114	113	226	226	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	829			articStaccatoBelow	
115	113		453/2	1.0	1	0	0	Chord	2/4	1	1	1/4		1/4	1	830				
115	113		453/2	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	831				
116	113		457/2	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	832				
116	113		457/2	1.0	1	0	0	Chord	2/4	2	2	1/4		1/4	1	833				
117	113		461/2	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	834				
117	113		461/2	1.0	1	0	0	Chord	2/4	2	2	1/4		1/4	1	835				
119	114	453/2	234	1.0	2	0	0	Chord	2/4	1	1	1/4		1/4	1	836				
119	114	453/2	234	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	837				
119	114	453/2	234	1.0	2	0	0	Chord	2/4	2	2	1/4		1/4	1	838				
120	115	457/2	236	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	839				
120	115	457/2	236	1.0	2	0	0	Chord	2/4	2	2	1/4		1/4	1	840				
121	116	461/2	238	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	841				
121	116	461/2	238	1.0	2	0	0	Chord	2/4	2	2	1/4		1/4	1	842				
123	118	469/2	242	0.0	2	0	0	Dynamic	2/4	1	1	0						pp		
123	118	469/2	242	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	843				
124	119	473/2	244	1.0	2	0	0	Chord	2/4	1	1	1/4		1/4	1	844				
124	119	473/2	244	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	845				
125	120	477/2	246	1.0	2	0	0	Chord	2/4	1	1	1/4		1/4	1	846				
125	120	477/2	246	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	847				
127	121	242	499/2	0.0		0	3/8	Dynamic	2/4	1	1	0						f		
127	121	242	499/2	0.5		0	3/8	Chord	2/4	1	1	1/8		1/8	1	848			articStaccatoAbove	
127	121	242	499/2	0.5		0	3/8	Chord	2/4	2	1	1/8		1/8	1	849			articStaccatoAbove	
128	122	485/2	250	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	850			articStaccatoAbove	
128	122	244	503/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	851				51
128	122	1953/8	2013/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	852				51
128	122	977/4	1007/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	853				51
128	122	1955/8	2015/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	854				51
128	122	485/2	250	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	855			articStaccatoAbove	
128	122	244	503/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	856				52
128	122	1953/8	2013/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	857				52
128	122	977/4	1007/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	858				52
128	122	1955/8	2015/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	859				52
129	123	489/2	252	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	860				
129	123	246	507/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	861			articStaccatoAbove	
129	123	489/2	252	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	862				
129	123	246	507/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	863			articStaccatoAbove	
130	124	493/2	254	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	864			articStaccatoAbove	
130	124	248	511/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	865				53
130	124	1985/8	2045/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	866				53
130	124	993/4	1023/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	867				53
130	124	1987/8	2047/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	868				53
130	124	493/2	254	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	869			articStaccatoAbove	
130	124	248	511/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	870				54
130	124	1985/8	2045/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	871				54
130	124	993/4	1023/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	872				54
130	124	1987/8	2047/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	873				54
131	125	497/2	256	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	874				
131	125	250	515/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	875			articStaccatoAbove	
131	125	497/2	256	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	876				
131	125	250	515/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	877			articStaccatoAbove	
132	126	501/2	258	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	878			articStaccatoAbove	
132	126	503/2	259	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	879			articStaccatoAbove	
132	126	501/2	258	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	880			articStaccatoAbove	
132	126	503/2	259	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	881			articStaccatoAbove	
133	127	505/2	260	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	882			articStaccatoAbove	
133	127	507/2	261	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	883			articStaccatoAbove	
133	127	505/2	260	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	884			articStaccatoAbove	
133	127	507/2	261	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	885			articStaccatoAbove	
134	128	509/2	262	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	886			articStaccatoBelow	
134	128	511/2	263	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	887			articStaccatoBelow	
134	128	509/2	262	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	888			articStaccatoBelow	
134	128	511/2	263	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	889			articStaccatoBelow	
135	129	513/2	264	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	890			articStaccatoBelow	
135	129	515/2	265	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	891			articStaccatoBelow	
135	129	513/2	264	0.0		0	0	Dynamic	2/4	2	1	0						ff		
135	129	513/2	264	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	892			articStaccatoBelow	
135	129	515/2	265	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	893			articStaccatoBelow	
136	130	517/2	266	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	894				
136	130	517/2	266	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	895				
136	130	1035/4	1065/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	896				
136	130	259	533/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	897				
136	130	1037/4	1067/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	898				
