mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
335	334	1003/2	1003/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2930				365				
335	334	2001/4	2001/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2931				366				
335	334	1001/2	1001/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2932				366				
335	334	2003/4	2003/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2933								
335	334	2001/4	2001/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2934								
336	335	2007/4	2007/4	0.0	0	0	Spanner	3/8	1	1	0										19	
336	335	2007/4	2007/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2935	<		articStaccatoAbove				19	
336	335	2009/4	2009/4	0.0	1/8	1/8	Spanner	3/8	1	1	0											
336	335	1005/2	1005/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2936				367				
336	335	2011/4	2011/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2937				367				
336	335	503	503	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2938								
336	335	2007/4	2007/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2939				368				
336	335	502	502	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2940				368				
336	335	2009/4	2009/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2941								
336	335	2007/4	2007/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2942								
337	336	504	504	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2943				369				
337	336	2017/4	2017/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2944				369				
337	336	1009/2	1009/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2945								
337	336	2013/4	2013/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2946				370				
337	336	1007/2	1007/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2947				370				
337	336	2015/4	2015/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2948								
337	336	2013/4	2013/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2949								
338	337	1011/2	1011/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2950				371				
338	337	2023/4	2023/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2951				371				
338	337	506	506	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2952								
338	337	2019/4	2019/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2953				372				
338	337	505	505	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2954				372				
338	337	2021/4	2021/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2955								
338	337	2019/4	2019/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2956								
339	338	507	507	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2957				373				
339	338	2029/4	2029/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2958				373				
339	338	1015/2	1015/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2959								
339	338	2025/4	2025/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2960				374				
339	338	1013/2	1013/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2961				374				
339	338	2027/4	2027/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2962								
339	338	2025/4	2025/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2963								
340	339	1017/2	1017/2	0.0	3/16	3/16	Spanner	3/8	1	1	0									7		
340	339	1017/2	1017/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2964				375		7		
340	339	2035/4	2035/4	0.0	1/4	1/4	Spanner	3/8	1	1	0							375				
340	339	2035/4	2035/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2965				375				
340	339	509	509	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2966								
340	339	2031/4	2031/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2967				376				
340	339	508	508	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2968				376				
340	339	2033/4	2033/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2969								
340	339	2031/4	2031/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2970								
341	340	510	510	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2971				377				
341	340	2041/4	2041/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2972				377				
341	340	1021/2	1021/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2973								
341	340	2037/4	2037/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2974				378				
341	340	1019/2	1019/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2975				378				
341	340	2039/4	2039/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2976								
341	340	2037/4	2037/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2977								
342	341	1023/2	1023/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2978				379				
342	341	2047/4	2047/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2979				379				
342	341	512	512	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2980								
342	341	2043/4	2043/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2981				380				
342	341	511	511	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2982				380				
342	341	2045/4	2045/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2983								
342	341	2043/4	2043/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2984								
343	342	513	513	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2985				381				
343	342	2053/4	2053/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2986				381				
343	342	1027/2	1027/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2987								
343	342	2049/4	2049/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2988				382				
343	342	1025/2	1025/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2989				382				
343	342	2051/4	2051/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2990								
343	342	2049/4	2049/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2991								
344	343	1029/2	1029/2	0.0	3/16	3/16	Spanner	3/8	1	1	0										20	
344	343	1029/2	1029/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2992				383			20	
344	343	2059/4	2059/4	0.0	1/4	1/4	Spanner	3/8	1	1	0							383				
344	343	2059/4	2059/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2993				383				
344	343	515	515	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2994								
344	343	2055/4	2055/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2995				384				
344	343	514	514	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2996				384				
344	343	2057/4	2057/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2997								
344	343	2055/4	2055/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2998								
345	344	516	516	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2999				385				
345	344	2065/4	2065/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3000				385				
345	344	1033/2	1033/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3001								
345	344	2061/4	2061/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3002				386				
345	344	1031/2	1031/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3003				386				
345	344	2063/4	2063/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3004								
345	344	2061/4	2061/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3005								
346	345	1035/2	1035/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3006				387				
346	345	2071/4	2071/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3007				387				
346	345	518	518	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3008								
346	345	2067/4	2067/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3009				388				
346	345	517	517	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3010				388				
346	345	2069/4	2069/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3011								
346	345	2067/4	2067/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3012								
347	346	519	519	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3013				389				
347	346	2077/4	2077/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3014				389				
347	346	1039/2	1039/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3015								
347	346	2073/4	2073/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3016				390				
347	346	1037/2	1037/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3017				390				
347	346	2075/4	2075/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3018								
347	346	2073/4	2073/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3019								
348	347	1041/2	1041/2	0.0	3/16	3/16	Spanner	3/8	1	1	0									8		
348	347	1041/2	1041/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3020	>			391		8		
348	347	2083/4	2083/4	0.0	1/4	1/4	Spanner	3/8	1	1	0							391				
348	347	2083/4	2083/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3021				391				
348	347	521	521	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3022								
348	347	2079/4	2079/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3023				392				
348	347	520	520	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3024				392				
348	347	2081/4	2081/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3025								
348	347	2079/4	2079/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3026								
349	348	522	522	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3027				393				
349	348	2089/4	2089/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3028				393				
349	348	1045/2	1045/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3029								
349	348	2085/4	2085/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3030				394				
349	348	1043/2	1043/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3031				394				
349	348	2087/4	2087/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3032								
349	348	2085/4	2085/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3033								
350	349	2091/4	2091/4	0.0	0	0	Dynamic	3/8	1	1	0					pp						
350	349	1047/2	1047/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3034	pp			395				
350	349	2095/4	2095/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3035				395				
350	349	524	524	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3036								
350	349	2091/4	2091/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3037				396				
350	349	523	523	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3038				396				
350	349	2093/4	2093/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3039								
350	349	2091/4	2091/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3040								
351	350	2101/4	2101/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	3041								
351	350	525	525	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3042	ff			397				
351	350	2101/4	2101/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3043				397				
351	350	1051/2	1051/2	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3044				397				
351	350	2097/4	2097/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3045				398				
351	350	1049/2	1049/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3046				398				
351	350	2099/4	2099/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3047								
351	350	525	525	0.0	3/16	3/16	Dynamic	3/8	2	1	0					ff						
351	350	2097/4	2097/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3048								
352	351	2103/4	2103/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3049								
352	351	2107/4	2107/4	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf						
352	351	2107/4	2107/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	3050								
352	351	2103/4	2103/4	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	3051	ff							
352	351	1053/2	1053/2	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3052				399				
352	351	2107/4	2107/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3053				399				
352	351	527	527	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3054				399				
352	351	2103/4	2103/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3055								
352	351	526	526	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3056								
352	351	2105/4	2105/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3057								
352	351	1053/2	1053/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	3058								
352	351	2107/4	2107/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	3059								
352	351	2103/4	2103/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	3060								
352	351	526	526	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	3061								
353	352	2109/4	2109/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3062								
353	352	2113/4	2113/4	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf						
353	352	2113/4	2113/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	3063								
353	352	2109/4	2109/4	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	3064								
353	352	528	528	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3065				400				
353	352	2113/4	2113/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3066				400				
353	352	1057/2	1057/2	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3067				400				
353	352	2109/4	2109/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3068								
353	352	1055/2	1055/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3069								
353	352	2111/4	2111/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3070								
353	352	528	528	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	3071								
353	352	2113/4	2113/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	3072								
353	352	2109/4	2109/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	3073								
353	352	1055/2	1055/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	3074								
354	353	2115/4	2115/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3075								
354	353	2119/4	2119/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	3076								
354	353	530	530	0.0	5/16	5/16	Dynamic	3/8	1	1	0					sf						
354	353	2115/4	2115/4	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	3077								
354	353	1059/2	1059/2	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3078				401				
354	353	2119/4	2119/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3079				401				
354	353	530	530	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3080				401				
354	353	2115/4	2115/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3081								
354	353	529	529	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3082								
354	353	2117/4	2117/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3083								
354	353	1059/2	1059/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	3084								
354	353	2119/4	2119/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	3085								
354	353	2115/4	2115/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	3086								
354	353	529	529	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	3087								
355	354	2121/4	2121/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3088								
355	354	2125/4	2125/4	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf						
355	354	2125/4	2125/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	3089								
355	354	2121/4	2121/4	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	3090								
355	354	531	531	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3091				402				
355	354	2125/4	2125/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3092				402				
355	354	1063/2	1063/2	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3093				402				
355	354	2121/4	2121/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3094								
355	354	1061/2	1061/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3095								
355	354	2123/4	2123/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3096								
355	354	531	531	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	3097								
355	354	2125/4	2125/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	3098								
355	354	2121/4	2121/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	3099								
355	354	1061/2	1061/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	3100								
356	355	2127/4	2127/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3101								
356	355	2131/4	2131/4	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf						
356	355	2131/4	2131/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	3102								
356	355	2127/4	2127/4	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	3103								
356	355	1065/2	1065/2	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3104				403				
356	355	2131/4	2131/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3105				403				
356	355	533	533	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3106				403				
356	355	2127/4	2127/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3107								
356	355	532	532	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3108								
356	355	2129/4	2129/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3109								
356	355	1065/2	1065/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	3110								
356	355	2131/4	2131/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	3111								
356	355	2127/4	2127/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	3112								
356	355	532	532	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	3113								
357	356	2133/4	2133/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3114								
357	356	2137/4	2137/4	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf						
357	356	2137/4	2137/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	3115								
357	356	2133/4	2133/4	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	3116								
357	356	534	534	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3117				404				
357	356	2137/4	2137/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3118				404				
357	356	1069/2	1069/2	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3119				404				
357	356	2133/4	2133/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3120								
357	356	1067/2	1067/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3121								
357	356	2135/4	2135/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3122								
357	356	534	534	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	3123								
357	356	2137/4	2137/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	3124								
357	356	2133/4	2133/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	3125								
357	356	1067/2	1067/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	3126								
358	357	2139/4	2139/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3127								
358	357	2143/4	2143/4	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf						
358	357	2143/4	2143/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	3128								
358	357	2139/4	2139/4	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	3129								
358	357	1071/2	1071/2	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3130				405				
358	357	2143/4	2143/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3131				405				
358	357	536	536	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3132				405				
358	357	2139/4	2139/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3133								
358	357	535	535	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3134								
358	357	2141/4	2141/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3135								
358	357	1071/2	1071/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	3136								
358	357	2143/4	2143/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	3137								
358	357	2139/4	2139/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	3138								
358	357	535	535	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	3139								
359	358	2145/4	2145/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3140								
359	358	2149/4	2149/4	0.0	1/4	1/4	Dynamic	3/8	1	1	0					p						
359	358	2145/4	2145/4	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	3141								
359	358	537	537	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	3142	p			406				
359	358	2149/4	2149/4	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	3143				406				
359	358	1075/2	1075/2	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	3144				406				
359	358	2145/4	2145/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3145								
359	358	1073/2	1073/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3146								
359	358	2147/4	2147/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	3147								
359	358	537	537	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	3148								
359	358	2149/4	2149/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	3149								
359	358	2145/4	2145/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	3150								
359	358	1073/2	1073/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	3151								
360	359	2151/4	2151/4	0.0	0	0	Spanner	3/8	1	1	0										21	
360	359	2151/4	2151/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3152			articStaccatoAbove				21	
360	359	2153/4	2153/4	0.0	1/8	1/8	Spanner	3/8	1	1	0											
360	359	1077/2	1077/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3153				407				
360	359	2155/4	2155/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3154				407				
360	359	539	539	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3155				407				
360	359	2151/4	2151/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3156				408				
360	359	538	538	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3157				408				
360	359	2153/4	2153/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3158								
360	359	2151/4	2151/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3159								
361	360	2157/4	2157/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3160			articStaccatoAbove					
361	360	540	540	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3161				409				
361	360	2161/4	2161/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3162				409				
361	360	1081/2	1081/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3163				409				
361	360	2157/4	2157/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3164				410				
361	360	1079/2	1079/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3165				410				
361	360	2159/4	2159/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3166								
361	360	2157/4	2157/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3167								
362	361	2163/4	2163/4	0.0	0	0	Spanner	3/8	1	1	0									9		
362	361	2163/4	2163/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3168			articStaccatoAbove			9		
362	361	2165/4	2165/4	0.0	1/8	1/8	Spanner	3/8	1	1	0											
362	361	1083/2	1083/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3169				411				
362	361	2167/4	2167/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3170				411				
362	361	542	542	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3171				411				
362	361	2163/4	2163/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3172				412				
362	361	541	541	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3173				412				
362	361	2165/4	2165/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3174								
362	361	2163/4	2163/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	3175								
363	362	2169/4	2169/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	3176			articStaccatoAbove					
363	362	543	543	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	3177				413				
363	362	2173/4	2173/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	3178				413				
363	362	1087/2	1087/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	3179				413				
363	362	2169/4	2169/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	3180				414				
363	362	1085/2	1085/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	3181				414				
363	362	2171/4	2171/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	3182								
