mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
3	3	7	7	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	18								
3	3	15/2	15/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	19								
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	20								
3	3	6	6	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	21								
3	3	7	7	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	22								
3	3	15/2	15/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	23								
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	24								
3	3	6	6	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	25								
3	3	7	7	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	26								
3	3	15/2	15/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	27								
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	28								
4	4	9	9	0.0	0	0	Spanner	6/8	1	1	0										0		
4	4	9	9	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	29				3		0		
4	4	19/2	19/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	30						0		
4	4	10	10	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	31						0		
4	4	21/2	21/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	32						0		
4	4	23/2	23/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	33				4		0		
4	4	9	9	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	34	<					0		
4	4	10	10	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	35						0		
4	4	9	9	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	36								
4	4	10	10	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	37								
4	4	21/2	21/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	38								
4	4	23/2	23/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	39				5				
5	5	12	12	0.0	0	0	Spanner	6/8	1	1	0												
5	5	12	12	0.0	0	0	Spanner	6/8	1	1	0									0			
5	5	12	12	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	40					0			
5	5	25/2	25/2	0.0	1/8	1/8	Spanner	6/8	1	1	0												
5	5	25/2	25/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	41			articStaccatoAbove	6				
5	5	13	13	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	42			articStaccatoAbove	6				
5	5	27/2	27/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	43			articStaccatoAbove	6				
5	5	14	14	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	44			articStaccatoAbove	6				
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	45			articStaccatoAbove					
5	5	12	12	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	46								
5	5	29/2	29/2	0.0	5/8	5/8	Spanner	6/8	2	1	0									1			
6	6	15	15	0.0	0	0	Spanner	6/8	1	1	0										1		
6	6	15	15	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	47				7		1		
6	6	31/2	31/2	0.0	1/8	1/8	Spanner	6/8	1	1	0								7				
6	6	31/2	31/2	0.0	1/8	1/8	Spanner	6/8	1	1	0								7	2			
6	6	31/2	31/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	48				7	2			
6	6	16	16	0.0	1/4	1/4	Spanner	6/8	1	1	0								7				
6	6	16	16	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	49				7				
6	6	33/2	33/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								7		2		
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	50				7		2		
6	6	17	17	0.0	1/2	1/2	Spanner	6/8	1	1	0								7				
6	6	17	17	0.0	1/2	1/2	Spanner	6/8	1	1	0								7	3			
6	6	17	17	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	51				7	3			
6	6	35/2	35/2	0.0	5/8	5/8	Spanner	6/8	1	1	0												
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	52								
6	6	15	15	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	53								
6	6	16	16	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	54								
6	6	33/2	33/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	55								
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	56								
6	6	15	15	0.0	0	0	Spanner	6/8	2	1	0												
6	6	15	15	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	57				8				
6	6	31/2	31/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	58				8				
6	6	16	16	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	59				8				
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	60				8				
6	6	17	17	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	61				8				
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	62								
6	6	15	15	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	63								
6	6	16	16	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	64								
6	6	33/2	33/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	65								
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	66								
7	7	18	18	0.0	0	0	Spanner	6/8	1	1	0											0	
7	7	18	18	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	67				9			0	
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	68							0	
7	7	19	19	0.0	1/4	1/4	Spanner	6/8	1	1	0												
7	7	19	19	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	69								
7	7	39/2	39/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	70								
7	7	41/2	41/2	0.0	5/8	5/8	Spanner	6/8	1	1	0											1	
7	7	41/2	41/2	0.375	5/8	5/8	Chord	6/8	1	1	3/32		1/16	3/2	71				10			1	
7	7	167/8	167/8	0.0	23/32	23/32	Spanner	6/8	1	1	0												
7	7	167/8	167/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	72								
7	7	18	18	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	73								
7	7	19	19	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	74								
7	7	39/2	39/2	0.0	3/8	3/8	Dynamic	6/8	1	2	0						sf						
7	7	39/2	39/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	75								
7	7	18	18	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	76				11				
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	77								
7	7	19	19	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	78								
7	7	39/2	39/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	79								
7	7	41/2	41/2	0.375	5/8	5/8	Chord	6/8	2	1	3/32		1/16	3/2	80				12				
7	7	167/8	167/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	81								
7	7	18	18	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	82								
7	7	19	19	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	83								
7	7	39/2	39/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	84								
8	8	21	21	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	85				13				
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	86								
8	8	22	22	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	87			articStaccatoBelow					
8	8	45/2	45/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						pp						
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	88				14				
8	8	23	23	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	89								
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	90			articStaccatoBelow					
8	8	21	21	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	91								
8	8	45/2	45/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	92								
9	9	24	24	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	93								
9	9	51/2	51/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						rf						
9	9	51/2	51/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	94								
9	9	51/2	51/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	95				15				
9	9	105/4	105/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	96				15				
9	9	53/2	53/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	97				15				
9	9	107/4	107/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	98								
9	9	24	24	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	99				16				
9	9	97/4	97/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	100				16				
9	9	49/2	49/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	101				16				
9	9	99/4	99/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	102				16				
9	9	25	25	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	103				16				
9	9	101/4	101/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	104				16				
9	9	51/2	51/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	105				16				
9	9	103/4	103/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	106				16				
9	9	26	26	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	107				16				
9	9	105/4	105/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	108				16				
9	9	53/2	53/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	109				16				
9	9	107/4	107/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	110								
10	10	27	27	0.375	0	0	Chord	6/8	1	1	3/32		1/16	3/2	111				17				
10	10	219/8	219/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	112								
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	113								
10	10	28	28	0.125	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	114								
10	10	225/8	225/8	0.0625	9/32	9/32	Chord	6/8	1	1	1/64		1/64	1	115				18				
10	10	451/16	451/16	0.0625	19/64	19/64	Chord	6/8	1	1	1/64		1/64	1	116								
10	10	113/4	113/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	117								
10	10	227/8	227/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	118								
10	10	57/2	57/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	119				19				
10	10	115/4	115/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	120								
10	10	29	29	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	121			articStaccatoAbove	20				
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	122			articStaccatoAbove					
10	10	27	27	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	123				21				
10	10	109/4	109/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	124				21				
10	10	55/2	55/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	125				21				
10	10	111/4	111/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	126				21				
10	10	28	28	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	127				21				
10	10	113/4	113/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	128								
10	10	57/2	57/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	129				22				
10	10	115/4	115/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	130				22				
10	10	29	29	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	131				22				
10	10	117/4	117/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	132				22				
10	10	59/2	59/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	133				22				
10	10	119/4	119/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	134								
11	11	30	30	0.375	0	0	Chord	6/8	1	1	3/32		1/16	3/2	135			ornamentTurn					
11	11	243/8	243/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	136			articStaccatoAbove	23				
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	137			articStaccatoAbove					
11	11	125/4	125/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	138								
11	11	63/2	63/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						rf						
11	11	63/2	63/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	139								
11	11	63/2	63/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	140				24				
11	11	129/4	129/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	141				24				
11	11	65/2	65/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	142				24				
11	11	131/4	131/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	143								
11	11	30	30	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	144				25				
11	11	121/4	121/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	145				25				
11	11	61/2	61/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	146				25				
11	11	123/4	123/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	147				25				
11	11	31	31	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	148				25				
11	11	125/4	125/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	149								
11	11	63/2	63/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	150				26				
11	11	127/4	127/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	151				26				
11	11	32	32	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	152				26				
11	11	129/4	129/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	153				26				
11	11	65/2	65/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	154				26				
11	11	131/4	131/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	155								
12	12	33	33	0.375	0	0	Chord	6/8	1	1	3/32		1/16	3/2	156				27				
12	12	267/8	267/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	157								
12	12	67/2	67/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16		1/8	3/2	158				28				
12	12	137/4	137/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	159								
12	12	69/2	69/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						rf						
12	12	69/2	69/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	160								
12	12	69/2	69/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	161				29				
12	12	141/4	141/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	162				29				
12	12	71/2	71/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	163				29				
12	12	143/4	143/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	164								
12	12	33	33	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	165				30				
12	12	133/4	133/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	166				30				
12	12	67/2	67/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	167				30				
12	12	135/4	135/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	168				30				
12	12	34	34	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	169				30				
12	12	137/4	137/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	170								
12	12	69/2	69/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	171				31				
12	12	139/4	139/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	172				31				
12	12	35	35	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	173				31				
12	12	141/4	141/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	174				31				
12	12	71/2	71/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	175				31				
12	12	143/4	143/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	176								
13	13	36	36	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	177				32				
13	13	73/2	73/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	178								
13	13	38	38	0.0	1/2	1/2	Spanner	6/8	1	1	0										3		
13	13	38	38	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	179			articStaccatoAbove	33		3		
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	180			articStaccatoAbove			3		
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	181								
13	13	36	36	0.25	0	0	Chord	6/8	2	2	1/16		1/16	1	182				34				
13	13	145/4	145/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16		1/16	1	183				34				
13	13	73/2	73/2	0.25	1/8	1/8	Chord	6/8	2	2	1/16		1/16	1	184				34				
13	13	147/4	147/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16		1/16	1	185				34				
13	13	37	37	0.25	1/4	1/4	Chord	6/8	2	2	1/16		1/16	1	186				34				
13	13	149/4	149/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16		1/16	1	187								
13	13	75/2	75/2	0.25	3/8	3/8	Chord	6/8	2	2	1/16		1/16	1	188								
13	13	151/4	151/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16		1/16	1	189								
13	13	38	38	0.25	1/2	1/2	Chord	6/8	2	2	1/16		1/16	1	190								
13	13	153/4	153/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	191								
13	13	77/2	77/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16		1/16	1	192								
13	13	155/4	155/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16		1/16	1	193								
14	14	39	39	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	194				35		3		
14	14	159/4	159/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	195				35		3		
14	14	319/8	319/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	196						3		
14	14	40	40	0.375	1/4	1/4	Chord	6/8	1	1	3/32		1/16	3/2	197			articStaccatoAbove			3		
14	14	323/8	323/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	198			articStaccatoAbove			3		
14	14	81/2	81/2	0.0	3/8	3/8	Spanner	6/8	1	1	0												
14	14	81/2	81/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									4			
14	14	81/2	81/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	199				36	4			
14	14	165/4	165/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	200					4			
14	14	83/2	83/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	201			articStaccatoAbove	37	4			
14	14	167/4	167/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	202			articStaccatoAbove		4			
14	14	39	39	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	203					4			
14	14	81/2	81/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	204					4			
14	14	39	39	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	205								
14	14	157/4	157/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	206								
14	14	79/2	79/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	207								
14	14	159/4	159/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	208								
14	14	40	40	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	209								
14	14	161/4	161/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	210								
14	14	81/2	81/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	211								
14	14	163/4	163/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	212								
14	14	41	41	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	213								
14	14	165/4	165/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	214								
14	14	83/2	83/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	215								
14	14	167/4	167/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	216								
14	14	39	39	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	217								
14	14	40	40	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	218								
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	219								
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	220								
15	15	42	42	0.0	0	0	Spanner	6/8	1	1	0												
15	15	42	42	0.0	0	0	Spanner	6/8	1	1	0											2	
15	15	42	42	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	221				38			2	
15	15	169/4	169/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	222							2	
15	15	85/2	85/2	0.0	1/8	1/8	Spanner	6/8	1	1	0												
15	15	42	42	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	223	<							
15	15	44	44	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	224			articStaccatoBelow	39				
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	225			articStaccatoBelow					
15	15	42	42	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	226								
15	15	169/4	169/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	227								
15	15	85/2	85/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	228								
15	15	171/4	171/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	229								
15	15	43	43	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	230								
15	15	173/4	173/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	231								
15	15	87/2	87/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	232								
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	233								
15	15	87/2	87/2	0.25	3/8	3/8	Chord	6/8	2	2	1/16		1/16	1	234								
15	15	175/4	175/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16		1/16	1	235								
15	15	44	44	0.25	1/2	1/2	Chord	6/8	2	2	1/16		1/16	1	236								
15	15	177/4	177/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	237								
15	15	89/2	89/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16		1/16	1	238								
15	15	179/4	179/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16		1/16	1	239								
16	16	45	45	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	240								
16	16	45	45	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	241				40				
16	16	91/2	91/2	0.0	1/8	1/8	Spanner	6/8	1	1	0								40	5			
16	16	91/2	91/2	0.125	1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	242				40	5			
16	16	365/8	365/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	243					5			
16	16	183/4	183/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	244			articStaccatoAbove		5			
16	16	367/8	367/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	245			articStaccatoAbove		5			
16	16	46	46	0.125	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	246			articStaccatoAbove		5			
16	16	369/8	369/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	247			articStaccatoAbove		5			
16	16	185/4	185/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	248			articStaccatoAbove		5			
16	16	371/8	371/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	249			articStaccatoAbove		5			
16	16	93/2	93/2	0.0	3/8	3/8	Spanner	6/8	1	1	0												
16	16	93/2	93/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	250				41				
16	16	189/4	189/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	251				41				
