mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
79	74	293/2	313/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	907								
79	74	1173/8	1253/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	908								
79	74	587/4	627/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	909								
79	74	1175/8	1255/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	910								
79	74	147	157	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	911								
79	74	1177/8	1257/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	912								
79	74	589/4	629/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	913								
79	74	1179/8	1259/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	914								
79	74	295/2	315/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	915								
79	74	1181/8	1261/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	916								
79	74	591/4	631/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	917								
79	74	1183/8	1263/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	918								
79	74	146	156	0.0		0	0	Spanner	2/4	2	1	0							31				
79	74	146	156	0.0		0	0	Spanner	2/4	2	1	0							31				118
79	74	146	156	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	919				31				118
79	74	293/2	313/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
79	74	293/2	313/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											119
79	74	293/2	313/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	920								119
79	74	147	157	0.0		1/4	1/4	Spanner	2/4	2	1	0											
79	74	147	157	0.0		1/4	1/4	Spanner	2/4	2	1	0											120
79	74	147	157	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	921								120
79	74	295/2	315/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
79	74	295/2	315/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											121
79	74	295/2	315/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	922								121
80	75	148	158	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	923								
80	75	1185/8	1265/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	924								
80	75	593/4	633/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	925								
80	75	1187/8	1267/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	926								
80	75	297/2	317/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	927								
80	75	1189/8	1269/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	928								
80	75	595/4	635/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	929								
80	75	1191/8	1271/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	930								
80	75	149	159	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	931								
80	75	1193/8	1273/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	932								
80	75	597/4	637/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	933								
80	75	1195/8	1275/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	934								
80	75	299/2	319/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	935								
80	75	1197/8	1277/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	936								
80	75	599/4	639/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	937								
80	75	1199/8	1279/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	938								
80	75	148	158	0.0		0	0	Spanner	2/4	2	1	0											
80	75	148	158	0.0		0	0	Spanner	2/4	2	1	0											122
80	75	297/2	317/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0				sf							
80	75	297/2	317/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
80	75	297/2	317/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											123
80	75	297/2	317/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	939								123
80	75	299/2	319/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0				sf							
80	75	299/2	319/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
80	75	299/2	319/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											124
80	75	299/2	319/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	940				32				124
81	76	150	160	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	941								
81	76	1201/8	1281/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	942								
81	76	601/4	641/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	943								
81	76	1203/8	1283/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	944								
81	76	301/2	321/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	945								
81	76	1205/8	1285/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	946								
81	76	603/4	643/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	947								
81	76	1207/8	1287/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	948								
81	76	151	161	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	949								
81	76	1209/8	1289/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	950								
81	76	605/4	645/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	951								
81	76	1211/8	1291/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	952								
81	76	303/2	323/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	953								
81	76	1213/8	1293/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	954								
81	76	607/4	647/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	955								
81	76	1215/8	1295/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	956								
81	76	150	160	0.0		0	0	Spanner	2/4	2	1	0							32				
81	76	150	160	0.0		0	0	Spanner	2/4	2	1	0							32				125
81	76	150	160	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	957				32				125
81	76	301/2	321/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
81	76	301/2	321/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											126
81	76	301/2	321/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	958								126
81	76	151	161	0.0		1/4	1/4	Spanner	2/4	2	1	0											
81	76	151	161	0.0		1/4	1/4	Spanner	2/4	2	1	0											127
81	76	151	161	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	959								127
81	76	303/2	323/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
81	76	303/2	323/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											128
81	76	303/2	323/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	960								128
82	77	152	162	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	961								
82	77	1217/8	1297/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	962								
82	77	609/4	649/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	963								
82	77	1219/8	1299/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	964								
82	77	305/2	325/2	0.0		1/8	1/8	Spanner	2/4	1	1	0									8		
82	77	305/2	325/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	965						8		
82	77	1221/8	1301/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	966						8		
82	77	611/4	651/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	967						8		
82	77	1223/8	1303/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	968						8		
82	77	153	163	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	969						8		
82	77	1225/8	1305/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	970						8		
82	77	613/4	653/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	971						8		
82	77	1227/8	1307/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	972						8		
82	77	307/2	327/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	973						8		
82	77	1229/8	1309/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	974						8		
82	77	615/4	655/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	975						8		
82	77	1231/8	1311/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	976						8		
82	77	152	162	0.0		0	0	Spanner	2/4	2	1	0											
82	77	152	162	0.0		0	0	Spanner	2/4	2	1	0											129
82	77	305/2	325/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0				sf							
82	77	305/2	325/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
82	77	305/2	325/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											130
82	77	305/2	325/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	977								130
82	77	307/2	327/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0				sf							
82	77	307/2	327/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
82	77	307/2	327/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											131
82	77	307/2	327/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	978								131
83	78	154	164	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	979						8		
83	78	1233/8	1313/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	980						8		
83	78	617/4	657/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	981						8		
83	78	1235/8	1315/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	982						8		
83	78	309/2	329/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	983						8		
83	78	1237/8	1317/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	984						8		
83	78	619/4	659/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	985						8		
83	78	1239/8	1319/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	986						8		
83	78	155	165	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	987						8		
83	78	1241/8	1321/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	988						8		
83	78	621/4	661/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	989						8		
83	78	1243/8	1323/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	990						8		
83	78	311/2	331/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	991						8		
83	78	1245/8	1325/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	992						8		
83	78	623/4	663/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	993						8		
83	78	1247/8	1327/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	994						8		
83	78	154	164	0.0		0	0	Spanner	2/4	2	1	0											
83	78	154	164	0.0		0	0	Spanner	2/4	2	1	0											132
83	78	154	164	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	995								132
83	78	309/2	329/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
83	78	309/2	329/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											133
83	78	309/2	329/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	996								133
83	78	155	165	0.0		1/4	1/4	Spanner	2/4	2	1	0											
83	78	155	165	0.0		1/4	1/4	Spanner	2/4	2	1	0											134
83	78	155	165	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	997								134
83	78	311/2	331/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
83	78	311/2	331/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											135
83	78	311/2	331/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	998								135
84	79	156	166	0.0		0	0	Dynamic	2/4	1	1	0				ff							
84	79	156	166	0.0		0	0	Spanner	2/4	1	1	0											
84	79	156	166	0.0		0	0	Spanner	2/4	1	1	0										0	
84	79	156	166	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	999							0	
84	79	1249/8	1329/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	1000							0	
84	79	625/4	665/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	1001							0	
84	79	1251/8	1331/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	1002							0	
84	79	313/2	333/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	1003							0	
84	79	1253/8	1333/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	1004							0	
84	79	627/4	667/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	1005							0	
84	79	1255/8	1335/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	1006							0	
84	79	157	167	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	1007							0	
84	79	1257/8	1337/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	1008							0	
84	79	629/4	669/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	1009							0	
84	79	1259/8	1339/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	1010							0	
84	79	315/2	335/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											
84	79	315/2	335/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	1011								
84	79	1261/8	1341/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	1012								
84	79	631/4	671/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	1013								
84	79	1263/8	1343/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1014								
84	79	156	166	0.0		0	0	Spanner	2/4	2	1	0											
84	79	156	166	0.0		0	0	Spanner	2/4	2	1	0											136
84	79	313/2	333/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
84	79	313/2	333/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											137
84	79	313/2	333/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1015								137
84	79	157	167	0.0		1/4	1/4	Spanner	2/4	2	1	0											
84	79	157	167	0.0		1/4	1/4	Spanner	2/4	2	1	0											138
84	79	315/2	335/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
84	79	315/2	335/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											139
84	79	315/2	335/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1016								139
85	80	158	168	0.0		0	0	Spanner	2/4	1	1	0											140
85	80	158	168	0.0		0	0	Spanner	2/4	1	1	0								6			140
85	80	158	168	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	1017					6			140
85	80	1265/8	1345/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	1018					6			140
85	80	633/4	673/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	1019					6			140
85	80	1267/8	1347/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	1020					6			140
85	80	317/2	337/2	0.0		1/8	1/8	Spanner	2/4	1	1	0								6			
85	80	317/2	337/2	0.0		1/8	1/8	Spanner	2/4	1	1	0								6			141
85	80	317/2	337/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	1021					6			141
85	80	1269/8	1349/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	1022					6			141
85	80	635/4	675/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	1023					6			141
85	80	1271/8	1351/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	1024					6			141
85	80	159	169	0.0		1/4	1/4	Spanner	2/4	1	1	0								6			
85	80	159	169	0.0		1/4	1/4	Spanner	2/4	1	1	0								6			142
85	80	159	169	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	1025					6			142
85	80	1273/8	1353/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	1026					6			142
85	80	637/4	677/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	1027					6			142
85	80	1275/8	1355/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	1028					6			142
85	80	319/2	339/2	0.0		3/8	3/8	Spanner	2/4	1	1	0								6			
85	80	319/2	339/2	0.0		3/8	3/8	Spanner	2/4	1	1	0								6			143
85	80	319/2	339/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	1029					6			143
85	80	1277/8	1357/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	1030					6			143
85	80	158	168	0.0		0	0	Spanner	2/4	2	1	0											
85	80	639/4	679/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	1031								
85	80	1279/8	1359/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	1032								
86	81	160	170	0.0		0	0	Dynamic	2/4	1	1	0				p							
86	81	160	170	0.0		0	0	Spanner	2/4	1	1	0											
86	81	160	170	0.0		0	0	Spanner	2/4	1	1	0											
86	81	160	170	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1033				33				
86	81	161	171	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1034								
86	81	160	170	0.0		0	0	StaffText	2/4	2	1	0						<i>dolce</i>					
86	81	160	170	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	1035				34				
86	81	161	171	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1036								
87	82	162	172	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	1037								
87	82	327/2	347/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1038								
87	82	162	172	1.5		0	0	Chord	2/4	2	1	3/8	1/4	3/2	1039								
87	82	327/2	347/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1040								
88	83	164	174	0.0		0	0	Spanner	2/4	1	1	0											144
88	83	164	174	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1041		articStaccatoAbove		35				144
88	83	165	175	0.0		1/4	1/4	Spanner	2/4	1	1	0											
88	83	165	175	0.0		1/4	1/4	Spanner	2/4	1	1	0											145
88	83	165	175	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1042		articStaccatoAbove						145
88	83	164	174	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	1043				36				
88	83	165	175	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1044				36				
88	83	661/4	701/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1045				36				
88	83	331/2	351/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1046				36				
88	83	663/4	703/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1047				36				
89	84	166	176	0.0		0	0	Spanner	2/4	1	1	0											
89	84	166	176	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	1048								
89	84	166	176	0.0		0	0	Spanner	2/4	2	1	0							36				146
89	84	166	176	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1049				36				146
89	84	665/4	705/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1050				36				146
89	84	333/2	353/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1051				36				146
89	84	667/4	707/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1052				36				146
89	84	167	177	0.0		1/4	1/4	Spanner	2/4	2	1	0							36				
89	84	167	177	0.0		1/4	1/4	Spanner	2/4	2	1	0							36				147
89	84	167	177	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1053				36				147
89	84	669/4	709/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1054				36				147
89	84	335/2	355/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1055				36				147
89	84	671/4	711/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1056								147
90	85	168	178	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1057								
90	85	169	179	0.0		1/4	1/4	Dynamic	2/4	1	1	0				sfp							
90	85	169	179	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1058								
90	85	168	178	0.0		0	0	Spanner	2/4	2	1	0											
90	85	168	178	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	1059								
90	85	169	179	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1060								
91	86	170	180	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	1061								
91	86	343/2	363/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1062								
91	86	170	180	1.5		0	0	Chord	2/4	2	1	3/8	1/4	3/2	1063								
91	86	343/2	363/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1064				37				
92	87	172	182	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1065								
92	87	173	183	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1066								
92	87	172	182	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	1067				37				
92	87	173	183	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1068				37				
92	87	693/4	733/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1069				37				
92	87	347/2	367/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1070				37				
92	87	695/4	735/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1071				37				
93	88	174	184	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	1072								
93	88	174	184	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1073				37				
93	88	697/4	737/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1074				37				
93	88	349/2	369/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1075				37				
93	88	699/4	739/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1076				37				
93	88	175	185	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1077				37				
93	88	701/4	741/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1078				37				
93	88	351/2	371/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1079				37				
93	88	703/4	743/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1080								
94	89	176	186	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1081								
94	89	177	187	0.875		1/4	1/4	Chord	2/4	1	1	7/32	1/8	7/4	1082								
94	89	1423/8	1503/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1083								
94	89	176	186	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	1084								
94	89	177	187	0.875		1/4	1/4	Chord	2/4	2	1	7/32	1/8	7/4	1085								
94	89	1423/8	1503/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	1086								
95	90	178	188	0.75		0	0	Chord	2/4	1	1	3/16	1/8	3/2	1087								
95	90	715/4	755/4	0.0		3/16	3/16	Spanner	2/4	1	1	0									9		
95	90	715/4	755/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1088				38		9		
95	90	179	189	0.0		1/4	1/4	Spanner	2/4	1	1	0							38				
95	90	179	189	0.0		1/4	1/4	Spanner	2/4	1	1	0							38	7			
95	90	179	189	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1089				38	7			
95	90	359/2	379/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1090					7			
95	90	178	188	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	1091								
95	90	715/4	755/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1092				39				
95	90	179	189	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1093				39				
95	90	359/2	379/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1094								
96	91	180	190	0.0		0	0	Spanner	2/4	1	1	0											
96	91	180	190	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1095								
96	91	181	191	0.875		1/4	1/4	Chord	2/4	1	1	7/32	1/8	7/4	1096								
96	91	1455/8	1535/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1097								
96	91	180	190	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	1098								
96	91	181	191	0.875		1/4	1/4	Chord	2/4	2	1	7/32	1/8	7/4	1099								
96	91	1455/8	1535/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	1100								
97	92	182	192	0.75		0	0	Chord	2/4	1	1	3/16	1/8	3/2	1101								
97	92	731/4	771/4	0.0		3/16	3/16	Spanner	2/4	1	1	0									10		
97	92	731/4	771/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1102						10		
97	92	183	193	0.0		1/4	1/4	Spanner	2/4	1	1	0								8	10		
97	92	183	193	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1103				40	8	10		
97	92	733/4	773/4	0.0		5/16	5/16	Spanner	2/4	1	1	0							40	8			
97	92	733/4	773/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1104				40	8			
97	92	367/2	387/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1105					8			
97	92	183	193	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1106					8			
97	92	367/2	387/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1107					8			
97	92	182	192	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	1108								
97	92	731/4	771/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1109				41				
97	92	183	193	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1110				41				
97	92	367/2	387/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1111								
98	93	184	194	0.0		0	0	Spanner	2/4	1	1	0											
98	93	184	194	0.0		0	0	Spanner	2/4	1	1	0									11		
98	93	184	194	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1112						11		
98	93	185	195	0.875		1/4	1/4	Chord	2/4	1	1	7/32	1/8	7/4	1113						11		
98	93	1487/8	1567/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1114						11		
98	93	184	194	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	1115								
98	93	185	195	0.875		1/4	1/4	Chord	2/4	2	1	7/32	1/8	7/4	1116								
98	93	1487/8	1567/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	1117								
99	94	186	196	0.0		0	0	Spanner	2/4	1	1	0											
99	94	186	196	0.75		0	0	Chord	2/4	1	1	3/16	1/8	3/2	1118								
99	94	747/4	787/4	0.0		3/16	3/16	Spanner	2/4	1	1	0								9			
99	94	747/4	787/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1119					9			
99	94	187	197	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1120					9			
