mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
39	36	141/2	153/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	258				11, 12				
39	36	283/4	307/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	259				11, 12				
39	36	71	77	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	260				11, 12				
39	36	143/2	155/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	261				11				
40	37	72	78	0.0		0	0	Spanner	2/4	1	1	0							10				
40	37	72	78	0.0		0	0	Spanner	2/4	1	1	0							10				10
40	37	72	78	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	262				10				10
40	37	289/4	313/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	263				10				10
40	37	145/2	157/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	264				10				10
40	37	291/4	315/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	265				10				10
40	37	73	79	0.0		1/4	1/4	Spanner	2/4	1	1	0							10				
40	37	73	79	0.0		1/4	1/4	Spanner	2/4	1	1	0							10				11
40	37	73	79	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	266				10				11
40	37	293/4	317/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	267				10				11
40	37	147/2	159/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	268				10				11
40	37	295/4	319/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	269				10				11
40	37	72	78	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	270				11				
40	37	73	79	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sfp			11				
40	37	73	79	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	271				11				
41	38	74	80	0.0		0	0	Spanner	2/4	1	1	0							10				
41	38	74	80	0.0		0	0	Spanner	2/4	1	1	0							10				12
41	38	74	80	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	272				10				12
41	38	297/4	321/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	273				10				12
41	38	149/2	161/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	274				10				12
41	38	299/4	323/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	275				10				12
41	38	75	81	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	276				10				12
41	38	301/4	325/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	277				10				12
41	38	151/2	163/2	0.0		3/8	3/8	Spanner	2/4	1	1	0							10				
41	38	151/2	163/2	0.0		3/8	3/8	Spanner	2/4	1	1	0							10				13
41	38	151/2	163/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	278				10				13
41	38	303/4	327/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	279				10				13
41	38	74	80	1.5		0	0	Chord	2/4	2	1	3/8	1/4	3/2	280				11				
41	38	151/2	163/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	281				11				
42	39	76	82	0.0		0	0	Spanner	2/4	1	1	0							10				
42	39	76	82	0.0		0	0	Spanner	2/4	1	1	0							10				14
42	39	76	82	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	282				10				14
42	39	305/4	329/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	283				10				14
42	39	153/2	165/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	284				10				14
42	39	307/4	331/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	285				10				14
42	39	77	83	0.0		1/4	1/4	Spanner	2/4	1	1	0							10				
42	39	77	83	0.0		1/4	1/4	Spanner	2/4	1	1	0							10				15
42	39	77	83	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	286				10				15
42	39	309/4	333/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	287				10				15
42	39	155/2	167/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	288				10				15
42	39	311/4	335/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	289				10				15
42	39	76	82	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	290				11				
42	39	77	83	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	291								
43	40		84	0.25	1	0	0	Chord	2/4	1	1	1/16	1/16	1	292				10				15
43	40		337/4	0.25	1	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	293				10				15
43	40		169/2	0.0	1	1/8	1/8	Spanner	2/4	1	1	0							10				
43	40		169/2	0.0	1	1/8	1/8	Spanner	2/4	1	1	0							10				16
43	40		169/2	0.25	1	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	294				10				16
43	40		339/4	0.25	1	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	295				10				16
43	40		85	0.25	1	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	296				10				16
43	40		341/4	0.25	1	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	297				10				16
43	40		171/2	0.25	1	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	298				10				16
43	40		343/4	0.25	1	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	299								16
43	40		84	0.5	1	0	0	Chord	2/4	2	1	1/8	1/8	1	300								
43	40		169/2	0.25	1	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	301				13				
43	40		339/4	0.25	1	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	302				13				
43	40		85	0.25	1	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	303				13				
43	40		341/4	0.25	1	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	304				13				
43	40		171/2	0.25	1	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	305				13				
43	40		343/4	0.25	1	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	306				14				
44	40	78	86	0.0	2	0	0	Spanner	2/4	1	1	0											
44	40	78	86	0.25	2	0	0	Chord	2/4	1	1	1/16	1/16	1	307				15				
44	40	313/4	345/4	0.25	2	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	308				15				
44	40	157/2	173/2	0.25	2	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	309				15				
44	40	315/4	347/4	0.25	2	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	310				15				
44	40	79	87	0.25	2	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	311				15				
44	40	317/4	349/4	0.25	2	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	312				15				
44	40	159/2	175/2	0.25	2	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	313				15				
44	40	319/4	351/4	0.25	2	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	314								
44	40	78	86	0.0	2	0	0	Spanner	2/4	2	1	0											17
44	40	78	86	0.5	2	0	0	Chord	2/4	2	1	1/8	1/8	1	315								17
44	40	157/2	173/2	0.25	2	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	316				16				17
44	40	315/4	347/4	0.25	2	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	317								17
44	40	79	87	0.0	2	1/4	1/4	Spanner	2/4	2	1	0											
44	40	79	87	0.0	2	1/4	1/4	Spanner	2/4	2	1	0											18
44	40	79	87	0.25	2	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	318				17				18
44	40	317/4	349/4	0.25	2	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	319				17				18
44	40	159/2	175/2	0.25	2	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	320				17				18
44	40	319/4	351/4	0.25	2	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	321								18
45	41	80	88	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	322				18				
45	41	321/4	353/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	323				18				
45	41	161/2	177/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	324				18				
45	41	323/4	355/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	325				18				
45	41	81	89	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	326				18				
45	41	325/4	357/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	327				18				
45	41	163/2	179/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	328				18				
45	41	327/4	359/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	329				18				
45	41	80	88	0.0		0	0	Spanner	2/4	2	1	0											19
45	41	80	88	0.0		0	0	Spanner	2/4	2	1	0											19
45	41	80	88	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	330								19
45	41	80	88	1.0		0	0	Chord	2/4	2	2	1/4	1/4	1	331								19
45	41	81	89	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	332								19
46	42	82	90	0.0		0	0	Spanner	2/4	1	1	0							18		4		
46	42	82	90	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	333				18		4		
46	42	329/4	361/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	334				18		4		
46	42	165/2	181/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	335				18		4		
46	42	331/4	363/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	336				18		4		
46	42	83	91	0.0		1/4	1/4	Spanner	2/4	1	1	0							18				
46	42	83	91	0.0		1/4	1/4	Spanner	2/4	1	1	0							18	3			
46	42	83	91	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	337				18	3			
46	42	333/4	365/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	338				18	3			
46	42	167/2	183/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	339				18	3			
46	42	335/4	367/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	340					3			
46	42	82	90	0.0		0	0	Spanner	2/4	2	1	0											
46	42	82	90	0.0		0	0	Spanner	2/4	2	1	0											20
46	42	82	90	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	341								20
46	42	165/2	181/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	342								20
46	42	331/4	363/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	343								20
46	42	83	91	0.0		1/4	1/4	Spanner	2/4	2	1	0											
46	42	83	91	0.0		1/4	1/4	Spanner	2/4	2	1	0											21
46	42	83	91	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	344								21
46	42	167/2	183/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	345								21
46	42	82	90	0.5		0	0	Chord	2/4	2	2	1/8	1/8	1	346				19				21
46	42	165/2	181/2	0.25		1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	347				19				21
46	42	331/4	363/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	348				19				21
46	42	83	91	0.5		1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	349				19				21
46	42	167/2	183/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	350								21
47	43	84	92	0.0		0	0	Spanner	2/4	1	1	0											
47	43	84	92	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	351				20				
47	43	337/4	369/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	352				20				
47	43	169/2	185/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	353				20				
47	43	339/4	371/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	354				20				
47	43	85	93	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	355				20				
47	43	341/4	373/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	356				20				
47	43	171/2	187/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	357				20				
47	43	343/4	375/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	358				20				
47	43	84	92	0.0		0	0	Spanner	2/4	2	1	0											
47	43	84	92	0.0		0	0	Spanner	2/4	2	1	0											22
47	43	84	92	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	359								22
47	43	84	92	1.0		0	0	Chord	2/4	2	2	1/4	1/4	1	360				21				22
47	43	85	93	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	361								22
48	44	86	94	0.0		0	0	Spanner	2/4	1	1	0							20		5		
48	44	86	94	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	362				20		5		
48	44	345/4	377/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	363				20		5		
48	44	173/2	189/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	364				20		5		
48	44	347/4	379/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	365				20		5		
48	44	87	95	0.0		1/4	1/4	Spanner	2/4	1	1	0							20				
48	44	87	95	0.0		1/4	1/4	Spanner	2/4	1	1	0							20	4			
48	44	87	95	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	366				20	4			
48	44	349/4	381/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	367				20	4			
48	44	175/2	191/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	368				20	4			
48	44	351/4	383/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	369					4			
48	44	86	94	0.0		0	0	Spanner	2/4	2	1	0											
48	44	86	94	0.0		0	0	Spanner	2/4	2	1	0											23
48	44	86	94	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	370								23
48	44	173/2	189/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	371								23
48	44	347/4	379/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	372								23
48	44	87	95	0.0		1/4	1/4	Spanner	2/4	2	1	0											
48	44	87	95	0.0		1/4	1/4	Spanner	2/4	2	1	0											24
48	44	87	95	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	373								24
48	44	175/2	191/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	374								24
48	44	86	94	0.5		0	0	Chord	2/4	2	2	1/8	1/8	1	375								24
48	44	173/2	189/2	0.25		1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	376								24
48	44	347/4	379/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	377								24
48	44	87	95	0.5		1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	378								24
48	44	175/2	191/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	379								24
49	45	88	96	0.0		0	0	Spanner	2/4	1	1	0											
49	45	88	96	0.0		0	0	Spanner	2/4	1	1	0									6		
49	45	88	96	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	380				22		6		
49	45	353/4	385/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	381				22		6		
49	45	177/2	193/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	382				22		6		
49	45	355/4	387/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	383				22		6		
49	45	89	97	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	384				22		6		
49	45	357/4	389/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	385				22		6		
49	45	179/2	195/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	386				22		6		
49	45	359/4	391/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	387						6		
49	45	88	96	0.0		0	0	Spanner	2/4	2	1	0											
49	45	88	96	0.0		0	0	Spanner	2/4	2	1	0											25
49	45	88	96	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	388								25
49	45	88	96	1.0		0	0	Chord	2/4	2	2	1/4	1/4	1	389				23				25
49	45	89	97	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	390								25
50	46	90	98	0.0		0	0	Dynamic	2/4	1	1	0				other-dynamics							
50	46	90	98	0.0		0	0	Spanner	2/4	1	1	0											
50	46	361/4	393/4	0.0		1/16	1/16	Spanner	2/4	1	1	0								5			
50	46	361/4	393/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	391				24	5			
50	46	181/2	197/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	392				24	5			
50	46	363/4	395/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	393				24	5			
50	46	91	99	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	394				24	5			
50	46	365/4	397/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	395				24	5			
50	46	183/2	199/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	396				24	5			
50	46	367/4	399/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	397					5			
50	46	90	98	0.0		0	0	Spanner	2/4	2	1	0											
50	46	90	98	0.0		0	0	Spanner	2/4	2	1	0											26
50	46	90	98	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	398				25				26
50	46	181/2	197/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	399				25				26
50	46	363/4	395/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	400				25				26
50	46	91	99	0.0		1/4	1/4	Spanner	2/4	2	1	0							25				
50	46	91	99	0.0		1/4	1/4	Spanner	2/4	2	1	0							25				27
50	46	91	99	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	401				25				27
50	46	183/2	199/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	402								27
51	47	92	100	0.0		0	0	Dynamic	2/4	1	1	0				p							
51	47	92	100	0.0		0	0	Spanner	2/4	1	1	0											
51	47	92	100	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	403				26				
51	47	369/4	401/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	404				26				
51	47	185/2	201/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	405				26				
51	47	371/4	403/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	406				26				
51	47	93	101	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	407				26				
51	47	373/4	405/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	408				26				
51	47	187/2	203/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	409				26				
51	47	375/4	407/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	410								
51	47	92	100	0.0		0	0	Spanner	2/4	2	1	0											
51	47	92	100	0.0		0	0	Spanner	2/4	2	1	0											28
51	47	92	100	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	411				27				28
51	47	93	101	0.0		1/4	1/4	Spanner	2/4	2	1	0											
51	47	93	101	0.0		1/4	1/4	Spanner	2/4	2	1	0											29
51	47	93	101	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	412								29
52	48		102	0.25	1	0	0	Chord	2/4	1	1	1/16	1/16	1	413								
52	48		409/4	0.25	1	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	414								
52	48		205/2	0.25	1	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	415								
52	48		411/4	0.25	1	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	416								
52	48		103	0.25	1	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	417								
52	48		102	0.0	1	0	0	Spanner	2/4	2	1	0											
52	48		102	0.0	1	0	0	Spanner	2/4	2	1	0											30
52	48		102	0.5	1	0	0	Chord	2/4	2	1	1/8	1/8	1	418								30
52	48		205/2	0.0	1	1/8	1/8	Spanner	2/4	2	1	0											
52	48		205/2	0.0	1	1/8	1/8	Spanner	2/4	2	1	0											31
52	48		205/2	0.25	1	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	419				28				31
52	48		411/4	0.25	1	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	420				28				31
52	48		103	0.25	1	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	421								31
52	48		413/4	0.0	1	5/16	5/16	Spanner	2/4	2	1	0											
52	48		413/4	0.0	1	5/16	5/16	Spanner	2/4	2	1	0											32
52	48		413/4	0.25	1	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	422								32
52	48		207/2	0.25	1	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	423								32
52	48		415/4	0.25	1	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	424								32
53	48	94	104	0.0	2	0	0	Spanner	2/4	1	1	0											33
53	48	94	104	0.25	2	0	0	Chord	2/4	1	1	1/16	1/16	1	425								33
53	48	377/4	417/4	0.25	2	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	426								33
53	48	189/2	209/2	0.25	2	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	427								33
53	48	379/4	419/4	0.25	2	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	428								33
53	48	95	105	0.0	2	1/4	1/4	Spanner	2/4	1	1	0											
53	48	95	105	0.25	2	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	429								
53	48	94	104	0.0	2	0	0	Spanner	2/4	2	1	0											
53	48	94	104	0.5	2	0	0	Chord	2/4	2	1	1/8	1/8	1	430								
53	48	189/2	209/2	0.5	2	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	431								
53	48	95	105	0.0	2	1/4	1/4	Dynamic	2/4	2	1	0				mf							
53	48	761/8	841/8	0.0	2	9/32	9/32	Spanner	2/4	2	1	0											34
53	48	761/8	841/8	0.125	2	9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	432								34
53	48	381/4	421/4	0.125	2	5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	433								34
53	48	763/8	843/8	0.125	2	11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	434								34
53	48	191/2	211/2	0.125	2	3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	435								34
53	48	765/8	845/8	0.125	2	13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	436								34
53	48	383/4	423/4	0.125	2	7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	437								34
53	48	767/8	847/8	0.125	2	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	438								34
54	49	193/2	213/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0				sf							
54	49	193/2	213/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	439								
54	49	195/2	215/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				sf							
54	49	195/2	215/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	440								
54	49	96	106	0.0		0	0	Spanner	2/4	2	1	0											
54	49	96	106	0.0		0	0	Spanner	2/4	2	1	0											35
54	49	96	106	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	441								35
54	49	769/8	849/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	442								35
54	49	385/4	425/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	443								35
54	49	771/8	851/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	444								35
54	49	193/2	213/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	445								35
54	49	773/8	853/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	446								35
54	49	387/4	427/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	447								35
54	49	775/8	855/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	448								35
54	49	97	107	0.0		1/4	1/4	Spanner	2/4	2	1	0											
54	49	97	107	0.0		1/4	1/4	Spanner	2/4	2	1	0											36
54	49	97	107	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	449								36
54	49	777/8	857/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	450								36
54	49	389/4	429/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	451								36
54	49	779/8	859/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	452								36
54	49	195/2	215/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	453								36
54	49	781/8	861/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	454								36
54	49	391/4	431/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	455								36
54	49	783/8	863/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	456								36
55	50	98	108	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	457								
55	50	197/2	217/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0				sf							
55	50	197/2	217/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	458								
55	50	199/2	219/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				f							
55	50	199/2	219/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	459								
55	50	98	108	0.0		0	0	Spanner	2/4	2	1	0											
55	50	98	108	0.0		0	0	Spanner	2/4	2	1	0											37
55	50	98	108	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	460								37
55	50	785/8	865/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	461								37
55	50	393/4	433/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	462								37
55	50	787/8	867/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	463								37
55	50	197/2	217/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
55	50	197/2	217/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											38
55	50	197/2	217/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	464								38
55	50	789/8	869/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	465								38
55	50	395/4	435/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	466								38
55	50	791/8	871/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	467								38
55	50	99	109	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	468								38
55	50	793/8	873/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	469								38
55	50	397/4	437/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	470								38
55	50	795/8	875/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	471								38
55	50	199/2	219/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
55	50	199/2	219/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											39
55	50	199/2	219/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	472								39
55	50	797/8	877/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	473								39
55	50	399/4	439/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	474								39
55	50	799/8	879/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	475								39
56	51	100	110	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	476								
56	51	201/2	221/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	477								
56	51	101	111	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	478								
56	51	203/2	223/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	479								
