mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
90	90	713/4	713/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	911									
90	90	357/2	357/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	912									
90	90	715/4	715/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	913									
90	90	179	179	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	914									
90	90	717/4	717/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	915									
90	90	359/2	359/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	916									
90	90	719/4	719/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	917									
90	90	178	178	0.0		0	0	Dynamic	2/4	2	1	0				sfp								
90	90	178	178	0.0		0	0	Spanner	2/4	2	1	0												
90	90	178	178	0.0		0	0	Spanner	2/4	2	1	0										83		
90	90	178	178	1.5		0	0	Chord	2/4	2	1	3/8	1/4	3/2	918				12			83		
90	90	359/2	359/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	919				12			83		
91	91	180	180	0.0		0	0	Spanner	2/4	1	1	0									11			
91	91	721/4	721/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	920						11			
91	91	361/2	361/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	921						11			
91	91	723/4	723/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	922						11			
91	91	725/4	725/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	923						11			
91	91	363/2	363/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	924						11			
91	91	727/4	727/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	925						11			
91	91	180	180	0.0		0	0	Spanner	2/4	2	1	0							12					
91	91	180	180	0.0		0	0	Spanner	2/4	2	1	0							12			84		
91	91	180	180	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	926				12			84		
91	91	181	181	0.0		1/4	1/4	Spanner	2/4	2	1	0							12					
91	91	181	181	0.0		1/4	1/4	Spanner	2/4	2	1	0							12			85		
91	91	181	181	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	927				12			85		
92	92	729/4	729/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	928						11			
92	92	365/2	365/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	929						11			
92	92	731/4	731/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	930						11			
92	92	733/4	733/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	931						11			
92	92	367/2	367/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	932						11			
92	92	735/4	735/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	933						11			
92	92	182	182	0.0		0	0	Spanner	2/4	2	1	0							12					
92	92	182	182	0.0		0	0	Spanner	2/4	2	1	0							12			86		
92	92	182	182	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	934				12			86		
92	92	183	183	0.0		1/4	1/4	Spanner	2/4	2	1	0							12					
92	92	183	183	0.0		1/4	1/4	Spanner	2/4	2	1	0							12			87		
92	92	183	183	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	935				12			87		
93	93	737/4	737/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	936						11			
93	93	369/2	369/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	937						11			
93	93	739/4	739/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	938						11			
93	93	741/4	741/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	939						11			
93	93	371/2	371/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	940						11			
93	93	743/4	743/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	941						11			
93	93	184	184	0.0		0	0	Spanner	2/4	2	1	0							12			88		
93	93	184	184	0.0		0	0	Spanner	2/4	2	1	0							12			88		
93	93	184	184	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	942				12			88		
93	93	185	185	0.0		1/4	1/4	Spanner	2/4	2	1	0												
93	93	185	185	0.0		1/4	1/4	Spanner	2/4	2	1	0										89		
93	93	185	185	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	943							89		
94	94	186	186	0.0		0	0	Spanner	2/4	1	1	0												
94	94	186	186	0.0		0	0	Spanner	2/4	1	1	0								11				
94	94	745/4	745/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	944					11				
94	94	373/2	373/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	945					11				
94	94	747/4	747/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	946					11				
94	94	749/4	749/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	947					11				
94	94	375/2	375/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	948					11				
94	94	751/4	751/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	949					11				
94	94	186	186	0.0		0	0	Spanner	2/4	2	1	0												
94	94	186	186	0.0		0	0	Spanner	2/4	2	1	0										90		
94	94	186	186	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	950				13			90		
94	94	187	187	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	951				13			90		
94	94	186	186	2.0		0	0	Chord	2/4	2	2	1/2	1/2	1	952							90		
95	95	753/4	753/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	953					11				
95	95	377/2	377/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	954					11				
95	95	755/4	755/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	955					11				
95	95	757/4	757/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	956					11				
95	95	379/2	379/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	957					11				
95	95	759/4	759/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	958					11				
95	95	188	188	0.0		0	0	Spanner	2/4	2	1	0							13					
95	95	188	188	0.0		0	0	Spanner	2/4	2	1	0							13			91		
95	95	188	188	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	959				13			91		
95	95	189	189	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	960							91		
95	95	188	188	2.0		0	0	Chord	2/4	2	2	1/2	1/2	1	961							91		
96	96	190	190	0.0		0	0	Dynamic	2/4	1	1	0				f								
96	96	190	190	0.0		0	0	Spanner	2/4	1	1	0												
96	96	190	190	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	962									
96	96	761/4	761/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	963									
96	96	381/2	381/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	964									
96	96	763/4	763/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	965									
96	96	191	191	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	966									
96	96	765/4	765/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	967									
96	96	383/2	383/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	968									
96	96	767/4	767/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	969									
96	96	190	190	0.0		0	0	Spanner	2/4	2	1	0												
96	96	190	190	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	970									
96	96	765/4	765/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	971									
96	96	383/2	383/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	972									
96	96	767/4	767/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	973									
97	97	192	192	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	974									
97	97	769/4	769/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	975									
97	97	385/2	385/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	976									
97	97	771/4	771/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	977									
97	97	193	193	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	978									
97	97	773/4	773/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	979									
97	97	387/2	387/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	980									
97	97	775/4	775/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	981									
97	97	192	192	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	982									
97	97	769/4	769/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	983									
97	97	385/2	385/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	984									
97	97	771/4	771/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	985									
97	97	193	193	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	986									
97	97	773/4	773/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	987									
97	97	387/2	387/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	988									
97	97	775/4	775/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	989									
98	98	194	194	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	990									
98	98	777/4	777/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	991									
98	98	389/2	389/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	992									
98	98	779/4	779/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	993									
98	98	195	195	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	994									
98	98	391/2	391/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				sf								
98	98	391/2	391/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	995									
98	98	194	194	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	996									
98	98	777/4	777/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	997									
98	98	389/2	389/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	998									
98	98	779/4	779/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	999									
98	98	195	195	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1000									
98	98	781/4	781/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1001									
98	98	391/2	391/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1002									
98	98	783/4	783/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1003									
99	99	196	196	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	1004									
99	99	393/2	393/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1005									
99	99	197	197	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1006									
99	99	395/2	395/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1007									
99	99	196	196	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1008									
99	99	785/4	785/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1009									
99	99	393/2	393/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1010									
99	99	787/4	787/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1011									
99	99	197	197	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1012									
99	99	789/4	789/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1013									
99	99	395/2	395/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1014									
99	99	791/4	791/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1015									
100	100	198	198	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	1016									
100	100	793/4	793/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1017									
100	100	397/2	397/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1018									
100	100	795/4	795/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1019									
100	100	199	199	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1020									
100	100	797/4	797/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1021									
100	100	399/2	399/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1022									
100	100	799/4	799/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1023									
100	100	198	198	0.0		0	0	Dynamic	2/4	2	1	0				f								
100	100	198	198	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1024									
100	100	797/4	797/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1025									
100	100	399/2	399/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1026									
100	100	799/4	799/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1027									
101	101	200	200	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	1028									
101	101	801/4	801/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1029									
101	101	401/2	401/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1030									
101	101	803/4	803/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1031									
101	101	201	201	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1032									
101	101	805/4	805/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1033									
101	101	403/2	403/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1034									
101	101	807/4	807/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1035									
101	101	200	200	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1036									
101	101	801/4	801/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1037									
101	101	401/2	401/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1038									
101	101	803/4	803/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1039									
101	101	201	201	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1040									
101	101	805/4	805/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1041									
101	101	403/2	403/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1042									
101	101	807/4	807/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1043									
102	102	202	202	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	1044									
102	102	809/4	809/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1045									
102	102	405/2	405/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1046									
102	102	811/4	811/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1047									
102	102	203	203	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1048									
102	102	407/2	407/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				sf								
102	102	407/2	407/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1049									
102	102	202	202	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1050									
102	102	809/4	809/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1051									
102	102	405/2	405/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1052									
102	102	811/4	811/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1053									
102	102	203	203	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1054									
102	102	813/4	813/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1055									
102	102	407/2	407/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1056									
102	102	815/4	815/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1057									
103	103	204	204	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	1058									
103	103	409/2	409/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1059									
103	103	205	205	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1060									
103	103	411/2	411/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1061									
103	103	204	204	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1062									
103	103	817/4	817/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1063									
103	103	409/2	409/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1064									
103	103	819/4	819/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1065									
103	103	205	205	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1066									
103	103	821/4	821/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1067									
103	103	411/2	411/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1068									
103	103	823/4	823/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1069									
104	104	206	206	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	1070		articStaccatoAbove							
104	104	415/2	415/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				sf								
104	104	415/2	415/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1071									
104	104	206	206	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1072									
104	104	825/4	825/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1073									
104	104	413/2	413/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1074									
104	104	827/4	827/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1075									
104	104	207	207	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1076									
104	104	829/4	829/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1077									
104	104	415/2	415/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1078									
104	104	831/4	831/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1079									
105	105	208	208	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	1080									
105	105	417/2	417/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1081									
105	105	209	209	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1082									
105	105	419/2	419/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1083									
105	105	208	208	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1084									
105	105	833/4	833/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1085									
105	105	417/2	417/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1086									
105	105	835/4	835/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1087									
105	105	209	209	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1088									
105	105	837/4	837/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1089									
105	105	419/2	419/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1090									
105	105	839/4	839/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1091									
106	106	210	210	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1092		articStaccatoAbove							
106	106	423/2	423/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				sf								
106	106	423/2	423/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1093									
106	106	210	210	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1094									
106	106	841/4	841/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1095									
106	106	421/2	421/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1096									
106	106	843/4	843/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1097									
106	106	211	211	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1098									
106	106	845/4	845/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1099									
106	106	423/2	423/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1100									
106	106	847/4	847/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1101									
107	107	212	212	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	1102									
107	107	425/2	425/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1103									
107	107	213	213	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1104									
107	107	427/2	427/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1105									
107	107	212	212	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1106									
107	107	849/4	849/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1107									
107	107	425/2	425/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1108									
107	107	851/4	851/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1109									
107	107	213	213	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1110									
107	107	853/4	853/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1111									
107	107	427/2	427/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1112									
107	107	855/4	855/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1113									
108	108	214	214	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1114		articStaccatoAbove							
108	108	431/2	431/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				sf								
108	108	431/2	431/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1115									
108	108	214	214	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1116									
108	108	857/4	857/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1117									
108	108	429/2	429/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1118									
108	108	859/4	859/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1119									
108	108	215	215	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1120									
108	108	861/4	861/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1121									
108	108	431/2	431/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1122									
108	108	863/4	863/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1123									
109	109	216	216	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	1124									
109	109	433/2	433/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1125									
109	109	217	217	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1126									
109	109	435/2	435/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1127									
109	109	216	216	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1128									
109	109	865/4	865/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1129									
109	109	433/2	433/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1130									
109	109	867/4	867/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1131									
109	109	217	217	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1132									
109	109	869/4	869/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1133									
109	109	435/2	435/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1134									
109	109	871/4	871/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1135									
110	110	218	218	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1136		articStaccatoAbove							
110	110	439/2	439/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				sf								
110	110	439/2	439/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1137									
110	110	218	218	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1138									
110	110	873/4	873/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1139									
110	110	437/2	437/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1140									
110	110	875/4	875/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1141									
110	110	219	219	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1142									
110	110	877/4	877/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1143									
110	110	439/2	439/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1144									
110	110	879/4	879/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1145									
111	111	220	220	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	1146									
111	111	441/2	441/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1147									
111	111	221	221	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1148									
111	111	443/2	443/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1149									
111	111	220	220	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	1150									
111	111	881/4	881/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1151									
111	111	441/2	441/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1152									
111	111	883/4	883/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1153									
111	111	221	221	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1154									
111	111	885/4	885/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1155									
111	111	443/2	443/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1156									
111	111	887/4	887/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1157									
112	112	222	222	0.0		0	0	Dynamic	2/4	1	1	0				ff								
112	112	222	222	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	1158									
112	112	889/4	889/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1159									
112	112	445/2	445/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1160									
112	112	891/4	891/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1161									
112	112	223	223	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1162									
112	112	893/4	893/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1163									
112	112	447/2	447/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1164									
112	112	895/4	895/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1165									
112	112	222	222	0.0		0	0	Spanner	2/4	2	1	0										92		
112	112	222	222	0.0		0	0	Spanner	2/4	2	1	0										92, 93	93	
112	112	222	222	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	1166							92, 93	93	
113	113	224	224	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	1167									
113	113	897/4	897/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1168									
113	113	449/2	449/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1169									
