mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin
36	36	561/8	561/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	551				88		
36	36	281/4	281/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	552				88		
36	36	563/8	563/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	553				88		
36	36	141/2	141/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	554				88		
36	36	565/8	565/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	555				88		
36	36	283/4	283/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	556				88		
36	36	567/8	567/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	557						
36	36	569/8	569/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	558				89		
36	36	285/4	285/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	559				89		
36	36	571/8	571/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	560				89		
36	36	143/2	143/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	561				89		
36	36	573/8	573/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	562				89		
36	36	287/4	287/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	563				89		
36	36	575/8	575/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	564						
36	36	70	70	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	565						
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	566				90		
36	36	71	71	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	567				90		
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	568				90		
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	569				90		
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	570						
37	37	577/8	577/8	0.0	1/32	1/32	Dynamic	2/4	1	1	0					p				
37	37	577/8	577/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	571				91		
37	37	289/4	289/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	572				91		
37	37	579/8	579/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	573				91		
37	37	145/2	145/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	574				91		
37	37	581/8	581/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	575				91		
37	37	291/4	291/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	576				91		
37	37	583/8	583/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	577						
37	37	585/8	585/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	578				92		
37	37	293/4	293/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	579				92		
37	37	587/8	587/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	580				92		
37	37	147/2	147/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	581				92		
37	37	589/8	589/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	582				92		
37	37	295/4	295/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	583				92		
37	37	591/8	591/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	584						
37	37	72	72	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	585						
37	37	289/4	289/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	586				93		
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	587						
37	37	73	73	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	588						
37	37	293/4	293/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	589				94		
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	590						
38	38	593/8	593/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	591				95		
38	38	297/4	297/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	592				95		
38	38	595/8	595/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	593				95		
38	38	149/2	149/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	594				95		
38	38	597/8	597/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	595				95		
38	38	299/4	299/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	596				95		
38	38	599/8	599/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	597						
38	38	601/8	601/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	598				96		
38	38	301/4	301/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	599				96		
38	38	603/8	603/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	600				96		
38	38	151/2	151/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	601				96		
38	38	605/8	605/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	602				96		
38	38	303/4	303/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	603				96		
38	38	607/8	607/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	604						
38	38	74	74	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	605						
38	38	297/4	297/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	606				97		
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	607						
38	38	75	75	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	608						
38	38	301/4	301/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	609				98		
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	610						
39	39	609/8	609/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	611				99		
39	39	305/4	305/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	612				99		
39	39	611/8	611/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	613				99		
39	39	153/2	153/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	614				99		
39	39	613/8	613/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	615				99		
39	39	307/4	307/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	616				99		
39	39	615/8	615/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	617						
39	39	617/8	617/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	618				100		
39	39	309/4	309/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	619				100		
39	39	619/8	619/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	620				100		
39	39	155/2	155/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	621				100		
39	39	621/8	621/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	622				100		
39	39	311/4	311/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	623				100		
39	39	623/8	623/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	624						
39	39	76	76	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	625						
39	39	305/4	305/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	626				101		
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	627						
39	39	77	77	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	628						
39	39	309/4	309/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	629				102		
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	630						
40	40	625/8	625/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	631				103		
40	40	313/4	313/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	632				103		
40	40	627/8	627/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	633				103		
40	40	157/2	157/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	634				103		
40	40	629/8	629/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	635				103		
40	40	315/4	315/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	636				103		
40	40	631/8	631/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	637						
40	40	633/8	633/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	638				104		
40	40	317/4	317/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	639				104		
40	40	635/8	635/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	640				104		
40	40	159/2	159/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	641				104		
40	40	637/8	637/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	642				104		
40	40	319/4	319/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	643				104		
40	40	639/8	639/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	644						
40	40	78	78	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	645						
40	40	313/4	313/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	646				105		
40	40	315/4	315/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	647						
40	40	79	79	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	648						
40	40	317/4	317/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	649				106		
40	40	319/4	319/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	650						
41	41	80	80	0.0	0	0	Spanner	2/4	1	1	0									0
41	41	641/8	641/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	651				107		0
41	41	321/4	321/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	652				107		0
41	41	643/8	643/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	653				107		0
41	41	161/2	161/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	654				107		0
41	41	645/8	645/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	655				107		0
41	41	323/4	323/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	656				107		0
41	41	647/8	647/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	657						0
41	41	649/8	649/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	658				108		0
41	41	325/4	325/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	659				108		0
41	41	651/8	651/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	660				108		0
41	41	163/2	163/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	661				108		0
41	41	653/8	653/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	662				108		0
41	41	327/4	327/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	663				108		0
41	41	655/8	655/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	664						0
41	41	80	80	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	665				109		
41	41	321/4	321/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	666				109		
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	667				109		
41	41	81	81	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	668				109		
41	41	325/4	325/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	669				109		
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	670						
42	42	82	82	0.0	0	0	Spanner	2/4	1	1	0									
42	42	657/8	657/8	0.0	1/32	1/32	Spanner	2/4	1	1	0								0	
42	42	657/8	657/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	671				110	0	
42	42	329/4	329/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	672				110	0	
42	42	659/8	659/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	673				110	0	
42	42	165/2	165/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	674				110	0	
42	42	661/8	661/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	675				110	0	
42	42	331/4	331/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	676				110	0	
42	42	663/8	663/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	677					0	
42	42	83	83	0.0	1/4	1/4	Spanner	2/4	1	1	0									
42	42	665/8	665/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	678				111		
42	42	333/4	333/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	679				111		
42	42	667/8	667/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	680				111		
42	42	167/2	167/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	681				111		
42	42	669/8	669/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	682				111		
42	42	335/4	335/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	683				111		
42	42	671/8	671/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	684						
42	42	82	82	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	685				112		
42	42	329/4	329/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	686				112		
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	687				112		
42	42	83	83	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	688				112		
42	42	333/4	333/4	0.0	5/16	5/16	Dynamic	2/4	2	1	0					pp		112		
42	42	333/4	333/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	689				112		
42	42	335/4	335/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	690						
43	43	84	84	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	691				113		
43	43	675/8	675/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	692						
43	43	169/2	169/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	693			articStaccatoBelow			
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	694			articStaccatoBelow			
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	695						
43	43	84	84	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	696						
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	697						
43	43	84	84	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	698						
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	699						
44	44	86	86	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	700				114		
44	44	691/8	691/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	701						
44	44	173/2	173/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	702			articStaccatoBelow			
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	703			articStaccatoBelow			
44	44	87	87	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	704						
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	705						
44	44	86	86	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	706						
44	44	86	86	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	707						
44	44	87	87	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	708						
45	45	88	88	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	709				115		
45	45	353/4	353/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	710				115		
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	711				115		
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	712						
45	45	89	89	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	713						
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	714						
45	45	88	88	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	715				116		
45	45	353/4	353/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	716				116		
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	717				116		
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	718						
45	45	89	89	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	719						
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	720						
46	46	90	90	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	721				117		
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	722				117		
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	723				117		
46	46	363/4	363/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	724				117		
46	46	727/8	727/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	725						
46	46	91	91	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	726						
46	46	90	90	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	727				118		
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	728				118		
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	729				118		
46	46	363/4	363/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	730				118		
46	46	727/8	727/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	731						
46	46	91	91	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	732						
47	47	92	92	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	733				119		
47	47	739/8	739/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	734						
47	47	185/2	185/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	735			articStaccatoAbove			
47	47	371/4	371/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	736			articStaccatoAbove			
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	737						
47	47	92	92	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	738						
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	739						
47	47	92	92	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	740						
47	47	93	93	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	741						
48	48	94	94	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	742				120		
48	48	755/8	755/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	743						
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	744			articStaccatoAbove			
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	745			articStaccatoAbove			
48	48	95	95	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	746						
48	48	383/4	383/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	747				121		
48	48	94	94	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	748						
48	48	94	94	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	749						
48	48	95	95	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	750						
48	48	383/4	383/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	751				122		
49	49	96	96	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	752				121		
49	49	385/4	385/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	753						
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	754				123		
49	49	97	97	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	755				123		
49	49	389/4	389/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	756						
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	757						
49	49	96	96	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	758				122		
49	49	385/4	385/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	759						
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	760				124		
49	49	97	97	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	761				124		
49	49	389/4	389/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	762						
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	763						
50	50	98	98	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	764				125		
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	765						
50	50	99	99	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	766						
50	50	99	99	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	767						
50	50	98	98	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	768						
50	50	99	99	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	769						
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	770				126		
51	51	100	100	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	771				127		
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	772						
51	51	101	101	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	773				128		
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	774						
51	51	100	100	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	775				126		
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	776						
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	777				129		
51	51	101	101	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	778				129		
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	779						
52	52	819/8	819/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	780				130		
52	52	205/2	205/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	781				130		
52	52	821/8	821/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	782				130		
52	52	411/4	411/4	0.1875	3/16	3/16	Chord	2/4	1	1	3/64	1/32	3/2	783				130		
52	52	1647/16	1647/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64	1/64	1	784						
52	52	103	103	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	785				131		
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	786						
52	52	103	103	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	787						
52	52	103	103	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	788						
53	53	104	104	0.0	0	0	Dynamic	2/4	1	1	0					ff				
53	53	104	104	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	789						
53	53	835/8	835/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	790						
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	791			articStaccatoBelow			
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	792			articStaccatoBelow			
53	53	105	105	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	793			articStaccatoBelow			
53	53	104	104	0.375	0	0	Chord	2/4	2	1	3/32	1/16	3/2	794						
53	53	835/8	835/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	795						
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	796			articStaccatoAbove			
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	797			articStaccatoAbove			
53	53	105	105	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	798			articStaccatoAbove			
53	53	104	104	0.375	0	0	Chord	2/4	2	2	3/32	1/16	3/2	799						
53	53	835/8	835/8	0.125	3/32	3/32	Chord	2/4	2	2	1/32	1/32	1	800						
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	801						
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	802						
53	53	105	105	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	803			articStaccatoBelow			
54	54	106	106	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	804						
54	54	851/8	851/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	805						
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	806						
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	807			articStaccatoBelow			
54	54	107	107	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	808			articStaccatoBelow			
54	54	106	106	0.375	0	0	Chord	2/4	2	1	3/32	1/16	3/2	809						
54	54	851/8	851/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	810						
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	811						
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	812			articStaccatoAbove			
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	813			articStaccatoAbove			
54	54	106	106	0.375	0	0	Chord	2/4	2	2	3/32	1/16	3/2	814						
54	54	851/8	851/8	0.125	3/32	3/32	Chord	2/4	2	2	1/32	1/32	1	815						
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	816						
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	817						
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	818			articStaccatoBelow			
55	55	108	108	0.0	0	0	Spanner	2/4	1	1	0									1
55	55	865/8	865/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	819				132		1
55	55	433/4	433/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	820				132		1
55	55	867/8	867/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	821				132		1
55	55	217/2	217/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	822				132		1
55	55	869/8	869/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	823				132		1
55	55	435/4	435/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	824				132		1
