mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.
65	61	875/4	907/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1020											6			
65	61	216	224	0.25		0	0	Chord	6/8	2	1	1/16	1/16	1	1021							84							
65	61	865/4	897/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	1022							84							
65	61	433/2	449/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	1023							84							
65	61	867/4	899/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	1024							84							
65	61	217	225	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	1025							84							
65	61	869/4	901/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	1026							84							
65	61	435/2	451/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	1027							84							
65	61	871/4	903/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	1028							84							
65	61	218	226	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	1029							84							
65	61	873/4	905/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	1030							84							
65	61	437/2	453/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	1031							84							
65	61	875/4	907/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	1032														
66	62	219	227	0.0		0	0	Dynamic	6/8	1	1	0				sf													
66	62	219	227	0.0		0	0	Spanner	6/8	1	1	0																	
66	62	219	227	3.0		0	0	Chord	6/8	1	1	3/4	1/2	3/2	1033														
66	62	219	227	3.0		0	0	Chord	6/8	2	1	3/4	1/2	3/2	1034														
67	63	222	230	0.0		0	0	Tempo	2/2	1	1	0							TempoⅠ.	68.0	1.0								
67	63	222	230	0.0		0	0	Dynamic	2/2	1	1	0				pp													
67	63	222	230	0.0		0	0	Spanner	2/2	1	1	0											85						
67	63	222	230	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1035		articStaccatoBelow					85	85						
67	63	223	231	0.0		1/4	1/4	Spanner	2/2	1	1	0																	
67	63	223	231	0.0		1/4	1/4	Spanner	2/2	1	1	0											86						
67	63	223	231	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1036		articStaccatoBelow						86						
67	63	224	232	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
67	63	224	232	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1037														
67	63	897/4	929/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	1038							86							
67	63	449/2	465/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	1039							86							
67	63	899/4	931/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	1040							86							
67	63	225	233	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	1041							86							
67	63	901/4	933/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	1042							86							
67	63	451/2	467/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	1043							86							
67	63	903/4	935/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1044							86							
68	64	226	234	0.0		0	0	Spanner	2/2	1	1	0											87						
68	64	226	234	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1045		articStaccatoBelow					87	87						
68	64	227	235	0.0		1/4	1/4	Spanner	2/2	1	1	0																	
68	64	227	235	0.0		1/4	1/4	Spanner	2/2	1	1	0											88						
68	64	227	235	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1046		articStaccatoBelow						88						
68	64	228	236	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
68	64	228	236	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1047														
68	64	226	234	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1048		articStaccatoAbove												
68	64	228	236	0.25		1/2	1/2	Chord	2/2	2	1	1/16	1/16	1	1049							88							
68	64	913/4	945/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	1050							88							
68	64	457/2	473/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	1051							88							
68	64	915/4	947/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	1052							88							
68	64	229	237	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	1053							88							
68	64	917/4	949/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	1054							88							
68	64	459/2	475/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	1055							88							
68	64	919/4	951/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1056							88							
69	65	230	238	0.0		0	0	Spanner	2/2	1	1	0											89						
69	65	230	238	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1057		articStaccatoBelow					89	89						
69	65	231	239	0.0		1/4	1/4	Spanner	2/2	1	1	0																	
69	65	231	239	0.0		1/4	1/4	Spanner	2/2	1	1	0											90						
69	65	231	239	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1058		articStaccatoBelow						90						
69	65	232	240	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
69	65	232	240	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1059														
69	65	233	241	0.0		3/4	3/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
69	65	230	238	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1060		articStaccatoAbove												
69	65	929/4	961/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	1061							90							
69	65	465/2	481/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	1062							90							
69	65	931/4	963/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	1063							90							
69	65	233	241	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	1064							90							
69	65	933/4	965/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	1065							90							
69	65	467/2	483/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	1066							90							
69	65	935/4	967/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1067														
70	66	234	242	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0								
70	66	234	242	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1068														
70	66	469/2	485/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4	1/4	1	1069		articAccentBelow												
70	66	235	243	0.0		1/4	1/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=65
"	65.0	0.0								
70	66	471/2	487/2	0.0		3/8	3/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0								
70	66	471/2	487/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1070														
70	66	236	244	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0								
70	66	236	244	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1071														
70	66	234	242	0.25		0	0	Chord	2/2	2	1	1/16	1/16	1	1072														
70	66	937/4	969/4	0.25		1/16	1/16	Chord	2/2	2	1	1/16	1/16	1	1073														
70	66	469/2	485/2	0.25		1/8	1/8	Chord	2/2	2	1	1/16	1/16	1	1074														
70	66	939/4	971/4	0.25		3/16	3/16	Chord	2/2	2	1	1/16	1/16	1	1075														
70	66	235	243	0.25		1/4	1/4	Chord	2/2	2	1	1/16	1/16	1	1076														
70	66	941/4	973/4	0.25		5/16	5/16	Chord	2/2	2	1	1/16	1/16	1	1077														
70	66	471/2	487/2	0.0		3/8	3/8	Spanner	2/2	2	1	0											91						
70	66	471/2	487/2	0.25		3/8	3/8	Chord	2/2	2	1	1/16	1/16	1	1078								91						
70	66	943/4	975/4	0.25		7/16	7/16	Chord	2/2	2	1	1/16	1/16	1	1079								91						
70	66	236	244	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
70	66	236	244	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1080							91							
70	66	237	245	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1081														
71	67	238	246	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0								
71	67	961/4	993/4	0.25		9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1082							92							
71	67	481/2	497/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1083							92							
71	67	963/4	995/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1084							92							
71	67	241	249	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1085							92							
71	67	965/4	997/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1086							92							
71	67	483/2	499/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1087							92							
71	67	967/4	999/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1088							92							
71	67	238	246	0.0		0	0	Dynamic	2/2	2	1	0				pp													
71	67	238	246	0.0		0	0	Spanner	2/2	2	1	0											92						
71	67	238	246	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1089		articStaccatoAbove					93	92						
71	67	239	247	0.0		1/4	1/4	Spanner	2/2	2	1	0																	
71	67	239	247	0.0		1/4	1/4	Spanner	2/2	2	1	0											93						
71	67	239	247	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1090		articStaccatoAbove						93						
71	67	240	248	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
71	67	240	248	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1091														
72	68	242	250	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1092		articStaccatoAbove												
72	68	244	252	0.25		1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1093							94							
72	68	977/4	1009/4	0.25		9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1094							94							
72	68	489/2	505/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1095							94							
72	68	979/4	1011/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1096							94							
72	68	245	253	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1097							94							
72	68	981/4	1013/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1098							94							
72	68	491/2	507/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1099							94							
72	68	983/4	1015/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1100							94							
72	68	242	250	0.0		0	0	Spanner	2/2	2	1	0											94						
72	68	242	250	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1101		articStaccatoAbove					95	94						
72	68	243	251	0.0		1/4	1/4	Spanner	2/2	2	1	0																	
72	68	243	251	0.0		1/4	1/4	Spanner	2/2	2	1	0											95						
72	68	243	251	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1102		articStaccatoAbove						95						
72	68	244	252	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
72	68	244	252	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1103														
73	69	246	254	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1104		articStaccatoAbove												
73	69	993/4	1025/4	0.25		9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1105							96							
73	69	497/2	513/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1106							96							
73	69	995/4	1027/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1107							96							
73	69	249	257	0.0		3/4	3/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0	96							
73	69	249	257	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1108							96							
73	69	997/4	1029/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1109							96							
73	69	499/2	515/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1110							96							
73	69	999/4	1031/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1111														
73	69	246	254	0.0		0	0	Spanner	2/2	2	1	0											96						
73	69	246	254	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1112		articStaccatoAbove					97	96						
73	69	247	255	0.0		1/4	1/4	Spanner	2/2	2	1	0																	
73	69	247	255	0.0		1/4	1/4	Spanner	2/2	2	1	0											97						
73	69	247	255	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1113		articStaccatoAbove						97						
73	69	248	256	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
73	69	248	256	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1114														
74	70	250	258	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0								
74	70	250	258	0.25		0	0	Chord	2/2	1	1	1/16	1/16	1	1115														
74	70	1001/4	1033/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1116														
74	70	501/2	517/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1117														
74	70	1003/4	1035/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1118														
74	70	251	259	0.0		1/4	1/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=65
"	65.0	0.0								
74	70	251	259	0.25		1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1119														
74	70	1005/4	1037/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1120														
74	70	503/2	519/2	0.0		3/8	3/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0								
74	70	503/2	519/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1121														
74	70	1007/4	1039/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1122														
74	70	252	260	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0								
74	70	252	260	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1123														
74	70	250	258	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1124														
74	70	501/2	517/2	1.0		1/8	1/8	Chord	2/2	2	1	1/4	1/4	1	1125		articAccentAbove												
74	70	503/2	519/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1126														
74	70	252	260	0.0		1/2	1/2	Spanner	2/2	2	1	0											98						
74	70	252	260	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1127								98						
74	70	253	261	0.0		3/4	3/4	Spanner	2/2	2	1	0																	
75	71	254	262	0.0		0	0	Dynamic	2/2	1	1	0				pp													
75	71	254	262	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0								
75	71	254	262	0.0		0	0	Spanner	2/2	1	1	0											99						
75	71	254	262	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1128		articStaccatoBelow					98	99						
75	71	255	263	0.0		1/4	1/4	Spanner	2/2	1	1	0																	
75	71	255	263	0.0		1/4	1/4	Spanner	2/2	1	1	0											100						
75	71	255	263	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1129		articStaccatoBelow						100						
75	71	256	264	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
75	71	256	264	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1130														
75	71	1025/4	1057/4	0.0		9/16	9/16	Dynamic	2/2	2	1	0				pp													
75	71	1025/4	1057/4	0.0		9/16	9/16	Spanner	2/2	2	1	0														7			
75	71	1025/4	1057/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	1131		articStaccatoBelow									7			
75	71	513/2	529/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	1132		articStaccatoBelow									7			
75	71	1027/4	1059/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	1133		articStaccatoBelow									7			
75	71	257	265	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	1134		articStaccatoAbove									7			
75	71	1029/4	1061/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	1135		articStaccatoAbove									7			
75	71	515/2	531/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	1136		articStaccatoAbove									7			
75	71	1031/4	1063/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1137		articStaccatoAbove									7			
76	72	258	266	0.0		0	0	Spanner	2/2	1	1	0															8		
76	72	258	266	0.0		0	0	Spanner	2/2	1	1	0											101				8		
76	72	258	266	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1138		articStaccatoBelow					99	101				8		
76	72	259	267	0.0		1/4	1/4	Spanner	2/2	1	1	0															8		
76	72	259	267	0.0		1/4	1/4	Spanner	2/2	1	1	0											102				8		
76	72	259	267	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1139		articStaccatoBelow						102				8		
76	72	260	268	0.0		1/2	1/2	Spanner	2/2	1	1	0															8		
76	72	260	268	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1140												8		
76	72	258	266	0.0		0	0	Dynamic	2/2	2	1	0				p													
76	72	258	266	0.0		0	0	Spanner	2/2	2	1	0																	
76	72	258	266	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1141							100							
76	72	517/2	533/2	0.0		1/8	1/8	Dynamic	2/2	2	1	0				sf						100							
76	72	517/2	533/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										100				8			
76	72	517/2	533/2	1.5		1/8	1/8	Chord	2/2	2	1	3/8	1/4	3/2	1142							100				8			
76	72	260	268	0.25		1/2	1/2	Chord	2/2	2	1	1/16	1/16	1	1143											8			
76	72	1041/4	1073/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	1144		articStaccatoBelow									8			
76	72	521/2	537/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	1145		articStaccatoBelow									8			
76	72	1043/4	1075/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	1146		articStaccatoBelow									8			
76	72	261	269	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	1147		articStaccatoAbove									8			
76	72	1045/4	1077/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	1148		articStaccatoAbove									8			
76	72	523/2	539/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	1149		articStaccatoAbove									8			
76	72	1047/4	1079/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1150		articStaccatoAbove									8			
77	73	262	270	0.0		0	0	Spanner	2/2	1	1	0											103				8		
77	73	262	270	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1151		articStaccatoAbove					101	103				8		
77	73	263	271	0.0		1/4	1/4	Spanner	2/2	1	1	0															8		
77	73	263	271	0.0		1/4	1/4	Spanner	2/2	1	1	0											104				8		
77	73	263	271	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1152		articStaccatoAbove						104				8		
77	73	264	272	0.0		1/2	1/2	Dynamic	2/2	1	1	0				sf													
77	73	264	272	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
77	73	264	272	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
77	73	264	272	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
77	73	264	272	1.5		1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	1153							102							
77	73	531/2	547/2	0.0		7/8	7/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0								
77	73	531/2	547/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1154														
77	73	264	272	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	1155														
77	73	265	273	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1156														
77	73	531/2	547/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1157														
77	73	262	270	0.0		0	0	Dynamic	2/2	2	1	0				p													
77	73	262	270	0.0		0	0	Spanner	2/2	2	1	0																	
77	73	262	270	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1158							103							
77	73	525/2	541/2	0.0		1/8	1/8	Dynamic	2/2	2	1	0				sf						103							
77	73	525/2	541/2	1.5		1/8	1/8	Chord	2/2	2	1	3/8	1/4	3/2	1159							103							
77	73	264	272	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1160							103							
77	73	529/2	545/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1161							103							
77	73	265	273	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1162							103							
77	73	531/2	547/2	0.0		7/8	7/8	Spanner	2/2	2	1	0										103	105						
77	73	531/2	547/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1163							103	105						
78	74	266	274	0.0		0	0	Dynamic	2/2	1	1	0				mp													
78	74	266	274	0.0		0	0	Spanner	2/2	1	1	0																6	6
78	74	266	274	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1164							104						6	6
78	74	533/2	549/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1165							104						6	6
78	74	267	275	0.0		1/4	1/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=65
"	65.0	0.0	104						6	6
78	74	267	275	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1166							104						6	6
78	74	535/2	551/2	0.0		3/8	3/8	Spanner	2/2	1	1	0																	
78	74	535/2	551/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1167														
78	74	268	276	0.0		1/2	1/2	Dynamic	2/2	1	1	0				p													
78	74	268	276	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0								
78	74	268	276	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1168							105							
78	74	269	277	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1169														
78	74	266	274	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	1170														
78	74	533/2	549/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1171														
78	74	267	275	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1172														
78	74	535/2	551/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1173														
78	74	268	276	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	1174							106							
78	74	269	277	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1175														
78	74	266	274	0.0		0	0	Spanner	2/2	2	1	0										103							
78	74	266	274	0.0		0	0	Spanner	2/2	2	1	0										103	106						
78	74	533/2	549/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										103							
78	74	533/2	549/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										103	107						
78	74	267	275	0.0		1/4	1/4	Spanner	2/2	2	1	0										103							
78	74	267	275	0.0		1/4	1/4	Spanner	2/2	2	1	0										103	108						
78	74	267	275	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1176							103	108						
78	74	535/2	551/2	0.0		3/8	3/8	Spanner	2/2	2	1	0																	
78	74	535/2	551/2	0.0		3/8	3/8	Spanner	2/2	2	1	0											109						
78	74	268	276	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
78	74	268	276	0.0		1/2	1/2	Spanner	2/2	2	1	0											110						
78	74	268	276	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1177							107	110						
78	74	537/2	553/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1178							107	110						
78	74	269	277	0.0		3/4	3/4	Spanner	2/2	2	1	0																	
78	74	269	277	0.0		3/4	3/4	Spanner	2/2	2	1	0											111						
78	74	269	277	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1179								111						
78	74	539/2	555/2	0.0		7/8	7/8	Spanner	2/2	2	1	0																	
78	74	266	274	0.5		0	0	Chord	2/2	2	2	1/8	1/8	1	1180														
78	74	533/2	549/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8	1/8	1	1181														
78	74	267	275	0.5		1/4	1/4	Chord	2/2	2	2	1/8	1/8	1	1182														
78	74	535/2	551/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8	1/8	1	1183														
78	74	268	276	1.5		1/2	1/2	Chord	2/2	2	2	3/8	1/4	3/2	1184														
79	75	270	278	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0								
79	75	545/2	561/2	0.0		5/8	5/8	Spanner	2/2	1	1	0														9			
79	75	545/2	561/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1185		articStaccatoAbove									9			
79	75	1091/4	1123/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1186		articStaccatoAbove									9			
79	75	273	281	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1187		articStaccatoAbove									9			
79	75	1093/4	1125/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1188		articStaccatoAbove									9			
79	75	547/2	563/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1189		articStaccatoAbove									9			
79	75	1095/4	1127/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1190		articStaccatoAbove									9			
79	75	270	278	0.0		0	0	Dynamic	2/2	2	1	0				pp													
79	75	270	278	0.0		0	0	Spanner	2/2	2	1	0											112						
79	75	270	278	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1191		articStaccatoAbove					108	112						
79	75	271	279	0.0		1/4	1/4	Spanner	2/2	2	1	0																	
79	75	271	279	0.0		1/4	1/4	Spanner	2/2	2	1	0											113						
79	75	271	279	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1192		articStaccatoAbove						113						
79	75	272	280	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
79	75	272	280	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1193														
80	76	274	282	0.0		0	0	Dynamic	2/2	1	1	0				p													
80	76	274	282	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
80	76	274	282	0.0		0	0	Spanner	2/2	1	1	0																	
80	76	274	282	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1194							109							
80	76	549/2	565/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0				sf						109							
80	76	549/2	565/2	0.0		1/8	1/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0	109							
80	76	549/2	565/2	1.5		1/8	1/8	Chord	2/2	1	1	3/8	1/4	3/2	1195							109							
80	76	276	284	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1196														
80	76	553/2	569/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1197		articStaccatoAbove												
80	76	1107/4	1139/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1198		articStaccatoAbove												
80	76	277	285	0.0		3/4	3/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
80	76	277	285	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1199		articStaccatoAbove												
