mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Trill:trill
216	216	646	646	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	2199											
216	216	646	646	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2200							188				
216	216	1293/2	1293/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2201							188				
216	216	647	647	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2202							188				
216	216	1295/2	1295/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2203											
216	216	645	645	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	2204											
216	216	646	646	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	2205											
216	216	647	647	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	2206											
216	216	645	645	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2207											
216	216	646	646	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2208											
216	216	647	647	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2209											
216	216	1295/2	1295/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2210											
216	216	645	645	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	2211											
216	216	646	646	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	2212											
216	216	647	647	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	2213											
217	217	648	648	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2214											
217	217	1297/2	1297/2	0.0	1/8	1/8	Spanner	3/4	1	1	0													13		
217	217	1297/2	1297/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2215	<						189		13		
217	217	649	649	0.0	1/4	1/4	Spanner	3/4	1	1	0											189				
217	217	649	649	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2216							189				
217	217	1299/2	1299/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2217							189				
217	217	650	650	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2218							189				
217	217	1301/2	1301/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2219											
217	217	648	648	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2220											
217	217	1297/2	1297/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2221							190				
217	217	649	649	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2222							190				
217	217	1299/2	1299/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2223							190				
217	217	650	650	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2224							190				
217	217	1301/2	1301/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2225											
218	218	651	651	0.0	0	0	Dynamic	3/4	1	1	0						f									
218	218	651	651	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2226	f						191				
218	218	651	651	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2227							192				
219	219	654	654	0.0	0	0	Spanner	3/4	1	1	0											191	6			
219	219	654	654	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	2228							191	6			
219	219	656	656	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2229							191	6			
219	219	1313/2	1313/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2230								6			
219	219	654	654	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	2231								6			
219	219	654	654	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2232							192				
219	219	656	656	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2233							192				
219	219	1313/2	1313/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2234											
219	219	654	654	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	2235											
220	220	657	657	0.0	0	0	Dynamic	3/4	1	1	0						p									
220	220	657	657	0.0	0	0	Spanner	3/4	1	1	0															
220	220	657	657	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	2236							193				
220	220	2631/4	2631/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2237											
220	220	658	658	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2238											
220	220	657	657	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2239											
220	220	657	657	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	2240											
221	221	660	660	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	2241							194				
221	221	2643/4	2643/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2242											
221	221	661	661	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2243											
221	221	660	660	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2244											
221	221	660	660	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	2245											
222	222	663	663	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2246			articStaccatoAbove				195				
222	222	664	664	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2247			articStaccatoAbove				195				
222	222	665	665	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2248			articStaccatoAbove								
222	222	663	663	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	2249			articStaccatoBelow				196				
222	222	664	664	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	2250			articStaccatoBelow				196				
222	222	665	665	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	2251			articStaccatoBelow								
223	223	666	666	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2252											
223	223	666	666	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	2253											
224	224	669	669	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2254			articStaccatoBelow				197				
224	224	670	670	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2255			articStaccatoBelow				197				
224	224	671	671	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2256			articStaccatoBelow								
224	224	669	669	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2257			articStaccatoAbove				198				
224	224	670	670	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2258			articStaccatoAbove				198				
224	224	671	671	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2259			articStaccatoAbove								
225	225	672	672	0.0	0	0	Spanner	3/4	1	1	0													14		
225	225	672	672	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2260									14		
225	225	674	674	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2261							199				
225	225	672	672	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	2262											
225	225	674	674	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	2263							200				
226	226	675	675	0.0	0	0	Spanner	3/4	1	1	0															
226	226	677	677	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2264							201				
226	226	677	677	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	2265							202				
226	226	675	675	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2266											
226	226	675	675	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	2267											
227	227	678	678	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2268											
227	227	678	678	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	2269											
227	227	680	680	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2270							203				
227	227	680	680	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	2271							204				
228	228	683	683	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2272							205				
228	228	683	683	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	2273							206				
228	228	681	681	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2274											
228	228	681	681	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	2275											
229	229	684	684	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2276											
229	229	686	686	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2277							207				
229	229	684	684	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	2278											
229	229	686	686	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2279							208				
230	230	687	687	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2280	<		articStaccatoBelow				209				
230	230	688	688	0.0	1/4	1/4	Spanner	3/4	1	1	0											209		15		
230	230	688	688	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2281			articStaccatoBelow				209		15		
230	230	689	689	0.0	1/2	1/2	Spanner	3/4	1	1	0															
230	230	689	689	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2282			articStaccatoBelow								
230	230	687	687	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2283			articStaccatoAbove				210				
230	230	688	688	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2284			articStaccatoAbove				210				
230	230	689	689	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2285			articStaccatoAbove								
231	231	690	690	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2286	<										
231	231	690	690	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2287											
232	232	693	693	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2288			articStaccatoAbove				211				
232	232	694	694	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2289			articStaccatoAbove				211				
232	232	695	695	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2290			articStaccatoAbove								
232	232	693	693	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2291			articStaccatoBelow				212				
232	232	694	694	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2292			articStaccatoBelow				212				
232	232	695	695	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2293			articStaccatoBelow								
233	233	696	696	0.0	0	0	Dynamic	3/4	1	1	0						sf									
233	233	696	696	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2294											
233	233	696	696	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2295											
234	234	699	699	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2296							213				
234	234	1399/2	1399/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2297											
234	234	700	700	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2298							214				
234	234	2801/4	2801/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2299							214				
234	234	1401/2	1401/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2300							214				
234	234	2803/4	2803/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2301											
234	234	701	701	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2302							215				
234	234	1403/2	1403/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2303											
234	234	699	699	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	2304	p										
234	234	700	700	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	2305											
234	234	701	701	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	2306											
234	234	699	699	0.0	0	0	Dynamic	3/4	2	1	0						p									
234	234	699	699	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2307											
234	234	700	700	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2308											
234	234	701	701	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2309											
235	235	702	702	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2310											
235	235	2809/4	2809/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2311											
235	235	1405/2	1405/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2312											
235	235	2811/4	2811/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2313											
235	235	703	703	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2314											
235	235	2813/4	2813/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2315											
235	235	1407/2	1407/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													16		
235	235	1407/2	1407/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2316									16		
235	235	2815/4	2815/4	0.0	7/16	7/16	Spanner	3/4	1	1	0															
235	235	2815/4	2815/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2317											
235	235	704	704	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2318											
235	235	2817/4	2817/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2319											
235	235	1409/2	1409/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2320											
235	235	2819/4	2819/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2321											
235	235	702	702	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	2322											
235	235	702	702	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2323											
236	236	705	705	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2324											
236	236	2821/4	2821/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2325											
236	236	1411/2	1411/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2326											
236	236	2823/4	2823/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2327											
236	236	706	706	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2328											
236	236	2825/4	2825/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2329											
236	236	1413/2	1413/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2330											
236	236	2827/4	2827/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2331											
236	236	707	707	0.2	1/2	1/2	Chord	3/4	1	1	1/20		1/16	4/5	2332											
236	236	3536/5	3536/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20		1/16	4/5	2333											
236	236	3537/5	3537/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20		1/16	4/5	2334											
236	236	3538/5	3538/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20		1/16	4/5	2335											
236	236	3539/5	3539/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20		1/16	4/5	2336											
237	237	708	708	0.0	0	0	Dynamic	3/4	1	1	0						p									
237	237	708	708	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	2337	p						216				
237	237	2835/4	2835/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2338											
237	237	709	709	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2339											
237	237	708	708	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2340											
238	238	711	711	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	2341											
238	238	711	711	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	2342							217				
238	238	2847/4	2847/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2343											
238	238	712	712	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2344											
238	238	711	711	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2345											
239	239	714	714	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2346			articStaccatoAbove				218				
239	239	715	715	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2347			articStaccatoAbove				218				
239	239	716	716	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2348											
239	239	714	714	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2349			articStaccatoBelow				219				
239	239	715	715	0.0	1/4	1/4	Dynamic	3/4	2	1	0						other-dynamics					219				
239	239	715	715	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2350			articStaccatoBelow				219				
239	239	716	716	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2351			articStaccatoBelow								
240	240	717	717	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2352											
240	240	717	717	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2353											
241	241	720	720	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2354			articStaccatoAbove				220				
241	241	721	721	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2355			articStaccatoAbove				220				
241	241	722	722	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2356			articStaccatoAbove								
241	241	720	720	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2357			articStaccatoAbove				221				
241	241	721	721	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2358			articStaccatoAbove				221				
241	241	722	722	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2359			articStaccatoAbove								
242	242	723	723	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2360											
242	242	725	725	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p									
242	242	725	725	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2361	p						222				
242	242	723	723	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2362											
242	242	725	725	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2363							223				
243	243	726	726	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2364											
243	243	728	728	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p									
243	243	728	728	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2365							224				
243	243	726	726	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2366											
243	243	728	728	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2367							225				
244	244	729	729	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2368							224				
244	244	730	730	0.0	1/4	1/4	Spanner	3/4	1	1	0													17		
244	244	730	730	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2369	<								17		
244	244	2921/4	2921/4	0.0	5/16	5/16	Spanner	3/4	1	1	0															
244	244	2921/4	2921/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2370											
244	244	1461/2	1461/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2371											
244	244	2923/4	2923/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2372											
244	244	731	731	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2373											
244	244	2925/4	2925/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2374											
244	244	1463/2	1463/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2375											
244	244	2927/4	2927/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2376											
244	244	729	729	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2377											
245	245	732	732	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2378											
245	245	2929/4	2929/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2379											
245	245	1465/2	1465/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2380											
245	245	2931/4	2931/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2381											
245	245	733	733	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2382											
245	245	2933/4	2933/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2383											
245	245	1467/2	1467/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2384											
245	245	2935/4	2935/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2385											
245	245	734	734	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2386											
245	245	2937/4	2937/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2387											
245	245	1469/2	1469/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2388											
245	245	2939/4	2939/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2389											
245	245	732	732	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2390											
245	245	734	734	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2391											
246	246	735	735	0.0	0	0	Dynamic	3/4	1	1	0						p									
246	246	735	735	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2392	p										
246	246	735	735	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	2393											
246	246	2941/4	2941/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	2394											
246	246	1471/2	1471/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	2395											
246	246	2943/4	2943/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	2396											
246	246	736	736	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	2397											
246	246	2945/4	2945/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	2398											
246	246	1473/2	1473/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	2399											
246	246	2947/4	2947/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	2400											
246	246	737	737	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2401			articStaccatoAbove								
246	246	1475/2	1475/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2402			articStaccatoAbove								
247	247	738	738	0.0	0	0	Spanner	3/4	1	1	0													18		
247	247	738	738	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2403									18		
247	247	2953/4	2953/4	0.0	1/16	1/16	Spanner	3/4	1	1	0															
247	247	2953/4	2953/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2404											
247	247	1477/2	1477/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2405											
247	247	2955/4	2955/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2406											
247	247	739	739	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2407											
247	247	2957/4	2957/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2408											
247	247	1479/2	1479/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2409											
247	247	2959/4	2959/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2410											
247	247	740	740	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2411											
247	247	1481/2	1481/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2412											
247	247	738	738	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2413			articStaccatoAbove								
247	247	1477/2	1477/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2414			articStaccatoAbove								
247	247	739	739	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2415			articStaccatoAbove								
247	247	1479/2	1479/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2416			articStaccatoAbove								
247	247	740	740	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2417			articStaccatoAbove								
247	247	1481/2	1481/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2418			articStaccatoAbove								
248	248	741	741	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2419											
248	248	742	742	0.0	1/4	1/4	Spanner	3/4	1	1	0													19		
248	248	743	743	0.0	1/2	1/2	Spanner	3/4	1	1	0															
248	248	741	741	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	2420											
248	248	2965/4	2965/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	2421											
248	248	1483/2	1483/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	2422											
248	248	2967/4	2967/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	2423											
248	248	742	742	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	2424											
248	248	2969/4	2969/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	2425											
248	248	1485/2	1485/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	2426											
248	248	2971/4	2971/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	2427											
248	248	743	743	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	2428											
248	248	2973/4	2973/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	2429											
248	248	1487/2	1487/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	2430											
248	248	2975/4	2975/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	2431											
249	249	744	744	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2432											
249	249	2977/4	2977/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2433											
249	249	1489/2	1489/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2434											
249	249	2979/4	2979/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2435											
249	249	745	745	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2436											
249	249	2981/4	2981/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2437											
249	249	1491/2	1491/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2438											
249	249	2983/4	2983/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2439											
249	249	746	746	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2440											
249	249	2985/4	2985/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2441											
249	249	1493/2	1493/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2442											
249	249	2987/4	2987/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2443											
249	249	744	744	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2444			articStaccatoAbove								
249	249	1489/2	1489/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2445			articStaccatoAbove								
249	249	745	745	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2446			articStaccatoAbove								
249	249	1491/2	1491/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2447			articStaccatoAbove								
249	249	746	746	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2448			articStaccatoAbove								
249	249	1493/2	1493/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2449			articStaccatoAbove								
250	250	747	747	0.0	0	0	Dynamic	3/4	1	1	0						p									
250	250	747	747	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2450	p										
250	250	1497/2	1497/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2451			articStaccatoBelow								
250	250	749	749	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2452			articStaccatoBelow								
250	250	1499/2	1499/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2453			articStaccatoBelow								
250	250	747	747	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2454			articStaccatoAbove								
250	250	1495/2	1495/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2455			articStaccatoAbove								
