mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	decrescendo_hairpin	diminuendo_line	crescendo_hairpin
109	105	213	217	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1186			articStaccatoBelow					
109	105	853/4	869/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1187			articStaccatoBelow					
109	105	427/2	435/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1188			articStaccatoBelow					
109	105	855/4	871/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1189			articStaccatoBelow					
110	106	214	218	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1190				33				
110	106	429/2	437/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1191								
110	106	215	219	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1192								
110	106	431/2	439/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1193								
110	106	214	218	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1194			articStaccatoBelow					
110	106	857/4	873/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1195			articStaccatoBelow					
110	106	429/2	437/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1196			articStaccatoBelow					
110	106	859/4	875/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1197			articStaccatoBelow					
110	106	215	219	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1198			articStaccatoBelow					
110	106	861/4	877/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1199			articStaccatoBelow					
110	106	431/2	439/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1200			articStaccatoBelow					
110	106	863/4	879/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1201			articStaccatoBelow					
111	107	216	220	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1202								
111	107	217	221	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1203								
111	107	869/4	885/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1204			articStaccatoAbove					
111	107	435/2	443/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1205			articStaccatoAbove					
111	107	871/4	887/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1206			articStaccatoAbove					
111	107	216	220	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1207			articStaccatoAbove					
111	107	865/4	881/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1208			articStaccatoAbove					
111	107	433/2	441/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1209			articStaccatoAbove					
111	107	867/4	883/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1210			articStaccatoAbove					
111	107	217	221	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1211			articStaccatoAbove					
111	107	869/4	885/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1212			articStaccatoAbove					
111	107	435/2	443/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1213			articStaccatoAbove					
111	107	871/4	887/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1214			articStaccatoAbove					
112	108	218	222	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1215								
112	108	439/2	447/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						sf						
112	108	439/2	447/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1216								
112	108	218	222	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1217			articStaccatoBelow					
112	108	873/4	889/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1218			articStaccatoBelow					
112	108	437/2	445/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1219			articStaccatoBelow					
112	108	875/4	891/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1220			articStaccatoBelow					
112	108	219	223	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1221			articStaccatoBelow					
112	108	877/4	893/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1222			articStaccatoBelow					
112	108	439/2	447/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1223			articStaccatoBelow					
112	108	879/4	895/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1224			articStaccatoBelow					
113	109	220	224	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1225								
113	109	443/2	451/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						sf						
113	109	443/2	451/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1226								
113	109	881/4	897/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1227			articStaccatoBelow					
113	109	441/2	449/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1228			articStaccatoBelow					
113	109	883/4	899/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1229			articStaccatoBelow					
113	109	221	225	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1230			articStaccatoBelow					
113	109	885/4	901/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1231			articStaccatoBelow					
113	109	443/2	451/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1232			articStaccatoBelow					
113	109	887/4	903/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1233			articStaccatoBelow					
114	110	222	226	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1234				34				
114	110	445/2	453/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1235								
114	110	223	227	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1236			articStaccatoAbove					
114	110	447/2	455/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1237			articStaccatoAbove					
114	110	222	226	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1238			articStaccatoBelow					
114	110	889/4	905/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1239			articStaccatoBelow					
114	110	445/2	453/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1240			articStaccatoBelow					
114	110	891/4	907/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1241			articStaccatoBelow					
114	110	223	227	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1242								
114	110	893/4	909/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1243			articStaccatoBelow					
114	110	447/2	455/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1244			articStaccatoBelow					
114	110	895/4	911/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1245			articStaccatoBelow					
115	111	224	228	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1246				35				
115	111	225	229	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1247								
115	111	451/2	459/2	0.0		3/8	3/8	Spanner	2/4	1	1	0												5
115	111	451/2	459/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1248								5
115	111	224	228	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1249			articStaccatoBelow					
115	111	897/4	913/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1250			articStaccatoBelow					
115	111	449/2	457/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1251			articStaccatoBelow					
115	111	899/4	915/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1252			articStaccatoBelow					
115	111	225	229	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1253			articStaccatoBelow					
115	111	451/2	459/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1254								
116	112	226	230	0.0		0	0	Spanner	2/4	1	1	0												
116	112	226	230	0.0		0	0	Spanner	2/4	1	1	0										6		
116	112	226	230	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1255				36		6		
116	112	227	231	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1256						6		
116	112	455/2	463/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						pp						
116	112	455/2	463/2	0.0		3/8	3/8	Spanner	2/4	1	1	0												
116	112	455/2	463/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1257	pp		articStaccatoAbove					
116	112	226	230	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1258				37				
116	112	227	231	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1259								
116	112	455/2	463/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1260			articStaccatoAbove					
117	113	228	232	0.875		0	0	Chord	2/4	1	1	7/32		1/8	7/4	1261								
117	113	1831/8	1863/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1262								
117	113	229	233	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1263			articStaccatoBelow					
117	113	459/2	467/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1264			articStaccatoBelow					
117	113	228	232	0.875		0	0	Chord	2/4	2	1	7/32		1/8	7/4	1265								
117	113	1831/8	1863/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1266								
117	113	229	233	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1267			articStaccatoAbove					
117	113	459/2	467/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1268			articStaccatoAbove					
118	114	230	234	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1269								
118	114	463/2	471/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1270			ornamentTrill					
118	114	230	234	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1271								
118	114	463/2	471/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1272			ornamentTrill					
119	115	232	236	0.875		0	0	Chord	2/4	1	1	7/32		1/8	7/4	1273								
119	115	1863/8	1895/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1274			articStaccatoBelow					
119	115	233	237	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1275			articStaccatoBelow					
119	115	467/2	475/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1276			articStaccatoBelow					
119	115	232	236	0.875		0	0	Chord	2/4	2	1	7/32		1/8	7/4	1277								
119	115	1863/8	1895/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1278			articStaccatoAbove					
119	115	233	237	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1279			articStaccatoAbove					
119	115	467/2	475/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1280			articStaccatoAbove					
120	116	234	238	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1281								
120	116	1887/8	1919/8	0.0		15/32	15/32	Dynamic	2/4	1	1	0						pp						
120	116	1887/8	1919/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1282								
120	116	234	238	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1283								
120	116	1887/8	1919/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1284								
121	117	236	240	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1285								
121	117	1895/8	1927/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1286								
121	117	237	241	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1287								
121	117	1903/8	1935/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1288								
121	117	236	240	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1289								
121	117	1895/8	1927/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1290								
121	117	237	241	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1291								
121	117	1903/8	1935/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1292								
122	118	238	242	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1293								
122	118	1919/8	1951/8	0.0		15/32	15/32	Spanner	2/4	1	1	0									4			
122	118	1919/8	1951/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1294					4			
122	118	238	242	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1295								
122	118	1919/8	1951/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1296								
123	119	240	244	0.0		0	0	Spanner	2/4	1	1	0												
123	119	240	244	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1297								
123	119	1927/8	1959/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1298								
123	119	241	245	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1299								
123	119	1935/8	1967/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1300								
123	119	240	244	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1301								
123	119	1927/8	1959/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1302								
123	119	241	245	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1303								
123	119	1935/8	1967/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1304								
124	120	242	246	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1305								
124	120	1951/8	1983/8	0.0		15/32	15/32	Dynamic	2/4	1	1	0						f						
124	120	1951/8	1983/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1306	f							
124	120	242	246	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1307								
124	120	1951/8	1983/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1308								
125	121	244	248	0.0		0	0	Dynamic	2/4	1	1	0						sf						
125	121	244	248	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1309				38				
125	121	245	249	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1310			articStaccatoBelow					
125	121	491/2	499/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1311			articStaccatoBelow					
125	121	244	248	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1312				39				
125	121	245	249	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1313			articStaccatoBelow					
125	121	491/2	499/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1314			articStaccatoBelow					
126	122	246	250	0.0		0	0	Dynamic	2/4	1	1	0						sf						
126	122	246	250	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1315								
126	122	495/2	503/2	0.1		3/8	3/8	Chord	2/4	1	1	1/40		1/32	4/5	1316	p							
126	122	1238/5	1258/5	0.1		2/5	2/5	Chord	2/4	1	1	1/40		1/32	4/5	1317								
126	122	2477/10	2517/10	0.1		17/40	17/40	Chord	2/4	1	1	1/40		1/32	4/5	1318								
126	122	1239/5	1259/5	0.1		9/20	9/20	Chord	2/4	1	1	1/40		1/32	4/5	1319								
126	122	2479/10	2519/10	0.1		19/40	19/40	Chord	2/4	1	1	1/40		1/32	4/5	1320								
126	122	246	250	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1321								
126	122	495/2	503/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0						p						
127	123	248	252	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1322								
127	123	249	253	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1323								
127	123	997/4	1013/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1324			articStaccatoAbove					
127	123	499/2	507/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1325			articStaccatoAbove					
127	123	999/4	1015/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1326			articStaccatoAbove					
127	123	993/4	1009/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1327								
127	123	497/2	505/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1328								
127	123	995/4	1011/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1329								
127	123	249	253	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1330								
127	123	993/4	1009/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1331			articStaccatoBelow					
127	123	497/2	505/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1332			articStaccatoBelow					
127	123	995/4	1011/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1333			articStaccatoBelow					
127	123	249	253	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1334			articStaccatoBelow					
127	123	997/4	1013/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1335			articStaccatoBelow					
127	123	499/2	507/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1336			articStaccatoBelow					
127	123	999/4	1015/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1337			articStaccatoBelow					
128	124	250	254	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1338								
128	124	251	255	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1339								
128	124	1005/4	1021/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1340			articStaccatoAbove					
128	124	503/2	511/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1341			articStaccatoAbove					
128	124	1007/4	1023/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1342			articStaccatoAbove					
128	124	1001/4	1017/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1343								
128	124	501/2	509/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1344								
128	124	1003/4	1019/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1345								
128	124	251	255	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1346								
128	124	250	254	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1347			articStaccatoBelow					
128	124	1001/4	1017/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1348			articStaccatoBelow					
128	124	501/2	509/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1349			articStaccatoBelow					
128	124	1003/4	1019/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1350			articStaccatoBelow					
128	124	251	255	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1351			articStaccatoBelow					
128	124	1005/4	1021/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1352			articStaccatoBelow					
128	124	503/2	511/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1353			articStaccatoBelow					
128	124	1007/4	1023/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1354			articStaccatoBelow					
129	125	252	256	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1355				40				
129	125	505/2	513/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1356								
129	125	253	257	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1357			articStaccatoAbove					
129	125	507/2	515/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1358			articStaccatoAbove					
129	125	252	256	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1359								
129	125	1009/4	1025/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1360								
129	125	505/2	513/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1361								
129	125	1011/4	1027/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1362								
129	125	253	257	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1363								
129	125	1013/4	1029/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1364								
129	125	507/2	515/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1365								
129	125	1015/4	1031/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1366								
130	126	254	258	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1367								
130	126	255	259	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1368								
130	126	1021/4	1037/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1369			articStaccatoAbove					
130	126	511/2	519/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1370			articStaccatoAbove					
130	126	1023/4	1039/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1371			articStaccatoAbove					
130	126	254	258	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1372								
130	126	1017/4	1033/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1373								
130	126	509/2	517/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1374								
130	126	1019/4	1035/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1375								
130	126	255	259	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1376								
130	126	1021/4	1037/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1377								
130	126	511/2	519/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1378								
130	126	1023/4	1039/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1379								
131	127	256	260	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1380								
131	127	1027/4	1043/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1381								
131	127	257	261	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1382								
131	127	1029/4	1045/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1383								
131	127	515/2	523/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1384								
131	127	1031/4	1047/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1385								
131	127	256	260	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	1386								
131	127	1025/4	1041/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1387			articStaccatoBelow					
131	127	513/2	521/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1388			articStaccatoBelow					
131	127	1027/4	1043/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1389								
131	127	257	261	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1390								
131	127	256	260	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1391								
131	127	1025/4	1041/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1392								
131	127	513/2	521/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1393								
131	127	1027/4	1043/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1394								
131	127	257	261	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1395								
131	127	1029/4	1045/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1396								
131	127	515/2	523/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1397								
131	127	1031/4	1047/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1398								
132	128	258	262	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1399								
132	128	1035/4	1051/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1400								
132	128	259	263	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1401								
132	128	1037/4	1053/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1402								
132	128	519/2	527/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1403								
132	128	1039/4	1055/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1404								
132	128	1033/4	1049/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1405								
132	128	517/2	525/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1406								
132	128	1035/4	1051/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1407								
132	128	259	263	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1408								
132	128	1039/4	1055/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1409								
132	128	258	262	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1410								
132	128	1033/4	1049/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1411								
132	128	517/2	525/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1412								
132	128	1035/4	1051/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1413								
132	128	259	263	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1414								
132	128	1037/4	1053/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1415								
132	128	519/2	527/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1416								
132	128	1039/4	1055/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1417								
133	129	260	264	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1418				41				
133	129	521/2	529/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1419								
133	129	261	265	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1420								
133	129	523/2	531/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1421								
133	129	260	264	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1422								
133	129	1041/4	1057/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1423								
133	129	521/2	529/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1424								
133	129	1043/4	1059/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1425								
133	129	261	265	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1426								
133	129	1045/4	1061/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1427								
133	129	523/2	531/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1428								
133	129	1047/4	1063/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1429								
134	130	262	266	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1430				42				
134	130	263	267	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1431								
134	130	527/2	535/2	0.0		3/8	3/8	Spanner	2/4	1	1	0												6
134	130	527/2	535/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1432								6
134	130	262	266	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1433			articStaccatoBelow					
134	130	1049/4	1065/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1434			articStaccatoBelow					
134	130	525/2	533/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1435			articStaccatoBelow					
134	130	1051/4	1067/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1436			articStaccatoBelow					
134	130	263	267	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1437								
