mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
82	79	887/4	923/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	908									17
82	79	220	229	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	909		articStaccatoAbove							
82	79	441/2	459/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	910		articStaccatoAbove							
82	79	221	230	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	911		articStaccatoAbove							
82	79	443/2	461/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	912		articStaccatoAbove							
83	80	222	231	0.0		0	0	Spanner	2/4	1	1	0													
83	80	222	231	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	913									
83	80	889/4	925/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	914									
83	80	445/2	463/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	915									
83	80	891/4	927/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	916									
83	80	223	232	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	917									
83	80	893/4	929/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	918									
83	80	447/2	465/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	919									
83	80	895/4	931/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	920									
83	80	222	231	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	921		articStaccatoAbove							
83	80	445/2	463/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	922		articStaccatoAbove							
83	80	223	232	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	923		articStaccatoAbove							
83	80	447/2	465/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	924		articStaccatoAbove							
84	81	224	233	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	925		articStaccatoAbove							
84	81	449/2	467/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	926		articStaccatoAbove							
84	81	225	234	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	927		articStaccatoAbove							
84	81	451/2	469/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	928		articStaccatoAbove							
84	81	224	233	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	929									
84	81	897/4	933/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	930									
84	81	449/2	467/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	931									
84	81	899/4	935/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	932									
84	81	225	234	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	933									
84	81	901/4	937/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	934									
84	81	451/2	469/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	935									
84	81	903/4	939/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	936									
85	82	226	235	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	937		articStaccatoBelow							
85	82	453/2	471/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	938		articStaccatoBelow							
85	82	227	236	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	939		articStaccatoBelow							
85	82	455/2	473/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	940		articStaccatoBelow							
85	82	226	235	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	941									
85	82	905/4	941/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	942									
85	82	453/2	471/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	943									
85	82	907/4	943/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	944									
85	82	227	236	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	945									
85	82	909/4	945/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	946									
85	82	455/2	473/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	947									
85	82	911/4	947/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	948									
86	83	228	237	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	949		articStaccatoBelow							
86	83	457/2	475/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	950		articStaccatoBelow							
86	83	229	238	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	951		articStaccatoBelow							
86	83	459/2	477/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	952		articStaccatoBelow							
86	83	228	237	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	953									
86	83	913/4	949/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	954									
86	83	457/2	475/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	955									
86	83	915/4	951/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	956									
86	83	229	238	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	957									
86	83	917/4	953/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	958									
86	83	459/2	477/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	959									
86	83	919/4	955/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	960									
87	84	230	239	0.0		0	0	Spanner	2/4	1	1	0													18
87	84	230	239	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	961									18
87	84	461/2	479/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	962									18
87	84	231	240	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	963									18
87	84	463/2	481/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	964									18
87	84	230	239	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	965									
87	84	921/4	957/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	966									
87	84	461/2	479/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	967									
87	84	923/4	959/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	968									
87	84	231	240	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	969									
87	84	925/4	961/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	970									
87	84	463/2	481/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	971									
87	84	927/4	963/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	972									
88	85	232	241	0.0		0	0	Spanner	2/4	1	1	0													
88	85	232	241	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	973									
88	85	929/4	965/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	974									
88	85	465/2	483/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	975									
88	85	931/4	967/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	976									
88	85	233	242	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	977									
88	85	933/4	969/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	978									
88	85	467/2	485/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	979									
88	85	935/4	971/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	980									
88	85	232	241	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	981									
88	85	465/2	483/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	982		articStaccatoAbove							
88	85	233	242	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	983		articStaccatoAbove							
88	85	467/2	485/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	984		articStaccatoAbove							
89	86	234	243	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	985									
89	86	937/4	973/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	986									
89	86	469/2	487/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	987									
89	86	939/4	975/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	988									
89	86	235	244	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	989									
89	86	941/4	977/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	990									
89	86	471/2	489/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	991									
89	86	943/4	979/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	992									
89	86	234	243	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	993		articStaccatoAbove							
89	86	469/2	487/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	994		articStaccatoAbove							
89	86	235	244	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	995		articStaccatoAbove							
89	86	471/2	489/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	996		articStaccatoAbove							
90	87	236	245	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	997									
90	87	945/4	981/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	998									
90	87	473/2	491/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	999									
90	87	947/4	983/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1000									
90	87	237	246	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1001									
90	87	949/4	985/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1002									
90	87	475/2	493/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1003									
90	87	951/4	987/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1004									
90	87	236	245	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1005		articStaccatoAbove							
90	87	473/2	491/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1006		articStaccatoAbove							
90	87	237	246	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1007		articStaccatoAbove							
90	87	475/2	493/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1008		articStaccatoAbove							
91	88	238	247	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1009									
91	88	953/4	989/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1010									
91	88	477/2	495/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1011									
91	88	955/4	991/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1012									
91	88	239	248	0.0		1/4	1/4	Spanner	2/4	1	1	0												13	
91	88	239	248	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1013								13	
91	88	957/4	993/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1014								13	
91	88	479/2	497/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1015								13	
91	88	959/4	995/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1016								13	
91	88	238	247	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1017		articStaccatoAbove							
91	88	477/2	495/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1018		articStaccatoAbove							
91	88	239	248	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1019		articStaccatoAbove							
91	88	479/2	497/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1020		articStaccatoAbove							
92	89	240	249	0.0		0	0	Spanner	2/4	1	1	0													
92	89	240	249	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1021									
92	89	961/4	997/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1022									
92	89	481/2	499/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1023									
92	89	963/4	999/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1024									
92	89	241	250	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1025									
92	89	965/4	1001/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1026									
92	89	483/2	501/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1027									
92	89	967/4	1003/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1028									
92	89	240	249	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1029		articStaccatoBelow							
92	89	481/2	499/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1030		articStaccatoBelow							
92	89	241	250	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1031		articStaccatoBelow							
92	89	483/2	501/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1032		articStaccatoBelow							
93	90	242	251	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1033									
93	90	969/4	1005/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1034									
93	90	485/2	503/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1035									
93	90	971/4	1007/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1036									
93	90	243	252	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1037									
93	90	973/4	1009/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1038									
93	90	487/2	505/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1039									
93	90	975/4	1011/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1040									
93	90	242	251	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1041		articStaccatoBelow							
93	90	485/2	503/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1042		articStaccatoBelow							
93	90	243	252	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1043		articStaccatoBelow							
93	90	487/2	505/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1044		articStaccatoBelow							
94	91	244	253	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1045									
94	91	977/4	1013/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1046									
94	91	489/2	507/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1047									
94	91	979/4	1015/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1048									
94	91	245	254	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1049									
94	91	981/4	1017/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1050									
94	91	491/2	509/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1051									
94	91	983/4	1019/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1052									
94	91	244	253	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1053		articStaccatoBelow							
94	91	489/2	507/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1054		articStaccatoBelow							
94	91	245	254	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1055		articStaccatoBelow							
94	91	491/2	509/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1056		articStaccatoBelow							
95	92	246	255	0.0		0	0	Spanner	2/4	1	1	0													19
95	92	246	255	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1057									19
95	92	985/4	1021/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1058									19
95	92	493/2	511/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1059									19
95	92	987/4	1023/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1060									19
95	92	247	256	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1061									19
95	92	989/4	1025/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1062									19
95	92	495/2	513/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1063									19
95	92	991/4	1027/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1064									19
95	92	246	255	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1065		articStaccatoBelow							
95	92	493/2	511/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1066		articStaccatoBelow							
95	92	247	256	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1067		articStaccatoBelow							
95	92	495/2	513/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1068									
96	93	248	257	0.0		0	0	Spanner	2/4	1	1	0													
96	93	248	257	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1069									
96	93	497/2	515/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1070		articStaccatoAbove							
96	93	249	258	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1071		articStaccatoAbove							
96	93	499/2	517/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1072		articStaccatoAbove							
96	93	248	257	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1073									
96	93	993/4	1029/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1074									
96	93	497/2	515/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1075									
96	93	995/4	1031/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1076									
96	93	249	258	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1077									
96	93	997/4	1033/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1078									
96	93	499/2	517/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1079									
96	93	999/4	1035/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1080									
97	94	250	259	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1081		articStaccatoAbove							
97	94	501/2	519/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1082		articStaccatoAbove							
97	94	251	260	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1083		articStaccatoAbove							
97	94	503/2	521/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1084		articStaccatoAbove							
97	94	250	259	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1085									
97	94	1001/4	1037/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1086									
97	94	501/2	519/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1087									
97	94	1003/4	1039/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1088									
97	94	251	260	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1089									
97	94	1005/4	1041/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1090									
97	94	503/2	521/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1091									
97	94	1007/4	1043/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1092									
98	95	252	261	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1093		articStaccatoAbove							
98	95	505/2	523/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1094		articStaccatoAbove							
98	95	253	262	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1095		articStaccatoAbove							
98	95	507/2	525/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1096		articStaccatoAbove							
98	95	252	261	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1097									
98	95	1009/4	1045/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1098									
98	95	505/2	523/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1099									
98	95	1011/4	1047/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1100									
98	95	253	262	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1101									
98	95	1013/4	1049/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1102									
98	95	507/2	525/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1103									
98	95	1015/4	1051/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1104									
99	96	254	263	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1105		articStaccatoAbove							
99	96	509/2	527/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1106		articStaccatoAbove							
99	96	255	264	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1107		articStaccatoAbove							
99	96	511/2	529/2	0.0		3/8	3/8	Spanner	2/4	1	1	0												14	
99	96	511/2	529/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1108			67					14	
99	96	254	263	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1109									
99	96	1017/4	1053/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1110									
99	96	509/2	527/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1111									
99	96	1019/4	1055/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1112									
99	96	255	264	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1113									
99	96	1021/4	1057/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1114									
99	96	511/2	529/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1115									
99	96	1023/4	1059/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1116									
100	97	256	265	0.0		0	0	Spanner	9/8	1	1	0							67						
100	97	256	265	0.25		0	0	Chord	9/8	1	1	1/16		1/16	1	1117			67						
100	97	1025/4	1061/4	0.25		1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1118			67						
100	97	513/2	531/2	0.25		1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1119			67						
100	97	1027/4	1063/4	0.25		3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1120			67						
100	97	257	266	0.25		1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1121			67						
100	97	1029/4	1065/4	0.25		5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1122									
100	97	515/2	533/2	1.5		3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1123			68						
100	97	259	268	0.5		3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1124			68						
100	97	519/2	537/2	0.5		7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	1125			68						
100	97	260	269	0.5		1	1	Chord	9/8	1	1	1/8		1/8	1	1126									
100	97	256	265	1.0		0	0	Chord	9/8	2	1	1/4		1/4	1	1127									
100	97	515/2	533/2	0.25		3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1128			69						
100	97	1031/4	1067/4	0.25		7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1129			69						
100	97	258	267	0.25		1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1130			69						
100	97	1033/4	1069/4	0.25		9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1131			69						
100	97	517/2	535/2	0.25		5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1132			69						
100	97	1035/4	1071/4	0.25		11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1133									
100	97	259	268	1.5		3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1134									
100	97	259	268	1.0		3/4	3/4	Chord	9/8	2	2	1/4		1/4	1	1135									
101	98	262	271	1.5		3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1136			70						
101	98	527/2	545/2	0.5		3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1137			70						
101	98	264	273	0.5		7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	1138			70						
101	98	529/2	547/2	0.5		1	1	Chord	9/8	1	1	1/8		1/8	1	1139									
101	98	521/2	539/2	1.5		0	0	Chord	9/8	1	2	3/8		1/4	3/2	1140			71						
101	98	262	271	1.5		3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	1141									
101	98	527/2	545/2	0.25		3/4	3/4	Chord	9/8	1	2	1/16		1/16	1	1142			72						
101	98	1055/4	1091/4	0.25		13/16	13/16	Chord	9/8	1	2	1/16		1/16	1	1143			72						
101	98	264	273	0.25		7/8	7/8	Chord	9/8	1	2	1/16		1/16	1	1144			72						
101	98	1057/4	1093/4	0.25		15/16	15/16	Chord	9/8	1	2	1/16		1/16	1	1145			72						
101	98	529/2	547/2	0.25		1	1	Chord	9/8	1	2	1/16		1/16	1	1146			72						
101	98	1059/4	1095/4	0.25		17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	1147									
101	98	521/2	539/2	0.25		0	0	Chord	9/8	2	1	1/16		1/16	1	1148			73						
101	98	1043/4	1079/4	0.25		1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1149			73						
101	98	261	270	0.25		1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1150			73						
101	98	1045/4	1081/4	0.25		3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1151			73						
101	98	523/2	541/2	0.25		1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1152			73						
101	98	1047/4	1083/4	0.25		5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1153									
101	98	262	271	1.5		3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	1154									
101	98	527/2	545/2	1.0		3/4	3/4	Chord	9/8	2	1	1/4		1/4	1	1155									
101	98	262	271	0.25		3/8	3/8	Chord	9/8	2	2	1/16		1/16	1	1156			74						
101	98	1049/4	1085/4	0.25		7/16	7/16	Chord	9/8	2	2	1/16		1/16	1	1157			74						
101	98	525/2	543/2	0.25		1/2	1/2	Chord	9/8	2	2	1/16		1/16	1	1158			74						
101	98	1051/4	1087/4	0.25		9/16	9/16	Chord	9/8	2	2	1/16		1/16	1	1159			74						
101	98	263	272	0.25		5/8	5/8	Chord	9/8	2	2	1/16		1/16	1	1160			74						
101	98	1053/4	1089/4	0.25		11/16	11/16	Chord	9/8	2	2	1/16		1/16	1	1161									
102	99	265	274	1.0		0	0	Chord	9/8	1	1	1/4		1/4	1	1162			75						
102	99	266	275	0.5		1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1163									
102	99	533/2	551/2	1.5		3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1164			76						
102	99	268	277	0.5		3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1165			76						
102	99	537/2	555/2	0.5		7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	1166			76						
102	99	269	278	0.5		1	1	Chord	9/8	1	1	1/8		1/8	1	1167									
102	99	265	274	0.5		0	0	Chord	9/8	1	2	1/8		1/8	1	1168									
102	99	533/2	551/2	0.25		3/8	3/8	Chord	9/8	1	2	1/16		1/16	1	1169									
102	99	1067/4	1103/4	0.25		7/16	7/16	Chord	9/8	1	2	1/16		1/16	1	1170									
102	99	267	276	0.25		1/2	1/2	Chord	9/8	1	2	1/16		1/16	1	1171									
102	99	1069/4	1105/4	0.25		9/16	9/16	Chord	9/8	1	2	1/16		1/16	1	1172									
102	99	535/2	553/2	0.25		5/8	5/8	Chord	9/8	1	2	1/16		1/16	1	1173									
