mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	1	7/2	7/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		-1	77	F5	5	3
2	1	7/2	7/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		-2	82	Bb5	5	3
2	1	7/2	7/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	3
2	1	4	4	0.5		7/8	7/8	2/2	2	1	1/8			1/8	1		-1	53	F3	3	9
2	1	4	4	0.5		7/8	7/8	2/2	2	1	1/8			1/8	1		-2	58	Bb3	3	9
2	1	4	4	0.5		7/8	7/8	2/2	2	1	1/8			1/8	1		2	62	D4	4	9
2	1	4	4	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		2	74	D5	5	4
2	1	4	4	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-1	77	F5	5	4
2	1	4	4	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-2	82	Bb5	5	4
2	1	4	4	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	4
3	2	9/2	9/2	1.0		0	0	2/2	2	1	1/4			1/4	1		-1	53	F3	3	12
3	2	9/2	9/2	1.0		0	0	2/2	2	1	1/4			1/4	1		-2	58	Bb3	3	12
3	2	9/2	9/2	1.0		0	0	2/2	2	1	1/4			1/4	1		2	62	D4	4	12
3	2	9/2	9/2	1.0		0	0	2/2	1	1	1/4			1/4	1		2	74	D5	5	10
3	2	9/2	9/2	1.0		0	0	2/2	1	1	1/4			1/4	1		-1	77	F5	5	10
3	2	9/2	9/2	1.0		0	0	2/2	1	1	1/4			1/4	1		-2	82	Bb5	5	10
3	2	9/2	9/2	1.0		0	0	2/2	1	1	1/4			1/4	1		2	86	D6	6	10
3	2	11/2	11/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		2	50	D3	3	13
3	2	11/2	11/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-1	53	F3	3	13
3	2	11/2	11/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-2	58	Bb3	3	13
3	2	11/2	11/2	1.0		1/4	1/4	2/2	1	1	1/4			1/4	1		-2	70	Bb4	4	11
3	2	11/2	11/2	1.0		1/4	1/4	2/2	1	1	1/4			1/4	1		2	74	D5	5	11
3	2	11/2	11/2	1.0		1/4	1/4	2/2	1	1	1/4			1/4	1		-1	77	F5	5	11
3	2	11/2	11/2	1.0		1/4	1/4	2/2	1	1	1/4			1/4	1		-2	82	Bb5	5	11
3	2	8	8	0.5		7/8	7/8	2/2	2	1	1/8			1/8	1		-2	34	Bb1	1	14
4	3	17/2	17/2	1.5		0	0	2/2	2	1	3/8			1/4	3/2		-1	53	F3	3	19
4	3	17/2	17/2	1.5		0	0	2/2	2	1	3/8			1/4	3/2		-2	58	Bb3	3	19
4	3	17/2	17/2	1.5		0	0	2/2	2	1	3/8			1/4	3/2		2	62	D4	4	19
4	3	17/2	17/2	1.5		0	0	2/2	2	1	3/8			1/4	3/2		-1	65	F4	4	19
4	3	10	10	0.5		3/8	3/8	2/2	2	1	1/8			1/8	1		-1	53	F3	3	20
4	3	10	10	0.5		3/8	3/8	2/2	2	1	1/8			1/8	1		-2	58	Bb3	3	20
4	3	10	10	0.5		3/8	3/8	2/2	2	1	1/8			1/8	1		2	62	D4	4	20
4	3	10	10	0.5		3/8	3/8	2/2	2	1	1/8			1/8	1		-1	65	F4	4	20
4	3	10	10	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		-1	77	F5	5	15
4	3	10	10	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		-2	82	Bb5	5	15
4	3	10	10	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	15
4	3	10	10	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		-1	89	F6	6	15
4	3	21/2	21/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-1	53	F3	3	21
4	3	21/2	21/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-2	58	Bb3	3	21
4	3	21/2	21/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		2	62	D4	4	21
4	3	21/2	21/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-1	65	F4	4	21
4	3	21/2	21/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		-1	77	F5	5	16
4	3	21/2	21/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		-2	82	Bb5	5	16
4	3	21/2	21/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		2	86	D6	6	16
4	3	21/2	21/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		-1	89	F6	6	16
4	3	23/2	23/2	0.5		3/4	3/4	2/2	2	1	1/8			1/8	1		-1	53	F3	3	22
4	3	23/2	23/2	0.5		3/4	3/4	2/2	2	1	1/8			1/8	1		-2	58	Bb3	3	22
4	3	23/2	23/2	0.5		3/4	3/4	2/2	2	1	1/8			1/8	1		2	62	D4	4	22
4	3	23/2	23/2	0.5		3/4	3/4	2/2	2	1	1/8			1/8	1		-1	65	F4	4	22
4	3	23/2	23/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		-1	77	F5	5	17
4	3	23/2	23/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		-2	82	Bb5	5	17
4	3	23/2	23/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		2	86	D6	6	17
4	3	23/2	23/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		1	91	G6	6	17
4	3	12	12	0.5		7/8	7/8	2/2	2	1	1/8			1/8	1		-1	53	F3	3	23
4	3	12	12	0.5		7/8	7/8	2/2	2	1	1/8			1/8	1		-2	58	Bb3	3	23
4	3	12	12	0.5		7/8	7/8	2/2	2	1	1/8			1/8	1		2	62	D4	4	23
4	3	12	12	0.5		7/8	7/8	2/2	2	1	1/8			1/8	1		-1	65	F4	4	23
4	3	12	12	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-1	77	F5	5	18
4	3	12	12	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-2	82	Bb5	5	18
4	3	12	12	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	18
4	3	12	12	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-1	89	F6	6	18
5	4	25/2	25/2	1.0		0	0	2/2	2	1	1/4			1/4	1		-1	53	F3	3	28
5	4	25/2	25/2	1.0		0	0	2/2	2	1	1/4			1/4	1		-2	58	Bb3	3	28
5	4	25/2	25/2	1.0		0	0	2/2	2	1	1/4			1/4	1		2	62	D4	4	28
5	4	25/2	25/2	1.0		0	0	2/2	2	1	1/4			1/4	1		-1	65	F4	4	28
5	4	25/2	25/2	1.0		0	0	2/2	1	1	1/4			1/4	1		-1	77	F5	5	24
5	4	25/2	25/2	1.0		0	0	2/2	1	1	1/4			1/4	1		-2	82	Bb5	5	24
5	4	25/2	25/2	1.0		0	0	2/2	1	1	1/4			1/4	1		2	86	D6	6	24
5	4	25/2	25/2	1.0		0	0	2/2	1	1	1/4			1/4	1		-1	89	F6	6	24
5	4	27/2	27/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-1	53	F3	3	29
5	4	27/2	27/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-2	58	Bb3	3	29
5	4	27/2	27/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		2	62	D4	4	29
5	4	27/2	27/2	1.0		1/4	1/4	2/2	1	1	1/4			1/4	1		2	74	D5	5	25
5	4	27/2	27/2	1.0		1/4	1/4	2/2	1	1	1/4			1/4	1		-1	77	F5	5	25
5	4	27/2	27/2	1.0		1/4	1/4	2/2	1	1	1/4			1/4	1		-2	82	Bb5	5	25
5	4	27/2	27/2	1.0		1/4	1/4	2/2	1	1	1/4			1/4	1		2	86	D6	6	25
5	4	31/2	31/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		-2	70	Bb4	4	26
5	4	16	16	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		0	72	C5	5	27
6	5	33/2	33/2	2.0		0	0	2/2	1	1	1/2			1/2	1		2	74	D5	5	30
6	5	35/2	35/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		4	64	E4	4	37
6	5	35/2	35/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		1	67	G4	4	34
6	5	37/2	37/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-1	65	F4	4	38
6	5	37/2	37/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		3	69	A4	4	35
6	5	37/2	37/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		0	72	C5	5	31
6	5	39/2	39/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		5	59	B3	3	39
6	5	39/2	39/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		-4	68	Ab4	4	36
6	5	39/2	39/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		0	72	C5	5	32
6	5	20	20	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		2	74	D5	5	33
7	6	41/2	41/2	1.0		0	0	2/2	2	1	1/4			1/4	1		0	60	C4	4	48
7	6	41/2	41/2	1.0		0	0	2/2	1	2	1/4			1/4	1		1	67	G4	4	44
7	6	41/2	41/2	2.0		0	0	2/2	1	1	1/2			1/2	1		-3	75	Eb5	5	40
7	6	43/2	43/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		6	54	F#3	3	49
7	6	43/2	43/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		3	69	A4	4	45
7	6	45/2	45/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		1	55	G3	3	50
7	6	45/2	45/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		-2	70	Bb4	4	46
7	6	45/2	45/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		2	74	D5	5	41
7	6	47/2	47/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		-3	51	Eb3	3	51
7	6	47/2	47/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		1	67	G4	4	47
7	6	47/2	47/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		2	74	D5	5	42
7	6	24	24	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-3	75	Eb5	5	43
8	7	49/2	49/2	1.0		0	0	2/2	2	1	1/4			1/4	1		2	50	D3	3	61
8	7	49/2	49/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-1	65	F4	4	57
8	7	49/2	49/2	1.5		0	0	2/2	1	1	3/8			1/4	3/2		-1	77	F5	5	52
8	7	51/2	51/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-5	49	Db3	3	62
8	7	51/2	51/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		-2	70	Bb4	4	58
8	7	26	26	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		1	79	G5	5	53
8	7	53/2	53/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		0	48	C3	3	63
8	7	53/2	53/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		1	67	G4	4	59
8	7	53/2	53/2	0.5		1/2	1/2	2/2	1	1	1/8			1/8	1		-1	77	F5	5	54
8	7	27	27	1.0		5/8	5/8	2/2	1	1	1/4			1/4	1		-3	75	Eb5	5	55
8	7	55/2	55/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		-1	41	F2	2	64
8	7	55/2	55/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		3	69	A4	4	60
8	7	28	28	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-1	77	F5	5	56
9	8	57/2	57/2	1.0		0	0	2/2	2	1	1/4			1/4	1		-2	46	Bb2	2	75
9	8	57/2	57/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-1	65	F4	4	72
9	8	57/2	57/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-2	70	Bb4	4	72
9	8	57/2	57/2	0.5		0	0	2/2	1	1	1/8			1/8	1		-3	75	Eb5	5	65
9	8	29	29	0.5		1/8	1/8	2/2	1	1	1/8			1/8	1		2	74	D5	5	66
9	8	59/2	59/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-3	39	Eb2	2	76
9	8	59/2	59/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		1	67	G4	4	73
9	8	59/2	59/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		0	72	C5	5	73
9	8	59/2	59/2	0.5		1/4	1/4	2/2	1	1	1/8			1/8	1		-1	77	F5	5	67
9	8	30	30	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		-3	75	Eb5	5	68
9	8	61/2	61/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-1	41	F2	2	77
9	8	61/2	61/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		3	69	A4	4	74
9	8	61/2	61/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		0	72	C5	5	69
9	8	63/2	63/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		-2	82	Bb5	5	70
9	8	32	32	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		0	84	C6	6	71
10	9	65/2	65/2	2.0		0	0	2/2	1	1	1/2			1/2	1		2	86	D6	6	78
10	9	67/2	67/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		4	76	E5	5	85
10	9	67/2	67/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		1	79	G5	5	82
10	9	69/2	69/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-1	77	F5	5	86
10	9	69/2	69/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		3	81	A5	5	83
10	9	69/2	69/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		0	84	C6	6	79
10	9	71/2	71/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		5	71	B4	4	87
10	9	71/2	71/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		-4	80	Ab5	5	84
10	9	71/2	71/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		0	84	C6	6	80
10	9	36	36	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	81
11	10	73/2	73/2	1.0		0	0	2/2	2	1	1/4			1/4	1		0	72	C5	5	96
11	10	73/2	73/2	1.0		0	0	2/2	1	2	1/4			1/4	1		1	79	G5	5	92
11	10	73/2	73/2	2.0		0	0	2/2	1	1	1/2			1/2	1		-3	87	Eb6	6	88
11	10	75/2	75/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		6	66	F#4	4	97
11	10	75/2	75/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		3	81	A5	5	93
11	10	77/2	77/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		1	67	G4	4	98
11	10	77/2	77/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	94
11	10	77/2	77/2	1.0		1/2	1/2	2/2	1	1	1/4			1/4	1		2	86	D6	6	89
11	10	79/2	79/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		-3	63	Eb4	4	99
11	10	79/2	79/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		1	79	G5	5	95
11	10	79/2	79/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		2	86	D6	6	90
11	10	40	40	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	91
12	11	81/2	81/2	1.0		0	0	2/2	2	1	1/4			1/4	1		2	62	D4	4	109
12	11	81/2	81/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-1	77	F5	5	105
12	11	81/2	81/2	1.5		0	0	2/2	1	1	3/8			1/4	3/2		-1	89	F6	6	100
12	11	83/2	83/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-5	61	Db4	4	110
12	11	83/2	83/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	106
12	11	42	42	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		1	91	G6	6	101
12	11	85/2	85/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		0	60	C4	4	111
12	11	85/2	85/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		1	79	G5	5	107
12	11	85/2	85/2	0.5		1/2	1/2	2/2	1	1	1/8			1/8	1		-1	89	F6	6	102
12	11	43	43	1.0		5/8	5/8	2/2	1	1	1/4			1/4	1		-3	87	Eb6	6	103
12	11	87/2	87/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		-1	53	F3	3	112
12	11	87/2	87/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		3	81	A5	5	108
12	11	44	44	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-1	89	F6	6	104
13	12	89/2	89/2	1.0		0	0	2/2	2	1	1/4			1/4	1		-2	58	Bb3	3	123
13	12	89/2	89/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-1	77	F5	5	120
13	12	89/2	89/2	0.5		0	0	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	113
13	12	45	45	1.0		1/8	1/8	2/2	1	1	1/4			1/4	1		2	86	D6	6	114
13	12	91/2	91/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-6	54	Gb3	3	124
13	12	91/2	91/2	2.0		1/4	1/4	2/2	1	2	1/2			1/2	1		-2	82	Bb5	5	121
13	12	46	46	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	115
13	12	93/2	93/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-1	53	F3	3	125
13	12	93/2	93/2	0.5		1/2	1/2	2/2	1	1	1/8			1/8	1		2	86	D6	6	116
13	12	47	47	0.5		5/8	5/8	2/2	1	1	1/8			1/8	1		0	84	C6	6	117
13	12	95/2	95/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		-3	51	Eb3	3	126
13	12	95/2	95/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		-1	77	F5	5	122
13	12	95/2	95/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		3	81	A5	5	122
13	12	95/2	95/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		2	86	D6	6	118
13	12	48	48	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	119
14	13	97/2	97/2	1.0		0	0	2/2	2	1	1/4			1/4	1		2	50	D3	3	139
14	13	97/2	97/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-1	77	F5	5	135
14	13	97/2	97/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	135
14	13	97/2	97/2	0.5		0	0	2/2	1	1	1/8			1/8	1		1	91	G6	6	127
14	13	49	49	0.5		1/8	1/8	2/2	1	1	1/8			1/8	1		-1	89	F6	6	128
14	13	99/2	99/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-5	49	Db3	3	140
14	13	99/2	99/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	136
14	13	99/2	99/2	0.5		1/4	1/4	2/2	1	1	1/8			1/8	1		1	91	G6	6	129
14	13	50	50	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		-1	89	F6	6	130
14	13	101/2	101/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		0	48	C3	3	141
14	13	101/2	101/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		1	79	G5	5	137
14	13	101/2	101/2	0.5		1/2	1/2	2/2	1	1	1/8			1/8	1		-1	89	F6	6	131
14	13	51	51	0.5		5/8	5/8	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	132
14	13	103/2	103/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		-1	41	F2	2	142
14	13	103/2	103/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		3	81	A5	5	138
14	13	103/2	103/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		-1	89	F6	6	133
14	13	52	52	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	134
15	14	105/2	105/2	1.0		0	0	2/2	2	1	1/4			1/4	1		-2	46	Bb2	2	154
15	14	105/2	105/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-1	77	F5	5	151
15	14	105/2	105/2	0.5		0	0	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	143
15	14	53	53	0.5		1/8	1/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	144
15	14	107/2	107/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-6	42	Gb2	2	155
15	14	107/2	107/2	2.0		1/4	1/4	2/2	1	2	1/2			1/2	1		-2	82	Bb5	5	152
15	14	107/2	107/2	0.5		1/4	1/4	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	145
15	14	54	54	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	146
15	14	109/2	109/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-1	41	F2	2	156
15	14	109/2	109/2	0.5		1/2	1/2	2/2	1	1	1/8			1/8	1		2	86	D6	6	147
15	14	55	55	0.5		5/8	5/8	2/2	1	1	1/8			1/8	1		0	84	C6	6	148
15	14	111/2	111/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		-3	39	Eb2	2	157
15	14	111/2	111/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		-1	77	F5	5	153
15	14	111/2	111/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		3	81	A5	5	153
15	14	111/2	111/2	0.5		3/4	3/4	2/2	1	1	1/8			1/8	1		2	86	D6	6	149
15	14	56	56	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		-3	87	Eb6	6	150
16	15	113/2	113/2	1.0		0	0	2/2	2	1	1/4			1/4	1		2	38	D2	2	168
16	15	113/2	113/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-1	77	F5	5	164
16	15	113/2	113/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	164
16	15	113/2	113/2	0.5		0	0	2/2	1	1	1/8			1/8	1		1	91	G6	6	158
16	15	57	57	0.5		1/8	1/8	2/2	1	1	1/8			1/8	1		-1	89	F6	6	159
16	15	115/2	115/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-5	37	Db2	2	169
16	15	115/2	115/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	165
16	15	115/2	115/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		4	88	E6	6	165
16	15	58	58	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1	1	1	91	G6	6	160
16	15	117/2	117/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		0	36	C2	2	170
16	15	117/2	117/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		-3	87	Eb6	6	166
16	15	117/2	117/2	0.5		1/2	1/2	2/2	1	1	1/8			1/8	1	-1	1	91	G6	6	161
16	15	59	59	1.0		5/8	5/8	2/2	1	1	1/4			1/4	1		-4	92	Ab6	6	162
16	15	119/2	119/2	1.0		3/4	3/4	2/2	2	1	1/4			1/4	1		6	30	F#1	1	171
16	15	119/2	119/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		0	84	C6	6	167
16	15	119/2	119/2	1.0		3/4	3/4	2/2	1	2	1/4			1/4	1		-3	87	Eb6	6	167
16	15	60	60	0.5		7/8	7/8	2/2	1	1	1/8			1/8	1		3	93	A6	6	163
17	16	121/2	121/2	1.0		0	0	2/2	2	1	1/4			1/4	1		1	31	G1	1	182
17	16	121/2	121/2	1.0		0	0	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	178
17	16	121/2	121/2	1.0		0	0	2/2	1	2	1/4			1/4	1		2	86	D6	6	178
17	16	121/2	121/2	0.5		0	0	2/2	1	1	1/8			1/8	1		0	96	C7	7	172
17	16	61	61	0.5		1/8	1/8	2/2	1	1	1/8			1/8	1		-2	94	Bb6	6	173
17	16	123/2	123/2	1.0		1/4	1/4	2/2	2	1	1/4			1/4	1		-3	39	Eb2	2	183
17	16	123/2	123/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	179
17	16	123/2	123/2	1.0		1/4	1/4	2/2	1	2	1/4			1/4	1		-3	87	Eb6	6	179
17	16	123/2	123/2	0.5		1/4	1/4	2/2	1	1	1/8			1/8	1		3	93	A6	6	174
17	16	62	62	0.5		3/8	3/8	2/2	1	1	1/8			1/8	1		1	91	G6	6	175
17	16	125/2	125/2	1.0		1/2	1/2	2/2	2	1	1/4			1/4	1		-1	41	F2	2	184
17	16	125/2	125/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		-2	82	Bb5	5	180
17	16	125/2	125/2	1.0		1/2	1/2	2/2	1	2	1/4			1/4	1		2	86	D6	6	180
